0.0542176,0.448012,0.458618,-1.37575,-2.17133,-0.092674,0.623494,0.245958,0.395221,0.888036,0.709557,0.51533,-0.337009,-2.34645,0.927929,1.01566,-1.0902,1.76052,0.114266,-2.41328,0.302148,-0.466372,-0.287549,1.66882,1.04786,-0.332603
0.0634198,0.449978,0.460116,-1.34328,-2.18004,-0.0897485,0.617987,0.242554,0.400323,0.895229,0.69832,0.512961,-0.340938,-2.35514,0.934692,1.00532,-1.09426,1.77062,0.10113,-2.4037,0.320649,-0.456247,-0.274573,1.64941,1.04389,-0.322352
0.0729489,0.451905,0.461574,-1.3107,-2.18856,-0.0868152,0.612426,0.239129,0.405389,0.902342,0.687022,0.510547,-0.344837,-2.36362,0.941372,0.994891,-1.09823,1.78056,0.0879855,-2.39391,0.339122,-0.446082,-0.261572,1.62984,1.03983,-0.312073
0.0827435,0.453792,0.462992,-1.278,-2.19688,-0.0838744,0.606811,0.235684,0.410421,0.909378,0.675665,0.508089,-0.348706,-2.3719,0.947971,0.984376,-1.1021,1.79035,0.0748334,-2.38391,0.357566,-0.435879,-0.248548,1.61014,1.03567,-0.301767
0.092742,0.455641,0.46437,-1.24519,-2.20502,-0.0809264,0.601146,0.232218,0.415418,0.916337,0.66425,0.505588,-0.352546,-2.37997,0.95449,0.973778,-1.10587,1.79999,0.0616749,-2.37371,0.375979,-0.425638,-0.235504,1.5903,1.03143,-0.291435
0.102883,0.457452,0.46571,-1.21228,-2.21298,-0.0779717,0.59543,0.228733,0.42038,0.923219,0.65278,0.503045,-0.356356,-2.38785,0.960929,0.963098,-1.10956,1.80948,0.0485113,-2.36331,0.394361,-0.415363,-0.22244,1.57033,1.0271,-0.281079
0.113107,0.459226,0.467013,-1.17928,-2.22076,-0.0750107,0.589666,0.22523,0.425308,0.930027,0.641257,0.500461,-0.360137,-2.39553,0.96729,0.952341,-1.11315,1.81882,0.0353438,-2.35272,0.412711,-0.405053,-0.209358,1.55023,1.02269,-0.2707
0.123354,0.460963,0.468278,-1.14617,-2.22836,-0.0720437,0.583855,0.221709,0.430202,0.93676,0.629682,0.497838,-0.36389,-2.40303,0.973574,0.941507,-1.11666,1.82801,0.0221734,-2.34194,0.431028,-0.394711,-0.196259,1.53001,1.0182,-0.2603
0.133567,0.462664,0.469506,-1.11298,-2.23578,-0.0690711,0.577998,0.21817,0.435062,0.94342,0.618059,0.495175,-0.367614,-2.41033,0.979782,0.9306,-1.12008,1.83707,0.00900133,-2.33098,0.449311,-0.384338,-0.183145,1.50967,1.01363,-0.249879
0.143688,0.46433,0.470698,-1.07971,-2.24304,-0.0660932,0.572097,0.214614,0.439889,0.950008,0.606388,0.492474,-0.37131,-2.41745,0.985915,0.919621,-1.12341,1.84598,-0.00417145,-2.31984,0.46756,-0.373936,-0.170017,1.48921,1.00898,-0.239439
0.153664,0.465961,0.471856,-1.04635,-2.25012,-0.0631103,0.566153,0.211043,0.444683,0.956524,0.594672,0.489737,-0.374978,-2.42439,0.991974,0.908574,-1.12666,1.85475,-0.0173439,-2.30853,0.485774,-0.363506,-0.156876,1.46864,1.00426,-0.228981
0.163443,0.467558,0.472978,-1.01291,-2.25705,-0.0601228,0.560167,0.207456,0.449445,0.96297,0.582912,0.486963,-0.378618,-2.43115,0.99796,0.897459,-1.12983,1.86339,-0.0305151,-2.29704,0.503952,-0.353049,-0.143723,1.44796,0.999457,-0.218506
