1.04095,1.41643,-0.113372,0.979778,1.53285,-0.29134,-1.10008,1.69302,-1.97597,-1.29725,1.07905,-0.779182,1.08347,-0.944335,1.22834,-1.7637,0.155091,-0.662408,0.293424,-1.69864,-0.0591737,-1.58882,0.0916241,1.32427,1.50125,0.61839
1.04645,1.41843,-0.11181,1.01204,1.52382,-0.288422,-1.10548,1.68961,-1.97078,-1.28992,1.06789,-0.781466,1.07947,-0.953323,1.23521,-1.77387,0.150879,-0.652058,0.280299,-1.68936,-0.0406314,-1.57872,0.10456,1.30506,1.49739,0.628583
1.04987,1.42041,-0.110246,1.04429,1.51477,-0.2855,-1.11087,1.68619,-1.96556,-1.28256,1.05671,-0.783741,1.07546,-0.962299,1.24206,-1.78402,0.146665,-0.6417,0.267171,-1.68005,-0.0220885,-1.56861,0.117494,1.28583,1.49352,0.63877
1.05121,1.42238,-0.108681,1.07652,1.5057,-0.282574,-1.11625,1.68275,-1.96032,-1.27519,1.04553,-0.786006,1.07144,-0.971263,1.24889,-1.79414,0.142449,-0.631334,0.254039,-1.67073,-0.00354535,-1.55848,0.130426,1.26658,1.48962,0.648948
1.05048,1.42432,-0.107114,1.10874,1.49662,-0.279646,-1.12161,1.67928,-1.95505,-1.26781,1.03433,-0.788261,1.06741,-0.980216,1.25571,-1.80425,0.138232,-0.620961,0.240904,-1.66138,0.0149978,-1.54834,0.143357,1.24732,1.48571,0.659118
1.04766,1.42625,-0.105546,1.14095,1.48751,-0.276714,-1.12695,1.6758,-1.94977,-1.26041,1.02311,-0.790507,1.06336,-0.989157,1.26251,-1.81433,0.134013,-0.61058,0.227766,-1.65201,0.0335408,-1.53817,0.156287,1.22804,1.48178,0.66928
1.04276,1.42817,-0.103977,1.17314,1.47839,-0.273778,-1.13229,1.67229,-1.94445,-1.253,1.01189,-0.792742,1.0593,-0.998085,1.2693,-1.82439,0.129792,-0.600191,0.214625,-1.64263,0.0520834,-1.52798,0.169214,1.20875,1.47783,0.679434
1.0358,1.43006,-0.102406,1.20532,1.46925,-0.270839,-1.13761,1.66877,-1.93912,-1.24557,1.00065,-0.794969,1.05523,-1.007,1.27608,-1.83443,0.125569,-0.589795,0.201482,-1.63322,0.0706254,-1.51778,0.18214,1.18944,1.47386,0.68958
1.02676,1.43194,-0.100835,1.23749,1.46009,-0.267897,-1.14291,1.66522,-1.93376,-1.23812,0.989403,-0.797185,1.05114,-1.0159,1.28283,-1.84444,0.121345,-0.579391,0.188336,-1.62379,0.0891664,-1.50755,0.195063,1.17012,1.46988,0.699717
1.01566,1.4338,-0.0992616,1.26964,1.45091,-0.264951,-1.1482,1.66165,-1.92837,-1.23066,0.97814,-0.79939,1.04704,-1.02479,1.28957,-1.85443,0.11712,-0.56898,0.175188,-1.61434,0.107706,-1.49731,0.207983,1.15078,1.46587,0.709845
