# stan_version_major = 2
# stan_version_minor = 0
# stan_version_patch = 1
# model = example_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 0
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.65000000000000002 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 0.01
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file =  (Default)
# init = 20
# random
#   seed = 974718116
# output
#   file = samples.csv (Default)
#   append_sample = 0 (Default)
#   diagnostic_file =  (Default)
#   append_diagnostic = 0 (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,mu
-0.734669,0.999972,0.01,6,1.21216
-1.25978,0.999984,0.01,5,1.58731
-0.00638845,0.999983,0.01,6,0.113035
-0.00841873,1,0.01,5,0.129759
-0.614969,0.999971,0.01,6,1.10903
-0.33015,0.999937,0.01,6,0.812588
-0.245449,0.999994,0.01,5,0.700641
-0.0219236,0.999998,0.01,6,0.209397
-0.274363,0.999988,0.01,6,-0.74076
-0.301177,0.999999,0.01,4,-0.776115
-0.127934,0.999996,0.01,5,-0.505834
-0.14016,0.999937,0.01,7,0.529453
-0.90715,0.999942,0.01,6,1.34696
-0.90296,0.999999,0.01,3,1.34385
-0.108664,0.999989,0.01,6,0.466185
-0.591627,0.999993,0.01,7,1.08777
-0.320575,0.999995,0.01,7,-0.800719
-0.0275963,0.999999,0.01,6,-0.234931
-0.155679,0.999991,0.01,7,0.557995
-0.144563,0.999999,0.01,7,-0.537705
-0.356333,0.999954,0.01,6,0.844196
-0.166376,0.99999,0.01,6,-0.576847
-0.189107,0.999998,0.01,5,-0.614992
-0.0109343,0.999995,0.01,6,-0.147881
-0.0247679,0.999995,0.01,6,-0.222566
-0.256064,0.999981,0.01,6,-0.715631
-0.000341072,0.999999,0.01,7,0.0261179
-0.128291,0.999994,0.01,6,0.506538
-0.0784446,0.999986,0.01,6,-0.396092
-0.0516038,0.999995,0.01,6,0.321259
-0.0612803,0.999999,0.01,4,0.350087
-1.27131,0.99996,0.01,7,-1.59456
-1.32763,0.999998,0.01,3,-1.6295
-1.55471,0.999966,0.01,5,-1.76336
-1.53498,1,0.01,3,-1.75213
-1.52315,1,0.01,2,-1.74537
-1.34899,0.999997,0.01,4,-1.64255
-1.54892,0.999988,0.01,4,-1.76007
-1.37251,0.999996,0.01,5,-1.65681
-1.38928,0.999999,0.01,2,-1.6669
-0.000846321,0.999993,0.01,7,0.0411417
-0.032395,0.999994,0.01,6,-0.254539
-0.585329,0.999983,0.01,6,-1.08197
-0.755737,0.999982,0.01,5,-1.22942
-0.69378,0.999999,0.01,4,-1.17795
-0.705789,1,0.01,3,-1.1881
-0.315823,0.999993,0.01,7,0.794761
-0.481985,0.999991,0.01,5,0.98182
-0.000470488,0.999999,0.01,7,0.0306753
-0.0299576,0.999999,0.01,7,-0.244776
-0.00411514,0.999998,0.01,6,0.0907209
-0.0315921,0.999986,0.01,6,-0.251365
-0.014251,1,0.01,6,-0.168826
-0.100012,0.999997,0.01,7,0.447241
-0.0686916,0.999988,0.01,6,-0.370652
-0.0664759,1,0.01,3,-0.364625
-0.210791,0.999995,0.01,6,-0.649294
-0.212883,1,0.01,5,-0.652508
-0.21575,1,0.01,3,-0.656886
-0.661957,0.999983,0.01,5,-1.15061
-0.646076,0.999982,0.01,7,1.13673
-0.710374,0.999997,0.01,4,1.19195
-1.45607,0.999964,0.01,6,1.7065
-1.43712,1,0.01,3,1.69536
-2.12621,0.99998,0.01,5,2.06214
-0.0710718,0.999979,0.01,7,-0.377019
-0.163227,0.999994,0.01,7,0.571362
-0.170036,0.999996,0.01,5,0.583158
-0.00296251,0.999994,0.01,6,-0.0769742
-0.0826882,0.999994,0.01,6,0.406665
-0.00144356,0.999993,0.01,6,0.053732
-0.237686,0.999989,0.01,6,0.689473
-0.0249677,0.999983,0.01,6,-0.223462
-0.31501,0.999981,0.01,6,-0.793738
-0.330867,1,0.01,6,-0.81347
-0.0568809,0.999989,0.01,6,0.337286
-0.0646721,1,0.01,5,0.359644
-0.097553,0.999998,0.01,5,0.441708
-0.0362762,0.999997,0.01,5,0.269356
-0.0210888,0.999982,0.01,6,-0.205372
-0.381496,0.999988,0.01,6,-0.873494
-0.350865,1,0.01,4,-0.837693
-0.0231898,0.999987,0.01,7,0.215359
-0.0918774,0.999987,0.01,6,0.428666
-0.790372,0.999976,0.01,7,-1.25728
-0.808431,0.999999,0.01,3,-1.27156
-0.950422,0.999994,0.01,4,-1.37871
-0.0842584,0.999987,0.01,6,0.410508
-0.0437976,0.999978,0.01,7,-0.295965
-0.0440969,1,0.01,2,-0.296974
-0.0871723,0.999994,0.01,7,0.417546
-0.28636,0.999975,0.01,6,-0.756783
-0.00107914,0.999992,0.01,6,0.0464573
-0.0395472,0.999965,0.01,7,-0.281237
-0.0156377,0.999999,0.01,6,0.176849
-0.122122,0.999993,0.01,6,0.49421
-0.268145,0.999992,0.01,6,0.732318
-0.164408,0.999999,0.01,5,0.573425
-0.125359,0.999997,0.01,5,0.500718
-0.125576,1,0.01,1,0.501151
-0.371638,0.99999,0.01,5,0.862135
-0.517462,0.999992,0.01,5,1.01731
-0.858365,0.999977,0.01,5,1.31024
-0.86219,1,0.01,2,1.31316
-0.870765,1,0.01,3,1.31967
-0.106474,0.999993,0.01,6,-0.461462
-0.126275,0.999999,0.01,7,0.502543
-0.415604,0.999989,0.01,6,0.911706
-0.058179,0.999988,0.01,6,0.341113
-0.00358857,0.999999,0.01,6,-0.084718
-0.00705151,1,0.01,5,-0.118756
-0.157075,0.999992,0.01,6,-0.56049
-0.192403,0.999999,0.01,5,-0.620327
-0.0166685,0.999999,0.01,6,-0.182584
-0.0256814,0.999998,0.01,6,0.226634
-0.512947,0.999968,0.01,7,1.01286
-0.24195,0.999998,0.01,7,-0.695629
-0.248041,1,0.01,3,-0.704331
-0.180098,0.999943,0.01,6,0.600163
-0.233,0.999996,0.01,7,-0.682641
-0.0283721,0.999999,0.01,6,-0.23821
-0.00295859,1,0.01,6,-0.0769232
-0.000633338,1,0.01,7,0.0355904
-0.0454809,0.999986,0.01,6,0.301599
-0.055294,1,0.01,4,0.332548
-0.00173944,0.99999,0.01,6,-0.058982
-0.000853916,1,0.01,5,-0.0413259
-0.220582,0.99999,0.01,6,0.664202
-0.44589,0.999991,0.01,6,0.944341
-0.296683,0.999999,0.01,5,0.770302
-0.0527628,0.999991,0.01,6,0.324847
-0.977796,0.999972,0.01,6,1.39843
-1.11201,0.999992,0.01,4,1.49132
-0.999624,0.999999,0.01,4,1.41395
-0.996704,1,0.01,1,1.41188
-1.13984,0.999993,0.01,7,1.50986
-1.14412,1,0.01,2,1.51269
-1.17585,0.999999,0.01,3,1.53353
-1.27085,0.999997,0.01,4,1.59427
-1.21897,1,0.01,4,1.56139
-1.21222,1,0.01,2,1.55706
-0.0164644,0.999984,0.01,6,-0.181463
-0.0317565,0.99999,0.01,7,0.252018
-0.00595404,0.999996,0.01,6,-0.109124
-0.132406,0.999985,0.01,6,0.5146
-0.124636,1,0.01,4,0.499272
-0.0152521,0.999997,0.01,7,-0.174655
-0.000203085,0.999993,0.01,6,0.0201537
-1.85118,0.999951,0.01,6,1.92415
-1.58614,0.999997,0.01,4,1.78109
-2.56296,0.999969,0.01,5,2.26405
-2.4931,1,0.01,3,2.23298
-2.45056,1,0.01,3,2.21385
-1.40273,0.999942,0.01,5,1.67495
-1.4427,0.999995,0.01,4,1.69865
-1.00346,0.999996,0.01,5,1.41666
-0.00166771,0.999991,0.01,6,0.057753
-0.094912,0.999997,0.01,6,-0.435688
-0.175086,0.999997,0.01,6,-0.591753
-0.0159255,0.999998,0.01,6,-0.178468
-0.00127809,0.999999,0.01,6,0.0505587
-0.299197,0.999991,0.01,6,0.773559
-0.298117,1,0.01,4,0.772162
-0.00951928,0.999999,0.01,6,0.13798
-0.0202722,0.999996,0.01,7,-0.201356
-0.169197,0.999984,0.01,7,0.581717
-0.109327,0.999999,0.01,5,0.467605
-0.545781,0.999988,0.01,6,1.04478
-0.250729,0.999983,0.01,7,-0.708137
-0.225651,1,0.01,4,-0.671791
-0.575197,0.999976,0.01,6,-1.07256
-0.551758,1,0.01,3,-1.05048
-0.673615,0.999996,0.01,7,1.1607
-0.77927,0.999995,0.01,4,1.24841
-0.000591277,0.999987,0.01,6,-0.0343883
-0.716322,0.99997,0.01,6,1.19693
-0.715826,1,0.01,3,1.19652
-0.714641,1,0.01,1,1.19553
-0.635854,0.999978,0.01,6,-1.1277
-2.49805,0.99992,0.01,5,-2.2352
-2.92003,0.999988,0.01,5,-2.41662
-2.76379,0.999998,0.01,4,-2.35108
-2.81689,0.999998,0.01,3,-2.37356
-2.71502,0.999998,0.01,4,-2.33025
-3.5307,0.999972,0.01,4,-2.65733
-3.29802,0.999995,0.01,4,-2.56828
-3.23538,0.999993,0.01,4,-2.54377
-3.60063,0.999983,0.01,5,-2.68351
-3.38156,0.999998,0.01,3,-2.6006
-2.64269,0.999988,0.01,4,-2.299
-0.625474,1,0.01,6,-1.11846
-0.622683,1,0.01,3,-1.11596
-0.0638517,0.999989,0.01,6,0.357356
-0.0478466,1,0.01,5,0.309343
-0.0284244,0.999998,0.01,6,-0.23843
-0.133574,0.999996,0.01,6,-0.516864
-0.0342538,0.999998,0.01,6,0.26174
-1.2432e-05,1,0.01,7,-0.00498638
-0.0246577,0.999997,0.01,6,-0.222071
-0.0349574,0.999999,0.01,6,-0.264414
-0.000568048,0.999996,0.01,6,0.033706
-0.013236,0.999983,0.01,7,-0.162702
-0.368578,0.999967,0.01,6,0.858577
-0.463857,0.999995,0.01,5,0.963179
-0.460039,1,0.01,2,0.959207
-0.42556,0.999999,0.01,5,0.922561
-0.118667,0.999999,0.01,6,0.487169
-0.203893,0.999997,0.01,5,0.638581
-0.248313,0.999997,0.01,5,0.704717
-0.0791969,0.999995,0.01,5,0.397987
-0.337264,0.999988,0.01,6,0.821297
-0.868901,0.999975,0.01,5,1.31826
-0.94623,0.999998,0.01,4,1.37567
-0.982403,0.999999,0.01,3,1.40172
-1.09166,0.999996,0.01,4,1.47761
-0.913814,0.999999,0.01,4,1.3519
-0.91337,1,0.01,0,1.35157
-1.06481,0.999994,0.01,4,1.45932
-1.18381,0.999997,0.01,4,1.53871
-0.7941,0.999995,0.01,5,1.26024
-0.450113,0.999994,0.01,6,0.948803
-0.00841208,0.999996,0.01,6,0.129708
-0.0135279,1,0.01,5,0.164487
-0.0872206,0.999997,0.01,6,0.417662
-0.0452726,0.999998,0.01,6,-0.300907
-0.0582187,0.999993,0.01,6,0.341229
-0.108857,0.999997,0.01,5,0.466598
-0.0805008,1,0.01,5,0.40125
-0.0435266,1,0.01,7,0.295048
-0.197901,0.999996,0.01,6,0.629128
-0.234585,0.999998,0.01,5,0.68496
-0.119222,0.999999,0.01,7,-0.488308
-0.0330772,1,0.01,6,-0.257205
-0.272466,0.999989,0.01,6,0.738195
-0.271502,1,0.01,2,0.736888
-0.200139,0.999998,0.01,5,0.632676
-0.0952543,0.999984,0.01,6,0.436473
-0.368525,0.999971,0.01,6,-0.858516
-1.33088,0.999959,0.01,6,-1.63149
-1.05717,0.999985,0.01,5,-1.45408
-0.298192,0.999994,0.01,6,-0.77226
-0.0101815,0.999998,0.01,7,-0.142699
-0.0120544,1,0.01,6,0.15527
-0.158196,0.99998,0.01,6,-0.562487
-0.166304,1,0.01,3,-0.576722
-0.0989985,0.999987,0.01,6,0.444969
-0.164456,0.999983,0.01,7,-0.573509
-0.21901,0.999988,0.01,6,-0.661831
-0.22972,1,0.01,3,-0.67782
-0.00811825,0.999994,0.01,6,0.127422
-8.03837e-05,0.999999,0.01,7,0.0126794
-8.18686e-05,0.999991,0.01,7,-0.012796
-0.479394,0.999977,0.01,6,-0.979177
-0.410003,0.999999,0.01,4,-0.905542
-0.288436,1,0.01,7,0.759521
-0.291667,1,0.01,3,0.763764
-1.62307,0.99996,0.01,7,-1.8017
-1.45153,0.999998,0.01,4,-1.70383
-0.285338,0.999985,0.01,7,0.755432
-0.100663,0.999995,0.01,6,-0.448693
-0.00373825,0.999998,0.01,6,-0.0864668
-0.00442681,1,0.01,6,0.0940936
-0.00238748,0.999998,0.01,6,-0.0691011
-0.29947,0.999978,0.01,6,0.773912
-0.268192,0.999999,0.01,5,0.732382
-0.313525,0.999998,0.01,5,0.791865
-0.0189227,0.999993,0.01,6,-0.194539
-0.00402762,0.999978,0.01,6,-0.089751
-0.0243756,0.999997,0.01,6,-0.220797
-0.433224,0.999984,0.01,6,-0.930832
-2.15846,0.999977,0.01,7,-2.07772
-1.97222,1,0.01,4,-1.98606
-1.9097,0.999981,0.01,7,1.95433
-2.49242,0.999981,0.01,4,2.23267
-1.5412,0.999995,0.01,5,1.75568
-1.5396,1,0.01,1,1.75477
-1.21861,0.999993,0.01,5,1.56116
-0.0264785,0.999959,0.01,6,-0.230124
-0.0421341,0.999999,0.01,7,0.29029
-0.43467,0.999986,0.01,6,-0.932384
-0.194826,0.999997,0.01,5,-0.62422
-0.0726585,0.999999,0.01,6,-0.381205
-0.0195198,0.99999,0.01,7,0.197584
-0.00358791,0.999998,0.01,6,-0.0847102
-2.6998,0.999925,0.01,7,2.3237
-2.85459,0.999985,0.01,4,2.38939
-1.66999,1,0.01,7,-1.82756
-1.21118,0.999999,0.01,5,-1.55639
-0.00155216,0.999986,0.01,6,-0.0557164
-0.0332299,0.999998,0.01,6,0.257798
-1.51497,0.999958,0.01,6,1.74067
-0.000994644,0.999988,0.01,7,0.0446014
-0.280277,0.999983,0.01,7,0.748701
-0.268152,1,0.01,6,0.732328
-0.337727,0.999998,0.01,4,0.82186
-0.0132136,0.999994,0.01,6,0.162565
-0.0155623,0.999989,0.01,6,-0.176422
-0.752178,0.999965,0.01,7,1.22652
-1.49142,0.999962,0.01,6,1.72709
-0.265754,0.999997,0.01,6,0.729046
-0.533475,0.999971,0.01,6,-1.03293
-0.533494,1,0.01,1,-1.03295
-0.294291,0.999995,0.01,5,-0.767192
-0.495261,0.999991,0.01,5,-0.995249
-0.00692553,0.999997,0.01,6,-0.117691
-0.0803925,0.999998,0.01,7,0.40098
-0.121036,0.999999,0.01,7,-0.492008
-0.000164992,0.999996,0.01,6,0.0181654
-0.0668662,0.999995,0.01,6,-0.365694
-0.000414523,1,0.01,6,-0.0287932
-0.128648,0.999991,0.01,6,0.507243
-0.966336,0.99998,0.01,6,1.39021
-1.37768,0.999987,0.01,5,1.65993
-1.25223,0.999995,0.01,4,1.58255
-0.880668,0.999999,0.01,5,1.32715
-0.514917,0.999995,0.01,5,1.01481
-0.0148442,0.999996,0.01,6,0.172303
-0.214184,0.999993,0.01,7,-0.654498
-1.47913,0.999957,0.01,6,-1.71996
-1.31499,0.999995,0.01,4,-1.62172
-0.000278158,0.999983,0.01,6,-0.0235863
-0.0037169,0.999999,0.01,6,0.0862195
-0.102839,0.999991,0.01,6,0.453518
-0.431799,0.999975,0.01,6,-0.9293
-3.11901,0.99992,0.01,6,-2.4976
-0.907482,0.999987,0.01,6,-1.34721
-1.07714,0.999993,0.01,5,-1.46775
-0.899857,1,0.01,5,-1.34153
-0.896983,1,0.01,2,-1.33939
-0.740876,0.999997,0.01,4,-1.21727
-0.75576,1,0.01,3,-1.22944
-0.854128,0.999963,0.01,6,1.307
-0.190221,0.999998,0.01,6,0.616799
-0.319339,0.999986,0.01,6,-0.799173
-0.234732,0.999988,0.01,5,-0.685175
-0.12813,0.999999,0.01,6,-0.506221
-0.101711,0.999998,0.01,6,-0.451024
-0.0368084,0.999995,0.01,6,-0.271324
-0.026063,1,0.01,5,-0.228311
-0.120649,0.999993,0.01,6,-0.49122
-0.269098,0.999996,0.01,7,0.733619
-0.000365848,0.999998,0.01,6,-0.0270499
-0.0149737,1,0.01,6,-0.173053
-0.688616,0.999958,0.01,6,1.17356
-1.3833,0.999981,0.01,7,-1.66331
-1.76924,0.999989,0.01,5,-1.88109
-1.68373,0.999994,0.01,5,-1.83506
-1.62514,1,0.01,3,-1.80286
-0.806618,0.999993,0.01,5,-1.27013
-0.806822,1,0.01,1,-1.27029
-0.732044,0.999998,0.01,4,-1.20999
-0.240282,0.999993,0.01,5,-0.693227
-0.218872,1,0.01,4,-0.661622
-0.177205,0.999999,0.01,5,-0.595323
-0.340598,0.999994,0.01,5,-0.825346
-0.327958,1,0.01,3,-0.809886
-0.329037,1,0.01,1,-0.811217
-0.480594,0.999981,0.01,7,0.980402
-0.150111,0.999981,0.01,6,-0.547925
-0.0937891,0.999999,0.01,5,-0.433103
-0.282196,0.999995,0.01,6,-0.751261
-0.578002,0.99999,0.01,5,-1.07518
-0.584646,1,0.01,3,-1.08134
-0.929404,0.999941,0.01,7,1.36338
-1.97898,0.999966,0.01,5,1.98946
-2.35418,0.999987,0.01,5,2.16988
-2.77205,0.999973,0.01,5,2.35459
-2.90067,0.999998,0.01,5,2.4086
-2.84293,0.999999,0.01,3,2.38451
-2.84306,1,0.01,0,2.38456
-2.88161,0.999999,0.01,3,2.40067
-3.0979,0.999994,0.01,4,2.48914
-0.284127,0.999936,0.01,7,-0.753826
-0.0578393,0.999998,0.01,5,-0.340116
-0.0206693,1,0.01,7,0.203319
-0.0136467,0.99999,0.01,6,-0.165207
-0.0385715,0.999999,0.01,5,-0.277746
-0.0353435,0.999994,0.01,6,0.26587
-0.0349398,1,0.01,4,0.264348
-0.0689105,0.999981,0.01,7,-0.371242
-0.00187184,0.999994,0.01,6,0.0611855
-0.0140178,0.999998,0.01,6,0.167438
-0.0313731,0.999999,0.01,5,0.250492
-0.70852,0.999983,0.01,6,1.19039
-0.561277,0.999998,0.01,5,1.05951
-0.509134,1,0.01,4,1.00909
-0.504232,1,0.01,2,1.00422
-1.02712,0.999975,0.01,5,1.43326
-1.14424,0.999993,0.01,4,1.51277
-1.66518,0.999984,0.01,5,1.82493
-1.61578,0.999998,0.01,3,1.79765
-1.63542,0.999999,0.01,2,1.80855
-0.0949816,0.999968,0.01,6,0.435848
-0.449135,0.999982,0.01,6,0.947771
-0.0212857,0.999988,0.01,7,-0.206329
-0.0219738,1,0.01,3,-0.209637
-0.0121074,0.999997,0.01,6,0.155611
-0.0107057,0.999986,0.01,7,-0.146327
-0.0551339,0.999998,0.01,6,0.332066
-0.0564564,0.999983,0.01,7,-0.336025
-0.00783988,1,0.01,7,0.125219
-0.805474,0.999922,0.01,6,-1.26923
-0.903182,0.999996,0.01,7,1.34401
-0.933624,0.999997,0.01,4,1.36647
-0.133624,0.99997,0.01,7,-0.51696
-0.329089,0.999981,0.01,6,-0.811281
-0.366577,0.999998,0.01,5,-0.856245
-0.00792477,0.999966,0.01,6,-0.125895
-0.109677,0.999997,0.01,6,-0.468352
-0.00120436,1,0.01,6,-0.0490786
-0.0184372,0.999999,0.01,6,0.192027
-0.00299148,1,0.01,7,-0.0773496
-0.095967,0.999997,0.01,6,0.438103
-0.326939,0.999987,0.01,6,-0.808627
-0.145537,0.999983,0.01,7,0.539513
-0.208308,0.999972,0.01,6,-0.645457
-0.818733,0.999969,0.01,7,1.27964
-1.58464,0.999966,0.01,5,1.78024
-1.40147,0.999995,0.01,7,-1.6742
-0.138429,0.99999,0.01,7,0.526174
-0.312378,0.999994,0.01,5,0.790415
-0.4381,0.999985,0.01,7,-0.936056
-0.218348,0.999989,0.01,7,0.66083
-0.239141,0.999999,0.01,4,0.69158
-0.61267,0.999988,0.01,5,1.10695
-0.612637,1,0.01,5,1.10692
-0.0412896,0.999983,0.01,6,-0.287366
-0.116331,0.999997,0.01,6,-0.48235
-0.00409253,1,0.01,7,-0.0904713
-0.00928659,0.999999,0.01,6,0.136283
-0.314964,0.999964,0.01,6,-0.793681
-1.08365,0.999977,0.01,7,1.47218
-0.699822,0.999968,0.01,6,-1.18307
-0.767103,0.999997,0.01,4,-1.23863
-0.805719,0.999999,0.01,4,-1.26942
-0.74577,0.999998,0.01,4,-1.22129
-0.0214624,0.999998,0.01,7,0.207183
-0.0216099,1,0.01,3,0.207894
-0.0336714,0.999999,0.01,6,0.259505
-0.59188,0.999983,0.01,6,1.08801
-0.0781377,0.999977,0.01,6,0.395317
-0.238451,0.999982,0.01,6,0.690581
-0.123376,0.999996,0.01,5,0.496741
-0.430859,0.99998,0.01,5,0.928288
-0.413267,1,0.01,3,0.909139
-0.0814781,0.999988,0.01,7,-0.403678
-0.00187369,0.999999,0.01,6,-0.0612158
-1.23999,0.999962,0.01,7,1.57479
-1.60897,0.999986,0.01,5,1.79386
-1.57911,1,0.01,3,1.77714
-1.6254,0.999995,0.01,4,1.803
-1.88688,0.999992,0.01,4,1.94261
-2.01789,0.999994,0.01,4,2.00893
-2.03027,0.999999,0.01,2,2.01508
-2.08697,0.999982,0.01,7,-2.04302
-1.96799,0.999999,0.01,6,-1.98393
-0.938088,0.999994,0.01,5,-1.36974
-1.15568,0.999982,0.01,7,1.52031
-2.4836,0.999958,0.01,6,2.22872
-2.50001,0.999999,0.01,2,2.23607
-2.04153,0.999994,0.01,5,2.02066
-0.759481,0.999996,0.01,6,1.23246
-0.563687,0.999996,0.01,7,-1.06178
-0.51916,0.999999,0.01,4,-1.01898
-1.2243,0.99997,0.01,5,-1.5648
-1.28788,0.999998,0.01,3,-1.60492
-0.844403,0.999995,0.01,5,-1.29954
-0.996231,0.999994,0.01,4,-1.41155
-0.827631,0.999971,0.01,7,1.28657
-0.104499,0.999997,0.01,6,0.457164
-0.514855,0.999961,0.01,6,-1.01475
-0.0138063,0.999978,0.01,7,-0.166171
-0.0047017,1,0.01,7,0.0969711
-0.102697,0.999997,0.01,6,-0.453204
-0.762501,0.999978,0.01,6,-1.23491
-0.609164,0.999998,0.01,5,-1.10378
-0.437764,1,0.01,8,0.935697
-0.041892,0.999953,0.01,6,-0.289455
-0.0616972,0.999999,0.01,5,-0.351275
-0.00849282,0.999998,0.01,6,0.130329
-0.089305,0.999997,0.01,6,0.422623
-0.0364019,0.999998,0.01,5,0.269822
-0.000890578,1,0.01,7,-0.0422038
-0.0053836,0.999999,0.01,6,0.103765
-0.0284746,0.999998,0.01,7,-0.23864
-0.0207212,0.999978,0.01,6,0.203574
-0.0921203,0.999988,0.01,6,-0.429233
-0.0357018,0.999995,0.01,6,0.267215
-0.986398,0.999973,0.01,6,1.40456
-0.688854,0.999999,0.01,5,1.17376
-0.229769,0.999994,0.01,5,0.677893
-0.263083,0.999944,0.01,7,-0.725373
-0.193361,1,0.01,5,-0.621869
-0.21998,0.999999,0.01,4,-0.663294
-0.394711,0.999996,0.01,6,-0.888495
-0.396543,1,0.01,2,-0.890554
-0.0561885,0.999999,0.01,6,-0.335227
-0.053927,0.999987,0.01,6,0.328411
-0.000199186,0.999998,0.01,6,-0.0199593
-0.418869,0.999991,0.01,7,-0.91528
-2.44,0.999937,0.01,6,-2.20907
-2.4116,1,0.01,3,-2.19618
-0.0493635,0.999987,0.01,6,-0.314208
-0.264998,0.999985,0.01,7,0.728008
-0.273286,1,0.01,3,0.739304
-0.160575,0.999973,0.01,7,-0.566701
-0.0570869,0.999991,0.01,6,-0.337896
-0.895927,0.999952,0.01,6,-1.3386
-0.895501,1,0.01,2,-1.33828
-0.875315,1,0.01,3,-1.32311
-1.28966,0.999989,0.01,5,-1.60603
-1.19798,0.999999,0.01,4,-1.54789
-0.482799,0.999992,0.01,5,-0.982648
-0.320021,0.999998,0.01,5,-0.800027
-0.187051,0.999997,0.01,5,-0.611639
-0.199737,0.999995,0.01,7,0.63204
-0.0618691,0.999995,0.01,6,0.351764
-2.06285,0.999943,0.01,6,2.03118
-2.33494,0.999988,0.01,4,2.16099
-2.33493,1,0.01,0,2.16099
-3.18468,0.999962,0.01,6,2.52376
-4.03922,0.999976,0.01,5,2.84226
-4.02688,1,0.01,2,2.83791
-8.2664,0.999883,0.01,5,4.06605
-4.1892,0.999982,0.01,5,2.89455
-4.16206,0.999998,0.01,3,2.88515
-4.61738,0.999976,0.01,4,3.03887
-4.71544,0.999996,0.01,3,3.07097
-4.70462,1,0.01,3,3.06745
-4.47666,0.999997,0.01,3,2.99221
-4.50669,0.999999,0.01,2,3.00223
-1.7308,0.999986,0.01,7,-1.86053
-1.91848,0.999991,0.01,4,-1.95881
-1.7972,0.999999,0.01,4,-1.89589
-1.81217,0.999999,0.01,2,-1.90377
-1.74032,0.999999,0.01,3,-1.86565
-1.76692,0.999999,0.01,3,-1.87985
-1.8534,0.999997,0.01,3,-1.9253
-0.249825,0.999988,0.01,6,-0.706859
-0.0330274,0.999997,0.01,7,0.257011
-0.0362796,1,0.01,4,0.269368
-0.0385579,1,0.01,4,0.277697
-0.0231887,1,0.01,5,0.215354
-0.297585,0.999989,0.01,7,-0.771473
-0.467125,0.99998,0.01,6,0.966566
-0.253599,0.999969,0.01,7,-0.712178
-0.0660133,0.999999,0.01,6,-0.363355
-0.129629,0.999993,0.01,6,0.509173
-0.0146792,0.999948,0.01,7,-0.171343
-0.571961,0.999978,0.01,6,-1.06954
-0.465546,0.999998,0.01,5,-0.964931
-0.121315,0.999986,0.01,6,0.492575
-0.0350953,0.999994,0.01,6,-0.264935
-0.0747505,0.999999,0.01,5,-0.386653
-0.0664179,1,0.01,4,-0.364467
-8.06567e-07,0.999997,0.01,6,0.00127009
-0.0122589,0.999996,0.01,6,0.156582
-0.00297392,1,0.01,6,-0.0771222
-5.50562e-05,1,0.01,6,-0.0104934
-0.300362,0.999982,0.01,7,-0.775063
-0.0874947,0.999997,0.01,5,-0.418317
-0.241866,0.999996,0.01,7,0.695509
-1.81511,0.999933,0.01,6,1.90531
-1.71222,0.999999,0.01,4,1.85052
-1.71213,1,0.01,1,1.85047
-1.45925,0.999997,0.01,5,1.70836
-0.695153,0.999999,0.01,7,1.17911
-0.661264,0.999997,0.01,7,-1.15001
-0.665638,1,0.01,2,-1.15381
-0.14941,0.999998,0.01,6,-0.546645
-0.132379,1,0.01,4,-0.514546
-0.292897,0.999988,0.01,5,-0.765372
-0.107154,0.999996,0.01,5,-0.462934
-0.0985414,1,0.01,4,-0.44394
-0.0164543,0.999999,0.01,6,-0.181408
-0.114548,0.999997,0.01,7,0.47864
-0.169854,0.999998,0.01,7,-0.582846
-0.258872,0.999997,0.01,5,-0.719544
-1.26111,0.999987,0.01,7,-1.58815
-2.02308,0.999962,0.01,6,-2.0115
-2.00064,1,0.01,2,-2.00032
-1.94344,0.999998,0.01,3,-1.97152
-0.993825,0.999992,0.01,5,-1.40984
-1.04064,0.999991,0.01,5,-1.44266
-0.598756,0.999967,0.01,6,-1.09431
-0.637266,0.999999,0.01,3,-1.12895
-0.222118,0.999995,0.01,5,-0.66651
-0.112081,0.999996,0.01,7,0.473458
-0.111918,1,0.01,1,0.473113
-0.370923,0.999983,0.01,5,0.861305
-0.120992,0.999987,0.01,6,-0.491919
-0.00184428,0.999992,0.01,6,0.0607336
-0.295314,0.999988,0.01,6,0.768523
-0.223075,0.999999,0.01,5,0.667944
-0.0715073,0.999996,0.01,6,0.378173
-1.14664,0.99996,0.01,6,1.51436
-1.12856,0.99998,0.01,7,-1.50237
-1.10008,0.999999,0.01,3,-1.48329
-1.07192,0.999999,0.01,3,-1.46418
-1.06898,1,0.01,1,-1.46217
-0.701708,0.99997,0.01,7,1.18466
-0.0682057,0.999995,0.01,7,-0.369339
-0.154055,0.999993,0.01,6,-0.555077
-0.701833,0.999973,0.01,7,1.18476
-0.738478,0.999998,0.01,3,1.2153
-0.745044,1,0.01,4,1.22069
-0.360171,0.999997,0.01,5,0.84873
