# stan_version_major = 2
# stan_version_minor = 0
# stan_version_patch = 1
# model = example_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 0
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.65000000000000002 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 0.01
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file =  (Default)
# init = 20
# random
#   seed = 974718116
# output
#   file = samples.csv (Default)
#   append_sample = 0 (Default)
#   diagnostic_file =  (Default)
#   append_diagnostic = 0 (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,mu
-0.00664422,0.999938,0.01,7,-0.115275
-0.000898127,0.999998,0.01,6,0.0423822
-0.00618479,1,0.01,6,0.111219
-1.8746,0.999939,0.01,6,1.93628
-1.92273,0.999999,0.01,3,1.96098
-2.03678,0.999996,0.01,3,2.0183
-0.313217,0.999984,0.01,7,-0.791476
-0.0350318,0.999987,0.01,6,0.264695
-4.38893e-05,0.999999,0.01,6,0.00936902
-0.0305941,0.999997,0.01,7,0.247362
-0.50053,0.999983,0.01,6,-1.00053
-0.0710936,0.999997,0.01,7,0.377077
-0.0827712,0.999999,0.01,4,0.406869
-0.436702,0.99999,0.01,6,0.934561
-1.39769,0.999951,0.01,6,-1.67194
-1.1432,0.999997,0.01,4,-1.51208
-0.651201,0.999996,0.01,5,-1.14123
-0.00497941,0.999992,0.01,7,-0.0997939
-0.00389617,0.999999,0.01,6,0.0882742
-0.338665,0.999951,0.01,6,0.823
-0.189606,0.999997,0.01,6,0.615802
-0.0556188,0.999985,0.01,6,-0.333523
-0.0344597,1,0.01,5,-0.262525
-0.283466,0.999992,0.01,6,-0.752949
-0.00200496,0.999993,0.01,6,0.0633239
-0.0545635,0.999998,0.01,7,-0.330344
-0.00271749,0.999993,0.01,6,-0.0737223
-0.0190049,0.999998,0.01,6,0.194961
-0.00354349,0.999967,0.01,6,-0.0841842
-0.275108,0.999991,0.01,6,-0.741765
-0.364327,0.99999,0.01,7,0.853612
-0.306413,0.999992,0.01,5,0.782832
-0.526698,0.999983,0.01,5,1.02635
-0.536368,1,0.01,3,1.03573
-0.550551,1,0.01,3,1.04933
-0.270613,0.999991,0.01,6,0.735681
-0.00648266,0.999999,0.01,6,0.113865
-0.021437,0.999998,0.01,6,0.20706
-0.0265744,0.999996,0.01,6,-0.23054
-0.211037,0.999994,0.01,6,-0.649673
-0.309095,0.999997,0.01,5,-0.786251
-0.28817,0.999987,0.01,7,0.759171
-0.0705174,0.999973,0.01,6,-0.375546
-5.27345e-08,0.99999,0.01,7,0.00032476
-0.00243,1,0.01,6,-0.0697137
-3.80104e-05,1,0.01,7,0.00871899
-5.46714e-05,1,0.01,5,0.0104567
-0.0152439,0.999997,0.01,6,-0.174607
-0.0757586,0.999991,0.01,6,0.389252
-0.135317,0.999996,0.01,5,0.520226
-0.337381,0.999991,0.01,5,0.821439
-1.338,0.999942,0.01,6,1.63585
-1.35891,0.999999,0.01,3,1.64858
-1.7029,0.99999,0.01,4,1.84548
-0.95562,0.99999,0.01,5,1.38248
-0.801807,0.999995,0.01,5,1.26634
-0.769093,1,0.01,3,1.24024
-1.23889e-05,0.999999,0.01,7,-0.00497773
-0.772556,0.999964,0.01,6,-1.24303
-0.735266,0.999999,0.01,4,-1.21266
-1.43988,0.99998,0.01,5,-1.69698
-0.309715,0.999984,0.01,7,0.787039
-0.393617,0.999996,0.01,5,0.887262
-3.44906e-05,0.999999,0.01,7,0.00830549
-8.40534e-07,1,0.01,6,0.00129656
-0.312174,0.999987,0.01,6,0.790157
-0.0110843,0.999997,0.01,6,0.148891
-0.00830312,1,0.01,5,0.128865
-0.243066,0.99999,0.01,6,0.697232
-0.0145423,0.999978,0.01,6,0.170542
-0.0503313,0.999997,0.01,6,0.317274
-0.0277326,0.999999,0.01,5,0.23551
-0.0482308,0.999987,0.01,6,0.310583
-0.487558,0.999952,0.01,7,-0.98748
-0.469101,1,0.01,4,-0.968608
-0.105779,0.999988,0.01,6,-0.459953
-0.00501069,0.999999,0.01,6,-0.100107
-0.767464,0.99997,0.01,6,-1.23892
-0.0985786,0.999974,0.01,6,0.444024
-0.0691237,0.999998,0.01,5,0.371816
-0.335346,0.999992,0.01,7,-0.818958
-2.15726,0.999931,0.01,7,2.07714
-2.40564,0.999993,0.01,4,2.19346
-2.4853,0.999996,0.01,3,2.22948
-1.90423,0.999951,0.01,5,1.95153
-2.27604,0.999986,0.01,4,2.13356
-2.6842,0.999988,0.01,5,2.31698
-2.44538,1,0.01,4,2.21151
-1.19291,0.999984,0.01,5,1.54461
-1.20542,1,0.01,2,1.55269
-0.720049,0.999995,0.01,5,1.20004
-0.0524248,0.999997,0.01,6,0.323805
-0.0666339,0.999994,0.01,7,-0.365058
-0.220171,0.999995,0.01,5,-0.663582
-0.0290711,0.999998,0.01,6,-0.241127
-0.574602,0.999986,0.01,6,-1.07201
-0.93745,0.999978,0.01,5,-1.36927
-0.822696,0.999999,0.01,5,-1.28273
-1.28455,0.999981,0.01,5,-1.60284
-1.60649,0.999975,0.01,5,-1.79248
-1.43148,0.999995,0.01,5,-1.69203
-1.63084,0.999989,0.01,4,-1.80601
-1.40584,0.999998,0.01,4,-1.67681
-1.36728,1,0.01,3,-1.65365
-7.50841,0.999827,0.01,7,3.87515
-6.67875,0.999993,0.01,4,3.65479
-5.66134,0.999982,0.01,7,-3.36492
-3.40867,0.999965,0.01,5,-2.611
-3.37771,1,0.01,3,-2.59912
-3.49435,0.999983,0.01,5,-2.64361
-3.56182,0.999997,0.01,3,-2.66902
-3.41519,0.999999,0.01,3,-2.6135
-3.07284,0.999998,0.01,4,-2.47905
-2.55923,0.999999,0.01,5,-2.2624
-0.00039619,0.999965,0.01,6,-0.0281493
-0.236386,0.999979,0.01,6,-0.687584
-0.319103,0.999997,0.01,5,-0.798878
-0.308201,1,0.01,4,-0.785112
-0.306808,1,0.01,3,-0.783336
-0.264004,0.999998,0.01,7,0.726641
-1.34453,0.999968,0.01,7,-1.63984
-1.31241,1,0.01,3,-1.62013
-0.853818,0.999999,0.01,5,-1.30677
-0.816653,1,0.01,3,-1.27801
-1.17781,0.999987,0.01,5,-1.5348
-1.08574,0.999999,0.01,4,-1.47359
-1.08162,1,0.01,2,-1.47079
-1.60045,0.999984,0.01,7,1.7891
-2.07467,0.99999,0.01,7,-2.03699
-2.25599,0.999989,0.01,4,-2.12414
-2.29324,0.999995,0.01,4,-2.14161
-1.62426,1,0.01,5,-1.80236
-1.11701,0.999997,0.01,7,1.49466
-1.11736,1,0.01,0,1.4949
-0.00741528,0.999937,0.01,7,0.121781
-0.00753397,0.999997,0.01,6,-0.122752
-0.0336436,0.999997,0.01,6,0.259398
-0.630834,0.999974,0.01,6,-1.12324
-0.453916,0.999977,0.01,7,0.952803
-0.471387,0.999999,0.01,4,0.970965
-0.298586,0.999999,0.01,5,0.772769
-0.309719,0.999998,0.01,4,0.787044
-0.350844,0.999999,0.01,4,0.837668
-0.614384,0.99999,0.01,5,1.1085
-0.658128,0.999999,0.01,4,1.14728
-0.723075,0.999998,0.01,4,1.20256
-0.0925848,0.999995,0.01,6,-0.430313
-0.0930639,1,0.01,2,-0.431425
-0.05128,0.999999,0.01,5,-0.32025
-0.0148241,1,0.01,7,0.172186
-0.362577,0.999982,0.01,6,-0.85156
-0.386538,0.999999,0.01,3,-0.879248
-0.386796,1,0.01,1,-0.879541
-0.176475,0.999994,0.01,6,-0.594096
-0.171083,1,0.01,4,-0.58495
-0.164813,1,0.01,3,-0.57413
-0.351139,0.999983,0.01,7,0.83802
-0.542923,0.99998,0.01,6,1.04204
-0.0133769,0.999987,0.01,6,0.163566
-0.000243871,0.999998,0.01,6,-0.0220849
-0.000535848,0.999996,0.01,7,0.0327368
-0.188379,0.999988,0.01,6,-0.613807
-0.0251476,0.999996,0.01,7,0.224266
-0.0573245,0.999999,0.01,6,0.338599
-0.0451465,0.999999,0.01,6,0.300488
-0.00332685,1,0.01,6,-0.0815702
-0.0974979,0.999986,0.01,6,0.441583
-0.374952,0.999988,0.01,6,0.86597
-0.378243,1,0.01,3,0.869762
-0.687306,0.999992,0.01,7,-1.17244
-0.437676,0.999995,0.01,7,0.935602
-0.493635,0.999986,0.01,7,-0.993614
-0.735061,0.999992,0.01,5,-1.21249
-0.367549,0.999994,0.01,5,-0.857379
-0.220912,0.999997,0.01,6,-0.664698
-0.456773,0.999991,0.01,5,-0.955796
-0.24093,0.999999,0.01,7,0.694161
-0.0499491,0.999998,0.01,7,-0.316067
-0.128839,0.999996,0.01,5,-0.507621
-0.00479138,0.999994,0.01,6,-0.0978916
-0.0521137,0.999996,0.01,6,0.322843
-0.0326887,1,0.01,5,0.25569
-0.00259065,0.999989,0.01,6,-0.0719812
-0.00196497,1,0.01,5,-0.0626893
-0.111284,0.999997,0.01,6,0.471772
-0.22044,0.999995,0.01,5,0.663988
-0.00935717,0.999999,0.01,6,0.1368
-0.215053,0.999993,0.01,6,-0.655824
-0.17183,0.999986,0.01,6,0.586225
-0.285981,0.999994,0.01,5,0.756281
-0.423538,0.99997,0.01,6,-0.920367
-0.0259172,0.999996,0.01,6,-0.227672
-0.238551,0.999994,0.01,7,0.690725
-0.23176,1,0.01,3,0.680823
-0.560177,0.99999,0.01,5,1.05847
-0.156254,0.999995,0.01,7,-0.559025
-0.00208767,0.999999,0.01,6,-0.0646168
-0.0216304,0.999999,0.01,6,0.207992
-0.710751,0.999954,0.01,6,-1.19227
-0.740288,0.999997,0.01,7,1.21679
-0.455977,0.999998,0.01,5,0.954963
-0.66887,0.999992,0.01,5,1.15661
-0.302493,0.999955,0.01,7,-0.777808
-0.162204,0.999998,0.01,5,-0.569568
-0.451712,0.999992,0.01,7,0.950486
-0.226014,0.999995,0.01,5,0.672331
-0.974183,0.999978,0.01,6,1.39584
-1.13419,0.999992,0.01,4,1.50611
-0.0486069,0.999997,0.01,6,0.311791
-0.0522639,1,0.01,5,0.323307
-0.0358421,0.999999,0.01,5,0.267739
-0.0895006,0.999978,0.01,6,-0.423085
-0.0855694,1,0.01,4,-0.413689
-0.0841886,1,0.01,3,-0.410338
-0.027721,0.999987,0.01,6,0.235461
-1.52564,0.999956,0.01,7,1.74679
-1.46997,0.999998,0.01,3,1.71463
-0.942079,0.999992,0.01,7,-1.37265
-0.450865,0.999992,0.01,5,-0.949595
-0.170713,0.999994,0.01,5,-0.584317
-0.0826654,0.999999,0.01,5,-0.406609
-0.0736531,0.999999,0.01,5,-0.383805
-0.170714,0.999997,0.01,5,-0.584318
-0.000977154,0.999995,0.01,7,0.0442076
-0.214114,0.999991,0.01,7,0.654391
-0.658464,0.999964,0.01,6,-1.14757
-0.7276,0.999997,0.01,4,-1.20632
-0.600294,0.999983,0.01,7,1.09571
-0.0002638,0.999999,0.01,7,-0.0229696
-0.0307461,0.999999,0.01,6,-0.247976
-0.00263896,0.999999,0.01,7,0.0726493
-0.0323896,0.999999,0.01,6,0.254517
-0.0582111,0.999999,0.01,7,-0.341207
-0.0322077,0.999996,0.01,6,0.253802
-0.0762058,0.999997,0.01,6,-0.390399
-0.763989,0.999952,0.01,6,1.23611
-0.794,0.999999,0.01,3,1.26016
-0.264286,0.999965,0.01,6,0.72703
-0.0168744,0.999997,0.01,7,-0.183708
-0.633418,0.999982,0.01,7,1.12554
-0.227899,0.999988,0.01,6,0.675128
-0.0881735,0.999998,0.01,5,0.419937
-0.0882619,1,0.01,1,0.420147
-0.0571974,0.999994,0.01,6,-0.338223
-0.0319677,0.999999,0.01,7,0.252855
-0.0935051,0.999991,0.01,6,-0.432447
-0.0205303,0.999998,0.01,6,-0.202634
-0.764196,0.999964,0.01,7,1.23628
-0.712053,0.999985,0.01,7,-1.19336
-0.573278,0.999998,0.01,5,-1.07077
-0.544314,1,0.01,3,-1.04337
-1.17239,0.999977,0.01,5,-1.53127
-0.727948,0.99998,0.01,5,-1.20661
-0.728002,1,0.01,0,-1.20665
-0.00665355,0.999999,0.01,7,0.115356
-0.00357634,0.999986,0.01,7,-0.0845736
-0.237167,0.999993,0.01,6,-0.688718
-0.133978,0.999997,0.01,5,-0.517645
-0.091849,0.999992,0.01,6,0.4286
-1.19411,0.999975,0.01,7,-1.54539
-1.18914,1,0.01,2,-1.54217
-1.18939,1,0.01,1,-1.54233
-0.00204314,0.999996,0.01,7,0.0639241
-0.154293,0.999995,0.01,7,0.555505
-0.199284,0.999998,0.01,5,0.631322
-0.259266,0.999998,0.01,5,0.720091
-0.224654,0.999999,0.01,4,0.670305
-1.10008,0.999958,0.01,6,1.48329
-1.89993,0.99998,0.01,5,1.94932
-0.00265599,0.999999,0.01,7,0.0728833
-0.0127612,0.999999,0.01,7,-0.159757
-0.00598053,1,0.01,8,0.109367
-0.0731026,0.999995,0.01,7,-0.382368
-0.0748079,0.999999,0.01,7,0.386802
-0.289809,0.999984,0.01,6,0.761327
-0.48918,0.999994,0.01,5,0.989121
-1.29724,0.999976,0.01,5,1.61074
-1.74196,0.999988,0.01,5,1.86653
-3.75899,0.999911,0.01,6,2.74189
-3.79849,0.999998,0.01,3,2.75626
-3.80666,0.999999,0.01,2,2.75923
-3.69989,0.999993,0.01,7,-2.72025
-2.4641,0.999996,0.01,5,-2.21995
-2.44664,1,0.01,2,-2.21208
-2.11234,0.99999,0.01,4,-2.0554
-1.6154,0.999991,0.01,5,-1.79744
-1.50094,1,0.01,4,-1.73259
-0.252004,0.999959,0.01,6,-0.709935
-0.315696,0.999999,0.01,7,0.794601
-0.315581,1,0.01,2,0.794458
-0.782664,0.999985,0.01,7,-1.25113
-0.0159419,0.999996,0.01,6,-0.17856
-0.144526,0.999993,0.01,6,0.537635
-0.0265074,0.999997,0.01,6,0.23025
-0.192526,0.999991,0.01,6,0.620526
-0.019849,0.999995,0.01,7,-0.199244
-0.0539533,0.999997,0.01,6,0.328491
-0.164224,0.999997,0.01,7,-0.573105
-0.181363,0.999999,0.01,4,-0.602268
-0.17482,1,0.01,3,-0.591304
-0.0597484,0.999994,0.01,5,-0.345683
-0.0198784,1,0.01,6,-0.199391
-0.226064,0.999992,0.01,7,0.672405
-0.230299,1,0.01,4,0.678673
-1.48813,0.999953,0.01,6,1.72518
-0.380482,0.999961,0.01,7,-0.872332
-0.0850936,0.999982,0.01,6,-0.412537
-0.0402428,0.999999,0.01,6,-0.2837
-0.0742163,0.999999,0.01,7,0.38527
-0.75183,0.999971,0.01,7,-1.22624
-0.396346,0.999982,0.01,6,-0.890332
-0.534948,0.999993,0.01,5,-1.03436
-0.254192,0.999996,0.01,5,-0.713011
-0.568491,0.999992,0.01,7,-1.06629
-0.973429,0.99998,0.01,5,-1.3953
-0.434261,0.999992,0.01,6,-0.931945
-1.69695,0.999935,0.01,6,-1.84225
-1.67283,1,0.01,2,-1.82912
-1.08349,0.999977,0.01,6,-1.47206
-1.05353,1,0.01,3,-1.45157
-0.746206,0.999999,0.01,5,-1.22164
-1.86143,0.999968,0.01,6,-1.92947
-1.86409,1,0.01,2,-1.93085
-1.69845,0.999999,0.01,4,-1.84307
-1.89852,0.999995,0.01,4,-1.9486
-2.09206,0.999995,0.01,4,-2.04551
-0.765872,0.999992,0.01,5,-1.23764
-0.676777,0.999999,0.01,4,-1.16342
-0.895436,0.999993,0.01,4,-1.33823
-0.74322,0.999998,0.01,5,-1.2192
-0.745848,1,0.01,2,-1.22135
-0.0382763,0.999991,0.01,6,0.276681
-0.0686544,0.999999,0.01,5,0.370552
-0.586171,0.999985,0.01,7,-1.08275
-0.310923,0.999995,0.01,5,-0.788572
-0.00430192,0.999997,0.01,6,-0.0927569
-0.0366789,0.999999,0.01,7,0.270846
-0.0317602,0.999983,0.01,6,-0.252032
-0.00402435,0.999996,0.01,6,0.0897145
-0.0572244,0.999998,0.01,6,-0.338303
-0.0836088,0.999998,0.01,5,-0.408923
-0.0773273,1,0.01,4,-0.393262
-0.00853415,0.999994,0.01,6,0.130646
-0.00859075,0.999996,0.01,7,-0.131078
-0.199447,0.999993,0.01,7,0.631581
-0.0633291,0.999996,0.01,6,-0.355891
-0.06074,1,0.01,3,-0.34854
-0.219357,0.999996,0.01,6,-0.662354
-0.219447,0.999997,0.01,7,0.662491
-1.30875,0.999966,0.01,6,1.61787
-1.29574,1,0.01,2,1.60981
-0.151415,0.999991,0.01,6,0.5503
-0.994742,0.999973,0.01,7,-1.41049
-0.35879,0.999999,0.01,6,-0.847101
-0.356963,1,0.01,2,-0.844941
-0.325117,1,0.01,4,-0.806371
-0.884443,0.999986,0.01,6,-1.32999
-1.50858,0.99998,0.01,5,-1.737
-0.427475,0.999969,0.01,5,-0.924635
-0.451182,0.999998,0.01,4,-0.949928
-0.000147558,0.999993,0.01,6,0.0171789
-2.20217e-05,1,0.01,7,-0.00663652
-0.749015,0.99996,0.01,6,-1.22394
-0.422963,0.999989,0.01,5,-0.919742
-0.288799,0.999998,0.01,5,-0.759998
-0.311053,0.999999,0.01,4,-0.788736
-0.0214645,0.999988,0.01,6,0.207193
-0.278347,0.999992,0.01,6,0.746119
-0.501942,0.999991,0.01,5,1.00194
-0.206063,0.999996,0.01,7,-0.64197
-0.307726,0.999993,0.01,6,-0.784507
-0.445393,0.999996,0.01,7,0.943815
-0.413884,0.999998,0.01,4,0.909817
-1.91574,0.999957,0.01,7,-1.95741
-1.28293,0.999997,0.01,5,-1.60183
-0.502253,0.999996,0.01,7,1.00225
-0.174398,0.999997,0.01,7,-0.59059
-0.143109,1,0.01,4,-0.534993
-0.14725,1,0.01,3,-0.542679
-0.110725,0.999993,0.01,6,0.470586
-0.122338,1,0.01,4,0.494647
-0.0129477,0.999999,0.01,6,-0.16092
-0.0358908,0.999998,0.01,7,0.267921
-0.0450508,0.999971,0.01,6,-0.300169
-0.0220455,0.999994,0.01,6,0.209979
-0.166343,0.999993,0.01,7,-0.576789
-0.19255,0.999998,0.01,5,-0.620564
-0.0891785,0.999999,0.01,5,-0.422323
-0.0341406,0.999995,0.01,6,0.261307
-0.375158,0.999981,0.01,6,-0.866208
-0.084004,0.999983,0.01,6,0.409888
-0.0961234,1,0.01,4,0.43846
-0.18264,0.999993,0.01,6,0.604384
-0.157157,0.999997,0.01,6,0.560637
-0.15702,1,0.01,1,0.560392
-0.131319,1,0.01,4,0.512481
-0.0144108,0.999998,0.01,6,0.169769
-0.483542,0.99996,0.01,6,-0.983404
-0.404999,0.999999,0.01,4,-0.899999
-0.466296,0.999989,0.01,7,0.965708
-0.210849,0.999991,0.01,6,0.649383
-0.29646,0.999984,0.01,7,-0.770013
-1.72528,0.999964,0.01,7,1.85757
-0.922118,0.999996,0.01,5,1.35803
-1.69079,0.99997,0.01,5,1.83891
-1.62787,0.999993,0.01,4,1.80437
-1.51826,0.999999,0.01,4,1.74256
-0.278795,0.999971,0.01,7,-0.746719
-1.13313,0.999975,0.01,6,-1.50541
-0.0226218,0.999983,0.01,6,0.212706
-0.0748024,0.999999,0.01,6,0.386788
-0.0936431,0.999991,0.01,7,-0.432766
-0.0703389,0.999999,0.01,5,-0.37507
-0.253377,0.999988,0.01,7,0.711866
-0.0326921,0.999999,0.01,6,0.255703
-0.000280677,0.999999,0.01,6,-0.0236929
-0.00158492,1,0.01,6,-0.0563013
-0.571964,0.999981,0.01,6,1.06955
-0.593368,0.999999,0.01,4,1.08937
-0.0859358,0.999989,0.01,6,-0.414574
-0.0500054,1,0.01,5,-0.316245
-0.0430634,1,0.01,4,-0.293474
-0.00513553,0.999998,0.01,6,0.101346
-0.275343,0.999989,0.01,7,-0.742082
-0.0274895,0.999941,0.01,6,0.234476
-0.00359229,1,0.01,6,0.0847619
-0.0693992,0.999988,0.01,6,-0.372557
-0.100403,0.999998,0.01,5,-0.448113
-0.0612423,0.999993,0.01,7,0.349978
-0.0073607,0.999997,0.01,6,0.121332
-0.200117,0.999993,0.01,6,-0.632641
-0.822427,0.999984,0.01,6,-1.28252
-0.735359,0.999999,0.01,4,-1.21273
-0.695715,0.999997,0.01,5,-1.17959
-0.65946,0.999998,0.01,7,1.14844
-0.63931,1,0.01,3,1.13076
-0.662677,0.999999,0.01,4,1.15124
-0.165627,0.999994,0.01,6,0.575546
-0.0817309,0.999998,0.01,5,0.404304
-0.0140645,1,0.01,6,0.167717
-0.183209,0.999968,0.01,6,-0.605324
-0.0109393,0.99999,0.01,6,0.147914
-0.0165509,0.999998,0.01,6,-0.181939
-0.145961,0.999992,0.01,7,0.540298
-0.124777,1,0.01,4,0.499553
-0.425226,0.999986,0.01,6,-0.9222
-0.0686837,0.999996,0.01,7,0.370631
-0.135188,0.999996,0.01,6,-0.519977
-0.0902028,0.999997,0.01,7,0.424742
-0.0857066,1,0.01,4,0.414021
-0.0453048,0.999995,0.01,6,0.301014
-0.197174,0.999978,0.01,6,0.627971
-0.11029,0.999993,0.01,7,-0.46966
-0.0944894,0.999995,0.01,6,0.434717
-0.809199,0.999974,0.01,6,1.27216
-0.755273,0.999999,0.01,4,1.22904
-0.00143007,0.999995,0.01,6,0.0534803
-0.00453221,1,0.01,7,0.0952073
-0.026222,0.999997,0.01,6,-0.229007
-0.0133211,1,0.01,5,-0.163225
-0.000165987,0.999999,0.01,6,0.0182202
-0.0676968,0.99999,0.01,6,-0.367959
-0.145131,0.999993,0.01,7,0.53876
-0.144059,1,0.01,2,0.536766
-0.00458868,1,0.01,6,0.0957985
-0.200534,0.999983,0.01,6,0.6333
-0.119357,1,0.01,6,0.488584
-1.5842,0.999959,0.01,6,1.78
-1.63182,0.999998,0.01,3,1.80655
-0.119588,0.999999,0.01,6,0.489055
-0.405111,0.999992,0.01,6,0.900123
-0.385809,0.999996,0.01,7,-0.878418
-0.382598,1,0.01,2,-0.874754
-0.0011263,0.999996,0.01,6,0.0474616
-0.274639,0.999992,0.01,6,0.741133
-0.137631,0.999999,0.01,5,0.524654
-0.0392275,0.999999,0.01,5,0.280098
-0.122194,0.999998,0.01,6,0.494355
-0.316983,0.999993,0.01,6,0.79622
-0.000999413,0.999998,0.01,6,0.0447082
-0.0937173,0.999996,0.01,6,-0.432937
-0.0219088,0.999995,0.01,7,0.209327
-0.174246,0.999995,0.01,6,0.590332
-0.411443,0.999988,0.01,5,0.907131
-0.236736,0.999992,0.01,5,0.688093
-0.0232872,0.999997,0.01,6,0.215811
-0.0851436,0.999995,0.01,8,0.412659
-0.0196042,0.999999,0.01,6,0.198011
-0.606154,0.999982,0.01,6,1.10105
-0.635297,0.999998,0.01,5,1.12721
-0.632014,1,0.01,2,1.12429
-0.718401,0.999997,0.01,4,1.19867
-0.699132,0.999998,0.01,4,1.18248
-0.705532,1,0.01,2,1.18788
-0.644787,0.999999,0.01,4,1.13559
-0.417043,0.999999,0.01,5,0.913283
-0.0553216,0.999996,0.01,6,0.332631
-0.505294,0.999956,0.01,6,-1.00528
-0.721659,0.999992,0.01,5,-1.20138
-0.200636,0.999999,0.01,6,-0.63346
-0.431731,0.999984,0.01,5,-0.929226
-1.33592,0.999946,0.01,6,-1.63458
-1.53141,0.999958,0.01,5,-1.75009
-0.990558,0.999987,0.01,5,-1.40752
-0.697431,1,0.01,5,-1.18104
-0.159759,0.999997,0.01,6,-0.565259
-0.00349149,0.999992,0.01,6,-0.0835642
-0.0664588,0.99999,0.01,6,0.364579
-0.055686,1,0.01,5,0.333725
-0.83534,0.999981,0.01,7,-1.29255
-0.848718,1,0.01,3,-1.30286
-1.33998,0.999985,0.01,5,-1.63706
-1.3852,0.999999,0.01,3,-1.66445
-0.690951,0.999986,0.01,7,1.17554
-0.0496877,0.999984,0.01,6,0.315239
-1.12737,0.999895,0.01,7,-1.50158
-1.16126,0.999999,0.01,4,-1.52398
-1.21034,0.999999,0.01,3,-1.55586
-0.0218735,0.999989,0.01,7,-0.209158
-0.00647269,0.999999,0.01,6,-0.113778
-2.98635,0.999915,0.01,6,-2.44391
-0.841248,0.999973,0.01,5,-1.29711
-2.97919e-05,0.999926,0.01,6,0.00771905
-0.203869,0.99998,0.01,6,0.638544
-0.0396316,0.999982,0.01,6,0.281537
-0.0167357,0.999997,0.01,6,-0.182952
-0.0339347,0.999999,0.01,5,-0.260517
-0.0335864,1,0.01,2,-0.259177
-0.0337375,0.999998,0.01,6,0.259759
-1.03473,0.999952,0.01,6,1.43856
-0.617662,0.999996,0.01,5,1.11145
-0.164966,1,0.01,6,0.574398
-0.208772,0.999998,0.01,7,-0.646176
-0.297207,0.999997,0.01,7,0.770983
-0.182846,0.99999,0.01,5,0.604725
-0.705607,0.999976,0.01,5,1.18795
-0.600347,0.999995,0.01,5,1.09576
-1.53107,0.999963,0.01,5,1.7499
-1.54023,1,0.01,2,1.75512
-0.150067,0.999981,0.01,6,0.547844
-0.757711,0.999979,0.01,6,1.23102
-0.739024,1,0.01,3,1.21575
-0.339114,0.999992,0.01,6,0.823546
-0.273765,1,0.01,4,0.739953
-0.0914051,0.999976,0.01,7,-0.427563
-0.0309622,0.999976,0.01,6,0.248846
-0.052457,0.999999,0.01,5,0.323904
-0.103948,0.999997,0.01,5,0.455955
-0.124325,0.999999,0.01,4,0.498648
-0.111673,0.999999,0.01,7,-0.472594
-0.0240134,0.999999,0.01,6,-0.21915
-0.0228056,0.999999,0.01,7,0.213568
-0.0394718,0.999999,0.01,5,0.280969
-0.00926634,1,0.01,6,0.136135
-0.245329,0.999984,0.01,6,0.70047
-0.108046,0.999985,0.01,7,-0.464857
-0.303496,0.999994,0.01,5,-0.779097
-0.0844716,0.999995,0.01,6,-0.411027
-0.0138254,0.999991,0.01,6,0.166286
-0.00272746,0.999998,0.01,6,-0.0738574
-0.029912,0.999998,0.01,6,-0.24459
-0.0593467,0.999984,0.01,7,-0.344519
-0.0616258,1,0.01,4,-0.351072
-0.0947057,0.999994,0.01,6,0.435214
-0.103455,0.999998,0.01,7,-0.454873
-0.13933,0.999999,0.01,5,-0.527882
-0.29186,0.999994,0.01,5,-0.764016
-0.552679,0.999982,0.01,5,-1.05136
-0.216613,1,0.01,7,0.658199
-0.0471053,0.999998,0.01,6,-0.306937
-0.124936,0.999996,0.01,6,-0.499872
-0.127874,1,0.01,3,-0.505715
-0.00014819,0.999996,0.01,6,-0.0172157
-0.197186,0.999995,0.01,7,0.62799
-0.104554,0.999999,0.01,7,-0.457283
-0.000489393,0.999996,0.01,6,-0.0312856
-0.0420446,0.999999,0.01,7,0.289981
-0.0135533,0.999997,0.01,6,-0.164641
-0.012811,0.999999,0.01,6,0.160069
-0.0914525,0.999995,0.01,6,-0.427674
-0.0708485,0.999998,0.01,5,-0.376427
-0.109628,0.999995,0.01,7,0.468247
-0.134314,0.999999,0.01,4,0.518293
-0.152611,0.999999,0.01,4,0.552469
-0.0634725,0.999997,0.01,5,0.356294
-0.121209,0.99999,0.01,6,-0.492359
-1.20313,0.999972,0.01,6,-1.55121
-1.90708,0.999954,0.01,5,-1.95299
-1.4522,0.99996,0.01,5,-1.70423
-1.58717,0.999984,0.01,5,-1.78167
-1.89349,0.999987,0.01,4,-1.94601
-0.036542,0.999986,0.01,6,-0.27034
-0.0358161,1,0.01,3,-0.267642
-0.359827,0.999983,0.01,7,0.848325
-0.358436,1,0.01,2,0.846683
-1.19817,0.999963,0.01,7,-1.54801
-1.80331,0.999983,0.01,5,-1.89911
-2.59107,0.99998,0.01,5,-2.27643
-1.12296,0.999989,0.01,7,1.49864
-1.33134,0.999994,0.01,5,1.63177
-0.697414,0.999966,0.01,7,-1.18103
-1.17734,0.999983,0.01,5,-1.53449
-1.89286,0.999981,0.01,5,-1.94569
