766,0.158332
765,0.346876
764,0.0141056
760,0.300105
759,0.475559
758,0.472705
757,0.771982
756,0.934249
755,1.42944
754,1.80505
753,1.83258
752,1.92116
751,1.77532
750,1.48554
749,1.6369
748,1.51458
747,1.42967
746,1.67908
745,1.70889
744,1.05909
743,1.1935
742,0.897742
741,1.03631
740,1.21688
739,1.39637
738,1.10801
737,1.20706
736,0.814456
735,1.07021
734,1.49868
733,0.85109
732,0.926521
731,0.675406
730,0.679509
729,0.686981
728,0.933226
727,0.937857
726,1.17183
725,1.51294
724,1.09998
723,1.23526
722,0.933552
721,1.33567
720,1.21535
719,1.82191
718,1.85485
717,1.66556
716,1.54503
715,1.81101
714,2.44045
713,2.16688
712,1.65615
711,2.34608
710,1.8759
709,1.49727
708,1.72586
707,1.75557
706,1.77551
705,1.64152
704,1.25733
703,1.2306
702,1.14375
701,0.867426
700,0.825718
699,1.48203
698,1.49595
697,0.740283
696,0.616665
695,0.579266
694,0.271079
693,0.141505
692,0.214165
691,0.165065
690,0.89274
689,0.627549
688,0.91671
687,0.918889
686,0.718137
685,0.383
684,0.544029
683,0.586267
682,0.884002
681,1.04348
680,0.677947
679,1.09113
678,1.1382
677,1.13009
676,1.1411
675,0.493891
674,0.556341
672,0.148818
671,0.420222
670,0.0358874
668,0.193326
667,0.168211
666,0.64825
665,0.180295
664,0.808723
663,1.12349
662,1.13746
661,1.26329
660,1.18972
659,0.996924
658,0.857585
657,0.807815
656,0.421175
655,0.536657
654,0.517048
653,0.987336
652,0.907789
651,0.538233
650,0.733839
649,0.567366
648,0.784176
647,0.836398
646,0.50269
645,0.841834
644,0.283051
643,0.160718
642,0.349323
641,0.419566
640,0.312341
639,0.193553
638,0.680205
636,0.450804
635,0.0121799
799,-1.51121
798,-0.844952
797,-1.28717
796,-0.93307
795,-1.11659
794,-1.11044
793,-1.07128
792,-1.0828
791,-1.29243
790,-1.48844
789,-1.24555
788,-1.23932
787,-1.16404
786,-1.6638
785,-1.58014
784,-1.62348
783,-1.38574
782,-1.3816
781,-0.842699
780,-1.33277
779,-1.42375
778,-1.08868
777,-1.16748
776,-1.50279
775,-1.13797
774,-1.2343
773,-1.27672
772,-1.24307
771,-1.40583
770,-1.37819
769,-1.06157
768,-0.27583
767,-0.111389
763,-0.357598
762,-0.4216
761,-0.125124
673,-0.258051
669,-0.238098
637,-0.00711895
634,-0.255186
633,-0.0713811
632,-0.656376
631,-0.711663
630,-0.573893
629,-0.650251
628,-0.753496
627,-1.15856
626,-0.81239
625,-0.968215
624,-0.950284
623,-1.04887
622,-1.20881
621,-0.987709
620,-1.13089
619,-1.82194
618,-1.24808
617,-0.773174
616,-0.563891
615,-0.968939
614,-1.72974
613,-1.9355
612,-1.85287
611,-1.37914
610,-1.67951
609,-1.91351
608,-2.05159
607,-1.91842
606,-2.2316
605,-2.60908
604,-2.60908
603,-2.60908
602,-2.60908
601,-2.60908
600,-2.60908
599,-2.60908
598,-2.60908
597,-2.60908
596,-2.62152
595,-2.69827
594,-2.69827
593,-2.69827
592,-2.69827
591,-2.69827
590,-2.69827
589,-2.69827
588,-2.69827
587,-2.69827
586,-2.67041
585,-2.66885
584,-2.66885
583,-2.66885
582,-2.66885
581,-2.66885
580,-2.66885
579,-2.66885
578,-2.66885
577,-2.66885
576,-2.66885
575,-2.66885
574,-2.66885
573,-2.66885
572,-2.66885
571,-2.66885
570,-2.66885
569,-2.66885
568,-2.66885
567,-2.66885
566,-2.66885
565,-2.66885
564,-2.66885
563,-2.66885
562,-2.66885
561,-2.66885
560,-2.66885
559,-2.66885
558,-2.66885
557,-2.66885
556,-2.66885
555,-2.66885
554,-2.66183
553,-2.66183
552,-2.66183
551,-2.66183
550,-2.66183
549,-2.85289
548,-2.85289
547,-2.83354
546,-2.83354
545,-2.83354
544,-2.83354
543,-2.83354
542,-2.83354
541,-2.83354
540,-2.83354
539,-2.83354
538,-2.83354
537,-2.83354
536,-2.83354
535,-2.83354
534,-2.83354
533,-2.83354
532,-2.83354
531,-2.83354
530,-2.83354
529,-2.83354
528,-2.83354
527,-2.83354
526,-2.83354
525,-2.83354
524,-2.83354
523,-2.83354
522,-2.83354
521,-2.83354
520,-2.83354
519,-2.83354
518,-2.83354
517,-2.83354
516,-2.83354
515,-2.83354
514,-2.83354
513,-2.83354
512,-2.83354
511,-2.83354
510,-2.83354
509,-2.83354
508,-2.83354
507,-2.83354
506,-2.83354
505,-2.83354
504,-2.83354
503,-2.83354
502,-2.83354
501,-2.83354
500,-2.83354
499,-2.83354
498,-2.83354
497,-2.83354
496,-2.83354
495,-2.83354
494,-2.83354
493,-2.83354
492,-2.83354
491,-2.83354
490,-2.83354
489,-2.83354
488,-2.83354
487,-2.83354
486,-2.83354
485,-2.83354
484,-2.83354
483,-2.83354
482,-2.83354
481,-2.83354
480,-2.83354
479,-2.83354
478,-2.83354
477,-2.83354
476,-2.83354
475,-2.83354
474,-2.83354
473,-2.83354
472,-2.83354
471,-2.83354
470,-2.83354
469,-2.83354
468,-2.83354
467,-2.83354
466,-2.83354
465,-2.83354
464,-2.83354
463,-2.83354
462,-2.83354
461,-2.83354
460,-2.83354
459,-2.83354
458,-2.83354
457,-2.83354
456,-2.83354
455,-2.83354
454,-2.83354
453,-2.61758
452,-2.61758
451,-2.61758
450,-2.61758
449,-2.61758
448,-2.61758
447,-2.73382
446,-2.73382
445,-2.73382
444,-2.73382
443,-2.73382
442,-2.73382
441,-2.73382
440,-2.73382
439,-2.73382
438,-2.73382
437,-2.73382
436,-2.73382
435,-2.73382
434,-2.73382
