20.8627,0.908061,0.124386,3,-1.28518,0.366052,-0.144463,0.402136,-0.0376003,0.115034,0.100231,-0.00370948,0.496061,-0.131542,0.102339,-0.0477552,-0.152749,-0.226937,0.339282,-0.0030899,-0.197418,0.268584,0.5801,0.330889,0.377511,0.15914,0.029847,0.225177,0.0878855,-0.343971
14.7364,0.911996,0.124386,3,-1.19748,0.0075318,0.375247,-0.427223,-0.104722,0.173401,0.00032835,0.0346273,-0.015315,0.150717,0.788828,-0.269936,-0.0528715,-0.156151,-0.0589646,0.029603,0.211116,-0.509001,-0.660615,0.061939,0.0253856,-0.140205,0.430221,0.299064,0.527251,-0.570435
19.0775,0.997017,0.124386,3,-1.42461,0.164527,-0.051225,0.517667,0.266802,-0.670632,-0.103971,-0.0993845,0.136035,-0.604438,0.114565,0.22999,-0.0457671,0.103277,0.0529624,-0.170542,0.291366,0.231067,0.0959359,-0.148897,-0.098572,-0.429186,0.383985,0.147821,-0.0064257,-0.186933
20.6528,0.995954,0.124386,3,-1.38032,0.0774596,-0.234071,0.168212,-0.0144954,0.137506,-0.280381,0.433899,-0.0373196,0.150787,-0.125575,0.0832799,0.800526,0.0925262,0.0391022,0.0282524,0.301784,-0.0134058,-0.434246,0.369586,-0.348866,-0.167342,0.0242241,0.0852659,0.213115,-0.215117
21.6536,0.998315,0.124386,2,-1.32774,0.612574,-0.240988,-0.293726,0.264858,-0.133389,0.0980307,0.0829817,-0.298385,0.423993,-0.0574214,-0.119366,-0.199711,0.0428678,0.212373,-0.282005,0.175675,-0.315927,-0.222724,0.230035,-0.268191,0.298599,-0.283382,0.00914745,0.231121,0.0558616
23.8268,0.999755,0.124386,3,-1.38121,-0.550477,0.211088,0.354751,-0.233953,-0.0256637,-0.0557127,-0.0582181,0.028288,-0.0429878,-0.0391281,0.379377,0.257072,-0.185683,0.109983,0.477114,0.0180656,0.29488,0.16268,0.110355,0.132585,-0.353153,0.099279,0.0541548,-0.179033,0.0378973
24.023,0.980125,0.124386,2,-1.54146,-0.238204,0.207523,0.38349,-0.454753,0.104956,0.251421,-0.115811,-0.00337894,0.00417945,0.0754754,0.373652,0.293621,-0.262021,0.232803,0.256235,-0.228655,0.229448,-0.0723384,0.103478,0.266468,-0.367036,0.0349754,-0.00374214,-0.146112,0.0867103
27.7001,0.912624,0.124386,2,-1.51021,0.128206,-0.0649695,-0.0207485,0.234791,-0.199936,0.270512,0.123074,-0.233377,-0.0588647,0.0192017,0.051363,0.0715449,-0.186513,-0.385585,-0.0156087,-0.124488,0.0569516,0.348928,0.56718,-0.048949,0.090571,0.0929361,0.0605106,0.16947,0.0235945
29.5167,0.968627,0.124386,2,-1.67017,-0.0650582,-0.0351065,0.0224061,-0.344486,-0.0463211,0.291518,0.304592,-0.289218,0.101338,0.277659,0.0872761,0.0346039,0.0724541,-0.125868,0.0697632,0.136173,0.317383,-0.0277128,0.220293,0.0966819,-0.106806,-0.0250547,-0.28672,0.219674,0.159067
32.3593,1,0.124386,2,-1.69585,0.228429,0.0624822,0.11168,0.36699,-0.0600921,-0.268523,-0.0203093,0.245009,0.0366288,-0.220949,-0.0859643,-0.0454821,-0.0607587,0.158269,-0.0722041,-0.111289,-0.261439,0.0384841,-0.160023,-0.10446,-0.0346144,0.0215662,0.245775,-0.172471,-0.14574
26.2928,0.792684,0.124386,2,-1.70329,0.0137618,0.497337,-0.025752,-0.225293,-0.0467522,0.263709,0.074949,-0.292691,-0.0710509,0.303139,0.130418,-0.165627,0.0684792,-0.21168,0.0685964,0.125875,0.322118,-0.0257387,0.268081,0.175026,0.102791,-0.0576002,-0.288194,0.248627,0.17428
17.2411,0.685281,0.124386,3,-1.07974,0.0712149,-0.495473,-0.0810764,-0.269834,-0.335162,0.626676,-0.468213,-0.00816818,0.481237,0.419924,0.0677013,-0.283918,-0.308112,0.317238,-0.215674,-0.358977,0.023078,0.103776,-0.102749,-0.234776,0.17308,0.378153,-0.00496634,-0.220291,-0.136952
15.8089,0.987335,0.124386,3,-1.23975,-0.0297757,0.476987,0.00146373,0.647193,0.422254,0.109774,0.30899,0.0568875,-0.45234,-0.15956,-0.270107,0.366197,0.066992,0.0642175,0.509853,0.371848,0.215876,-0.366723,-0.41325,0.465715,-0.0309937,0.117827,0.372965,0.0997992,0.131465
22.7627,0.737105,0.124386,3,-1.31883,0.0483479,-0.712651,0.0268797,-0.258177,-0.264889,-0.108004,-0.305794,0.00492761,0.309533,0.0993678,0.0833236,-0.269282,0.0130033,0.00976783,-0.327602,-0.193479,-0.146551,0.214239,0.256055,-0.315838,-0.0407701,-0.172116,-0.242463,-0.0345251,-0.198584
31.7286,1,0.124386,2,-1.77367,0.119835,0.293198,-0.00406325,0.181012,0.213273,0.0754366,0.383269,-0.0251614,-0.222442,-0.0729192,-0.0870538,0.262253,-0.01454,0.130091,0.206806,0.119058,0.0133289,-0.162323,-0.205187,0.228969,0.0309923,0.0879272,0.0974118,0.0289514,0.198395
35.8651,0.941242,0.124386,1,-1.86574,0.060889,-0.168027,0.00314968,0.115488,0.0497211,0.0901176,0.299235,-0.0378191,-0.209786,-0.0569299,-0.184083,0.0386687,0.0280774,-0.0752563,0.330551,-0.0900491,-0.0467357,-0.0425922,-0.239859,-0.116384,-0.199557,0.00726249,0.0806355,-0.0308485,0.177374
29.379,0.469795,0.124386,2,-2.03775,-0.636945,0.107,0.0401534,-0.0828753,-0.0459162,0.161117,-0.0778335,-0.0668118,-0.0891829,-0.204338,-0.0787879,0.141793,-0.00542591,-0.0135816,0.164976,-0.0411119,0.212799,0.180406,0.023229,-0.177371,-0.00663665,-0.0370589,-0.0701066,-0.0168851,-0.19712
37.0937,1,0.124386,2,-1.86069,0.00219717,-0.0316709,0.0667821,0.00859456,0.0965732,-0.0373804,0.062108,-0.293176,0.210567,0.0591167,-0.011191,-0.0284622,-0.174357,-0.115553,0.197002,-0.193295,0.112057,0.126912,0.063987,0.279972,-0.148562,-0.031233,0.0354225,-0.0368223,-0.187701
34.6604,0.816283,0.124386,1,-1.83788,-0.0162435,-0.179156,0.103379,0.0759525,-0.035602,-0.0769698,0.304201,-0.333765,0.161208,-0.0949554,0.122032,-0.0899594,-0.0844546,-0.000663231,0.247075,-0.0966648,-0.114747,0.0375722,-0.153519,0.272115,0.123295,-0.0273854,0.0199456,0.184679,-0.0645759
37.2132,0.823737,0.124386,2,-1.973,0.286575,-0.0363767,0.0286262,0.0039727,0.101249,0.0769054,-0.293225,0.211584,-0.137068,0.0226129,-0.11738,0.105191,0.141183,-0.0753583,-0.222055,0.0835178,0.0971254,-0.0473953,0.147529,-0.182843,-0.11906,0.017451,-0.0455157,-0.138776,-0.00219506
37.2132,0.000100945,0.124386,2,-1.973,0.286575,-0.0363767,0.0286262,0.0039727,0.101249,0.0769054,-0.293225,0.211584,-0.137068,0.0226129,-0.11738,0.105191,0.141183,-0.0753583,-0.222055,0.0835178,0.0971254,-0.0473953,0.147529,-0.182843,-0.11906,0.017451,-0.0455157,-0.138776,-0.00219506
35.8321,0.983039,0.124386,2,-2.06058,-0.0994142,-0.013002,0.0635117,0.144899,-0.106512,0.145084,0.248013,-0.228222,-0.0858244,-0.0522788,-0.114842,-0.178138,0.151561,0.235696,0.158388,-0.0646556,0.0033171,0.0560528,-0.195193,0.23721,-0.0222255,0.161008,0.110826,0.0726794,-0.125987
34.6143,0.76031,0.124386,2,-2.02038,-0.0549446,-0.0177658,0.0470299,0.0428024,-0.233217,0.211989,0.283348,0.347318,0.0340769,0.0325979,-0.0630157,-0.132071,0.019788,0.0882893,0.151697,0.232655,-0.0651114,-0.11416,-0.0863494,0.161023,0.101291,0.039455,0.0325481,0.104441,0.244957
