-1.73227 -1.64039 -4.81619 -4.63046 -1.64039 -2.18067
-2.13207 -0.507209 -6.15721 -5.86141 -0.507209 -2.84621
-2.5935 1.29559 -5.95648 -6.04575 1.29559 -2.37799
-2.60978 1.03741 -4.90813 -5.31596 1.03741 -1.62518
-2.46693 1.1604 -4.94485 -5.24092 1.1604 -1.75216
-2.47694 1.20546 -5.24351 -5.45918 1.20546 -1.95626
-2.628 1.54885 -5.03186 -5.41633 1.54885 -1.69979
-2.73264 1.58706 -4.85847 -5.36773 1.58706 -1.50319
-2.71988 1.60552 -3.96319 -4.72564 1.60552 -0.879152
-2.62914 1.61088 -3.8877 -4.6081 1.61088 -0.889939
-2.51654 0.491032 -3.22707 -4.06135 0.491032 -0.502422
-2.46025 0.983521 -1.91219 -3.09178 0.983521 0.387532
-2.47596 0.549474 -0.946759 -2.42023 0.549474 1.08131
-2.29243 -0.120944 -0.36483 -1.87896 -0.120944 1.36302
-1.946 -1.23421 -0.481827 -1.71673 -1.23421 1.03532
-1.8286 -1.12126 0.87764 -0.672427 -1.12126 1.9136
-1.74269 -1.06991 0.891159 -0.602126 -1.06991 1.86241
-0.89103 -3.53711 -2.55952 -2.43991 -3.53711 -1.1798
-0.803524 -3.25953 -2.5435 -2.3667 -3.25953 -1.23035
-0.797732 -3.00711 -1.47744 -1.60879 -3.00711 -0.480626
-0.571417 -3.488 -0.76568 -0.94547 -3.488 -0.137365
-0.0576639 -3.23094 1.8402 1.26045 -3.23094 1.342
0.916787 -1.42522 2.04943 2.09743 -1.42522 0.800899
-0.930995 -2.89372 2.95706 1.43264 -2.89372 2.74927
0.769565 -1.76438 0.679828 1.02488 -1.76438 -0.0634539
0.949008 -1.52489 -0.605862 0.242641 -1.52489 -1.09946
0.679333 -2.10259 -2.07495 -0.986852 -2.10259 -1.94757
0.548718 -1.96249 -2.00153 -1.02729 -1.96249 -1.8033
-1.12604 -2.59374 -0.410328 -1.08637 -2.59374 0.506084
-1.31193 -1.96562 -0.168596 -1.04689 -1.96562 0.808461
