# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=4938483
# chain_id=4
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=0
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# diagnostic_file=output/hmc_diag_4.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,b,sigma,p_a,p_b,p_sigma,g_a,g_b,g_sigma
-1.84879,0.652998,0.257962,2,7,0,5.15275,0.491859,-0.370685,-1.08127,-2.17516,-0.430787,1.3004,-4.78508,-5.64762,-3.08818
-1.01436,1,0.194797,3,15,0,3.22625,0.847058,-0.585355,-0.518921,1.25214,0.0428508,1.6894,-0.469909,-1.90232,-0.260138
-0.919406,0.985803,0.298081,3,7,0,1.60453,0.282062,0.671943,0.11853,-0.402935,0.961912,-0.531621,0.460212,0.850093,1.22729
-1.34155,0.953667,0.441324,3,7,0,2.47209,-0.134005,1.26308,-0.0588221,1.0127,-0.961242,0.558147,0.316918,1.714,0.708248
-1.34155,7.84061e-06,0.610156,1,2,1,5.36472,-0.134005,1.26308,-0.0588221,-1.9967,-1.98102,0.367561,0.316918,1.714,0.708248
-1.19054,0.902212,0.125162,3,15,0,4.73891,-0.41277,1.31545,-1.29418,1.00875,0.761958,2.3449,1.90925,3.63747,-0.33001
-0.355263,0.899516,0.156665,3,11,0,2.50187,-0.00401829,0.53626,-0.617269,-1.64834,0.251332,-1.23005,-0.67747,-0.137191,0.159004
-0.635959,0.966904,0.194614,1,3,0,0.940894,-0.167259,0.443935,-0.676143,0.652652,0.347736,0.25099,-1.91295,-1.30176,-0.529568
-0.856537,0.910857,0.275453,4,15,0,2.71137,0.151337,0.605252,0.140039,0.818147,-1.5006,0.887967,0.172794,0.626708,1.32262
-1.57499,0.930694,0.34815,2,3,0,2.27987,0.468961,0.9732,0.25922,0.0593961,0.289798,1.14989,0.894089,1.39833,1.37588
-0.585733,0.914991,0.45635,2,7,0,1.84763,0.738964,0.115537,-0.26827,0.228501,1.3066,0.874283,0.954958,0.331531,0.557487
-1.1958,0.848586,0.57872,2,7,0,1.73022,-0.69845,0.978335,-0.567373,-0.391433,0.927645,-0.234708,-2.09287,-0.416082,-0.303628
-1.94172,0.341058,0.644086,1,3,1,2.37766,-0.977336,1.66711,-0.989094,0.0288031,-0.621954,0.695867,-1.25509,1.38936,0.127649
-2.65193,0.697241,0.269818,3,11,0,5.54244,0.964093,0.284742,0.721008,-0.947204,1.88516,1.15325,1.0872,0.407848,4.16512
-1.75215,0.9176,0.22529,3,15,0,5.03813,0.421167,-0.54053,0.510499,0.965725,1.07681,2.11656,0.115846,-0.845851,2.51719
-1.41931,0.977716,0.286735,3,7,0,2.37051,1.02396,-0.823165,-0.155222,-0.558137,-0.246905,1.2369,0.304564,-1.54256,0.353711
-3.13716,0.932418,0.408123,2,3,0,3.20254,1.77983,-1.24915,0.209515,0.343862,0.0567528,-0.0964854,1.64992,-1.37906,1.49483
-1.60347,0.998066,0.531567,2,3,0,3.49827,1.02274,-0.914939,-0.056772,1.51137,-1.05663,0.623602,0.327738,-1.60994,0.461488
-1.19106,0.333333,0.781476,1,3,1,2.05116,1.26322,-0.226925,-0.894273,-0.90585,0.249081,-0.915197,3.10586,1.61572,-0.400508
-1.47828,0.277088,0.329769,2,3,0,3.69845,1.45221,-0.559503,-1.43569,0.145411,1.39534,1.57233,4.35771,2.346,-0.421369
-2.16781,0.853328,0.126231,4,29,0,3.4552,-0.381733,0.942517,0.595907,-0.778463,1.00446,-0.979705,-0.432571,0.891679,3.28454
-4.19059,0.995638,0.141994,4,15,0,5.16445,-0.840596,2.36126,-0.508872,-0.64073,-0.141528,-1.23172,1.35211,4.55396,-1.37624
-1.72577,0.988441,0.207571,4,15,0,5.75172,-0.108114,-0.31998,0.527491,0.883725,-2.5452,-0.890429,-0.510733,-0.722598,2.40638
-2.48495,0.888753,0.298463,2,3,0,3.22219,-0.323879,-0.137497,0.7558,-0.208976,0.432363,-1.11529,-0.586247,-0.399864,4.22188
-2.48495,0.750906,0.356374,1,1,0,3.3519,-0.323879,-0.137497,0.7558,-0.50704,0.110041,1.21025,-0.586247,-0.399864,4.22188
-1.66003,0.791797,0.330342,2,3,0,3.51964,-0.572218,-0.16508,0.114572,-0.464761,0.136254,-1.86672,-1.7376,-1.33046,-0.450339
-1.66003,0,2.64027,0,1,1,4.83898,-0.572218,-0.16508,0.114572,-2.12778,1.6298,-2.70965,-1.7376,-1.33046,-0.450339
-1.66003,0,6.16519,0,1,1,2.66576,-0.572218,-0.16508,0.114572,1.12269,1.00485,-1.49186,-1.7376,-1.33046,-0.450339
-1.66003,0.438115,0.607884,2,3,0,9.17792,-0.572218,-0.16508,0.114572,-0.115302,-4.73175,0.267456,-1.7376,-1.33046,-0.450339
-2.68306,0.982983,0.141656,3,15,0,4.36308,-0.85917,0.328197,-0.479531,0.461302,2.02796,-1.23073,-4.14465,-2.95728,-3.75372
-3.58956,0.972616,0.163799,2,3,0,3.90629,-0.976422,0.26786,-0.516362,1.10501,0.241046,0.231163,-5.01185,-3.76757,-5.4419
-3.38043,0.996647,0.219686,4,15,0,4.47006,0.499553,0.99427,0.844537,1.9908,0.0583027,-0.958081,0.640957,1.13567,5.30621
-1.57899,0.956552,0.352517,3,7,0,6.75468,0.489422,1.09253,-0.150162,-2.38813,-3.34277,-0.712118,1.64225,2.24536,-0.243657
-2.73532,0.895446,0.534216,3,7,0,2.92551,-0.781543,-0.673109,0.458836,-0.422703,-0.187713,-0.905458,-1.65348,-1.54504,0.600154
-0.78178,0.711035,0.69444,2,3,0,3.42883,0.92116,-0.0877349,-0.184583,2.74417,1.34402,-1.25882,1.07338,0.0644817,0.675293
-0.7699,0.960811,0.515207,3,7,0,1.69044,0.385384,-0.282756,-0.080067,1.78602,0.147468,0.981131,-0.348825,-1.01697,0.392732
-0.7699,0.257108,0.852041,2,3,0,4.51847,0.385384,-0.282756,-0.080067,1.03776,2.71549,-2.48192,-0.348825,-1.01697,0.392732
-0.23279,0.995444,0.153961,5,31,0,1.58999,0.609337,0.127971,-1.28307,0.122295,2.00256,-0.242921,0.72793,0.246564,0.0757507
-2.16101,0.89103,0.289361,3,15,0,2.54467,1.7571,-0.706465,-0.827987,-0.592055,0.485887,-1.15545,3.44612,0.98255,-0.353706
-3.13468,0.815524,0.392694,3,11,0,5.54655,0.087624,0.596466,0.887949,-2.90811,0.431097,-1.45626,0.0801555,0.588997,5.90526
-1.10974,0.821543,0.421804,2,3,0,5.84483,-0.093156,0.828077,0.211021,0.888643,-0.643713,5.15247,-0.0887465,0.832486,1.52504
-4.0002,0.960108,0.462836,3,7,0,4.77089,2.09122,-1.70192,-0.344804,1.07549,0.80975,-1.29319,1.41581,-2.37733,0.272877
-2.51937,1,0.779012,2,3,0,5.0836,1.10399,-0.941073,0.518556,-2.1993,2.05652,0.166793,0.903612,-1.14145,2.70779
-2.51937,7.77165e-321,1.47281,1,1,0,3.81959,1.10399,-0.941073,0.518556,1.22455,0.743011,2.14054,0.903612,-1.14145,2.70779
-0.448855,0.852801,0.133347,4,23,1,7.55806,0.332979,0.00230177,-0.492296,-2.41286,2.44854,-4.73567,-0.718745,-1.04942,-0.0396467
-1.75708,0.988815,0.163061,5,31,0,2.22101,0.320441,0.745007,0.517669,-0.585131,-0.32073,-1.44867,0.440202,0.864767,2.77567
-0.407881,0.950174,0.298533,3,13,0,1.80664,0.180212,0.198387,-0.703409,-0.266924,-0.761665,-2.67382,-1.24717,-1.22899,-0.254085
-0.783928,0.810334,0.483156,2,7,0,1.31041,-0.00182033,0.444928,0.134151,0.344033,0.643804,1.47142,-0.219821,0.226927,1.24559
-1.3542,0.525338,0.515147,2,7,1,2.51356,-0.788599,1.07005,-0.566077,-0.775975,0.949487,-2.07481,-2.17455,-0.315905,-0.296831
-2.60848,0.974417,0.239758,3,7,0,2.90849,-0.440828,1.72803,-0.894395,0.573757,0.148121,-1.13745,2.90327,5.07213,-1.70222
-2.42536,0.492054,0.412564,2,3,0,4.60973,-1.02203,1.21787,-1.02327,1.65156,2.04894,-0.895966,-5.14298,-2.90308,-2.06461
-1.45217,1,0.177338,3,7,0,2.46165,-0.817933,1.37718,-0.854709,-1.6402,-0.68337,-1.14461,-1.75148,0.443639,0.0232536
-0.176084,0.941033,0.326119,3,15,0,3.71718,0.36217,0.359846,-1.19794,1.53211,-2.93717,-0.759241,0.29433,0.292005,0.0906735
-0.280311,0.717996,0.503057,3,11,0,0.369842,0.104874,0.452517,-0.814774,0.301955,0.263891,-0.518531,-0.766498,-0.418854,0.0471839
-0.429742,0.96236,0.413965,2,7,0,0.622232,0.464928,0.466643,-0.947861,-0.306876,0.631341,0.469913,1.81887,1.82059,-0.125149
-0.429742,0.0893059,0.671182,1,3,1,1.82402,0.464928,0.466643,-0.947861,0.494174,1.25473,-2.20694,1.81887,1.82059,-0.125149
-0.734689,0.999005,0.0988221,4,23,0,1.04635,-0.111642,0.490976,-1.10336,0.804285,-0.625499,0.408908,-3.28137,-2.67875,-0.995737
-0.775407,0.99289,0.177681,4,19,0,1.71712,1.15495,-0.413064,-1.58738,1.90722,0.466788,-0.24066,1.4824,-0.0856145,0.0373215
-0.775407,0.161321,0.311233,1,1,0,1.63784,1.15495,-0.413064,-1.58738,1.4158,0.989309,0.606213,1.4824,-0.0856145,0.0373215
-1.77892,0.986451,0.0585619,4,15,0,2.06819,1.35308,-0.346037,-1.49859,0.0136683,-0.604706,1.00176,6.93807,5.23896,-1.50742
-1.80885,0.994419,0.10082,3,7,0,2.23739,1.03962,-0.629066,-1.51613,-1.28304,-0.343484,0.0358761,-5.54948,-7.21817,-2.04476
-1.82753,0.969589,0.175701,4,31,0,3.97477,-0.682637,0.900724,-1.08142,1.77406,-1.51069,-1.96162,-5.11848,-3.53512,-2.14777
-0.80945,0.915328,0.284462,2,7,0,2.68485,-0.456799,1.0855,-0.869994,1.82637,0.895433,2.2204,-1.02363,0.518671,0.119127
-1.19138,0.973577,0.397164,3,7,0,1.27144,-0.699368,1.12922,-0.739531,-0.192357,-0.211723,-0.582212,-2.00877,-0.180182,-0.162805
-1.19138,0.0825146,0.640631,1,3,1,3.08901,-0.699368,1.12922,-0.739531,1.92613,-0.475323,2.38612,-2.00877,-0.180182,-0.162805
-1.06112,0.998036,0.105834,6,63,0,1.86234,0.891269,-0.00548906,0.134587,-1.08744,1.12906,0.755246,1.01167,0.114907,1.28991
-1.45328,0.996518,0.182062,5,31,0,2.09707,-0.570244,1.48331,-0.968021,0.143325,1.2808,0.732872,0.711146,2.7647,-0.0926179
-0.553053,1,0.309445,3,15,0,1.45155,-0.215667,0.686249,-0.942018,-1.80538,0.596128,-0.240704,-1.91076,-1.00885,-0.284704
-0.672076,0.419271,0.52634,2,5,1,2.94755,0.0288949,0.864029,-0.30149,0.896866,0.197355,3.53226,0.329945,1.16508,0.497587
-0.423259,0.992327,0.211081,3,15,0,1.51943,0.0103502,0.380181,-0.403118,0.000982996,-1.71961,-0.795972,-0.745836,-0.376005,0.191199
-0.314032,0.934839,0.350505,3,11,0,1.63928,0.0156245,0.638132,-1.77187,-0.118103,-0.28581,-2.79173,-2.55967,-1.93716,-0.162797
-0.314032,1.76045e-06,0.502163,1,1,0,1.36915,0.0156245,0.638132,-1.77187,1.25809,1.42521,0.0615158,-2.55967,-1.93716,-0.162797
-0.5767,0.96827,0.0743568,4,31,0,2.4853,0.400204,0.524116,-1.42147,0.862675,-1.41116,2.53274,3.76689,3.8908,-0.602032
-1.38823,0.975655,0.116082,3,7,0,1.96814,0.159183,0.248167,-1.62421,0.706751,0.440609,1.54576,-8.1024,-8.01342,-2.61186
-3.87459,0.483044,0.18329,1,1,0,3.9681,0.0933719,0.100502,-1.64693,-0.550812,-0.108253,-0.328467,-14.3048,-14.2977,-7.65615
-3.1687,0.995634,0.0893517,4,15,0,5.08047,-0.518532,0.668832,-1.40626,0.228365,-1.08176,-3.01239,-10.1416,-8.95423,-5.50107
-3.1687,1.18164e-15,0.588754,1,1,0,4.36254,-0.518532,0.668832,-1.40626,-1.73541,0.23603,1.35533,-10.1416,-8.95423,-5.50107
-3.1687,0,1.37478,0,1,1,4.77411,-0.518532,0.668832,-1.40626,-1.07937,-0.0798513,2.34805,-10.1416,-8.95423,-5.50107
-0.839501,0.99447,0.135552,4,31,0,5.05585,0.347511,0.779554,-0.764289,3.25326,0.286201,2.57871,2.18694,2.61898,-0.516847
-0.759342,0.999657,0.139113,4,31,0,2.53782,-0.299492,1.04601,-0.548544,2.50652,-0.621289,-0.772842,-0.244605,1.1009,0.332836
-0.404498,0.769298,0.187775,3,15,0,1.6016,-0.151458,0.836928,-1.60679,-0.996257,0.34087,1.96943,-1.21397,-0.225588,-0.00518491
-0.356962,0.762687,0.147502,3,11,0,2.88867,-0.0306349,0.788145,-2.27449,0.920505,-0.073061,-3.11786,2.7406,3.55937,-0.0706579
-0.747209,0.81027,0.119119,5,31,0,1.17783,0.999359,-0.307734,-2.8474,-1.13764,0.617055,0.3305,-9.87369,-11.1808,-0.394272
-0.811005,0.478792,0.115283,3,9,1,3.12915,1.1045,-0.412828,-2.56565,-0.094752,1.67674,-2.65661,-5.07654,-6.59387,-0.219842
-1.659,0.93716,0.040446,7,127,0,4.18704,-0.27065,1.18827,-1.96124,-0.928782,1.51695,2.74485,9.30016,10.7591,-1.79317
-2.38072,0.996172,0.0608869,6,63,0,4.08673,-1.00827,1.18437,0.395091,0.663268,-2.4159,1.09948,-1.25879,0.933847,2.06549
-3.45954,0.995497,0.112508,3,7,0,3.6343,-1.2244,1.23004,0.663321,0.665718,0.00349612,-0.523586,-1.41614,1.0383,3.62983
-3.79754,0.997899,0.209564,4,15,0,4.51601,-1.59625,0.872542,-0.283843,1.39085,-0.299034,-0.96281,-4.15766,-1.68887,-3.15209
-1.34615,0.998202,0.394764,3,7,0,5.09118,0.255186,1.00187,-0.814989,1.83435,-2.24041,-2.7375,2.95438,3.70106,-1.23157
-0.218003,0.392149,0.74371,2,3,0,0.888802,0.21937,0.480072,-0.942026,0.108864,1.67256,0.412115,0.0301662,0.290868,0.146533
-0.1767,0.998366,0.210884,4,31,0,0.391151,0.269266,0.482815,-1.88073,-0.45532,-0.0696662,0.824221,1.29656,1.51011,-0.0012867
-0.87295,0.328994,0.398186,2,5,0,1.52503,0.402823,0.133572,-1.86782,1.56474,0.30732,0.337063,-7.63643,-7.90568,-1.51808
-0.50771,0.980258,0.0952331,5,63,0,1.83483,0.948006,-0.183571,-1.39249,1.52554,1.03462,1.46589,1.53507,0.403495,0.0404553
-0.365729,0.999561,0.17027,5,31,0,0.75068,0.713835,-0.088277,-0.992148,1.02966,-0.692823,-0.257777,-0.0327489,-0.83486,0.0608493
-0.980666,0.820837,0.320421,3,11,0,3.81808,0.0719815,0.896158,-1.47535,0.475355,2.9943,1.79695,4.65952,5.48369,-1.04845
-0.532043,0.649475,0.349196,2,7,0,1.79076,-0.175545,0.587746,-0.784671,-0.339802,-0.881792,2.10268,-1.69342,-0.930131,-0.271459
-0.411252,0.997261,0.228167,4,31,0,1.2169,0.201344,0.169435,-0.351213,-1.363,0.601924,-1.05593,-0.520153,-0.552062,0.237507
-1.00259,0.973215,0.420084,2,7,0,1.93252,0.698487,-0.499772,-0.626805,1.68974,-0.900831,-0.428585,-1.15626,-2.35452,-0.696581
-0.630392,0.965134,0.713765,2,3,0,1.18449,0.93958,-0.0735551,-0.583022,1.47961,-0.139622,-0.203297,1.38191,0.368776,0.250631
