# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=4938483
# chain_id=2
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=0
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# diagnostic_file=output/hmc_diag_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,b,sigma,p_a,p_b,p_sigma,g_a,g_b,g_sigma
-0.389353,1,0.394816,3,9,0,1.63147,0.172875,0.20399,-0.579863,-1.02516,1.77826,-0.22756,-0.947542,-0.916427,-0.0800656
-0.512777,0.990806,0.592923,3,7,0,0.731135,0.454736,-0.0876108,-0.755032,-0.43771,0.60727,-0.461655,-1.17984,-1.72218,-0.369301
-1.35245,0.384516,0.871126,1,3,0,1.97625,0.676271,0.81949,-0.247368,0.321276,-0.789018,-1.21999,1.93513,2.07835,-0.356522
-1.70366,0.952209,0.390943,4,15,0,4.35325,1.07156,0.530543,-0.321071,2.07827,-1.79761,1.48515,2.73245,2.19143,-0.925292
-0.909573,0.991081,0.531991,3,7,0,1.98926,-0.365478,0.302546,-0.0561671,-1.97659,-0.643478,-0.00620466,-1.25066,-0.582636,0.193453
-2.29946,0.658211,0.778131,2,5,0,2.78795,1.82798,-0.759855,-0.550042,0.172983,0.589074,1.16988,2.84928,0.261446,-0.0143305
-1.02427,0.988534,0.597929,3,7,0,2.50498,1.0791,-0.345076,-0.133964,2.34702,-0.58245,-0.350358,1.08671,-0.337462,0.764918
-1.54692,0.39081,0.866783,2,3,0,1.9519,0.487399,-0.834746,0.080575,-1.21458,-0.160656,0.36975,-0.428065,-1.75021,0.19024
-1.19027,0.985153,0.400834,3,7,0,3.75596,-0.405797,0.0514563,-0.0655962,0.844662,2.68432,-0.80535,-1.64009,-1.18284,-0.459119
-2.76033,0.862703,0.576415,2,3,0,3.27836,1.02701,0.425751,-1.03475,-0.793874,1.02602,0.38654,6.76615,6.16489,-4.03214
-1.90703,0.422028,0.655595,2,7,0,3.28827,-0.472216,-0.149515,0.541114,1.90436,0.32195,-1.30391,-0.929624,-0.606924,2.33378
-0.512508,0.965582,0.325156,3,7,0,3.32369,0.18708,0.0807111,-0.204348,2.44261,2.0826,-0.295374,-0.505761,-0.61213,0.345529
-1.85827,0.887557,0.448966,2,7,0,2.42366,0.967832,0.780654,0.187477,-1.19051,-0.749624,-0.415289,1.6691,1.48192,0.739428
-1.20416,0.952001,0.534476,2,7,0,2.73167,0.288758,1.05032,-0.248084,2.26068,0.847098,0.472543,1.29208,2.05364,-0.00405177
-2.01537,0.33582,0.716038,2,3,0,2.28713,-0.20544,0.258605,-1.06073,0.674345,0.124756,-0.755277,-5.83749,-5.37344,-3.68195
-3.1288,0.96516,0.306295,3,7,0,3.77355,-0.195626,1.56706,-1.08864,0.499053,-1.14877,-0.807594,5.47923,7.24192,-3.53695
-3.1288,0.599782,0.420319,1,3,0,4.86332,-0.195626,1.56706,-1.08864,-1.37866,0.624191,2.05117,5.47923,7.24192,-3.53695
-0.591498,0.992724,0.294409,2,3,0,3.48249,-0.28543,0.976577,-0.990737,1.0754,2.81354,-0.803016,-0.554161,0.707847,0.12791
-1.0178,0.983875,0.423777,2,7,0,1.56877,-0.593016,1.18766,-0.898244,1.19243,-0.729382,-0.386386,-1.39814,0.382536,0.0583531
-1.0178,0.292624,0.598435,1,3,1,2.70637,-0.593016,1.18766,-0.898244,1.02174,-1.18483,1.91409,-1.39814,0.382536,0.0583531
-0.31078,0.994117,0.241018,3,15,0,1.49042,0.044934,0.718471,-1.20682,1.03585,-1.6349,-0.594393,0.438381,1.11192,0.0756353
-0.424656,0.508493,0.346492,2,5,0,1.82664,-0.00938256,0.444257,-0.846876,-0.0434598,-1.0882,1.94717,-1.60501,-1.15137,-0.284203
-0.529489,0.991116,0.207594,3,15,0,2.07965,0.36718,0.319763,-0.0993271,-1.25324,0.344377,-2.03274,0.316861,0.269444,0.817757
-0.517606,0.94389,0.296133,3,15,0,2.05387,0.738821,-0.151562,-1.52448,-0.310185,-1.23186,-1.95546,-2.23398,-3.12436,-0.371567
-0.517606,0.00474716,0.387233,2,6,1,3.02783,0.738821,-0.151562,-1.52448,-3.1633,0.00158594,-0.508768,-2.23398,-3.12436,-0.371567
-0.73605,0.988016,0.0953942,3,15,0,1.40679,0.871916,-0.296081,-1.61299,1.56684,0.444254,-0.206011,-2.96426,-4.13225,-0.544766
-0.543705,0.996582,0.135163,2,3,0,0.870011,0.985431,-0.265204,-1.55526,0.841011,0.641998,0.315392,0.806668,-0.443967,0.0431537
-0.813412,0.947048,0.19389,5,31,0,1.51391,-0.455234,0.940057,-0.48377,-0.841806,0.278318,-1.35698,-1.09566,0.29963,0.224154
-4.72135,0.908735,0.254263,4,15,0,5.6079,-0.0477296,-1.5052,0.92471,-1.52829,0.630574,0.84404,-0.406616,-1.86409,5.53747
-1.94475,1,0.31118,3,7,0,5.27199,0.230599,-0.947113,0.0911743,1.5731,2.95424,0.391743,-0.973292,-2.151,-0.539241
-0.698773,1,0.445742,2,3,0,2.01622,0.535714,-0.243833,-0.100126,0.877404,1.86741,-0.461,0.00266349,-0.776883,0.585946
-2.19141,0.847596,0.636754,2,3,0,2.39153,0.531096,-0.883631,-0.458147,0.67624,-0.493326,-0.224939,-2.17074,-3.58547,-2.51996
-0.537935,0.88047,0.697091,2,7,0,1.71001,0.842423,-0.0890534,-0.515731,-0.59777,-1.86105,0.274551,0.91304,-0.0184366,0.354708
-0.537935,0.177202,0.807032,2,3,0,1.70361,0.842423,-0.0890534,-0.515731,1.99585,0.449143,0.696075,0.91304,-0.0184366,0.354708
-0.513734,0.999446,0.279231,4,15,0,0.970082,-0.0242531,0.876433,-0.89693,0.018137,0.765398,-1.00468,0.721218,1.6219,0.0738903
-0.454069,0.999189,0.397061,3,11,0,0.702755,0.783734,0.0835299,-1.11174,-0.544861,0.742419,0.159187,2.06864,1.36843,-0.0704564
-1.23262,0.539992,0.562913,2,7,0,1.86625,0.648446,-0.479118,-0.823895,-0.141791,0.674226,-1.33676,-2.25515,-3.38271,-1.43025
-1.46569,1,0.36512,3,7,0,1.68757,1.12075,0.110424,0.200645,0.394672,-0.733582,-0.260223,1.45747,0.447144,1.32439
-2.00223,0.869788,0.517172,3,7,0,2.65907,0.806856,0.345671,0.578014,1.17539,-0.137898,1.07147,0.940407,0.479222,3.12062
-0.703895,0.614096,0.586743,2,7,1,2.2975,0.2167,0.684306,-0.0767269,-1.36993,-0.0124353,-2.03742,0.41817,0.885776,0.822924
-2.16661,0.900041,0.432887,2,7,0,3.32388,-0.0614828,-0.75563,-0.105439,0.0387052,1.9071,-0.3787,-1.96957,-2.66372,-2.13871
-1.5318,0.991971,0.51646,2,7,0,3.33579,-0.343599,0.758374,0.42255,-0.193832,2.4138,0.126273,-0.478218,0.623756,2.28602
-0.996101,0.884447,0.717365,2,3,0,2.50329,0.0986361,1.05921,-0.449235,0.850554,-0.0760494,-2.2037,1.15379,2.11437,-0.046158
-0.330583,0.333333,0.831456,1,3,1,1.56852,0.109045,0.698013,-1.15315,-0.34873,-1.32609,-1.5622,0.900604,1.48957,0.0372049
-1.26242,0.975772,0.386412,3,11,0,1.51201,1.40344,-0.561043,-0.923286,-0.948413,0.205274,-0.251895,2.12723,0.16275,0.0751213
-1.26242,0.0960348,0.521286,2,7,0,4.25558,1.40344,-0.561043,-0.923286,-1.03036,2.82639,-1.01057,2.12723,0.16275,0.0751213
-1.49837,0.999184,0.165063,5,31,0,2.32225,-0.240943,1.37548,-0.82118,1.2895,-0.975267,-0.679146,1.85879,3.47521,-0.659693
-2.04105,0.939238,0.231571,4,31,0,3.40427,1.54158,-0.0272145,-0.324194,-1.1954,0.651198,-1.7978,3.04509,1.4763,-0.659123
-0.644123,0.999264,0.293887,4,15,0,2.84802,0.108308,0.212486,0.0372275,0.764466,-2.58606,0.151622,-0.269862,-0.165685,0.92323
-3.04336,0.89621,0.410618,3,15,0,4.51617,-1.29874,0.86958,0.586084,-0.5223,-1.61376,-1.48809,-1.65717,0.511153,2.81416
-2.29654,1,0.48425,3,7,0,3.87014,-0.388505,1.69913,-0.668889,1.26866,-0.778223,-1.90687,1.8309,3.91854,-1.03023
-1.73539,0.514101,0.674781,3,7,0,3.01175,-0.304852,0.742212,0.514223,-0.252052,1.99733,-0.357393,-0.408844,0.638221,2.76647
-0.646655,0.967925,0.428491,3,7,0,2.58289,0.0984901,-0.010223,-0.260942,2.45392,1.05049,0.686927,-0.979918,-1.08863,-0.0967033
-0.646655,0.0140853,0.566056,2,3,0,2.8903,0.0984901,-0.010223,-0.260942,0.667949,1.59331,2.22491,-0.979918,-1.08863,-0.0967033
-0.8074,0.978015,0.16185,3,15,0,2.60329,0.668267,0.318708,-0.000172766,-2.29482,-1.05833,-0.783286,0.927135,0.577577,0.932665
-1.81996,0.934918,0.217561,3,15,0,1.86925,0.64399,0.509838,0.532846,0.430176,-0.0729306,-0.0963638,0.790615,0.656464,2.84044
-0.687831,0.997454,0.272532,4,15,0,2.05816,0.125815,0.634544,-0.0224439,-1.20463,-0.221974,-1.9129,0.159455,0.668184,0.955023
-0.665254,0.988073,0.376479,3,15,0,1.188,-0.144311,0.492823,-0.92019,-1.39089,-0.311425,0.279233,-2.53591,-1.89878,-0.749294
-0.904818,0.315535,0.511361,1,3,0,2.54628,-0.0588267,1.07295,-0.359644,0.207822,1.42147,1.92108,0.528183,1.65996,0.319254
-0.585267,0.997033,0.239932,3,15,0,2.14019,0.445136,-0.166217,-0.559729,1.23542,-1.91524,-0.450843,-0.931086,-1.54244,-0.291848
-2.54742,0.906543,0.330335,3,11,0,3.34631,-0.237939,1.48541,-1.15804,1.32321,-1.1002,-0.0183649,5.02537,6.74872,-2.63446
-3.16727,0.256822,0.393858,3,15,1,5.54922,-1.59703,0.930252,0.317733,0.387169,0.200656,-2.91973,-2.33594,0.191348,0.857146
-2.95132,0.988793,0.16989,4,19,0,7.26065,0.873263,-1.52366,0.0552804,-3.62248,1.01296,1.70442,-0.361037,-2.75796,-0.584694
-6.1371,0.946929,0.230467,3,7,0,8.43577,0.141154,-1.38637,1.14831,1.7003,-1.03788,2.14814,-0.0573675,-1.58489,9.54874
-2.52423,1,0.292408,3,7,0,5.63685,0.943913,0.293843,-1.36815,-0.0226146,1.50142,-2.9735,8.80627,8.1562,-3.94153
-1.39098,0.763935,0.402203,3,7,0,2.93606,1.16329,-0.80245,-0.684291,-1.27316,-0.442959,-1.99536,-0.280348,-2.24609,-0.275865
-1.01222,0.997812,0.383461,3,7,0,1.48997,1.06847,-0.575263,-0.43302,-0.329424,1.08392,0.574257,0.509779,-1.13395,0.289327
-0.687773,0.992979,0.524231,3,7,0,1.36973,0.905967,-0.188659,-0.327975,-0.867742,1.25487,0.230126,0.884985,-0.209641,0.518721
-1.61201,0.733744,0.710058,1,3,0,2.09995,0.175738,-0.416044,-0.522772,-1.19346,0.604887,0.321407,-2.5796,-3.17138,-2.31705
-0.513534,0.961738,0.645547,2,3,0,1.77714,0.49032,0.435096,-0.324115,0.719502,1.88311,0.417429,0.867435,0.812211,0.448596
-1.10782,0.26208,0.831652,2,4,1,2.03818,-0.509434,0.306592,-0.0393016,1.83496,-0.0399083,-0.631214,-1.51661,-0.700583,-0.0133112
-2.31756,0.953588,0.368822,3,7,0,2.72712,-0.852274,-0.0448818,0.555405,0.980151,0.440503,0.650293,-1.38749,-0.580097,2.1669
-2.08573,0.986281,0.469363,2,3,0,2.44307,-0.893914,-0.0607423,0.281271,0.252843,0.184291,-1.10028,-1.85273,-1.01956,0.141574
-2.53266,0.674912,0.62673,1,3,0,6.73854,-0.635661,1.50464,0.43544,-1.02588,-3.57398,0.296615,-0.576732,1.56357,2.38072
-2.69037,0.996115,0.522232,2,3,0,2.8809,-0.499806,1.62001,0.446739,-0.62218,0.105452,0.582117,-0.339384,1.78043,2.38073
-3.05921,0.537677,0.706324,2,3,0,4.07001,-0.375256,1.10292,0.780248,-0.494233,1.58064,0.818816,-0.375369,1.1028,4.76119
-1.38392,1,0.479331,2,3,0,3.2712,-0.490589,0.32546,-0.466249,0.594375,-0.966968,-2.3519,-2.76039,-1.94434,-1.6341
-1.63042,0.388816,0.651112,3,7,0,4.41077,-0.188397,1.46086,-0.339459,-0.311257,-2.61885,-1.54012,0.884749,2.534,-0.0769077
-2.30552,0.933165,0.354678,4,15,0,3.02777,0.25506,-1.14367,0.214249,0.906053,-1.16567,0.618128,-0.798271,-2.197,-0.168085
-1.13569,1,0.435781,3,7,0,2.69233,-0.204995,1.1831,-0.146592,0.183439,1.85472,-1.3399,0.13006,1.51816,0.66215
-0.867732,0.932063,0.590579,3,7,0,1.64698,-0.415222,0.6026,-0.539097,-0.0618535,-1.56897,-0.282557,-2.00489,-0.987063,-0.519509
-0.591548,0.925294,0.72259,2,3,0,1.24026,0.215619,0.539329,-0.0842789,-1.51946,-0.175495,-0.528398,0.247283,0.570992,0.844035
-1.10841,0.895363,0.874346,2,5,0,1.54097,-0.192051,1.19612,-0.232584,1.06438,-0.507283,0.531466,0.247223,1.6354,0.506845
-1.10841,4.88317e-11,1.01132,1,1,0,3.33849,-0.192051,1.19612,-0.232584,-0.272498,2.28592,-1.48832,0.247223,1.6354,0.506845
-1.64393,0.995234,0.313979,4,15,0,2.02246,1.42545,-0.245814,-0.790077,-0.39194,0.906663,-0.568549,3.61751,1.94624,-0.783638
-1.20218,0.973678,0.421159,3,7,0,1.80313,1.15987,-0.648215,-1.23493,-0.258234,-1.37919,0.0245385,-1.39986,-3.20794,-0.469694
-1.20218,1.5632e-12,0.546556,1,1,0,3.28157,1.15987,-0.648215,-1.23493,2.30829,0.0488881,-1.68795,-1.39986,-3.20794,-0.469694
-2.13284,0.93671,0.171546,2,3,0,2.21216,1.0822,-0.781365,-1.28956,0.282007,0.434279,0.0850199,-4.55274,-6.41631,-2.33231
-2.04998,0.994315,0.211185,4,23,0,4.79732,-0.369598,0.526652,-1.19993,-2.33317,1.67932,1.42234,-6.66448,-5.76823,-3.50454
-0.701832,1,0.282297,3,15,0,1.93067,0.452099,0.64683,-0.333818,-0.0104847,-1.42865,1.48263,1.17489,1.36962,0.244958
-0.367576,0.998392,0.379883,2,3,0,0.728807,0.283069,0.270134,-0.32355,-0.576186,-0.943445,-0.157337,-0.051166,-0.0641008,0.465073
-1.16886,0.957653,0.509226,3,7,0,2.83868,-0.69257,1.07442,-0.441186,-2.3491,-0.663886,0.831324,-1.52957,0.237418,0.123905
-0.936668,0.923937,0.642797,3,7,0,2.53414,0.51482,-0.0880077,0.216421,1.98799,-1.42506,0.190841,0.319323,-0.283504,1.48271
-3.16546,0.39353,0.772178,1,1,0,3.35863,0.707009,-0.394721,0.86535,0.265965,-0.465438,-0.632116,0.633327,-0.468403,5.61396
-1.10237,0.457747,0.434022,2,7,0,5.37133,0.853882,0.180546,0.159159,-0.460423,-2.06906,3.25619,1.07663,0.40329,1.3066
-0.563128,0.997504,0.268136,2,7,0,1.3987,0.680573,0.059268,-0.208245,0.886377,0.420069,1.46804,0.698235,0.0769295,0.659152
-2.50171,0.94949,0.357928,3,7,0,2.56648,1.5768,0.164928,0.338483,0.130432,0.407897,0.186259,2.09184,0.679962,1.44589
-0.774864,0.944044,0.445657,3,7,0,3.18459,0.538554,-0.360892,-0.411709,-0.23685,2.51094,1.29447,-0.715713,-1.61516,-0.251588
-1.66309,0.503863,0.550014,1,3,0,3.17872,0.872532,-0.467541,0.416645,-1.0441,0.148288,-2.13126,0.732061,-0.608012,2.25547
-0.391826,0.990299,0.364173,3,7,0,2.18117,0.00600387,0.455607,-0.860215,-0.080061,1.72884,-1.78224,-1.48339,-1.03378,-0.21806
-0.554863,0.99737,0.479436,3,7,0,0.792864,0.483565,0.239208,-0.100059,-0.0161051,-0.561442,-0.717961,0.476941,0.232584,0.818598
-0.432747,0.785185,0.63661,2,3,0,2.31862,0.516149,-0.0264287,-0.367115,-1.67122,-1.79791,0.879436,0.0191961,-0.523382,0.361363
-0.461208,0.643904,0.626938,3,11,0,0.5395,-0.0170891,0.514793,-1.18003,0.180965,0.476112,-0.0487029,-2.45838,-1.92649,-0.468283
-2.39145,0.329559,0.506757,3,7,0,4.68234,-0.955507,1.85454,-0.530248,-0.666864,2.23108,1.54446,-0.46215,2.3479,0.261998
-1.24771,0.981707,0.264467,3,7,0,2.91012,-0.724895,1.15811,-0.790708,0.551238,-2.25819,-0.278844,-2.15904,-0.276032,-0.217359
-0.283808,0.970335,0.343125,2,7,0,2.94004,0.43391,0.163175,-0.611574,-3.04584,1.03287,-0.494123,-0.0115853,-0.282321,0.235893
-1.21958,0.613542,0.437647,3,7,0,2.59482,0.278383,0.986058,0.0638832,-0.578878,-0.607983,2.07641,0.75031,1.45799,0.883219
-1.29766,0.998683,0.340154,2,3,0,1.41718,0.255815,0.93764,0.205087,-0.281622,-0.56876,-0.0532344,0.564531,1.24636,1.36345
-1.26666,0.982254,0.45066,2,7,0,2.04347,0.0348067,1.20975,-0.199028,-0.997265,-1.10404,-0.764108,0.80363,1.97857,0.274634
-0.619955,0.996011,0.582909,2,3,0,1.40141,0.178804,0.678186,-0.160703,-0.156628,-1.57721,-0.200819,0.356419,0.855801,0.702253
-0.574853,0.91651,0.767424,3,7,0,0.930056,0.512562,-0.202387,-0.513302,1.16587,0.277941,-0.0192995,-0.654375,-1.36932,-0.129584
-0.574853,0.315069,0.904764,1,2,1,1.36495,0.512562,-0.202387,-0.513302,-0.0648894,-0.276903,1.67246,-0.654375,-1.36932,-0.129584
-1.98321,0.97902,0.467934,3,7,0,3.96151,0.988234,-1.11959,-0.146446,-0.024005,1.51598,-2.15581,-0.163817,-2.27164,-0.244142
-1.65676,1,0.601052,2,3,0,1.9574,1.06535,-0.955936,-0.135412,-0.18679,-0.974094,0.0448256,0.254104,-1.76718,0.260767
-1.25966,0.493545,0.793494,3,7,0,3.16578,1.29164,-0.151475,-0.393513,-2.44072,0.477039,-1.18447,2.19667,0.753555,0.0823546
-2.62905,0.889133,0.525595,3,7,0,2.84509,1.46807,-0.0533225,0.539151,0.646145,0.0233942,-0.645664,1.70162,0.180224,2.77934
-3.14605,0.662829,0.596427,2,7,0,4.58774,-0.976779,0.656438,-0.723372,1.06447,-1.74185,0.922912,-5.43228,-3.79906,-4.43642
-3.14605,1.27125e-19,0.498,1,1,0,11.3066,-0.976779,0.656438,-0.723372,-3.96051,0.135755,-3.97811,-5.43228,-3.79906,-4.43642
-1.53392,0.983674,0.170082,3,7,0,4.39343,-0.636836,1.08971,0.175846,-2.08202,-1.19866,-2.23023,-0.830522,0.896027,1.36815
-2.54478,0.981493,0.219576,4,31,0,3.97326,1.43798,0.0762897,0.513893,2.18031,0.545772,-0.806645,1.71923,0.357545,2.57378
-1.26186,0.98052,0.282312,3,7,0,3.35005,0.260855,-0.131976,-0.924223,-2.65783,-0.792177,-0.795675,-3.54478,-3.93761,-2.1233
-1.26186,0.00840958,0.362085,1,1,0,5.27813,0.260855,-0.131976,-0.924223,2.45148,2.51141,1.49663,-3.54478,-3.93761,-2.1233
-1.77751,0.995991,0.126357,4,21,0,2.0177,0.589026,0.770991,0.448196,0.0352663,0.569688,0.715635,0.846834,1.0288,2.28785
-1.05379,0.983895,0.16555,3,15,0,2.54045,0.283324,0.977584,-0.368882,-1.26104,-0.326932,-1.97374,1.39736,2.09162,-0.11528
-2.59322,0.974235,0.213176,3,7,0,2.91114,0.319342,1.43161,-0.462603,-0.385303,0.9572,-0.0252628,2.89913,4.0114,-2.24205
-1.59069,0.951692,0.270694,4,23,0,2.70987,0.231889,-0.154899,0.542655,-1.58818,-0.471067,-1.26233,0.0119143,-0.374874,2.81711
-1.53695,0.982387,0.333254,4,15,0,2.89291,0.183149,1.1938,0.126775,1.56598,1.49407,-0.513487,0.686606,1.69725,0.961973
-0.728811,0.999477,0.426882,3,7,0,1.72571,0.195477,0.42925,0.102052,-0.203785,-1.53017,-0.988202,0.111111,0.344885,1.2177
-0.630005,0.935627,0.558685,2,3,0,1.38799,0.174439,-0.0564525,-0.197524,1.292,0.975483,0.462857,-0.73139,-0.962281,0.120903
-0.752546,0.948719,0.671402,2,3,0,0.856418,0.392105,0.657416,-0.119036,0.00601321,-0.428417,0.41644,0.799803,1.06511,0.657142
-0.752546,0.101359,0.820207,2,3,0,3.73066,0.392105,0.657416,-0.119036,-0.672258,1.01201,3.0544,0.799803,1.06511,0.657142
-3.145,0.920556,0.329431,3,7,0,3.29815,-0.110972,-1.36507,0.4208,-0.180968,0.464001,-0.53731,-1.06104,-2.31514,0.225891
-1.18743,0.978449,0.388129,2,7,0,3.45133,0.808394,-0.476286,0.161371,-1.6264,-2.04464,1.10534,0.521562,-0.763118,1.2673
-1.17399,0.780636,0.492854,2,7,0,3.00133,-0.494857,0.820835,0.133249,-1.58034,1.2469,-1.64518,-0.802979,0.512713,1.18145
-2.72777,0.796993,0.483108,2,7,0,3.7453,0.572531,1.5237,0.269565,0.999096,-0.586307,-1.56297,1.37044,2.32161,0.622944
-3.10326,0.926758,0.483772,3,7,0,3.3078,0.00196963,-0.600085,-0.57253,-0.557712,0.550741,-0.360221,-4.16613,-4.76819,-5.21
-0.382763,0.923398,0.57329,3,7,0,2.40008,0.374607,0.062544,-0.434668,2.421,1.12948,0.847223,-0.319631,-0.631694,0.217175
-0.835451,0.885061,0.675934,1,3,0,0.923665,0.06076,-0.0487337,-0.448085,-0.379808,0.341659,0.250525,-1.694,-1.80349,-0.848576
-0.835451,0.00173027,0.757901,1,3,1,6.1725,0.06076,-0.0487337,-0.448085,-2.22504,-3.63777,-0.48181,-1.694,-1.80349,-0.848576
-0.865044,0.964084,0.271844,3,7,0,1.94087,-0.146267,0.0516549,0.0375531,-0.64665,-1.14678,-1.44286,-0.90954,-0.711618,0.449972
-1.13158,0.983329,0.337913,4,15,0,1.74996,0.999013,-0.519483,-0.0369894,1.22288,0.204898,-0.938252,0.731255,-0.787241,0.862109
-0.918318,0.975237,0.43016,4,15,0,2.51654,0.720564,0.520595,-0.23404,1.05241,-1.91729,0.851846,1.53973,1.33976,0.206003
-1.53357,0.700121,0.541397,2,7,0,1.86986,0.0379102,-0.600494,0.281706,-0.744819,-0.546986,-0.631416,-0.696883,-1.33529,0.808202
-0.359012,0.976342,0.478793,3,7,0,1.57177,0.709432,0.0678333,-0.809833,2.04527,0.725608,0.337601,0.957304,0.315705,0.185802
-1.0801,0.462716,0.602747,2,3,0,2.00864,-0.318132,0.018296,0.0388841,-1.5325,-0.49159,1.01464,-1.26925,-0.932818,0.103097
-1.70548,0.923729,0.394027,2,7,0,3.04124,-0.576646,0.223864,-0.394947,-0.762831,1.27396,-1.59377,-2.95821,-2.15771,-2.12053
-0.675263,1,0.46368,3,7,0,1.83617,0.429707,0.622637,-0.251811,0.105566,1.71997,0.954065,0.966076,1.15901,0.430475
-0.876377,0.750612,0.600694,3,7,0,3.37312,-0.119518,0.716308,0.0957707,-2.7079,-1.16623,1.03153,-0.228017,0.607808,1.19686
-1.64246,0.918732,0.566864,2,5,0,2.75011,1.09554,0.391258,-0.499775,-0.896774,1.59815,0.680504,3.15669,2.45241,-1.19554
-0.699277,0.8924,0.661723,3,7,0,2.25045,0.543152,-0.120006,-0.00216547,1.9295,1.25317,-0.766982,0.236778,-0.426379,0.902219
-1.64406,0.814061,0.746756,2,7,0,2.68677,-0.891803,0.759697,0.160659,-0.4378,1.69321,0.648113,-1.51569,0.135812,0.842215
-3.54518,0.732241,0.763206,2,5,0,4.12562,-1.05345,-0.768464,0.300291,1.38452,-0.555996,-0.257442,-2.45217,-2.16718,-1.74371
-1.84898,0.876241,0.703757,2,3,0,3.61954,-0.753258,-0.0799031,0.207453,1.50277,1.98289,-0.207327,-1.78438,-1.11103,-0.0957237
-3.17849,0.434267,0.777593,2,5,0,4.5412,-1.17048,2.01932,-0.0565849,0.390401,0.999736,-1.92905,-1.03538,2.15443,0.876699
-0.722096,0.966049,0.493976,3,7,0,3.38478,1.07262,-0.367047,-0.930028,-1.37481,2.51242,-0.978724,0.927295,-0.512373,0.152376
-0.921961,0.646002,0.610763,2,3,0,1.50313,1.11699,-0.104072,-0.509913,-1.31893,0.256738,0.707102,1.90643,0.685374,0.135887
-1.06826,0.969095,0.506308,3,7,0,1.43386,0.984858,0.0823288,-1.10637,-1.03223,0.567947,-0.156766,4.08346,3.18093,-0.940997
-0.765134,0.359882,0.62783,3,7,0,2.58683,-0.387892,0.984165,-0.506228,-0.100629,-0.227477,2.56696,-0.750992,0.621066,0.315425
-0.651186,0.997376,0.365064,4,15,0,0.859799,0.916883,-0.33563,-1.26061,-0.0849283,0.71249,-0.431075,-0.911645,-2.16416,-0.188328
-0.651186,0.000412892,0.468732,2,3,0,3.82517,0.916883,-0.33563,-1.26061,-3.55749,-0.413456,-0.363815,-0.911645,-2.16416,-0.188328
-2.34881,0.918914,0.175176,3,7,0,2.61404,1.25473,-0.0680609,-1.33738,-0.551728,-0.699766,0.384881,7.90666,6.58387,-2.9808
-1.02029,1,0.204242,2,3,0,2.56918,1.18311,-0.242888,-1.1945,1.07612,1.60401,-1.31876,3.49472,2.06872,-0.398394
-0.865986,0.906619,0.262997,4,15,0,2.97154,-0.286999,0.227952,-0.205257,-0.576556,1.45973,-2.23716,-1.47384,-0.958889,-0.271023
-1.28747,0.974568,0.301616,3,15,0,2.1621,-0.458851,0.73452,0.266712,-0.327392,1.31165,1.08101,-0.724301,0.46907,1.58464
-1.12491,0.99688,0.375802,3,7,0,1.55539,-0.143798,0.939989,0.147121,0.955396,0.113903,-0.863328,-0.0931349,0.990653,1.33866
-1.11339,0.850341,0.48081,3,7,0,1.9998,-0.589963,1.34386,-1.38923,0.479081,-1.51824,-0.667997,-0.176356,1.75746,0.0515044
-0.992417,0.376935,0.513745,1,3,0,1.32877,-0.550385,1.28221,-1.64163,-0.274552,0.549451,0.907122,-0.453707,1.37888,0.0371551
-0.384311,0.980403,0.307908,3,15,0,1.12049,-0.101057,0.825341,-1.28182,-1.41185,0.740365,-0.546718,-0.151843,0.774556,0.0768247
-1.6118,0.933774,0.385717,3,7,0,1.80426,-0.105657,0.5398,0.530826,0.56323,-0.522519,0.337764,-0.207365,0.438092,2.86124
-1.9407,0.846199,0.456161,2,3,0,3.57548,0.376844,0.506079,0.622996,-0.956954,0.312218,2.24683,0.421352,0.550587,3.46949
-1.70181,1,0.484756,2,3,0,2.05984,0.311424,0.376127,0.57602,-0.349163,-0.524231,-0.943957,0.298581,0.363284,3.16412
-1.77628,0.507602,0.62054,3,7,0,3.79619,-0.28324,-0.491482,0.395954,1.66639,1.91118,0.89764,-0.964032,-1.17227,1.18443
-1.42356,0.993881,0.437478,3,7,0,3.00121,-0.790446,1.09869,-0.11614,1.46577,1.60368,-0.981397,-1.3202,0.56893,0.570251
-3.43923,0.95698,0.555491,3,7,0,3.95336,2.16655,-0.926522,-0.710321,-0.928348,0.413657,-0.958536,4.28543,1.19236,-0.842957
-0.793994,0.338573,0.674067,2,3,0,6.45853,0.175911,-0.161717,0.0202452,4.49634,-0.185973,-1.62802,-0.509758,-0.847387,0.551752
-0.997076,0.97762,0.388445,2,7,0,1.33904,0.309529,-0.355128,-0.39447,0.836184,0.311654,-0.71948,-1.39364,-2.0583,-0.863575
-1.06327,0.624763,0.483159,3,15,0,3.404,-0.464085,0.276345,-0.0156755,-0.359905,2.17168,1.77255,-1.40919,-0.668762,0.103478
