# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=4938483
# chain_id=1
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=0
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# diagnostic_file=output/hmc_diag_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,b,sigma,p_a,p_b,p_sigma,g_a,g_b,g_sigma
-1.0845,0.991905,0.288556,2,7,0,1.62655,0.336648,-0.49067,-0.181975,-0.844518,-0.329925,0.511897,-0.932866,-1.76018,-0.425062
-1.66053,0.962394,0.462963,2,3,0,2.16106,0.154032,-0.505802,0.476104,0.333638,-0.18087,-0.925765,-0.262714,-0.922548,2.14135
-1.66053,0.147237,0.689156,1,3,0,3.34524,0.154032,-0.505802,0.476104,-0.499577,1.37701,1.10621,-0.262714,-0.922548,2.14135
-2.10031,0.996113,0.155105,4,15,0,2.83667,0.619334,-1.05282,-0.209171,1.02646,0.606901,-0.225328,-1.14577,-2.81792,-1.39235
-2.00052,0.960954,0.249896,2,7,0,3.37087,1.10165,-1.03814,-0.573942,1.34942,0.926926,-0.246134,-0.993111,-3.13291,-1.07505
-2.19407,0.979889,0.369299,3,7,0,3.24833,-0.941214,1.63043,-0.0858973,1.42598,-0.0220991,0.273175,-0.987503,1.58414,0.840348
-0.701228,0.986581,0.566861,2,3,0,2.5779,0.100798,0.877387,-1.03641,-1.08477,1.52589,0.498271,2.08751,2.8641,-0.370827
-0.701228,9.20889e-08,0.878588,1,3,1,0.957237,0.100798,0.877387,-1.03641,0.289698,-0.468914,0.456303,2.08751,2.8641,-0.370827
-0.813863,0.998782,0.148592,4,23,0,1.64985,0.630799,-0.426064,-0.349196,-0.506237,1.00827,-0.631741,-0.421626,-1.47849,-0.0535184
-2.98462,0.948232,0.237264,3,15,0,3.37357,0.42085,-1.36249,0.550823,0.083284,0.109387,0.871196,-0.134077,-1.91742,2.08247
-1.49197,0.979947,0.336822,3,7,0,4.4768,-0.249561,-0.190429,0.414121,-0.810645,2.0684,-1.01698,-0.759843,-0.700711,1.69319
-1.42795,0.608425,0.510539,2,3,0,2.88082,-0.639772,1.46136,-0.63677,0.314737,1.46119,-0.81952,-0.306023,1.79511,0.248669
-2.97674,0.696986,0.341661,3,7,0,4.30342,-1.42942,0.850639,-0.191361,0.276852,-0.248226,1.5859,-3.3458,-1.06574,-1.82266
-2.45258,0.787448,0.278469,2,3,0,4.88436,-1.19137,0.866202,-0.351288,-1.79395,-0.793833,-1.00754,-3.31806,-1.26048,-1.74487
-3.84611,0.977789,0.276617,3,7,0,4.48627,-0.535829,2.30646,0.00971724,-0.592784,0.957988,-0.105791,0.486538,3.32882,-0.0461217
-3.85834,0.564376,0.413707,2,3,0,6.31299,-1.63584,1.03677,0.620069,0.659646,2.04132,0.554233,-2.01988,0.652727,2.94637
-2.76871,0.964533,0.254484,2,3,0,4.62843,-1.30641,1.3095,0.301709,-1.11447,0.0113516,1.57394,-1.70299,0.912918,1.54079
-0.523487,0.566478,0.368477,2,7,1,3.5001,-0.126813,0.688064,-0.344643,-1.9174,1.01568,1.11588,-0.459417,0.35546,0.446408
-1.97696,0.93699,0.228996,3,7,0,2.7612,0.124986,1.08288,-1.22754,1.01921,0.727774,-0.00564296,5.71184,6.66972,-2.59396
-0.77593,1,0.311773,2,3,0,1.3485,-0.216671,0.657993,-1.24305,-0.524805,-0.928094,0.0914218,-3.66322,-2.78856,-0.905488
-0.66747,0.0763452,0.482619,2,7,0,4.68069,0.578114,-0.0364504,-1.66044,2.75346,-0.183958,-0.641126,-4.586,-5.20057,-0.927154
-0.540261,0.988976,0.108827,3,15,0,0.899476,0.650163,0.239312,-1.52892,-0.716453,-0.143527,0.429567,4.08241,3.67156,-0.50656
-0.538163,0.695986,0.164786,3,8,1,6.59013,0.731222,-0.200272,-0.451178,-0.174253,1.27269,-3.23324,0.244931,-0.686563,0.309694
-0.56493,0.996394,0.135897,5,31,0,1.03414,-0.0269187,0.880792,-0.600592,-0.129532,0.174526,-0.944025,0.390839,1.29855,0.248335
-1.46444,0.982711,0.207749,3,15,0,3.68321,1.29892,-0.483609,0.00010744,1.07787,-1.75605,0.438182,1.38602,-0.396512,0.992627
-0.268044,0.971546,0.307488,2,7,0,3.04841,0.428757,0.133777,-0.831265,1.48368,-1.14818,1.42868,-0.444716,-0.739696,0.0449574
-1.80073,0.453925,0.443123,2,4,1,2.0702,0.610178,0.435131,0.550364,-0.14113,0.0907195,0.714704,0.71566,0.540613,2.9729
-1.99369,0.929121,0.223935,3,15,0,3.59212,-0.00178835,0.893573,0.578517,1.41519,-0.8332,0.707023,0.0496467,0.945008,3.17207
-0.614439,0.944691,0.295713,2,7,0,2.31868,0.272066,-0.109411,-0.357165,-0.447897,0.99663,1.48815,-0.883231,-1.26471,-0.163848
-0.41282,1,0.401699,2,3,0,0.61368,0.545605,0.336472,-0.530112,0.190058,0.511098,-0.323077,0.989862,0.78073,0.278015
-1.87767,0.141064,0.607219,1,3,1,4.64839,-0.392553,1.53711,-0.913592,-2.21165,0.724776,-0.353187,2.19572,4.12538,-0.916797
-0.766594,1,0.167172,3,7,0,1.97942,-0.432675,0.84669,-0.554703,0.0200649,-1.46762,0.520907,-1.38545,-0.106081,0.0304122
-0.489658,0.996702,0.252724,3,15,0,1.52053,0.824849,0.0301815,-0.740889,0.962139,-1.02428,-0.294773,1.38302,0.588353,0.156438
-1.27008,0.963704,0.378083,3,7,0,1.76283,-0.696604,1.01187,-0.787768,-0.335501,0.528577,0.77042,-2.69242,-0.98394,-0.617228
-1.27008,0.0273228,0.528331,2,5,1,5.38043,-0.696604,1.01187,-0.787768,-0.741979,2.65558,0.786154,-2.69242,-0.98394,-0.617228
-1.16888,0.995115,0.119543,3,7,0,1.63351,-0.648546,0.920603,-0.68209,0.831139,0.147034,0.465659,-2.4332,-0.864046,-0.558458
-3.25327,0.891896,0.177871,3,7,0,4.36739,-0.0645655,1.58388,0.67147,0.850706,0.360608,1.17239,0.141978,1.79043,3.66689
-3.67051,0.934199,0.216201,2,3,0,5.1469,0.20282,1.86853,0.589957,0.281596,-0.2479,-1.67691,0.615577,2.28128,2.6997
-1.4819,0.976207,0.284435,2,3,0,4.24198,0.276184,1.18872,-0.171771,0.201407,1.84624,1.4391,1.31489,2.22742,-0.0559628
-1.94456,0.940324,0.404367,3,7,0,2.51608,0.79175,-0.782232,0.445704,0.860467,0.634069,0.0243667,0.497036,-1.07695,2.22676
-3.50499,0.582699,0.535315,2,3,0,4.62092,2.082,-0.046118,0.0292162,0.891193,-0.740484,-0.94303,3.31546,1.18734,-0.552803
-2.59413,0.961081,0.359712,2,3,0,3.89752,1.76009,-0.367948,0.2638,1.28192,0.898968,-0.394091,2.15183,0.0237923,1.43476
-0.631851,0.649869,0.494135,2,6,1,1.82399,1.02384,-0.210091,-1.25339,-0.791623,1.18863,-0.587161,2.07321,0.839273,-0.00824809
-0.976003,0.335376,0.377941,1,3,1,2.01862,1.23509,-0.558657,-1.7084,0.623608,-0.518651,-1.19471,-0.342174,-2.13592,-0.0488242
-0.608286,0.699849,0.161185,3,14,1,1.76936,0.89877,-0.219185,-0.519132,0.843341,-0.560201,-1.1389,0.761477,-0.356478,0.347395
-0.680046,0.873091,0.136216,4,27,0,2.12365,0.106586,0.50727,0.0381544,-1.26052,1.0025,0.541576,0.000646936,0.401332,1.06718
-1.60814,0.993695,0.158785,4,15,0,1.71446,-0.251504,-0.478456,0.152055,0.394424,-0.0933425,-0.219899,-1.3273,-1.55425,-0.213264
-2.96641,0.932604,0.230794,3,15,0,5.36671,-0.850359,1.05038,0.697788,0.534231,-2.08765,0.396142,-0.981183,0.919559,3.9682
-1.6943,0.856278,0.298962,3,7,0,3.35692,-0.327236,1.11621,0.354949,-1.01961,0.222606,1.49535,-0.297352,1.14609,2.03197
-0.817022,0.961481,0.336153,3,7,0,2.02717,0.284444,0.854604,-0.419079,-0.209223,1.11718,1.06229,1.23438,1.80454,0.042225
-0.817022,0,1.82871,0,1,1,1.24265,0.284444,0.854604,-0.419079,-0.114215,-0.539409,-1.40474,1.23438,1.80454,0.042225
-0.817022,0,4.27017,0,1,1,2.28771,0.284444,0.854604,-0.419079,0.546479,0.799068,-2.63335,1.23438,1.80454,0.042225
-0.991403,0.982011,0.421036,2,7,0,2.97782,1.08119,0.0228177,-0.288126,-1.19462,2.68055,-0.384884,1.7499,0.691525,0.310691
-0.218111,0.786284,0.417986,3,9,0,1.4579,0.186354,0.45449,-1.45726,0.123863,1.95652,-1.44172,-1.42442,-1.15628,-0.0864744
-1.6531,0.642597,0.305933,3,9,0,2.72931,0.817839,-0.477878,0.426078,0.254468,1.2838,-1.95303,0.652259,-0.643457,2.28041
-1.85872,0.999658,0.160156,4,15,0,2.10639,0.86456,-0.771629,0.392022,-0.134062,-0.445045,-1.04819,0.574526,-1.06166,2.00606
-1.84588,0.983536,0.259732,4,15,0,3.27271,1.26905,-0.985072,-0.752562,0.898117,1.30761,-2.16398,-0.732045,-2.98616,-0.666939
-1.43482,0.821633,0.428532,3,15,0,3.7275,0.490258,0.990434,-0.3587,-1.15813,2.73033,1.27318,2.0322,2.53237,-0.672285
-1.00007,0.984817,0.442357,3,7,0,1.92,0.272111,0.942414,-0.178232,-1.65749,-0.590944,-0.987265,0.966719,1.63702,0.36234
-1.70287,0.480452,0.778797,2,6,1,2.43914,-0.324836,1.16359,0.331343,1.47876,-0.156821,-1.05479,-0.267848,1.22057,1.9337
-3.73411,0.97947,0.282272,3,7,0,4.6208,-1.74868,1.29193,0.361234,-1.63633,-0.28639,-1.10268,-2.32403,0.716573,1.37774
-3.2361,0.977621,0.499943,4,15,0,5.19724,1.22947,-1.61721,-0.103858,0.0768527,-2.92414,0.463712,-0.144083,-2.99076,-0.720354
-0.906467,0.985163,0.884205,2,3,0,4.12346,0.58116,-0.476047,-0.20551,-1.35575,3.49858,-0.351841,-0.35867,-1.41588,0.0773817
-0.906467,8.73475e-69,1.60137,1,1,0,3.68077,0.58116,-0.476047,-0.20551,-1.87686,1.71971,2.63565,-0.35867,-1.41588,0.0773817
-1.15387,0.99743,0.133961,4,31,0,2.51472,0.480648,0.789976,-0.706742,0.950861,-1.95638,1.2487,2.71017,3.0195,-0.966061
-1.16496,0.974226,0.254746,4,15,0,3.34133,0.937636,-0.668448,-0.604011,-0.415525,-3.03537,0.598698,-0.598597,-2.20468,-0.406355
-1.20151,0.977988,0.448518,4,15,0,2.30323,-0.484693,0.219833,0.178931,1.50025,-1.4553,0.669282,-1.17901,-0.474481,0.740776
-3.45616,0.613627,0.793929,2,3,0,4.21143,1.83129,0.533743,0.251198,-1.48461,0.430319,0.997522,2.82171,1.52416,0.0315251
-0.718682,0.878068,0.462448,2,7,0,5.55938,0.566011,0.557836,-0.559229,-4.05849,-1.01142,-1.85584,1.77676,1.76858,-0.152249
-0.930866,0.613287,0.602284,2,5,1,2.26345,0.497635,0.567083,0.0903173,-0.468925,-0.221192,2.64737,0.778543,0.847991,1.10345
-3.3707,0.975524,0.355001,3,15,0,4.62191,1.98674,-1.46136,-0.264803,1.16781,1.83325,0.958004,1.64231,-1.80579,0.518982
-1.83335,0.642851,0.61647,2,7,1,3.87005,1.0147,-0.906452,0.225775,2.18844,-1.94117,-0.412372,0.620009,-1.30114,1.32606
-1.29156,0.765971,0.400206,3,7,0,4.53765,1.21443,-0.69986,-0.314778,0.867991,1.36925,-3.82124,0.813515,-1.10078,0.447184
-0.685378,0.969586,0.374502,2,7,0,2.48826,0.25806,-0.0347566,-0.714046,0.892912,-2.64184,0.481906,-1.84771,-2.14053,-0.823421
-0.601255,0.52093,0.631119,1,3,0,2.03352,0.995105,-0.180362,-1.08535,1.85858,-0.695961,-1.64076,1.75364,0.578169,0.0484491
-1.65122,0.922886,0.292628,2,7,0,2.42197,1.08333,-0.654043,-1.45702,1.17758,-0.46406,-1.46172,-4.426,-6.16337,-1.59256
-0.981656,0.661216,0.429345,3,7,0,1.79932,1.2269,-0.359697,-0.689252,1.11853,-0.280887,-1.65729,1.77861,0.192015,0.175263
-2.06063,0.967968,0.30016,2,3,0,2.1475,1.11216,-0.907825,-0.971928,0.456702,0.238719,-0.360903,-2.54733,-4.56732,-1.77391
-0.872952,0.9723,0.496125,3,7,0,2.14173,0.187924,0.0810403,-1.00363,1.04468,-1.9237,-0.978481,-3.2301,-3.33698,-1.43531
-0.872952,2.45607e-05,0.822983,1,3,1,1.80463,0.187924,0.0810403,-1.00363,-1.96022,-0.00922696,0.0888566,-3.2301,-3.33698,-1.43531
-0.337872,0.999861,0.0944387,4,31,0,1.3274,0.5656,-0.0102721,-0.997579,1.97885,0.364157,0.254702,-0.705556,-1.28143,-0.0837494
-0.977462,0.981571,0.169743,4,23,0,1.49584,0.825575,0.0497681,0.11301,-0.336547,-0.874074,-1.32836,0.942955,0.167148,1.23633
-1.85979,0.976146,0.287641,3,15,0,3.07875,1.04757,0.720608,-0.054591,0.254818,2.18151,-0.861085,2.20753,1.88057,-0.309766
-1.59067,0.972455,0.476295,2,7,0,2.73298,0.300852,-0.114994,0.545771,-1.5315,-1.45135,-0.748173,0.11879,-0.297056,2.88013
-3.73261,0.597162,0.774651,2,3,0,4.15707,0.0152529,-0.373633,0.984289,0.708575,0.539652,1.14556,-0.136493,-0.525379,6.99561
-3.34337,0.992137,0.466008,3,11,0,6.31485,2.08632,-1.03087,-1.20001,-0.0296767,-0.738349,-3.96758,5.69385,2.57666,-1.08988
-3.34337,0.2365,0.791778,1,1,0,5.1689,2.08632,-1.03087,-1.20001,-1.87726,-2.07611,0.150829,5.69385,2.57666,-1.08988
-2.52578,0.990311,0.188694,5,31,0,4.01255,1.52221,-0.515943,-1.72515,-1.2176,2.22347,-0.309027,10.2843,8.24611,-2.40476
-0.587008,0.493869,0.318656,4,15,0,2.8604,0.81206,-0.295492,-0.707733,0.466284,-2.01884,-2.68553,-0.0595072,-1.16706,0.0583648
-0.571351,0.994738,0.150593,4,31,0,1.96527,0.516846,-0.19505,-0.573235,1.93032,-0.958757,-1.25568,-0.762121,-1.47402,-0.202015
-0.406368,0.985946,0.25552,3,15,0,1.46819,0.453386,0.465138,-0.944814,0.427646,-1.74057,1.36458,1.71277,1.72452,-0.0885684
-1.0424,0.762892,0.42071,3,7,0,1.51702,-0.180361,0.44341,-1.03965,-0.296542,-0.466965,1.49475,-3.90101,-3.27724,-1.60563
-1.68198,0.293538,0.394312,3,11,0,4.60296,0.118735,1.16887,-0.877762,-0.904991,-3.22638,-1.45726,3.35573,4.40587,-1.63798
-2.84384,0.993236,0.115786,5,31,0,3.31399,-0.995787,0.13844,0.70026,-0.0334617,-1.42519,-0.274202,-1.38657,-0.252347,3.4377
-1.96851,0.995827,0.193017,3,7,0,3.37801,-0.563642,-0.0966191,0.542314,-1.46335,0.346706,2.18511,-1.03298,-0.565956,2.30669
-1.62056,0.988073,0.321412,3,7,0,2.40395,-0.519544,-0.15386,0.328571,-0.483609,0.25492,1.98374,-1.24604,-0.880353,0.911017
-1.20968,0.981711,0.521439,3,7,0,2.40466,-0.607508,0.977895,-0.0200101,-1.46211,-1.27377,1.31505,-0.979927,0.605475,0.827515
-4.23525,0.788059,0.827428,2,3,0,4.90302,-1.49548,-0.625293,0.636078,0.589889,-1.42905,-0.830318,-2.29384,-1.42365,1.29404
-1.46065,0.848676,0.821371,2,3,0,5.02143,-0.830116,0.752569,0.0215144,2.29798,2.07356,-2.69714,-1.60192,-0.0192378,0.42209
-0.929268,0.501651,0.941485,2,6,1,1.79168,0.827914,0.388705,-0.206834,1.09617,-1.28213,-1.05713,1.56658,1.12737,0.300438
-0.885641,0.916103,0.950717,2,3,0,1.34737,-0.125047,0.377695,0.188488,0.985183,0.429452,0.770108,-0.451241,0.0515009,1.30275
-0.885641,0,11.7416,0,1,1,0.963562,-0.125047,0.377695,0.188488,0.40497,0.21336,-0.285125,-0.451241,0.0515009,1.30275
-0.885641,1.11568e-50,1.89664,1,1,0,1.40574,-0.125047,0.377695,0.188488,-1.22215,-0.325323,-0.325982,-0.451241,0.0515009,1.30275
-1.18331,0.989641,0.182303,3,15,0,2.58627,-0.394168,0.231467,-0.37708,-0.330664,-0.288862,-2.70613,-2.28806,-1.66243,-1.21686
-1.67531,0.972199,0.235551,3,15,0,2.67645,-0.216606,0.810054,0.485511,-0.599777,-1.16288,-1.75589,-0.267635,0.759026,2.63377
-1.8642,0.999035,0.335115,3,7,0,2.49612,-0.915124,0.994605,0.249188,-0.590081,0.0287303,-1.68186,-1.30923,0.600501,1.39039
-1.27032,0.987266,0.5632,3,15,0,2.89687,0.869845,-0.683709,0.0156372,2.178,-0.277611,-0.72951,0.344475,-1.20908,0.746987
-0.689991,0.994847,0.962612,2,3,0,1.43282,0.953004,-0.149463,-0.414579,-0.40612,1.16565,-1.41735,1.12565,0.0231845,0.423409
-0.689991,0.00510768,1.73695,1,3,1,2.27201,0.953004,-0.149463,-0.414579,-1.80232,0.867658,1.41796,1.12565,0.0231845,0.423409
-0.68265,0.99994,0.139977,5,31,0,0.964255,0.0327348,0.0830298,-0.0146623,-0.422697,0.960089,-0.199869,-0.597922,-0.547627,0.584868
-1.77892,0.954129,0.261882,4,15,0,4.20802,-0.926521,1.33173,-0.114945,-1.36307,-2.59198,-1.17284,-1.33299,0.925253,0.663334
-1.7034,0.981511,0.427868,3,7,0,2.32701,-0.0963864,1.3854,0.099628,1.05655,-1.04893,-0.21784,0.36311,1.84489,0.962803
-1.7034,0.0240969,0.764912,2,3,0,4.84081,-0.0963864,1.3854,0.099628,2.65322,1.5182,-1.38358,0.36311,1.84489,0.962803
-1.34146,0.999778,0.0679139,5,63,0,2.37778,0.0678517,-0.483915,-0.115992,0.816552,-1.75817,-0.718659,-1.37517,-1.92694,-0.858235
-1.24548,0.994798,0.130098,3,15,0,2.46892,0.103488,-0.294803,-0.421029,-0.514781,-1.48523,1.83331,-2.03083,-2.42912,-1.5317
-2.8261,0.984929,0.244425,3,15,0,4.44068,-0.342045,1.67845,-0.970017,0.831872,-2.356,0.680831,3.8905,5.911,-2.43059
-1.36206,0.913248,0.442872,2,3,0,2.33499,-0.747732,1.4191,-1.038,1.17261,1.45565,0.438887,-1.20078,0.966051,0.099686
-0.4542,0.99651,0.640246,2,3,0,1.47717,-0.122135,0.805726,-0.722272,-0.969595,1.73493,-0.274396,-0.311259,0.616603,0.227418
-0.4542,4.55259e-34,1.18595,1,1,0,2.05057,-0.122135,0.805726,-0.722272,2.1738,0.572643,0.280462,-0.311259,0.616603,0.227418
-0.675775,0.999642,0.108863,4,15,0,0.763206,-0.330024,1.04183,-0.930553,-0.366144,0.00683588,0.49289,-0.435441,0.936411,0.153773
-0.426796,0.935086,0.204804,4,31,0,2.68669,0.354448,0.048972,-0.322723,-2.16604,0.624395,-1.91336,-0.264848,-0.570324,0.323296
-0.660428,0.996646,0.315299,4,15,0,0.908683,-0.308778,1.01265,-0.812164,0.197643,0.684054,0.825487,-0.432209,0.889222,0.194042
-0.632767,0.909188,0.577542,4,15,0,0.947827,0.96111,-0.22483,-0.617169,0.13696,1.0238,-0.579904,0.98889,-0.19705,0.290803
