# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=4938483
# chain_id=1
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=0
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# diagnostic_file=output/hmc_diag_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,b,sigma,p_a,p_b,p_sigma,g_a,g_b,g_sigma
-1.35751,0.732267,0.720163,2,3,0,2.94549,0.656057,-0.515924,0.301994,-1.43723,-0.760054,-2.03206,0.334607,-0.837375,1.64037
-4.7675,0.792756,0.593382,2,3,0,5.40045,1.21328,-0.389379,1.03407,-1.174,-0.485371,-0.868749,1.22538,-0.37728,7.90901
-2.17002,0.547147,0.588536,1,3,0,6.71654,1.40979,-1.0262,0.0913713,0.216308,-1.50831,-4.49858,1.12274,-1.31326,1.10158
-3.89068,0.982778,0.280831,3,15,0,4.62811,0.540892,-1.58336,0.722614,-1.52862,0.196516,-0.258718,0.12356,-2.00069,3.50386
-9.18057,0.955464,0.492027,3,7,0,10.7082,-1.38606,3.53123,-0.259755,-2.19905,-0.305584,0.355118,0.996176,5.91346,-2.78077
-5.48595,0.793938,0.788524,2,3,0,8.44511,-2.05271,2.4301,-0.201033,0.368204,3.19663,-0.00287264,-2.57712,1.90569,0.484975
-0.844022,0.670421,0.784088,2,7,0,5.16947,1.05749,-0.236241,-0.350071,-2.65801,2.66894,0.835736,1.2449,-0.0488334,0.479076
-1.61531,0.917542,0.546301,2,3,0,2.18946,1.37449,-0.791475,-0.189785,-1.30295,-0.435246,-0.0920705,1.16228,-1.00368,0.653347
-0.412759,0.793287,0.776004,2,3,0,2.40192,0.248351,0.483896,-0.317768,2.50592,-0.499541,0.0361449,0.256002,0.491547,0.529621
-0.412759,1.92013e-06,0.770683,1,2,1,3.84724,0.248351,0.483896,-0.317768,-2.79517,-1.77603,-0.878112,0.256002,0.491547,0.529621
-0.50707,0.999993,0.0824709,5,31,0,0.585596,0.188956,0.486141,-0.151713,-0.219923,-0.125794,0.555662,0.117034,0.414219,0.734466
-0.84267,0.994562,0.148472,4,15,0,1.73811,0.0153799,0.161294,-0.780577,1.37324,1.00117,-0.41698,-2.61225,-2.46633,-1.2393
-0.999385,0.990029,0.260742,3,11,0,1.62808,0.6681,0.327347,0.166096,0.890531,0.541236,1.25644,0.859811,0.519058,1.34279
-0.384723,0.897131,0.448046,4,15,0,1.3266,-0.00512054,0.777388,-0.940832,1.23442,0.615749,-1.38549,0.284185,1.06669,0.139586
-0.573728,1,0.592886,3,7,0,0.720438,0.430309,0.102913,-0.0471993,0.474273,-0.498244,-0.192883,0.216034,-0.111362,0.868142
-1.26541,0.536087,1.03031,2,7,1,1.44545,0.979848,-0.447736,0.146925,-0.443828,0.629923,0.185328,0.833689,-0.593895,1.31292
-1.34815,0.999346,0.513738,3,7,0,1.36481,0.98687,-0.484306,0.186742,0.191222,-0.0396509,0.162192,0.831561,-0.639615,1.41774
-0.549692,0.462722,0.884313,2,7,1,3.03427,-0.0136985,0.27331,-0.59323,-1.16789,2.05799,-2.11561,-1.54853,-1.26152,-0.413898
-0.357856,0.981238,0.368064,3,11,0,0.958323,-0.0552933,0.705356,-0.853274,-0.338251,-1.21729,0.861581,-0.485798,0.274852,0.147855
-0.678555,0.415898,0.600709,2,7,0,1.02996,0.544466,0.444526,-0.127226,0.813359,-0.186496,0.852559,0.880829,0.780888,0.68762
-0.793324,0.994958,0.225193,3,15,0,1.4694,0.00504846,0.988766,-0.395566,-1.36482,-0.10635,-0.736298,0.590975,1.57469,0.297698
-7.0225,0.645497,0.379239,2,7,0,9.24893,1.81314,1.91681,0.845166,-0.984016,0.407578,-3.13309,2.36684,2.47051,3.75921
-4.39293,0.998416,0.259981,2,3,0,7.07346,1.32593,1.53212,0.598443,-1.8442,-1.75369,-1.99525,1.96943,2.17563,1.93923
-2.67686,0.951071,0.437678,2,5,0,6.12026,1.10904,1.08259,0.125224,-1.30338,-2.28474,-2.73403,2.24825,2.2218,-0.38256
-1.15184,0.731718,0.649145,3,7,0,4.03633,0.24256,0.308117,0.37927,-2.23725,-2.16218,0.331696,0.159419,0.224975,2.1204
-1.18209,0.729249,0.554031,2,7,0,2.04977,1.15552,-0.669204,-0.397552,-0.300602,0.464164,2.01448,0.619851,-1.20488,0.321968
-0.295544,0.9951,0.47103,3,7,0,1.2856,0.210764,0.291569,-0.848545,-1.40999,0.963641,-0.783577,-1.02201,-0.941202,-0.0952215
-0.352669,0.333333,0.771259,2,3,0,1.66241,-0.0271203,0.792595,-1.53384,-0.803518,0.522931,-2.32208,0.774075,1.59379,0.0166613
-0.302548,0.716505,0.249584,3,15,0,0.85631,0.40133,0.444316,-0.913625,-0.629261,0.626563,-1.29298,1.13149,1.17448,0.0750979
-1.08448,0.96573,0.207569,2,7,0,1.57037,0.500202,0.743494,-0.724176,0.145026,-0.686896,-1.34048,2.69422,2.93751,-0.89606
-1.73104,0.985651,0.31517,3,15,0,3.38072,0.717727,-0.478419,-1.19856,-2.32199,-0.0514969,0.112748,-4.65586,-5.85201,-2.5361
-1.25284,0.364125,0.498968,2,3,0,2.30352,0.644741,-0.333708,-1.19161,0.727796,1.71925,0.483912,-3.87717,-4.85562,-1.79412
-0.449738,0.902258,0.179626,3,9,0,2.84239,0.696486,-0.00152245,-0.443732,1.96176,1.01322,-2.19489,0.615767,-0.0822416,0.409016
-1.72236,0.973859,0.233036,3,15,0,2.44385,0.208048,-0.121072,-1.03535,0.0230458,-0.977385,1.52905,-4.87707,-5.20619,-3.13458
-1.53044,0.907906,0.356248,3,15,0,5.37059,-0.795123,1.51245,-0.981971,-3.3798,-0.00121462,1.35418,-0.872558,1.43502,0.139463
-0.928145,0.755002,0.464525,2,5,0,3.08345,-0.491667,1.12964,-0.581706,-1.25088,1.63838,-2.17909,-0.780467,0.840836,0.286361
-1.05012,0.88778,0.423909,3,7,0,2.33153,-0.244185,0.643921,0.221278,-0.022561,2.11795,-0.0462903,-0.455186,0.432921,1.48737
-1.88454,0.951105,0.525337,3,7,0,2.06631,0.0113447,0.74873,0.582831,-0.435763,0.213456,0.759827,0.021282,0.758668,3.20773
-3.34107,0.34819,0.750163,2,3,0,5.97597,-1.0367,-0.435763,0.727925,-1.70616,-2.409,-0.68072,-1.5499,-0.948962,3.15875
-2.13769,0.979657,0.271735,3,15,0,4.52421,-0.0225416,-0.827995,0.486919,1.9906,0.0319718,-2.47599,-0.61872,-1.42417,1.70688
-3.32433,0.893772,0.413629,2,7,0,4.43857,-0.497638,-1.1258,0.215269,1.46152,0.711708,1.28606,-2.02657,-2.65474,-2.05741
-2.08949,0.82313,0.516738,2,7,0,4.38888,1.26778,0.225447,0.408156,-1.27736,-1.73157,2.21935,1.60598,0.563637,2.00341
-1.19357,0.931524,0.550086,2,7,0,2.23226,-0.396598,0.127477,-0.233539,-1.27434,0.253838,-1.65323,-1.98764,-1.46357,-0.959945
-1.19357,0.555106,0.743749,1,3,0,2.22541,-0.396598,0.127477,-0.233539,-1.24391,-0.973617,-1.22661,-1.98764,-1.46357,-0.959945
-1.56537,0.972713,0.437717,2,7,0,2.14013,-0.531129,-0.145165,0.227338,-0.533769,-0.0483032,-1.59337,-1.42249,-1.03653,0.323751
-1.21649,0.989394,0.646123,2,7,0,1.61571,0.47414,0.910073,-0.370978,-0.798274,-0.397159,0.912004,1.8518,2.28773,-0.427586
-1.21649,3.26732e-18,0.984491,1,1,0,4.2856,0.47414,0.910073,-0.370978,1.01064,-1.86838,-3.02915,1.8518,2.28773,-0.427586
-2.36069,0.992599,0.175769,4,31,0,4.15116,0.0187694,1.60766,-0.356625,1.95413,-1.44474,-0.384519,1.85171,3.4406,-1.15636
-3.33182,0.922116,0.270343,3,7,0,6.57234,-1.47698,2.01411,-0.591418,2.86402,1.5804,-0.342152,-2.10052,1.39057,0.187275
-3.39973,0.992215,0.355894,3,15,0,4.47015,-1.49068,2.04511,-1.13303,-1.12106,0.050532,1.89078,-3.16606,0.369736,-0.187409
-3.39973,0.378151,0.542124,2,3,0,3.72999,-1.49068,2.04511,-1.13303,-0.844918,-0.296873,-0.673754,-3.16606,0.369736,-0.187409
-0.9711,1,0.224371,4,15,0,4.24124,0.175794,0.514479,0.249093,-1.93367,2.63603,-0.86705,0.152751,0.491436,1.64486
-0.391865,0.999899,0.34666,3,7,0,0.998079,0.268561,0.149791,-0.351231,-0.0731388,0.419697,1.69972,-0.356927,-0.475696,0.301561
-1.19163,0.93559,0.532953,3,7,0,1.72188,1.24887,-0.692588,-0.870206,-1.20876,0.301345,-0.55048,0.26902,-1.67244,0.00699887
-1.76283,0.145706,0.71344,2,3,0,2.20408,1.43889,-0.31645,-1.03373,1.18887,0.0755852,0.204186,4.55527,2.79993,-1.10211
-1.81131,0.989804,0.18566,5,31,0,2.82406,0.462812,-0.813614,0.399349,1.18495,-1.04736,-1.18795,-0.0226446,-1.29907,1.69884
-0.660952,1,0.278539,3,7,0,1.91631,0.820628,-0.241538,-0.299203,0.191907,1.53746,-1.72239,0.549371,-0.512795,0.509241
-0.729282,0.951448,0.424888,2,7,0,1.90295,0.749595,0.232954,-0.139239,0.504365,-1.83464,-0.838516,1.08562,0.568984,0.671465
-0.767071,0.963959,0.584516,3,7,0,1.06064,0.72126,-0.39816,-0.618073,0.0845216,0.396284,1.13361,-0.673209,-1.79263,-0.274392
-1.45325,0.821034,0.822076,2,3,0,2.16891,-0.448794,1.08999,0.206715,-0.86568,-0.0695081,-1.59067,-0.506334,1.03245,1.50699
-1.4709,0.936952,0.8636,2,3,0,2.29999,-0.00430897,-0.362322,-0.322853,0.137989,-1.69767,0.0416961,-2.09251,-2.45052,-1.76192
-1.4709,9.00778e-08,1.14429,1,1,0,4.3055,-0.00430897,-0.362322,-0.322853,0.364391,1.78258,-3.13594,-2.09251,-2.45052,-1.76192
-0.956155,0.88858,0.232701,3,7,0,5.50541,0.8306,-0.392238,-0.00851361,2.6063,1.95802,2.68214,0.535788,-0.68705,0.89767
-0.886398,0.99568,0.281074,4,15,0,1.88621,-0.503933,0.911013,-0.378494,0.425445,1.06886,-1.79522,-1.1885,0.226444,0.249252
-1.97848,0.884759,0.418825,3,7,0,2.92418,-0.996879,1.54375,-1.37698,1.41561,-0.537506,-1.14437,-3.8445,-1.30387,-0.452662
-0.687073,0.5,0.499728,2,4,1,5.97523,0.42099,0.405129,0.011572,-2.24687,2.40679,-3.3025,0.516674,0.500813,1.01404
-1.32547,0.987594,0.280094,3,15,0,2.69062,-0.482235,1.41052,-0.616456,1.61022,-0.523017,1.60668,0.204311,2.09707,0.154072
-1.32144,0.956389,0.408466,3,7,0,2.1543,-0.254575,1.32541,-0.845649,1.62332,-0.291615,0.141921,1.60476,3.18474,-0.4528
-2.64203,0.516781,0.558674,2,3,0,3.55851,-1.18294,1.2123,-0.750806,-0.976256,-1.06613,1.2523,-4.31995,-1.92471,-1.96948
-2.90661,0.960829,0.32586,4,15,0,4.16623,0.85877,-1.21693,-0.503308,-1.31968,1.21229,1.26736,-2.11386,-4.18957,-2.86389
-2.79752,1,0.44865,2,3,0,3.37119,0.709677,-1.19417,-0.389793,-0.110111,0.949928,1.27587,-1.93467,-3.83851,-2.74817
-2.25002,0.466438,0.663859,2,7,0,4.04203,1.18634,-0.84782,0.418199,-0.837901,-1.25103,-2.42768,1.01751,-1.01665,2.24225
-0.874902,0.998357,0.354052,3,7,0,2.74085,1.09963,-0.506589,-0.842276,-0.321567,1.92538,-2.01096,0.371143,-1.23508,0.0870693
-4.79059,0.292498,0.52094,3,7,0,5.90285,-1.91556,0.961407,-0.213124,0.292736,-0.677226,-2.23122,-4.49206,-1.6151,-3.68162
-3.71118,0.999558,0.201344,3,7,0,5.47925,-1.65311,1.45213,0.39103,1.66154,0.934167,1.87685,-2.07817,1.02706,1.79101
-1.59379,0.968157,0.296624,4,15,0,4.70402,1.49329,-0.492334,-1.03445,0.152741,-3.29366,-0.169985,3.65249,1.66687,-0.462619
-3.2427,0.217027,0.410635,2,3,0,5.27957,1.75987,-0.109571,-0.647153,-0.0108536,-0.963986,-3.03866,5.12411,3.25468,-2.82808
-1.30237,0.997903,0.139718,4,31,0,4.72615,-0.246413,-0.234532,0.215593,-3.05239,0.0620228,1.73493,-1.03204,-1.02016,0.58915
-2.04069,0.997596,0.204473,4,15,0,2.27833,-0.55172,-0.0609436,0.583734,0.195023,0.628777,-0.767922,-0.968933,-0.478157,2.65442
-2.03382,0.86144,0.298091,3,15,0,7.73755,1.53474,-0.0937362,-0.476556,-3.7167,-2.12551,-1.009,3.3836,1.75512,-0.932343
-0.807732,0.997243,0.337141,3,7,0,2.3609,0.908201,-0.164953,-0.135165,-2.03898,-0.285444,1.16483,0.927926,-0.145228,0.76283
-1.32086,0.95253,0.488577,3,7,0,2.10036,-0.61895,1.05326,0.0330945,1.01329,0.936585,-1.0598,-0.894017,0.778188,0.987589
-0.698134,0.995778,0.650512,2,3,0,1.52291,0.0922199,0.899649,-0.448258,-0.687663,1.1357,1.27541,0.738495,1.54592,0.237583
-0.363812,1,0.934749,2,3,0,0.621456,0.138577,0.414053,-0.375785,0.190416,-0.929213,0.0121776,-0.233679,0.0417967,0.406271
-1.5361,0.417005,1.34947,2,3,0,1.5864,0.328098,0.160334,0.535646,-0.063988,0.381992,0.196195,0.245963,0.0781988,2.89946
-1.5361,0.318764,0.67875,2,3,0,4.1805,0.328098,0.160334,0.535646,1.12421,-1.24038,3.07925,0.245963,0.0781988,2.89946
-1.43788,0.992171,0.287741,4,15,0,2.56752,-0.810592,0.971331,-0.529414,0.59663,0.842076,-2.06544,-2.44656,-0.664641,-0.581481
-1.88613,0.907506,0.40972,3,15,0,2.78604,1.41506,0.181306,-0.0846725,-1.3277,0.920143,-0.790333,2.44342,1.20967,-0.0485748
-2.49106,0.966884,0.50029,2,7,0,3.15905,1.31766,0.661848,0.356595,-1.30113,0.121324,0.874762,1.9309,1.27509,1.27313
-1.2066,0.892038,0.677703,2,3,0,3.01101,-0.332211,0.176752,-0.431112,-1.02712,-0.25503,-2.76207,-2.42508,-1.91611,-1.42715
-0.841265,0.8586,0.802317,3,7,0,1.07451,0.336522,0.797962,-0.718804,-0.543448,-0.349433,0.750946,2.04724,2.50868,-0.45755
-0.95693,0.313208,0.894332,1,3,0,1.11804,-0.220208,0.474106,-0.945164,0.483579,0.558253,-0.0610674,-3.36079,-2.66647,-1.33855
-0.68831,0.966756,0.382533,2,7,0,1.31458,0.644128,0.441927,-0.326699,0.939654,-0.387313,1.27891,1.33196,1.12975,0.274129
-1.25098,0.847643,0.516148,2,7,0,3.79741,1.16416,-0.260536,0.024154,-1.30607,2.35908,-1.50824,1.33131,-0.0933815,1.02017
-1.06343,0.97002,0.56468,3,7,0,1.63887,0.87223,0.276968,0.0623928,1.21697,-0.524539,0.482243,1.24384,0.64858,0.976456
-2.91749,0.89703,0.763369,2,3,0,3.49083,1.80442,-0.52111,0.386244,0.565309,0.913291,1.11281,2.06081,-0.264721,2.02282
-2.91749,1.17813e-12,0.907598,1,1,0,6.67293,1.80442,-0.52111,0.386244,-1.20633,-2.04995,-3.3172,2.06081,-0.264721,2.02282
-3.55464,0.989533,0.229932,4,15,0,5.6539,2.15225,-1.49311,-0.742133,1.01263,1.01472,2.78878,1.84761,-1.79775,0.205632
-3.18998,0.997126,0.321386,2,3,0,3.86453,2.04516,-1.38928,-0.701308,-1.12004,1.01031,-0.000941579,1.75113,-1.6833,0.224691
-3.56888,0.739237,0.453964,2,7,1,4.546,2.07139,-1.34271,0.021636,-0.931804,0.713688,1.7184,2.07186,-1.34224,1.04422
-0.834581,1,0.41223,3,7,0,3.77018,0.984536,-0.479202,-0.915604,-1.49543,2.50574,-1.54822,-0.406444,-1.87018,-0.149777
-0.834581,0.032179,0.583129,1,3,1,3.3863,0.984536,-0.479202,-0.915604,0.808913,-2.5123,-1.69265,-0.406444,-1.87018,-0.149777
-2.19746,0.997345,0.160115,4,15,0,2.64054,1.7206,-0.916596,-0.268529,0.926636,-0.670809,-0.522526,1.85031,-0.786889,0.574633
-1.67689,0.965173,0.225671,4,15,0,4.88263,0.480283,-0.608427,0.448884,-0.28357,2.87608,2.06645,0.131344,-0.957366,2.15531
-1.69199,0.804128,0.300604,3,15,0,4.08483,-0.865091,1.49415,-0.487691,-0.697617,2.20361,-2.11435,-1.12802,1.23122,0.350982
-2.43686,0.479804,0.305199,3,12,1,4.12721,-1.12189,1.7341,-1.88622,1.52278,-0.965951,-1.93156,-6.1655,-3.3095,-0.561968
-0.465265,0.817528,0.180388,5,31,0,3.47262,0.204021,0.0839631,-0.381739,-1.3615,2.54519,-1.75598,-0.740552,-0.860611,0.0502303
-0.567224,0.997403,0.187569,3,15,0,0.706897,0.0608925,0.148765,-0.513028,0.0535519,-0.556906,0.511724,-1.38585,-1.29798,-0.391773
-1.10484,0.996425,0.262649,3,15,0,2.01054,-0.510028,1.2703,-0.550119,-0.327101,1.74494,-0.137263,-0.41363,1.3667,0.3297
-0.494459,0.628673,0.366341,2,5,0,3.28934,-0.190241,0.94299,-1.47948,-0.503149,1.47835,3.30332,0.283097,1.41633,0.0402507
-0.617442,0.701115,0.27839,3,15,0,3.11266,-0.153192,0.497242,-0.828224,0.915974,-0.813144,3.26897,-2.16637,-1.51593,-0.582536
-0.794535,1,0.238669,5,31,0,0.95763,-0.410591,0.738461,-0.671807,-0.515532,0.230827,-0.589713,-1.94499,-0.795938,-0.353359
-0.749673,0.999256,0.33381,3,7,0,0.891856,-0.010658,0.992334,-0.772388,0.551527,-0.373207,-0.222787,1.17739,2.18038,-0.0877861
-0.651135,0.990532,0.465267,2,7,0,1.11949,0.298571,-0.0521828,-0.715722,-0.667726,1.05853,-0.252827,-1.71767,-2.06842,-0.732474
-0.531947,0.372472,0.637965,1,3,0,1.48594,0.899932,-0.256939,-1.00606,1.45959,-0.276783,-1.21139,0.26268,-0.894191,0.0794082
-0.646876,0.991161,0.321097,2,3,0,0.684185,0.957228,-0.354741,-1.05724,-0.225668,-0.227599,0.190561,-0.0842902,-1.39626,-0.0102303
-2.96279,0.521316,0.440338,3,7,0,3.481,1.30112,-1.23432,-0.878828,0.190083,0.15071,1.61546,-2.5342,-5.06964,-2.36422
-0.770519,0.98485,0.283126,3,11,0,5.85662,0.116986,0.473514,0.126709,-1.209,3.48574,2.46985,0.0101136,0.366641,1.27371
-3.15462,0.943854,0.383719,3,7,0,3.88596,0.304966,-1.50873,0.23023,1.2075,-0.318839,1.15754,-0.914088,-2.72778,-0.77036
-3.9344,0.868332,0.486133,1,1,0,3.95258,0.256449,-1.69174,0.122538,0.185829,0.163549,0.00253075,-1.43679,-3.38499,-2.3856
-1.1915,0.859543,0.545264,2,7,0,5.13143,0.938215,0.410646,-0.430618,-0.713514,-3.57615,0.831872,2.40676,1.87919,-0.488838
-0.208402,0.400002,0.602669,2,5,1,2.21273,0.311074,0.304389,-1.02619,-1.53304,-0.135949,-2.58431,-0.566714,-0.573398,0.0294729
-0.783075,0.927032,0.321691,2,7,0,1.20557,0.949574,-0.0197908,-1.34267,-1.02102,0.312861,0.630188,3.90546,2.9361,-0.527671
-0.783075,0.00130034,0.395892,2,3,0,3.6052,0.949574,-0.0197908,-1.34267,2.6411,0.400664,-1.83521,3.90546,2.9361,-0.527671
-0.503177,1,0.113459,4,15,0,0.865822,0.776035,-0.211574,-1.12367,0.371804,0.846698,0.776666,-0.773298,-1.76091,-0.147999
-0.535886,0.959274,0.156848,3,15,0,2.66418,0.954906,-0.160698,-1.2704,-1.72666,-0.514902,2.43992,1.7926,0.676996,0.0235047
-0.3766,0.995646,0.203049,3,15,0,2.55957,0.700005,-0.0765874,-0.796451,1.12125,-0.445263,-3.01364,0.184703,-0.591889,0.149342
-0.943037,0.947332,0.277748,2,7,0,1.18062,0.916049,0.269055,-0.572914,0.574663,-0.0238975,-0.843721,2.35305,1.70605,-0.338616
-4.99873,0.76036,0.351779,3,7,0,7.03696,-1.40331,-0.650757,0.0955827,0.194994,-0.484257,3.19597,-3.70145,-2.9489,-5.18337
-5.46037,0.990177,0.333025,4,15,0,6.0048,-1.31181,-0.847561,0.0632962,1.09195,-0.470044,0.781653,-3.85602,-3.39177,-6.21163
-2.58269,1,0.44975,3,7,0,6.3957,1.44616,0.474767,0.39486,3.0629,1.81444,-0.20605,1.98762,1.01623,1.55696
-2.08575,0.713623,0.615539,1,3,0,3.63447,1.59656,-0.12889,0.0548072,0.29527,1.88157,1.63234,2.25925,0.533807,0.625803
-3.00113,0.496651,0.541713,3,7,0,6.13423,1.3869,0.898384,0.379765,1.20666,-2.88,-1.2917,2.11544,1.62692,1.00287
-1.44888,0.974046,0.342249,3,7,0,5.11784,-0.346006,1.20914,0.131962,-2.16129,-1.02793,-3.18055,-0.24237,1.31278,1.28804
-4.05644,0.924041,0.449317,3,7,0,5.9955,-1.78863,1.93799,-0.264396,1.31814,-1.50828,-1.98886,-2.77086,0.955768,0.0207675
-2.53278,0.52247,0.54578,3,7,0,5.16511,-1.28152,1.48232,-0.601064,-2.3499,1.38764,1.43708,-3.03628,-0.272444,-0.624906
-3.56375,0.655683,0.36,2,3,0,7.97994,-1.58591,1.71305,-0.685857,-2.2715,-2.35843,-2.55489,-3.95533,-0.656367,-1.17048
-2.90434,0.443313,0.291184,4,15,0,6.03988,-1.46218,1.49312,-0.30946,1.09714,-1.35151,3.42181,-2.75694,0.198358,-0.364258
-1.57964,0.999971,0.171145,4,15,0,3.01531,-0.351005,1.48842,-0.409608,1.79272,-1.21733,-0.402596,0.577389,2.41681,0.0608647
-0.876723,0.997164,0.233158,5,31,0,2.71937,0.193798,-0.282706,-0.0777933,2.26303,-0.979311,-0.159545,-0.760859,-1.23736,0.0758597
-1.35739,0.979201,0.31575,3,15,0,1.75498,0.212899,0.691605,0.388943,0.0465149,-1.1646,0.22427,0.293891,0.772597,2.16259
-0.277033,0.970129,0.415545,3,7,0,1.56128,0.107032,0.458116,-0.806098,-0.464198,-0.9748,-2.22185,-0.710462,-0.359378,0.0661579
-0.396212,0.959904,0.538697,2,7,0,0.478282,0.115667,0.288328,-0.753455,0.38916,-0.235505,0.322752,-1.34737,-1.17471,-0.252725
-0.753628,0.340346,0.686804,2,3,0,2.07848,0.637153,0.412893,-0.110585,1.29418,0.907493,1.73604,1.03867,0.814413,0.672351
-1.31,0.985211,0.348677,4,15,0,2.03358,1.06898,0.298831,-0.428186,-0.235459,1.55396,-0.298904,2.57502,1.80487,-0.538585
-4.20573,0.432883,0.46143,3,15,0,5.18185,-0.935643,0.736029,-1.03844,-0.675401,1.5662,0.843177,-8.33907,-6.6674,-6.74365
-4.09974,1,0.26982,3,7,0,5.1362,-0.140371,1.87306,-0.741344,0.813353,0.869059,1.7959,4.28417,6.2976,-4.21738
-1.4322,1,0.364619,2,3,0,4.12073,-0.794536,1.37683,-0.686261,1.83631,2.34979,-0.654574,-1.37016,0.801207,0.169483
-5.08362,0.889243,0.491919,2,3,0,5.20538,-1.88883,2.51519,-0.739542,0.144207,0.608504,0.224682,-2.3358,2.06822,0.182327
-5.3235,0.470151,0.563405,2,4,1,8.93882,-1.45128,2.64681,0.159773,1.58478,-0.43216,3.81686,-1.11176,2.98633,1.21783
-1.51862,1,0.349669,3,7,0,5.50868,-0.768037,0.961611,0.13248,-1.65085,3.19002,1.14636,-1.17822,0.551431,1.08409
-0.508382,0.988121,0.470658,3,7,0,1.92578,-0.154921,0.710219,-1.31724,-0.73079,1.34449,1.96149,-2.56442,-1.69928,-0.344839
-1.81852,0.496705,0.62169,2,5,1,3.90972,0.756295,0.0956552,0.557717,0.751189,-1.14288,2.83861,0.796858,0.136219,3.04587
-2.44991,0.938396,0.402366,2,7,0,4.1586,0.88439,1.04976,-0.253151,0.609293,-1.22615,2.46529,2.88525,3.05063,-1.81024
-1.8948,0.986292,0.494108,2,7,0,3.57596,1.21871,0.155044,0.366171,0.406771,2.16101,-1.24459,1.52908,0.465416,1.87959
-2.45095,0.832834,0.649429,2,7,0,3.03865,-1.08758,0.852482,-0.522969,0.422725,-1.01633,1.11424,-3.82918,-1.88912,-2.28961
-2.2525,0.748148,0.683632,2,3,0,3.14546,-0.973822,0.68389,-0.479749,-1.51377,-0.242845,-0.958731,-3.63153,-1.97382,-2.3228
-1.67606,1,0.637179,2,7,0,2.72837,0.866094,0.77913,-0.251242,1.56951,-0.918584,0.555159,2.38178,2.29481,-0.784899
-1.67606,0.552549,0.851681,1,3,0,3.41579,0.866094,0.77913,-0.251242,-2.3164,0.30463,0.623883,2.38178,2.29481,-0.784899
-0.508562,0.776372,0.600402,2,3,0,2.51305,0.594633,-0.0120814,-0.231253,1.56729,2.04406,-0.565468,0.363343,-0.243371,0.596018
-1.02098,0.673515,0.583021,3,7,0,2.797,-0.241145,-0.0118212,0.0641801,1.80466,0.940723,1.66016,-1.10411,-0.874789,0.290251
-1.37524,0.993576,0.48931,3,7,0,1.94532,-0.272651,1.37897,-0.376389,-0.417358,0.559527,1.49272,0.530066,2.18169,0.167529
-0.951136,1,0.646628,2,7,0,1.58519,-0.0196392,1.06164,-0.24342,0.481911,-1.36767,0.389017,0.490978,1.57226,0.45433
-2.40772,0.577721,0.861106,2,3,0,2.54613,0.0627391,1.67251,0.00812048,-0.296983,0.0955143,0.753296,1.05357,2.66335,0.0185464
-3.79178,1,0.631658,2,3,0,5.28877,0.472028,1.09707,0.899212,0.166983,-1.75528,-1.78126,0.611247,1.23629,5.92305
-1.9558,0.666667,0.840015,1,3,0,4.41163,0.992967,0.78873,-0.188242,-0.0464149,-1.61879,-2.98278,2.52808,2.32384,-0.930972
-2.61691,1,0.699107,2,3,0,2.75017,0.506383,-1.27833,-0.0340753,-0.016603,0.298267,0.749506,-1.09956,-2.88427,-1.47503
-1.20561,1,0.928171,1,1,0,2.13642,0.742844,-0.644546,0.0360708,0.344363,1.7668,-0.130527,0.156787,-1.2306,0.705652
-1.20561,1.03338e-47,1.23058,1,1,0,3.09933,0.742844,-0.644546,0.0360708,-0.778942,-0.884552,2.78213,0.156787,-1.2306,0.705652
-0.549446,0.995231,0.405146,3,7,0,1.57643,0.157155,0.0345515,-0.308235,-0.316991,1.78132,-0.685896,-0.836627,-0.95923,0.00669294
-1.51687,0.848832,0.533935,2,3,0,1.80268,1.19726,0.278792,-0.0506405,-0.569446,-0.74961,0.370509,2.02483,1.10636,0.284777
-0.413599,0.951721,0.573758,3,7,0,2.06294,-0.0121058,0.533025,-0.402854,1.0564,2.13997,0.0697058,-0.476049,0.0690826,0.350607
-1.03697,0.135732,0.710486,1,3,1,3.15945,0.331672,-0.0543831,-1.1044,-2.13283,-0.0299898,1.95473,-3.77373,-4.15978,-1.74132
-0.226139,1,0.285403,2,3,0,0.991315,0.539823,0.152185,-1.03008,-1.02524,-1.17294,-0.517365,0.25585,-0.131789,0.117157
-2.62947,0.764166,0.377909,1,3,0,3.33952,0.83565,0.406874,-1.39815,-0.468454,-0.489002,-1.73082,9.26228,8.8335,-4.27302
-1.78313,1,0.361596,4,15,0,3.0112,1.41728,-0.182931,0.143236,-0.534005,-0.704252,-2.28231,1.79736,0.197147,1.13934
-1.38627,0.993042,0.477892,3,7,0,1.99901,0.693229,-0.778147,-0.239109,-1.13863,0.158543,-1.04536,-0.618482,-2.08986,-0.446683
-2.53899,0.766405,0.624799,2,5,0,5.3577,-0.5219,1.68355,0.313193,-1.49068,2.73298,0.196249,-0.290209,1.91524,1.77041
