# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=4938483
# chain_id=3
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=0
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# diagnostic_file=output/hmc_diag_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,b,sigma,p_a,p_b,p_sigma,g_a,g_b,g_sigma
-1.57505,0.0202978,0.778601,1,3,1,3.46614,0.990578,-0.898336,-0.039381,-1.83688,-0.63268,0.0883172,0.302509,-1.58641,0.486679
-2.00103,0.998942,0.140773,4,15,0,2.42278,1.56672,-1.00145,-0.356252,0.179969,0.744178,-0.507272,1.2345,-1.33367,0.436287
-1.02353,0.999796,0.223631,4,15,0,2.35827,0.888961,-0.320267,0.0618887,-1.21527,1.09143,0.0370766,0.748028,-0.461199,1.10928
-2.02316,0.95145,0.353961,2,3,0,2.51378,1.1747,-0.96217,0.22599,0.249444,0.0487882,0.957413,0.846542,-1.29032,1.4022
-1.77746,0.849743,0.501612,2,7,0,2.41282,0.654941,-0.97102,0.17155,1.01459,-0.411737,0.267923,-0.0860415,-1.712,0.635521
-2.7526,0.186138,0.568204,2,3,0,3.8163,0.587196,-0.222642,0.813131,-0.265732,1.40066,-0.308085,0.515681,-0.294158,5.05882
-3.20154,0.973726,0.154305,4,15,0,3.86776,0.943248,-0.564608,-1.87262,1.05315,-0.224362,0.415882,-13.8497,-15.3575,-5.14733
-3.20154,0.000787492,0.228992,1,1,0,3.52898,0.943248,-0.564608,-1.87262,-0.199761,-0.647373,0.442578,-13.8497,-15.3575,-5.14733
-2.11896,0.890896,0.0427523,4,23,0,10.5145,1.50797,-0.28539,-0.982017,1.78076,0.887026,3.58233,5.03196,3.2386,-1.60191
-2.23606,0.997124,0.053384,5,47,0,4.64587,-0.711334,0.530152,0.618463,-1.76789,0.201222,-1.28596,-0.975304,0.266182,3.20496
-2.13058,1,0.0831328,2,3,0,2.24429,-0.694387,0.543636,0.588618,-0.182308,-0.0583093,0.436805,-0.965215,0.272807,3.00735
-1.21722,0.996558,0.129605,4,15,0,2.777,0.975139,0.313241,-0.627236,1.69062,0.445524,-0.250765,2.93914,2.27724,-0.814972
-2.08918,0.91679,0.199645,3,7,0,3.66721,-0.124078,-0.47435,-0.332759,-0.123906,0.455706,1.71261,-2.70502,-3.05529,-2.90994
-1.69641,0.92653,0.259522,2,3,0,3.1684,-0.33108,-0.359534,-0.0590414,0.337715,0.986855,1.36237,-1.92772,-1.95617,-1.3767
-2.30958,0.988796,0.34322,2,7,0,2.89137,-0.90687,-0.0911359,0.49182,0.223603,-0.794436,-0.694576,-1.55238,-0.736645,1.55989
-2.30958,0.599398,0.51412,2,3,0,2.90099,-0.90687,-0.0911359,0.49182,0.104401,-0.351226,1.02399,-1.55238,-0.736645,1.55989
-0.960162,0.975721,0.346837,3,7,0,3.71838,0.716903,-0.438029,0.00781087,1.91481,1.2972,-0.408911,0.274545,-0.880386,0.816984
-0.424772,0.885412,0.50377,3,7,0,1.41161,0.263477,0.578995,-0.441802,1.29953,0.167651,0.506765,0.539981,0.8555,0.381693
-0.313807,0.343639,0.607526,1,3,1,0.81902,0.006406,0.694986,-0.985153,0.366688,-0.0382142,0.93515,-0.185858,0.502722,0.134261
-0.405031,0.998435,0.246481,3,7,0,0.441061,-0.13942,0.777721,-1.0759,0.102208,-0.14637,0.200473,-0.912552,0.00458884,0.0467729
-0.405031,0.139358,0.373097,2,4,1,3.46305,-0.13942,0.777721,-1.0759,-1.82157,1.14998,1.21469,-0.912552,0.00458884,0.0467729
-1.07206,0.998101,0.101978,4,31,0,1.9907,1.30294,-0.55387,-0.995677,-0.867607,1.04136,-0.0104965,1.45581,-0.400992,0.13332
-0.717414,0.99942,0.154276,3,7,0,1.11981,0.974587,-0.406339,-0.918087,0.619509,-0.638991,-0.112634,-0.0286854,-1.40961,-0.00104506
-2.00852,0.956787,0.233052,3,7,0,2.40596,0.786002,-0.630697,0.53025,0.272937,-0.618273,-0.581475,0.587619,-0.82908,2.77416
-1.44808,0.886999,0.32255,2,3,0,3.71885,1.06061,-0.751946,0.017658,-0.11874,0.353106,-2.09827,0.655645,-1.15692,0.866051
-2.57845,0.942476,0.3884,2,3,0,2.70088,1.2657,-0.826142,0.522447,-0.176983,0.279773,-0.367769,1.16417,-0.927665,2.81379
-3.24253,0.791789,0.519929,2,3,0,4.08488,1.37284,-1.61812,0.0813279,0.064258,-0.887516,-0.944927,0.545489,-2.44547,0.371222
-3.24253,0.303329,0.518773,2,7,1,5.66358,1.37284,-1.61812,0.0813279,-0.577551,-1.96221,-0.811349,0.545489,-2.44547,0.371222
-2.55506,0.993908,0.202312,4,31,0,3.75227,-0.902825,1.92477,-0.563557,0.301574,1.36514,0.663227,0.00388875,2.83148,0.0576241
-3.16603,0.741414,0.298484,3,7,0,6.51407,-1.21509,0.927548,0.65656,-0.0656906,2.58318,0.1376,-1.48831,0.654335,3.44024
-3.52784,0.845599,0.271194,3,15,0,5.39246,2.17601,-1.0418,-0.941273,-1.69234,0.238541,0.899071,4.84363,1.62581,-0.930894
-1.02762,0.991295,0.300491,3,7,0,5.68032,-0.0181838,0.249268,-1.0092,1.87973,-2.37356,-0.371776,-3.75962,-3.49217,-1.72704
-1.02762,0.0440009,0.438013,2,3,0,2.32347,-0.0181838,0.249268,-1.0092,1.32878,0.779066,0.468065,-3.75962,-3.49217,-1.72704
-1.13665,1,0.107139,5,31,0,1.42371,0.603649,-0.626585,-0.211402,0.0655084,-0.253136,-0.711154,-0.542756,-1.77299,-0.205895
-0.595161,0.982462,0.158908,4,23,0,2.51832,-0.118751,0.662993,-0.187394,-0.348037,-1.32043,1.40771,-0.386347,0.395398,0.638209
-1.95976,0.980753,0.22732,4,15,0,2.96846,1.15623,-0.851803,0.281158,-0.770508,1.0038,0.645068,0.914736,-1.0933,1.65239
-2.12673,0.985228,0.32314,1,1,0,2.15059,1.14439,-0.877883,0.363821,-0.185519,0.097164,-0.0620333,0.921373,-1.1009,1.96723
-0.711806,0.75726,0.461759,2,7,0,5.58101,0.254382,0.184152,0.114885,-1.93301,2.31061,-0.814228,0.0241824,-0.0460468,1.19163
-1.08756,0.912999,0.432368,2,3,0,1.49186,-0.139351,-0.0836932,-0.276712,-0.522863,-0.243738,-0.689789,-1.79375,-1.73809,-0.998749
-1.08756,0.00496037,0.538892,1,3,1,2.94097,-0.139351,-0.0836932,-0.276712,0.350972,0.157171,1.88651,-1.79375,-1.73809,-0.998749
-3.94048,0.985744,0.127754,4,31,0,4.80116,1.5236,-1.42637,0.613101,1.26827,0.324105,0.0883336,1.33847,-1.6115,3.29145
-3.94048,0,2.91693,0,1,1,4.106,1.5236,-1.42637,0.613101,-0.303065,0.222556,-0.911004,1.33847,-1.6115,3.29145
-3.94048,0,6.81121,0,1,1,4.79181,1.5236,-1.42637,0.613101,0.629031,0.0120096,2.22907,1.33847,-1.6115,3.29145
-1.17492,0.679606,0.671581,2,6,1,4.5876,-0.565124,1.3207,-0.630123,-1.90577,1.70784,-3.11989,-0.468574,1.41725,0.280941
-0.51258,0.991746,0.297838,4,15,0,1.61053,0.120213,0.204756,-0.141976,0.764018,-1.66368,0.455891,-0.415422,-0.330879,0.53682
-1.32903,0.964729,0.369928,3,7,0,1.7287,0.0250428,1.24875,-0.359021,-1.00467,-0.534663,-0.422777,1.14374,2.36745,-0.12265
-1.10935,0.583626,0.499922,3,7,0,3.0205,1.18139,-0.305709,-0.179478,-1.10473,-1.38641,2.51542,1.39257,-0.0945303,0.667259
-1.19814,0.992787,0.230958,3,15,0,1.69422,0.464659,-0.614411,-0.180491,-1.32846,0.145671,-0.0565521,-0.794965,-1.87403,-0.408891
-1.68207,0.901715,0.388408,3,7,0,2.93439,0.944228,0.69621,-0.255983,-1.67941,-0.291362,1.72385,2.46637,2.21835,-0.789242
-2.17063,0.992157,0.51287,2,3,0,2.40237,1.01057,0.887183,-0.123833,0.409755,0.0424862,-1.11222,2.50882,2.38543,-0.971665
-2.95567,1,0.922687,2,3,0,3.67859,1.19113,-1.53314,0.05347,-1.04894,-1.12969,0.0752645,0.22947,-2.4948,0.0836973
-2.95567,0.218387,1.7284,1,3,1,3.83929,1.19113,-1.53314,0.05347,-1.0748,1.25039,0.592333,0.22947,-2.4948,0.0836973
-3.52068,0.98513,0.276172,3,7,0,4.32815,1.55147,-1.47806,0.407668,-0.888169,-0.687859,-1.70565,1.26173,-1.7678,2.07022
-2.96275,1,0.501727,2,3,0,3.54957,1.34595,-1.37902,0.323186,-0.977268,0.747775,-0.966616,0.947093,-1.77787,1.60497
-3.48896,0.966173,0.956297,2,3,0,3.74599,1.32653,-1.53365,0.461898,-0.493404,0.663673,-0.552467,0.955195,-1.90498,2.17152
-3.48896,9.6331e-102,1.63594,1,1,0,5.65963,1.32653,-1.53365,0.461898,-2.70318,-0.168414,-0.96188,0.955195,-1.90498,2.17152
-3.55562,0.999995,0.13969,3,7,0,3.65116,1.3362,-1.58174,0.444859,-0.0596298,0.387767,0.551382,0.936216,-1.98172,2.04497
-3.47237,0.990545,0.268218,4,15,0,4.77857,1.53769,-0.888064,0.66618,-0.439912,1.67697,-1.49309,1.51695,-0.908796,3.78835
-1.08769,0.999426,0.496932,3,7,0,3.37608,-0.597889,1.17361,-1.39599,-0.0812116,1.96265,-2.62248,-3.08524,-1.31374,-0.317956
-1.08769,7.3303e-12,0.938611,1,3,1,1.2829,-0.597889,1.17361,-1.39599,-0.772773,0.290709,-0.121581,-3.08524,-1.31374,-0.317956
-5.80347,0.916704,0.0871011,3,7,0,6.41199,-0.820757,0.924917,-1.62479,-0.23329,-0.0894505,1.98946,-16.908,-15.1624,-10.0003
-8.00695,0.90987,0.129387,2,3,0,8.85584,-0.956069,0.932348,-1.61142,0.605674,-1.24843,-1.26145,-19.8288,-17.9404,-14.1509
-3.55407,1,0.187341,4,15,0,8.51226,0.189896,1.25002,-1.18474,-3.39906,-0.210486,-3.41864,7.79957,8.8597,-5.32246
-4.64318,0.453602,0.351392,3,7,0,6.14319,0.315991,1.27277,-1.15544,-0.932107,-1.64927,1.57383,8.99336,9.95014,-7.36823
-2.24779,1,0.13331,2,3,0,4.78992,0.274679,1.03189,-1.13724,1.25534,2.46505,-0.890211,5.89817,6.65539,-3.14963
-0.973874,0.989559,0.248396,2,7,0,2.36941,-0.261643,0.411793,-0.745693,-1.02694,-1.26815,1.9669,-2.83005,-2.15661,-1.2596
-2.48329,0.451768,0.444665,2,3,0,3.94446,-0.402391,0.439686,-1.12239,-0.967727,-1.44797,1.85938,-6.92341,-6.08133,-4.39943
-1.61432,0.997957,0.171831,4,19,0,2.99653,0.954681,0.0574823,0.411765,-0.318747,-1.50663,2.02415,1.07931,0.18211,2.24314
-3.13872,0.982981,0.312976,4,15,0,3.82326,1.36409,-1.57421,0.0962762,0.312383,0.375121,2.02394,0.590125,-2.34818,0.486117
-1.07742,1,0.541335,2,3,0,3.26301,1.0072,-0.620091,-0.307412,0.730197,-2.33552,1.304,0.376408,-1.25088,0.325581
-1.07742,0.00313112,0.972461,1,3,1,4.37091,1.0072,-0.620091,-0.307412,2.01101,2.47089,-1.08817,0.376408,-1.25088,0.325581
-4.88873,0.993001,0.112827,5,31,0,5.37172,2.62308,-1.29846,-0.345288,0.799286,0.947882,-0.286117,3.81286,-0.108675,-0.208329
-4.6548,1,0.199526,3,7,0,5.04257,2.55416,-1.33262,-0.244855,-1.01411,-0.051468,0.827217,3.35922,-0.527561,0.215631
-4.65945,0.985393,0.356209,3,7,0,6.30959,2.16375,-1.2371,0.564722,2.06109,-0.732371,-1.41399,2.22789,-1.17296,3.08121
-3.12853,0.766243,0.605831,2,5,0,6.63172,1.84539,-1.44365,-0.85175,-1.7087,2.02436,-3.01211,0.0521354,-3.23691,-0.403371
-3.12853,0.228314,0.571488,2,3,0,8.6282,1.84539,-1.44365,-0.85175,-1.43159,-2.73573,4.07943,0.0521354,-3.23691,-0.403371
-4.39038,0.975821,0.131148,3,7,0,4.7973,1.67882,-1.68352,-0.850923,-0.90431,-0.715644,0.294755,-2.34046,-5.7028,-2.76338
-4.20723,0.984695,0.216477,4,15,0,9.87944,-1.48607,1.31784,-0.836521,-2.2823,2.95222,3.03961,-6.2625,-3.45859,-4.09401
-1.5748,1,0.362737,3,7,0,4.16223,-0.457637,1.51013,-0.655293,-0.277771,2.64613,-1.35935,0.744981,2.71275,-0.120347
-3.58184,0.415381,0.627106,2,3,0,4.09968,-1.03092,0.614719,-0.716059,0.175083,-0.872846,1.32015,-5.82315,-4.17751,-5.2454
-3.39963,1,0.242238,4,15,0,5.05142,-0.702934,2.18497,-0.229257,1.04585,1.65049,1.75145,0.489425,3.37733,-0.266621
-2.53158,0.995432,0.416503,3,15,0,3.85872,-1.28217,1.62606,-0.543226,-0.687076,-1.70196,-1.29146,-2.42117,0.487063,-0.100315
-2.7083,0.598742,0.702182,2,3,0,3.23685,-0.961223,1.96737,-0.881833,0.593554,-0.516973,-1.51713,0.660274,3.58887,-0.279279
-0.228664,0.694042,0.436986,3,15,0,2.5522,0.389668,0.40798,-1.35546,-1.49613,2.28164,0.0819404,1.43446,1.45278,-0.00608891
-0.195816,0.760389,0.346607,3,15,0,0.942614,0.388824,0.252564,-1.12855,-0.721553,-1.03282,1.30375,-0.440647,-0.576907,0.0326497
-0.222967,0.948273,0.324623,2,7,0,0.550328,0.189924,0.500639,-0.949339,0.93679,0.274295,-0.632717,-0.0613516,0.249364,0.14031
-0.384245,0.944655,0.481177,2,7,0,0.663935,0.283505,0.174091,-0.976158,-0.741636,0.620659,0.0967268,-1.62286,-1.73228,-0.373917
-0.384245,0.0120042,0.703015,2,7,0,2.20635,0.283505,0.174091,-0.976158,2.38141,-0.876756,0.0519232,-1.62286,-1.73228,-0.373917
-0.782202,0.998414,0.108381,6,63,0,0.923151,0.888104,0.105275,-0.209528,-0.312172,0.326774,0.727652,1.29132,0.508493,0.55074
-1.13091,0.999613,0.180901,4,15,0,1.62503,1.11117,-0.241261,-0.026851,0.390655,-1.00304,0.906976,1.26071,-0.091728,0.926523
-0.782351,0.992857,0.300659,3,7,0,1.67015,0.914152,-0.257614,-0.211696,1.6427,0.155238,0.942976,0.804722,-0.367044,0.64698
-0.782351,3.4743e-12,0.976785,1,1,0,2.41235,0.914152,-0.257614,-0.211696,-1.58683,0.125862,-1.52105,0.804722,-0.367044,0.64698
-0.782351,6.69752e-150,2.28086,1,1,0,3.11188,0.914152,-0.257614,-0.211696,2.11673,-0.495145,-0.615592,0.804722,-0.367044,0.64698
-0.319458,0.680754,0.224891,3,15,1,1.42386,0.0193273,0.556439,-1.13789,0.64749,-0.585728,1.9212,-1.46465,-0.927537,-0.123485
-0.518545,0.99451,0.100042,5,63,0,0.803897,-0.0186085,0.568755,-1.52219,-0.505129,-0.23229,0.837136,-3.7571,-3.16974,-0.61801
-0.206845,1,0.125269,3,15,0,0.807618,0.23106,0.533661,-1.52556,1.12492,-0.0950888,-0.0262505,1.00315,1.30576,0.0191055
-1.73486,0.723991,0.188152,4,31,0,2.67836,1.54659,-0.362034,-0.528235,-0.429091,-0.118955,-2.12121,2.85918,0.950559,-0.251338
-2.31307,0.999195,0.134016,4,31,0,2.89815,1.20422,-1.26263,-0.0678779,0.790666,-0.493145,-0.865482,0.303237,-2.16361,0.164339
-1.45375,0.995666,0.232025,4,15,0,2.89426,0.20915,0.969244,0.297356,-1.27842,0.913044,-0.915834,0.457535,1.21763,1.70069
-0.972036,0.976518,0.413915,2,7,0,1.89591,0.0267245,-0.241124,-0.0269733,0.0251613,0.978173,1.33072,-0.968118,-1.23597,0.00974848
-0.802888,1,0.711802,2,3,0,1.07266,0.253427,0.724896,-0.0255229,-0.350722,-0.550698,0.364188,0.516654,0.988123,0.884395
-0.802888,0.110201,1.33491,1,1,0,2.01554,0.253427,0.724896,-0.0255229,0.106547,-0.726429,2.16313,0.516654,0.988123,0.884395
-0.645563,0.99403,0.151414,3,15,0,1.59508,0.247436,0.501563,-0.0111773,0.0624156,1.23609,-0.177299,0.26871,0.522837,0.977451
-2.18489,0.9821,0.282476,3,7,0,2.60848,-1.09358,0.80824,0.348916,0.115856,-0.401539,-1.2986,-1.59798,0.303841,1.49817
-0.631854,1,0.507851,2,3,0,2.24952,0.0477698,0.843741,-0.350869,1.25228,-0.631666,-1.83433,0.377218,1.17319,0.441919
-0.631854,1.12841e-49,0.962978,1,1,0,1.8791,0.0477698,0.843741,-0.350869,-0.438141,-0.27936,-2.42534,0.377218,1.17319,0.441919
-0.651577,0.997727,0.0819353,5,51,0,1.17133,0.00426509,0.914147,-1.16188,0.636376,-0.381124,-1.12783,1.94712,2.85701,-0.271659
-1.07935,0.921826,0.155624,4,15,0,3.2159,-0.575585,0.665588,-0.428829,-1.62468,0.461177,-2.01343,-2.08021,-0.839034,-0.536084
-1.61707,0.983448,0.232793,3,7,0,2.12277,-0.911444,0.833592,-0.279913,0.458965,0.595068,0.999634,-2.32232,-0.577288,-0.565928
-2.77994,0.699034,0.417828,1,1,0,2.81841,-1.12323,0.596166,-0.39783,-0.27682,0.004398,0.113388,-3.90476,-2.18537,-3.04026
-0.851034,1,0.31635,2,3,0,2.80426,-0.15818,1.02521,-0.260837,-1.94221,-0.443836,-0.554385,0.0757278,1.25911,0.561053
-1.00728,0.529228,0.590713,2,7,0,1.49314,0.399655,-0.458385,0.0296758,-0.764744,0.55325,-0.343057,-0.341925,-1.19997,0.47758
-1.19749,0.994807,0.271577,3,7,0,1.76551,0.566088,0.245719,0.349234,0.296849,-0.504595,1.40032,0.607671,0.287303,2.00719
-2.07211,0.671351,0.495521,3,7,0,2.8885,0.681309,1.10306,-0.257035,0.675018,-0.0131339,-1.78705,2.44733,2.86908,-1.26717
