0 0.438074 -1.13173
0 2.01264 -0.199436
0 1.67223 -0.090185
0 1.71388 0.427412
0 1.70069 0.190506
0 2.09622 0.345876
0 2.02901 0.162797
0 0.336636 1.74929
0 0.410959 1.82291
0 0.396053 1.83489
0 -0.213984 2.15383
0 -0.171695 2.54021
0 -0.0536222 2.8993
0 -0.0879151 2.91799
0 -0.349285 2.78163
0 -0.343749 2.79746
0 -0.422605 2.60369
0 0.696452 1.43316
0 1.38878 0.807152
0 1.38981 0.849709
0 1.38101 0.822449
0 1.9823 0.374648
0 -0.389127 2.57534
0 -0.461654 2.5145
0 -0.428186 3.02148
0 -0.377004 3.01025
0 -0.387305 2.19423
0 0.234468 2.33883
0 0.163797 2.00987
0 -0.0288706 2.31292
0 -0.352986 2.28774
0 -0.17757 2.20821
0 -0.235504 2.2093
0 -0.121972 2.63457
0 -0.154019 2.48697
0 -0.0705527 1.84538
0 -0.141446 1.76456
0 -0.17376 2.20084
0 1.72853 0.395338
0 2.12836 -0.104243
0 1.13825 1.18554
0 2.21609 0.260708
0 2.11679 0.109995
0 1.88551 0.0997515
0 2.03789 -0.389889
0 2.0875 -0.510193
0 2.02836 -0.381535
0 1.23975 0.487902
0 1.26112 0.446613
0 1.61687 0.732039
0 1.12213 1.03745
0 0.49549 1.50683
0 0.468693 1.48977
0 0.501026 1.58615
0 0.784545 1.15005
0 0.524251 1.46603
0 0.495626 1.66951
0 0.29927 1.61275
0 0.390172 1.85268
0 0.213298 1.94538
0 0.595572 1.53799
0 1.46011 0.918474
0 1.44467 0.939018
0 1.4152 1.04255
0 1.24874 1.18351
0 1.19134 1.12013
0 1.00962 1.12708
0 1.9551 0.228796
0 1.27619 -0.776273
0 1.48529 -0.689367
0 0.652029 -1.02777
0 -0.415168 -1.34711
0 0.410616 -1.19779
0 1.464 0.517897
0 1.37976 1.26477
0 -0.0284934 1.85155
0 0.120718 1.88855
0 0.245439 1.77939
0 1.58878 0.644379
0 1.49761 0.401864
0 1.62389 0.981089
0 1.76342 0.930155
0 1.75285 0.459388
0 0.95944 1.24887
0 1.48337 0.815191
0 1.91843 0.315144
0 1.83852 0.181925
0 1.81173 -0.00673886
0 2.02429 -0.152228
0 2.03118 0.314739
0 1.64428 0.528077
0 1.69642 0.669946
0 1.39042 0.963027
0 1.25629 0.900957
0 1.62553 0.793783
0 1.34219 0.956773
0 1.69549 0.513231
0 1.73794 0.597028
0 1.85236 0.701936
0 0.895562 -0.792817
0 2.03864 0.552495
0 2.01409 -0.509729
0 1.88966 -0.393789
0 1.90227 -0.121208
0 0.95324 1.36713
0 1.03866 1.41116
0 1.36546 0.83226
0 1.54829 0.70763
0 0.226338 1.80159
0 0.59143 1.51138
0 1.15234 1.08736
0 0.853562 1.33346
0 0.891271 1.42509
0 -0.577427 2.34667
0 -0.539051 2.90803
0 -0.549039 2.46563
0 1.14363 1.21097
0 1.7862 0.693995
0 -0.298681 2.50252
0 0.0413279 1.81031
0 1.12307 1.17318
0 1.76136 0.591687
0 1.34258 0.98775
0 1.18569 1.01624
0 1.22199 1.08987
0 1.23793 1.0506
0 0.563258 1.61401
0 0.302126 1.60404
0 0.045621 2.25211
0 0.953449 0.860409
0 1.46796 1.07856
0 1.39383 1.08488
0 0.0924341 1.75327
0 1.03749 1.11769
0 1.06097 0.808446
0 1.74766 0.291855
0 1.77103 0.381237
0 2.11873 -0.0937159
0 2.00559 -0.114719
0 2.12841 -0.120334
0 1.74253 0.519756
0 1.7046 0.477645
0 1.89164 0.540399
0 1.75006 0.218754
0 1.8859 0.631521
0 1.89953 0.638622
0 1.89758 0.624739
0 1.93089 0.860458
0 1.47903 0.334656
0 1.92296 0.521712
0 1.94005 0.286562
0 0.154466 -1.16193
0 0.612352 -1.04541
0 -0.338716 -1.30993
0 -0.105733 -1.24726
0 1.42659 -0.627363
0 1.4546 -0.446081
0 1.12337 -0.973196
0 1.95814 -0.132618
0 -0.325781 -1.31137
0 0.159433 -1.19384
0 0.295106 -1.11531
0 -0.257999 -1.20217
0 -0.292731 -1.36182
0 -0.130408 -1.36007
0 -0.0736045 -1.42249
0 -0.130091 -1.21424
0 2.18041 -0.223914
0 2.12237 -0.12271
0 1.83165 -0.0422299
0 2.22742 -0.491926
0 2.17717 -0.433229
0 2.16313 0.0877246
0 2.14643 -0.332915
0 1.79479 0.515957
0 1.04509 1.19827
0 1.03286 1.08388
0 1.28298 1.09545
0 1.2668 1.08696
0 0.331354 1.57694
0 -0.232851 2.01074
0 -0.411373 2.68832
0 -0.674151 2.6078
0 -0.169624 2.80202
0 -0.183663 1.91144
0 -0.179315 2.16592
0 0.552575 1.6331
0 0.724625 1.33459
0 1.88933 0.216882
0 1.83195 -0.0180544
0 2.0328 -0.127015
0 2.03148 0.814965
0 1.9908 0.570188
0 1.20005 -0.500701
0 1.08899 -0.524907
0 1.70829 -0.105165
0 1.70882 -0.106561
0 1.58352 -0.46285
0 1.67475 -0.479626
