"data$x_predict","X10.","X20.","X30.","X40.","X50.","X60.","X70.","X80.","X90."
-11,-34.0902276703792,-22.2206128295062,-13.626481366901,-6.62758133196188,0.113931012502239,6.81201678598872,13.5534795889222,22.6488978736615,34.4134741669934
-10.96,-33.8920377052536,-22.1353557334817,-13.5478456444949,-6.63036951393849,0.0936472067927607,6.84239810449168,13.5104258008178,22.5339720228186,34.2502519518121
-10.92,-33.7241613395199,-22.0027361802173,-13.4617265243267,-6.58781607463069,0.101656079820863,6.79770231701081,13.4651138759328,22.3632125792523,34.1327641096886
-10.88,-33.5905452630856,-21.9255804702353,-13.4322310040237,-6.56204246893031,0.1185810128005,6.77430511110864,13.4506879310315,22.2129817242781,33.9157819009995
-10.84,-33.4292979843401,-21.8237500371596,-13.3031072363509,-6.51128631575826,0.0797828022672742,6.75308322956895,13.3922454902223,22.0934493870825,33.7528938212192
-10.8,-33.2385462928718,-21.6813814693537,-13.1799823415479,-6.46746740716338,0.0419074716286989,6.71476435185195,13.3735551058701,22.0409076967253,33.5853358352803
-10.76,-33.1753962345648,-21.569752709284,-13.1351525057937,-6.4133368037657,0.0057284589057307,6.67440710258459,13.3137175140159,21.9715383930494,33.379278572784
-10.72,-33.0277350687774,-21.5008707850898,-13.1110667508104,-6.33780998309465,-0.0400976912859594,6.67663519389952,13.2846796874145,21.8807562275231,33.2375126130478
-10.68,-32.8295240509733,-21.4489887061543,-12.9730746919477,-6.3376000958222,-0.0124044213471681,6.63488731101544,13.2213562618781,21.8783454798526,33.1589226066751
-10.64,-32.7279273985419,-21.2365085398931,-12.8313003034638,-6.30812802411833,0.0128523515678645,6.59527499226198,13.1615687208363,21.7395969041199,32.9579901469061
-10.6,-32.594775449737,-21.1703015947968,-12.7401214214335,-6.31166613976269,-0.0237429718969167,6.54884516264719,13.1657862593702,21.602743577877,32.766656619048
-10.56,-32.4336356122085,-21.0466485178279,-12.6900127336237,-6.30815087087537,-0.0329725022937004,6.57673453659776,13.1236459449511,21.5028987984145,32.5479382737732
-10.52,-32.3070420356047,-20.981511807003,-12.5939249175169,-6.28060140355005,-0.0622093468910399,6.50097239438172,13.1167932995925,21.3715041070584,32.2574391057338
-10.48,-32.1563304623814,-20.8716838972331,-12.5810887147065,-6.27030925448762,-0.0952069097913899,6.39294198762609,13.0993148788122,21.1961514038674,32.1354602249609
-10.44,-32.0447440366416,-20.752027763531,-12.4733394497303,-6.22635617423468,-0.116208531272571,6.3739477777876,13.085105131563,21.0465092175123,31.9506295678684
-10.4,-31.8454998091075,-20.5961519783675,-12.3896997274842,-6.18346546909154,-0.0755344624230191,6.32014226200719,13.0735954984903,20.9393551978099,31.7475621031287
-10.36,-31.6962131430472,-20.4444139167223,-12.3948931007246,-6.13451161204197,-0.0684020102485701,6.21166403525404,13.0151940187641,20.8373606334309,31.6180681072495
-10.32,-31.5408710911077,-20.3967280190237,-12.4095007369058,-6.08670011726889,-0.0742934320659785,6.157295870924,13.0411748609881,20.7256070307779,31.493466228955
-10.28,-31.3788868559398,-20.3006150373405,-12.3792208698065,-6.08834474475117,-0.0622978043853224,6.12804191676154,12.9825665488105,20.6146445023505,31.37190048786
-10.24,-31.1768988241987,-20.1907144230638,-12.2982085621209,-6.09734384953723,-0.0350856367218033,6.0651179261271,12.9830634506506,20.4999005716315,31.2439397892628
-10.2,-31.0107696345556,-20.1066566009639,-12.2887942663173,-6.0408306324035,0.0171168376549038,6.0415026610541,12.8060081900467,20.4635639750093,31.1028660029755
-10.16,-30.8560093472364,-20.005165296002,-12.2142411732762,-6.04333874394312,-0.0164319498601975,6.01413525045416,12.7662339854371,20.4098355995786,30.974098298002
-10.12,-30.6925498793599,-19.9134111935385,-12.1099683178878,-5.97519277606915,-0.028054857627327,5.98798401360371,12.696751512194,20.2713947316944,30.7738687470908
-10.08,-30.5981334427212,-19.8352232219633,-12.0151813694821,-5.94091234481496,-0.0254035702725877,5.95479673529289,12.6833831772026,20.2120787567966,30.6590922629841
-10.04,-30.4312143230817,-19.7421058659235,-11.9148283646365,-5.97672267983723,0.00207896904299609,5.95283105996379,12.6889956242763,20.1105169320228,30.6208702403627
-10,-30.3274710657638,-19.7272334306479,-11.8301562979137,-5.98244578118306,-0.0601506456433778,5.93809732252253,12.6348461293485,19.9878984368134,30.4998818162169
-9.96,-30.2017356058652,-19.6034576491867,-11.8238313129864,-5.95358447658169,-0.13963179642394,5.93052691324284,12.5337644272246,19.8690656232737,30.2631023789529
-9.92,-30.048811275135,-19.5230349042672,-11.7474489845525,-5.92565550406396,-0.115463955850649,5.88441701167472,12.536956218274,19.7889376312086,30.2027214153848
-9.88,-29.8981869804786,-19.3692440416002,-11.7252389801795,-5.90558405194396,-0.0524957029034181,5.79689277739611,12.4981120423845,19.6431402279001,30.1294197772907
-9.84,-29.7491953859334,-19.2580328043607,-11.6644859463717,-5.83329277793605,-0.0967944053601302,5.78985130825959,12.4891574046166,19.5333420580831,30.0200898991028
-9.8,-29.6121150592535,-19.1654833098092,-11.6386306720114,-5.77839511546514,-0.144830303154014,5.74992632726798,12.4281828891517,19.4017568758668,29.8400310805386
-9.76,-29.5063912414889,-19.0983950133499,-11.5474010756344,-5.77858005191505,-0.140217827223466,5.78667026437596,12.3554676619406,19.3292402557906,29.7517745264185
-9.72,-29.3865340196213,-19.0217843017107,-11.4834662254487,-5.7563811101896,-0.178565594878774,5.79998185149072,12.2877527025419,19.1767284713825,29.5583600759818
-9.68,-29.2744205796506,-18.9519278065057,-11.4723930462228,-5.69518952548516,-0.190710563919426,5.7389714244693,12.2311206910408,19.0896937498343,29.4294527263832
-9.64,-29.0914290333185,-18.8529183745277,-11.422645775626,-5.63428428684891,-0.256344675479774,5.68816745295527,12.1156949596171,19.0008071480297,29.283648365307
-9.6,-28.9858367457853,-18.760747915036,-11.3588138814408,-5.60165096550967,-0.255916533441614,5.65228584701288,12.0466842508253,18.8880513946331,29.1632122227679
-9.56,-28.9194219644056,-18.7026149190785,-11.3005077868276,-5.57272915424195,-0.321500355308083,5.62948107363402,12.0418447398484,18.8517329663237,29.0310139601883
-9.52,-28.7252232000325,-18.6586754453576,-11.2389761270034,-5.51538155708859,-0.32359796884467,5.57334070870601,12.0185371596039,18.8386830637684,28.8392637841624
-9.48,-28.5431362899358,-18.553841804855,-11.2062430882218,-5.47975624145864,-0.289582202993492,5.54260486652112,11.9819769423216,18.7910934323495,28.7439599184385
