-0.5 1
0.5 1
0.5 0.25
1.5 0.25
1.5 0.0625
2.5 0.0625
2.5 0.015625
3.5 0.015625
3.5 0.00390625
4.5 0.00390625
4.5 0.0009765625
5.5 0.0009765625
5.5 0.000244140625
6.5 0.000244140625
6.5 6.103515625e-05
7.5 6.103515625e-05
7.5 1.52587890625e-05
8.5 1.52587890625e-05
8.5 3.814697265625e-06
9.5 3.814697265625e-06
9.5 9.5367431640625e-07
10.5 9.5367431640625e-07
10.5 2.38418579101562e-07
11.5 2.38418579101562e-07
11.5 5.96046447753906e-08
12.5 5.96046447753906e-08
12.5 1.49011611938477e-08
13.5 1.49011611938477e-08
13.5 3.72529029846191e-09
14.5 3.72529029846191e-09
14.5 9.31322574615479e-10
15.5 9.31322574615479e-10
15.5 2.3283064365387e-10
16.5 2.3283064365387e-10
16.5 5.82076609134674e-11
17.5 5.82076609134674e-11
17.5 1.45519152283669e-11
18.5 1.45519152283669e-11
18.5 3.63797880709171e-12
19.5 3.63797880709171e-12
19.5 9.09494701772928e-13
20.5 9.09494701772928e-13
20.5 2.27373675443232e-13
21.5 2.27373675443232e-13
21.5 5.6843418860808e-14
22.5 5.6843418860808e-14
22.5 1.4210854715202e-14
23.5 1.4210854715202e-14
23.5 3.5527136788005e-15
24.5 3.5527136788005e-15
24.5 8.88178419700125e-16
25.5 8.88178419700125e-16
25.5 2.22044604925031e-16
26.5 2.22044604925031e-16
26.5 5.55111512312578e-17
27.5 5.55111512312578e-17
27.5 1.38777878078145e-17
28.5 1.38777878078145e-17
28.5 3.46944695195361e-18
29.5 3.46944695195361e-18
29.5 8.67361737988404e-19
30.5 8.67361737988404e-19
30.5 2.16840434497101e-19
31.5 2.16840434497101e-19
31.5 5.42101086242752e-20
32.5 5.42101086242752e-20
32.5 1.35525271560688e-20
33.5 1.35525271560688e-20
33.5 3.3881317890172e-21
34.5 3.3881317890172e-21
34.5 8.470329472543e-22
35.5 8.470329472543e-22
35.5 2.11758236813575e-22
36.5 2.11758236813575e-22
36.5 5.29395592033938e-23
37.5 5.29395592033938e-23
37.5 1.32348898008484e-23
38.5 1.32348898008484e-23
38.5 3.30872245021211e-24
39.5 3.30872245021211e-24
39.5 8.27180612553028e-25
40.5 8.27180612553028e-25
40.5 2.06795153138257e-25
41.5 2.06795153138257e-25
41.5 5.16987882845642e-26
42.5 5.16987882845642e-26
42.5 1.29246970711411e-26
43.5 1.29246970711411e-26
43.5 3.23117426778526e-27
44.5 3.23117426778526e-27
44.5 8.07793566946316e-28
45.5 8.07793566946316e-28
45.5 2.01948391736579e-28
46.5 2.01948391736579e-28
46.5 5.04870979341448e-29
47.5 5.04870979341448e-29
47.5 1.26217744835362e-29
48.5 1.26217744835362e-29
48.5 3.15544362088405e-30
49.5 3.15544362088405e-30
49.5 7.88860905221012e-31
50.5 7.88860905221012e-31
