# stan_version_major = 2
# stan_version_minor = 23
# stan_version_patch = 0
# model = funnel_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 0
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 0.20000000000000001
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 48393939
# output
#   file = output.csv (Default)
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,tau,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16,theta.17,theta.18,theta.19,theta.20,theta.21,theta.22,theta.23,theta.24,theta.25
# Adaptation terminated
# Step size = 0.2
# Diagonal elements of inverse mass matrix:
# 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
-2.63476,0.978176,0.2,4,15,0,13.9493,0.638731,1.40207,-0.0105206,0.0809588,-0.508471,-0.131678,0.469411,-0.23319,0.916958,0.0449824,-0.47241,-0.596017,0.341623,-0.838955,0.401297,-0.367529,-0.427144,-0.884631,1.1717,0.823892,0.757427,0.577274,-0.69347,0.621097,-0.924753,-0.450972
-3.43702,0.038324,0.2,3,11,0,19.9478,0.899181,1.06917,-0.0460834,0.0177636,-0.612209,-0.421467,0.201227,-0.326531,0.999692,0.17885,-0.448781,-0.898494,0.646929,-0.819005,0.358136,-0.211945,0.0573553,-0.789244,1.28125,0.546876,0.602403,0.724845,-0.526456,0.292936,-0.800941,0.0473073
-0.268572,0.945667,0.2,4,15,0,9.79549,0.621518,-0.809933,0.484256,-0.770998,0.400314,-0.670486,0.497385,-0.467644,0.893728,-0.0203433,0.753559,-0.309058,-0.575537,0.645342,0.483757,0.164329,-0.65905,0.92442,-0.733653,-0.508336,-0.627545,0.162797,-0.51784,0.270118,-0.634485,-0.852938
7.13163,0.980377,0.2,4,15,0,8.69099,0.406685,0.259593,-0.739684,0.576405,0.194172,-0.279803,0.488743,0.443426,-0.250177,0.646375,0.0918355,0.650585,-0.0961366,-0.490079,-0.101555,0.262292,0.349804,-1.2187,0.183011,-0.0381113,0.0403113,-0.444028,0.0260412,-0.158369,-0.221369,0.354525
6.93,0.986151,0.2,3,7,0,2.99166,0.401242,0.501446,-0.270224,0.197714,0.233147,0.229217,1.14491,0.476583,-0.161691,-0.00343819,-0.165271,0.209936,-0.270812,-0.36257,-0.209377,-0.781522,0.680075,0.216925,0.392945,-0.294277,0.464917,0.0472891,0.749622,0.335708,0.440637,0.139776
14.1024,0.352917,0.2,3,7,0,0.870521,0.425325,0.516648,0.213394,-0.137883,0.228034,0.524233,-0.122054,-0.0435657,-0.36199,-0.0703005,0.149791,-0.155913,0.274837,-0.378654,-0.229892,0.213143,0.634107,0.24903,-0.192042,-0.549074,0.20167,-0.291726,-0.10061,-0.414049,-0.140047,0.113955
10.9664,0.46084,0.2,3,7,0,-0.779469,0.318844,0.0967099,0.298405,0.259584,0.113214,0.353639,0.240145,-0.364888,-0.261952,-0.253042,0.1716,-0.0229662,0.551168,-0.805587,-0.283556,-0.224479,0.509,-0.482673,0.0104763,-0.108214,-0.183032,-0.568868,0.582096,0.325189,-0.485526,-0.254954
10.9664,0.344647,0.2,3,7,0,4.1624,0.318844,0.0967099,0.298405,0.259584,0.113214,0.353639,0.240145,-0.364888,-0.261952,-0.253042,0.1716,-0.0229662,0.551168,-0.805587,-0.283556,-0.224479,0.509,-0.482673,0.0104763,-0.108214,-0.183032,-0.568868,0.582096,0.325189,-0.485526,-0.254954
12.1317,0.692559,0.2,3,7,0,-3.0373,0.455266,0.448257,0.398531,0.313974,0.407203,0.0697988,0.327499,-0.09665,-0.265726,0.292484,0.249686,0.109239,0.382413,-0.536934,0.225158,0.571316,0.164808,-0.429396,-0.295522,0.296108,-0.209882,-0.271973,0.241263,0.340032,-0.46982,-0.328419
14.1006,0.923323,0.2,3,7,0,-3.19936,0.260101,-0.372191,-0.462228,-0.356835,-0.477537,-0.0669853,-0.3182,0.146822,0.174767,-0.294908,-0.300536,-0.00908421,-0.144138,0.486986,-0.138782,-0.640583,-0.151831,0.305676,0.422833,-0.228046,0.256897,0.262395,-0.17626,-0.244037,0.35077,0.196556
7.74582,0.978005,0.2,3,7,0,0.514332,0.53177,-0.604448,-0.61455,-0.162961,-0.772957,0.772761,0.12866,0.401456,-0.284609,0.10024,-0.0106357,-0.45284,-0.0204798,-0.20896,0.199031,-0.784005,0.405936,0.245979,0.46907,-0.0416998,0.470643,-0.127392,-0.591253,-0.0782693,0.0748174,0.00113912
13.3125,0.907457,0.2,3,7,0,-0.32166,0.314769,0.334207,0.470092,0.126575,0.604974,-0.658014,-0.0725809,-0.468158,0.348034,-0.0115227,0.0725892,0.225427,-0.0230325,0.387477,-0.274126,0.621979,-0.39673,-0.221601,-0.17675,-0.233888,-0.452955,0.0961376,0.39174,0.169942,0.0672977,-0.048702
11.6434,0.501371,0.2,3,7,0,-3.09287,0.314015,0.189629,0.311928,0.241359,0.578096,-0.776988,0.236831,-0.496635,0.147794,-0.159231,-0.243434,0.30203,0.242226,0.292556,0.0353426,0.817653,-0.391793,-0.124392,0.0671272,-0.12423,-0.659864,-0.113322,0.292986,0.122754,-0.0421995,-0.0363724
6.52509,0.954168,0.2,3,7,0,1.63478,0.40619,-0.949201,0.102596,-0.250008,-0.447142,0.30916,-0.282018,0.927081,0.0828486,0.560953,-0.13462,-0.199228,-0.766348,-0.0926603,0.1607,0.455232,0.492321,-0.124914,0.154158,0.382996,-0.371459,-0.166088,-0.75857,-0.404752,0.363178,0.311172
8.12913,0.959448,0.2,3,7,0,5.68848,0.466064,0.134135,-0.775463,-0.0592937,0.291964,-0.314067,0.201043,-1.00798,-0.302496,-0.656326,-0.379508,-0.272251,0.374107,-0.0376573,-0.29091,-0.106151,-0.348861,0.191171,0.167321,-0.631565,-0.43889,0.450784,0.465828,0.572374,0.112026,-0.209894
7.69395,0.902921,0.2,4,15,0,5.48059,0.44595,-0.160957,-0.603555,-0.18866,-0.290105,-0.16753,0.140229,-1.16484,-0.336527,-0.256976,-0.737857,-0.571973,0.468469,-0.118773,-0.637308,0.263856,-0.140142,0.332266,0.307286,-0.152993,-0.676136,0.140408,0.296427,0.364705,0.0899364,-0.125146
6.19219,0.0622796,0.2,4,15,0,11.7761,0.475015,0.912592,0.487433,0.193606,-0.926586,-0.486845,-0.484272,-0.228095,-0.341219,-0.689387,-0.319694,-0.0922754,0.721773,0.117666,0.17165,0.186821,-0.541051,0.153483,-0.046222,-0.49839,-0.421598,0.400859,0.296863,0.61799,0.0803043,0.298426
-1.87651,0.498923,0.2,4,15,0,14.6131,0.598952,-0.0845546,-0.859914,0.136045,0.647817,-0.38275,0.21099,-0.153145,0.787145,0.859658,0.0443347,0.103524,-0.198671,0.160184,0.100309,-0.0731428,0.428691,0.652797,0.0031855,0.989079,-1.39585,-0.418703,0.903241,-0.773757,-1.47176,0.121654
0.546303,0.996761,0.2,4,15,0,12.1948,0.61493,0.348608,0.380077,-1.6466,0.23084,-0.634771,-0.136852,-0.202743,-1.04038,-0.497647,-0.125688,-0.166305,-0.676553,0.140174,-0.795033,-0.123118,0.286035,-0.123478,0.164864,0.0711101,1.09931,0.114765,-0.446791,0.378672,0.468411,0.701329
-0.730254,0.155004,0.2,4,15,0,13.8159,0.601151,-0.412809,-0.509726,0.820787,-0.433429,-0.201092,-0.166951,-0.286906,0.497708,1.39716,0.883687,-0.173794,0.0885899,-0.245566,0.933623,0.0553455,0.623664,0.955918,0.140868,0.181751,-0.824156,-0.334815,1.15294,0.208452,-0.00761574,0.652012
-19.9367,0.736535,0.2,4,15,0,26.3197,1.42335,0.639862,0.85647,-0.197709,-1.72154,0.702595,-0.7146,1.52163,0.232477,1.44934,-1.51894,-0.316359,0.194481,-2.07926,1.01731,-1.75284,-0.37098,-0.979989,1.75976,-1.44758,1.90227,-2.52617,-2.70882,-0.97266,-0.0822688,-0.958786
-19.6743,0.996621,0.2,5,31,0,27.9459,1.3231,-1.0751,-1.13422,0.988239,0.930252,-0.53671,1.23383,-0.757352,0.166043,-1.55251,0.645918,0.367366,-0.401721,1.1796,-1.29776,1.18027,-1.11202,0.223641,-2.6876,1.84249,-1.89994,3.15311,1.71914,0.436197,-0.919398,1.13188
-16.9618,0.990185,0.2,5,31,0,31.7938,1.27225,1.47907,0.145454,-0.78394,-0.406313,1.14939,-0.719259,0.830358,-0.370762,2.20867,-0.510693,0.172491,0.532731,-1.29451,1.52684,-1.05879,0.949081,-0.517467,1.31183,-1.37715,2.61955,-2.06835,-1.0726,-0.546548,1.25822,-0.847227
-10.7374,0.797464,0.2,4,15,0,24.6612,1.12146,-1.27162,1.21451,1.15877,-0.422786,-0.109413,-1.16557,0.462063,-1.52552,-0.0328862,-0.224621,-0.063416,-0.713241,0.46439,-0.0706434,-0.350469,1.48347,-1.09195,-0.407797,-0.565918,0.309535,-2.00263,-1.07235,-1.05674,0.256418,-0.401911
-15.0975,0.98969,0.2,4,15,0,21.7346,1.30003,-0.553337,-0.795827,0.458691,-1.58481,-1.43349,0.05426,0.588017,-1.33051,2.0558,-1.36425,-0.252024,-1.66591,0.585747,0.434,-0.66735,2.24358,-0.257337,-1.31084,1.14142,0.434481,-1.67494,-0.188947,-0.426654,0.588726,0.103332
-12.8496,0.576061,0.2,5,31,0,26.1788,1.15018,-0.162251,-0.109129,0.714491,-1.04388,-1.47607,0.0115216,-0.122253,-0.579151,1.69058,-0.823907,-1.05918,-1.2468,0.124233,-0.44126,-0.828415,2.98589,-0.516116,-0.830283,0.311658,0.853304,-0.572148,-0.520558,-0.421304,1.42245,-0.381476
-6.00108,0.994131,0.2,4,15,0,20.4217,0.804667,-0.145104,-1.32888,-0.243231,1.85213,1.22875,0.053227,0.843789,0.593531,0.235944,0.170357,-0.154044,-1.01453,0.519672,0.0932566,0.343217,1.37626,0.104134,0.514787,0.984391,-0.877814,-0.334532,-0.0520083,0.191589,0.865743,0.530105
-5.75524,0.998047,0.2,4,15,0,16.6135,0.798584,-0.0708361,-0.679346,-1.62201,1.30009,1.04054,0.580606,-0.0512778,1.17921,-0.289155,0.241467,-0.606327,-0.0700672,-0.940123,-0.303548,1.74555,0.0564243,-0.402216,-0.0680585,-0.431884,-0.00874611,0.530634,1.05787,0.260677,-0.153142,0.4406
0.502576,0.924473,0.2,4,15,0,14.9604,0.637807,-0.478025,0.197196,1.00764,-1.16075,-0.581839,-0.671536,0.431138,-0.507295,0.0125162,0.190877,0.407998,0.677287,-0.192428,0.6844,-1.39932,0.255332,0.323634,-0.629737,0.0331907,-0.787239,-0.183303,0.284222,-0.101845,-0.114505,0.201864
0.567505,0.827063,0.2,4,15,0,11.5851,0.502272,-0.534389,0.44274,-0.306998,0.498632,-0.0318124,0.722908,-0.33327,0.763904,-1.07705,-0.535344,-0.881755,-0.391798,0.382335,-0.0964215,1.00395,-0.367077,-0.24545,0.998034,0.108317,-0.0127291,-0.185234,0.162672,0.556695,0.922191,-0.193473
13.3749,0.946977,0.2,3,7,0,5.00622,0.368489,0.473973,-0.083512,0.284673,-0.220078,0.263592,-0.692196,-0.105974,-0.147626,0.715329,0.126869,0.212485,0.344868,0.0775574,0.465067,-0.538468,0.0213875,-0.236281,-0.319927,0.0659232,-0.42857,0.0166285,-0.473683,-0.250209,-0.245349,0.177817
9.67331,0.212786,0.2,3,7,0,-0.626023,0.412633,0.260625,0.235337,-0.0965313,-0.0796878,0.55407,-0.497924,-0.689388,0.391352,-0.0889085,0.534674,-0.396636,0.476175,0.0312013,0.357456,-0.248357,0.285295,0.353967,-0.756774,-0.246792,-0.160201,0.177534,-0.902237,-0.0989972,0.0561646,0.14886
10.9631,0.712832,0.2,2,7,0,-6.09385,0.406883,0.470286,0.24458,-0.055105,-0.0151689,0.488935,-0.348752,-0.467692,0.294662,-0.0955795,0.460262,-0.410896,0.45858,0.147413,0.174388,-0.217961,0.137816,0.326729,-0.665474,-0.276747,-0.1874,0.286145,-0.951573,-0.123871,-0.0459947,0.421175
9.52307,0.179984,0.2,3,7,0,-0.00516002,0.550535,0.398653,0.334554,-0.0771764,-0.195966,0.367361,-0.271017,-0.218961,0.223823,0.0235664,0.495659,-0.308137,0.76028,0.0896289,0.107324,-0.0132904,0.134329,0.0118207,-0.687082,0.102009,-0.339791,-0.0608579,-0.817212,-0.0584298,0.0372734,0.217728
7.54351,0.430656,0.2,3,7,0,4.88648,0.357251,0.644722,0.346353,-0.128341,-0.385864,0.287361,-0.536584,-0.288283,0.577441,0.14022,0.307765,-0.283849,0.490733,0.26439,-0.0604277,-0.169959,0.555856,0.0461983,-0.712696,0.147392,-1.00896,-0.155056,-0.672876,-0.0922274,0.0196316,-0.0878423
-0.298371,0.243986,0.2,3,7,0,8.89886,0.430743,0.282425,-0.460402,-0.338665,-0.188379,0.137798,-0.786362,0.270485,-1.30299,0.45062,0.380449,0.527658,0.123223,-0.11007,-0.968409,-0.963985,0.0865183,0.488154,-1.18532,0.326236,-0.168947,-0.329631,-0.291664,-0.126853,-0.378914,-0.312855
0.1988,0.819614,0.2,4,15,0,14.0225,0.725031,0.0209403,-0.270724,-0.258487,0.0794905,0.639822,-0.352813,-0.125589,-1.56425,0.063507,0.171264,-0.166707,-0.293783,0.145627,-0.743143,-0.852813,-0.244259,-0.72437,-0.642215,0.936521,-0.437206,0.0173943,-0.867124,0.165399,-0.528919,-0.396902
0.158079,0.996845,0.2,4,15,0,8.71402,0.510462,-0.0919976,-0.100984,0.00227486,0.339822,-0.731927,0.236288,1.02669,1.88465,-0.0820228,-0.907195,0.27836,0.506371,-0.320712,0.076762,0.128232,0.0113143,0.536665,0.469337,-0.350779,0.3094,-0.563921,0.350779,-0.319069,0.625099,0.198108
-1.27997,0.783372,0.2,4,15,0,13.9001,0.538999,0.278322,0.327613,0.110199,0.427957,-0.405672,0.119349,1.22677,1.70694,-0.0806611,-1.107,0.592783,0.631145,-0.317084,0.203536,-0.15295,0.412347,0.627909,0.378706,-0.318793,0.293958,-0.682846,0.302335,-0.570681,0.577918,0.339464
-3.72634,0.899928,0.2,4,15,0,12.3449,0.564489,-0.251927,-0.108383,0.426846,0.941608,0.94542,0.787681,-1.14559,-0.704028,0.650974,0.775497,-0.230327,0.441098,-0.248029,0.16704,-0.413611,-1.33391,-1.00067,-0.539218,-0.631382,0.270654,0.734708,0.0949278,0.675331,-0.278032,0.696182
-2.26808,0.929956,0.2,4,15,0,14.43,0.648105,-1.45303,-1.10482,0.133386,0.586556,1.18415,0.530072,-0.483366,0.806972,0.589098,0.599972,0.314314,0.277153,-0.12759,0.551047,-0.373715,-0.909297,-0.74146,0.386584,-1.03715,0.0965831,0.0659136,-0.0250948,0.221868,-0.592976,0.0957169
-6.01854,0.711167,0.2,4,15,0,17.7395,0.896383,-0.368695,0.179153,0.842212,0.286279,1.20889,0.23487,-0.181787,-0.170294,-0.535984,0.0105906,0.9411,-1.6023,-1.68676,-1.08329,0.859941,0.494531,0.141302,0.301264,-0.0811325,0.899969,0.212264,-0.440402,-0.489233,0.877185,0.602315
-8.96126,0.948201,0.2,4,15,0,19.3024,0.794188,-0.317045,0.243963,-0.106445,-0.185343,-0.470262,0.778146,-1.17397,-0.0620554,0.54177,-0.555198,1.31969,1.35129,2.21951,0.438594,0.798405,1.13893,0.0421123,-0.368872,-1.68566,-0.401871,1.17917,-0.152791,-0.179798,0.020183,0.11112
-7.66283,0.0862405,0.2,3,14,1,21.4202,0.660845,-1.24229,0.198324,-0.848509,-0.852192,-0.772435,0.470369,-1.08031,0.18849,0.748519,0.399855,0.018234,0.882417,1.77277,1.22923,-0.122772,0.776575,-0.228674,-0.449855,-1.10382,-0.506858,0.873159,-0.618225,-0.327818,0.167705,0.724327
-7.60122,0.417518,0.2,4,15,0,18.5083,0.661872,-1.0334,0.132522,-0.968,-1.16,-1.07405,0.383114,-1.04054,-0.117257,0.802241,0.537611,-0.226931,0.628613,1.75899,1.29272,-0.34111,0.757821,-0.150149,-0.270308,-1.04219,-0.325825,0.574092,-0.530594,-0.613988,0.0215774,0.663089
-6.36891,0.94959,0.2,4,15,0,23.1994,0.824718,0.767304,0.328493,0.333196,0.856598,0.570934,0.878393,0.285087,-0.33664,-1.28618,-0.591583,-1.09477,1.36724,-0.0442452,-0.312662,0.0154022,-0.337598,0.691464,1.03094,-0.891234,0.708558,-0.160809,-0.922184,-1.6603,-0.5074,0.238258
-8.30504,0.885466,0.2,4,15,0,17.9592,0.841779,-1.65247,-0.39894,-0.214604,-0.414923,0.711613,-0.310394,1.59786,-0.335351,-0.449474,-1.18334,-0.376799,-0.40113,-0.552432,-0.898995,-0.625276,0.0644362,0.411056,0.119708,-0.230025,0.658489,0.0457757,-0.800736,-2.06734,1.47874,0.0920804
-9.54983,0.988246,0.2,4,15,0,20.7955,0.874296,0.250698,-0.318702,0.191064,-0.186102,-1.00783,0.396793,-0.269199,2.18941,-0.707609,-0.834041,-0.928716,0.0735991,-0.549549,-0.0698458,1.19131,1.28432,0.509524,-0.843777,0.390947,0.428977,1.82825,0.543477,0.783796,1.42573,-0.39469
-10.9404,0.660329,0.2,4,15,0,19.1965,1.06988,1.06201,-0.444705,-0.0630143,0.197219,-1.00365,0.762169,-0.189859,2.11137,-0.216458,-0.545476,-1.10717,0.776405,-0.51081,0.25441,0.896037,1.05186,0.231992,-1.21409,0.7125,0.400792,1.82666,0.454902,0.941374,1.56516,-0.504744
-16.4464,0.698697,0.2,5,31,0,27.2798,1.28538,-1.34858,0.565421,0.081851,-0.250724,1.27412,-0.964912,0.243748,-2.68062,0.271912,0.688266,1.40786,-0.986671,0.647871,-0.326488,-1.13753,-1.33052,-0.294533,1.54247,-0.902129,-0.504398,-2.32111,-0.574602,-1.19219,-1.98618,0.642396
-11.4346,0.686572,0.2,5,31,0,27.1628,0.790453,0.4278,-0.481546,0.260878,0.561322,1.02447,0.977526,1.32056,0.497066,-0.963089,0.0250012,-0.0404357,1.31402,-0.488091,-0.985533,0.748654,-1.31421,-0.434259,1.27834,-1.83594,0.719928,-0.341545,-0.85799,0.724988,-1.8022,-0.111164
-9.35231,0.978995,0.2,4,15,0,22.4951,0.702899,0.288892,0.107658,-0.110243,0.483527,-0.700896,-1.27595,-0.315412,-0.873077,0.594469,0.19009,0.257288,-1.51372,0.666449,0.33758,-1.19972,1.22206,-0.309335,-0.343213,1.16708,0.144696,-0.013963,1.02468,-0.305313,2.28737,0.207086
2.77868,0.540922,0.2,4,15,0,15.3238,0.450846,-0.203392,0.172299,1.10379,-0.54389,-0.362002,-0.323428,0.702186,-0.305342,0.106473,0.0633269,0.0964854,0.940748,-0.708129,-0.727216,-0.264249,-0.509375,0.202682,-0.0462124,0.22018,0.582146,-0.0398106,-0.194704,0.203022,-0.875281,0.827255
3.56923,0.98812,0.2,4,15,0,8.90204,0.461092,-0.00181663,-0.474728,-0.507093,-0.645577,0.191539,0.28338,0.261384,-0.0467705,0.283478,-0.423943,0.0812689,-0.511974,-0.922117,0.672135,-0.91678,9.13633e-05,-0.691292,-0.217694,0.714566,-0.0533576,0.046132,-0.55087,-0.0385642,0.423886,-1.04595
6.92168,1,0.2,3,7,0,4.82025,0.513271,-0.669327,-0.647963,-0.324976,-0.177378,0.176223,0.438388,0.380791,-0.509226,0.560725,-0.0529675,-0.107573,0.0102283,-0.476706,0.711946,-0.501651,0.358449,-0.0247001,0.410911,0.80145,-0.146894,0.26367,-0.0849221,-0.00922067,0.383484,-0.803949
9.8884,0.721314,0.2,4,15,0,4.60424,0.369008,0.549402,0.43055,0.28059,0.445725,-0.143817,-0.342441,-0.272862,0.816715,-0.0669301,0.263769,0.172484,0.00563136,0.161338,-0.56516,0.542439,-0.166273,0.371593,-0.32824,-0.473173,0.220109,-0.574065,0.217473,-0.367001,0.0679155,0.609484
3.89556,0.75013,0.2,3,7,0,4.69208,0.481615,-0.695863,-0.551658,-0.378152,-0.56757,0.16612,0.40087,0.355244,-1.06655,0.0751934,-0.339741,-0.226574,0.0160486,-0.213464,0.724226,-0.707539,0.23014,-0.496404,0.433201,0.584744,-0.29414,0.749668,-0.273676,0.479102,-0.0902773,-0.762977
4.58988,0.266756,0.2,4,15,0,9.76603,0.53796,-0.118909,-0.364747,-0.0977285,-0.980499,-0.179582,0.438342,0.376699,-0.654025,-0.358243,0.0979194,-0.115763,-0.138985,0.26215,0.13819,-0.164422,-0.0607147,-0.509592,0.380408,0.347887,0.271745,-0.200201,-1.00328,0.360394,0.358576,-1.35666
-4.73039,0.147555,0.2,4,15,0,12.8781,0.876283,0.189202,-1.71377,-0.112436,-0.622034,-0.327927,1.03468,-0.0810503,0.0897347,-0.0213148,0.204869,-1.44718,-0.467659,-1.04938,1.16377,0.506042,0.418022,-0.832378,0.27453,-0.0451131,-0.33191,0.151438,-0.610308,-0.299435,-0.379454,-0.866288
-3.78706,0.766443,0.2,4,15,0,16.3825,0.659778,0.504771,1.54157,0.110499,0.472833,0.191488,-0.787615,0.907248,-0.519274,0.285467,-0.850002,1.20086,0.189657,0.804808,-0.991803,0.0340485,-0.535736,0.798277,-0.00389321,0.800387,-0.0122802,-0.36284,-0.753755,0.168578,0.535017,0.924285
3.06968,0.935425,0.2,4,15,0,12.6735,0.594379,-0.308488,0.135786,-0.763929,-0.494711,-0.160182,-0.335854,-0.142999,-0.547687,0.315685,-0.199516,0.0664749,-0.024455,0.206107,-0.100525,0.0729448,0.274038,-0.936424,1.52188,0.69213,-0.103864,0.81337,-0.221314,-0.307597,-0.0602549,-0.685066
8.99724,1,0.2,3,7,0,4.99651,0.360117,-0.111327,0.237028,0.579317,0.301426,-0.11901,0.302387,0.161973,-0.0925122,0.488703,0.153509,-0.0561195,-0.810722,-0.0688078,0.0957171,-0.844837,-0.0496186,0.0268463,-0.502496,-0.745052,0.629672,0.0238974,-0.0150824,-0.51566,-0.094663,0.50328
4.81753,0.89831,0.2,3,7,0,6.02035,0.484947,-0.0371535,0.501546,-0.477773,0.405817,-0.260938,-0.232792,-0.0591066,0.042008,-0.811342,-0.596554,-1.09658,-0.00260936,-0.323809,0.746207,-0.837863,-0.427843,-0.335686,-0.57249,-0.268176,-0.601926,-0.553416,0.200857,0.167864,-0.32647,-0.0680657
2.171,0.403727,0.2,4,15,0,8.95959,0.45243,0.412822,0.143256,-0.46642,-0.548074,-0.689514,-0.528016,0.0212047,-0.110932,0.567215,0.0314328,0.0152885,0.353523,0.995922,-0.0208739,0.419058,-1.18884,-0.533947,-0.303889,-0.0288577,0.278815,0.114196,-0.020321,-1.20372,0.580228,-0.372944
-0.582849,0.94483,0.2,4,15,0,10.2843,0.502347,-0.40861,-0.214067,0.439312,0.48218,0.650209,0.655497,-0.0979031,0.0493798,-0.624784,-0.135941,0.0440615,-0.467919,-1.0933,0.0758127,-0.617158,1.30121,0.582724,0.295027,0.190191,-0.343167,-0.372678,0.182027,1.38506,-0.582726,0.456396
-7.77849,0.304807,0.2,4,15,0,15.316,0.578496,0.60307,-0.477533,-0.15294,0.160113,1.41173,0.138674,0.834403,-0.277546,-0.769577,-0.500464,0.590632,-1.41886,0.15938,-0.425537,-0.960394,1.68961,-0.462114,0.483839,0.974958,-1.22662,0.424586,0.111841,0.473383,-0.128181,0.187331
-10.8591,0.522692,0.2,4,15,0,19.7957,1.18858,1.08795,-0.367758,0.0848618,0.312466,1.96174,-0.281089,0.593016,-0.510727,-0.709622,-0.262462,0.57347,-1.17922,0.535719,-0.386997,-0.707089,2.48668,-0.965126,-0.00571935,0.486185,-1.21172,0.466383,-0.288682,0.339218,0.50263,0.253794
-12.3547,0.229174,0.2,4,22,1,26.4219,0.67874,0.976357,0.43734,0.697681,-0.232672,2.44141,-0.115872,0.771318,0.0707401,-0.558267,-0.491547,1.06135,-0.952791,0.636798,0.336937,0.168747,2.14622,-1.32659,0.120901,0.380779,-1.17462,0.678046,-0.221585,-0.34481,-0.02454,0.0271232
-10.7658,0.647762,0.2,4,15,0,23.0612,1.18313,1.00434,0.224786,1.06581,-1.08551,2.33505,0.182951,0.960401,-0.319355,0.0542101,-0.640996,0.481569,-0.241215,0.423252,0.292705,0.26221,1.92097,-1.36042,0.260363,0.790082,-0.59062,0.68951,-0.349654,0.19767,0.230008,0.656171
-9.35072,0.418637,0.2,4,15,0,22.2098,0.907368,0.803984,0.244141,0.934169,-1.05885,2.39691,0.454482,0.953059,-0.764804,-0.0486549,-1.0087,0.777288,0.142061,0.310953,0.438862,0.304405,1.77733,-1.46719,0.452321,0.690787,-0.469027,0.680452,-0.263967,-0.0527617,0.0467244,0.49144
-6.89023,0.866883,0.2,4,31,0,23.893,0.88385,0.913559,0.59536,0.40297,-1.90046,1.15844,-0.576375,0.455145,0.107094,-0.114503,-1.33527,0.214807,0.397333,0.512735,0.384481,-0.547753,1.10527,-0.702384,0.256827,-0.500168,-0.158016,0.266981,-0.910466,-1.35388,0.264588,0.949186
-10.4825,0.987785,0.2,4,15,0,20.4769,1.02961,0.177506,-0.642268,-0.371866,-1.63063,1.05627,0.14214,-0.192405,0.0315537,-0.458495,-0.499227,-0.0023707,0.45256,1.64691,0.824764,1.50197,0.464419,-0.567604,-0.973851,0.930561,1.42205,0.507234,0.120362,-2.1877,-0.672886,-0.0495933
7.92974,0.994663,0.2,4,15,0,14.7395,0.432062,0.138681,-0.128836,0.034036,0.214628,-0.485243,0.31885,0.571243,0.23316,0.645485,0.0469259,0.197724,-0.805064,-0.894638,0.0630052,0.0320781,-0.331281,0.714122,0.139075,-0.0403752,-0.376152,-0.236803,-0.261925,0.623964,0.556629,-0.486545
7.52085,0.881347,0.2,4,15,0,5.46962,0.43066,0.427633,0.322281,0.0103035,0.0829938,-0.198786,0.475596,0.755132,0.107705,0.67693,0.201698,0.0574065,-0.616279,-0.830978,0.272588,0.228201,-0.0372208,0.282299,0.09894,-0.140601,-0.457567,-0.113307,-0.519069,0.79582,0.354135,-0.710629
6.37272,0.525424,0.2,4,15,0,8.79606,0.540259,-0.276812,-0.141565,-0.00433469,-0.0847389,0.117622,-0.830823,-0.894505,-0.206435,-0.780577,-0.315399,-0.0645232,0.394753,0.802641,-0.325427,-0.306256,-0.140772,-0.299998,0.118087,0.10534,0.482916,0.33649,0.315678,-0.800782,0.0454658,0.555794
6.80514,0.974894,0.2,3,7,0,5.17096,0.421102,0.235423,0.461529,0.264082,-0.417203,-0.15446,0.411565,1.10531,0.564204,0.152771,-0.289052,-0.00589125,-0.858826,-0.61,0.512589,0.624202,0.0264456,-0.370104,-0.46526,-0.293316,-0.191283,-0.193006,-0.165156,0.0284049,-0.190836,-0.501608
4.66097,0.152129,0.2,3,7,0,9.65773,0.670307,0.150767,0.195712,-0.0455792,-0.631002,-0.0986615,0.284801,0.603864,0.385679,0.0355882,-0.371668,0.196354,-0.812141,-1.05244,0.741583,0.244083,0.109456,-0.392318,-0.644768,-0.0979502,-0.138438,-0.0804606,-0.25273,0.0477205,-0.193938,-0.274737
