# stan_version_major = 2
# stan_version_minor = 23
# stan_version_patch = 0
# model = funnel_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 0
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 0.20000000000000001
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 48393939
# output
#   file = output.csv (Default)
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,tau,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16,theta.17,theta.18,theta.19,theta.20,theta.21,theta.22,theta.23,theta.24,theta.25
# Adaptation terminated
# Step size = 0.2
# Diagonal elements of inverse mass matrix:
# 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
-36.4156,0.407738,0.2,4,23,1,53.1732,2.4458,3.47537,1.17465,2.53119,5.53838,2.1069,1.22328,-1.66237,-0.673405,3.95805,-1.09328,3.56259,0.0817417,1.21089,-1.80417,7.22926,-2.12418,0.475245,0.779761,-0.32055,0.522206,-0.18329,1.83667,0.879556,-3.67447,-2.29202
-38.6181,0.282666,0.2,4,28,1,46.7217,2.27029,4.09314,0.494808,3.76473,5.46444,1.1365,2.53331,-2.45906,-0.653697,3.9299,-0.844706,4.3678,0.743464,-0.0969165,-2.05116,7.13557,-0.619887,0.161607,-0.341664,-0.595152,0.903907,0.610092,2.46055,1.57575,-2.3645,-3.15555
-40.2111,0.564507,0.2,4,31,1,53.3713,3.31164,7.93444,-1.67518,3.7081,4.82612,0.00358222,0.487254,-2.76213,-0.828294,3.20976,-1.99719,6.02049,2.74236,-0.269222,-0.886924,4.81544,-2.83771,0.119888,1.08244,-0.5934,1.18203,-0.109388,1.5924,0.237919,-3.9925,-3.90866
-42.7518,0.66074,0.2,6,63,0,54.8719,3.62224,-8.34114,1.92469,-2.48087,-7.11433,-0.729466,-1.20783,1.563,0.851296,-4.19306,3.20806,-6.25153,-1.94526,-0.234544,1.42217,-4.80103,4.27731,-0.24384,-1.20223,0.769684,-1.84249,2.46756,-1.15427,-0.507293,2.99402,4.54229
-38.0816,0.998921,0.2,6,63,0,51.9891,2.81337,6.86027,-1.61073,2.28974,5.84401,0.223467,0.941066,-2.01219,-0.624928,4.23458,-1.90806,5.1617,1.51348,0.394708,-1.14608,4.06136,-3.84096,0.641243,1.07421,-0.605007,1.18425,-2.21502,0.664361,0.282748,-2.45391,-3.23347
-44.3887,0.892979,0.2,6,63,0,55.5809,3.79591,2.02335,4.2582,-3.92781,-6.37888,-5.81885,0.0750388,2.5021,-1.55158,-1.09265,-1.23501,-4.62883,-0.937685,-1.49672,-3.85999,-0.969963,4.67906,-5.83031,-6.36967,-1.87814,1.615,-1.67287,4.78355,0.940987,5.2416,3.59492
-38.9268,0.941641,0.2,6,63,0,56.744,3.19993,-2.56461,-4.15383,5.64524,1.44793,5.8215,3.62012,-1.35247,0.099029,4.41019,-0.706411,1.54518,0.106182,-2.87361,2.06726,3.56566,1.30789,1.92983,1.62904,0.918981,0.197477,-2.56337,-4.72866,-3.99194,-2.40789,0.00836118
-39.5134,0.154522,0.2,4,28,1,49.8875,3.16626,-1.79784,-4.28609,6.40764,1.45209,5.86015,3.73341,-1.91733,-0.0929099,4.44219,-1.16376,1.6558,0.261305,-2.96045,1.45841,3.3239,1.39177,2.34163,2.07402,0.99382,-0.0689573,-2.47336,-4.5001,-4.35741,-2.38911,0.354425
-38.9853,0.164824,0.2,3,13,1,51.0843,3.11883,0.662661,-4.88487,4.21947,2.91493,5.80965,4.85341,-1.27148,0.107387,4.61967,-1.57849,0.710876,-0.706647,-2.34901,1.93068,3.94077,1.52355,2.86813,1.08844,0.757553,-0.493143,-1.90025,-3.36882,-5.36951,-1.11692,0.311441
-49.655,0.992762,0.2,6,63,0,58.3838,4.27344,15.3169,0.527312,-7.38555,0.0597013,-0.357952,-3.52189,-0.934706,-0.316757,-6.71963,0.0401616,-4.77727,0.352738,2.08971,2.43477,-0.0133664,1.43665,-3.6196,-0.853286,4.98862,0.238684,-2.39693,1.69485,1.96909,1.46092,-8.16045
-54.5563,0.998034,0.2,6,63,0,62.41,5.29972,17.5642,2.64213,-9.23428,3.10935,-1.49654,-0.648032,-0.995968,1.3766,-9.29758,0.0813261,-2.42926,-0.475384,0.0972375,4.02548,-0.53243,3.73796,-2.08879,-3.36694,6.38067,0.500789,-2.32356,3.72211,2.26123,1.84402,-10.2594
-56.0702,0.955756,0.2,7,127,0,68.3441,5.50597,-18.1338,-2.65742,9.90886,-3.20965,1.30326,1.57458,0.851038,-1.88074,10.0147,0.659384,2.90327,0.501129,0.0610047,-4.00213,-0.439114,-4.33983,3.08293,3.72933,-7.09274,-1.13659,1.92192,-3.84064,-1.72628,-1.76431,10.8823
-51.5634,0.875842,0.2,7,127,0,67.5359,4.61643,2.90209,6.48883,3.3444,-5.61831,-4.68816,0.117272,9.3181,-1.58963,-6.14155,1.27832,-1.59585,10.4586,0.755859,-9.39237,4.4359,7.81553,-1.81892,-2.67865,2.46097,2.44097,-2.04839,0.593864,1.72445,-5.16077,-0.694204
-37.1896,0.995985,0.2,6,63,0,58.4807,2.75537,0.304223,-0.926926,-3.0584,2.54066,2.55554,-4.71079,-7.17099,0.67813,2.40044,-1.92641,-1.87554,2.66062,-4.22803,-0.720658,-1.27351,-2.28009,1.55581,-0.217835,2.51108,-2.02027,3.14114,1.54743,-0.0444492,4.35471,1.48198
-43.4753,0.611817,0.2,6,63,0,54.0183,3.33063,3.23208,1.13908,-5.0917,-5.64646,0.50391,3.24717,7.1743,-2.14967,-1.54812,3.33171,0.0631532,-0.374594,8.98444,2.54886,2.71534,-1.15085,4.02289,2.60132,0.0738945,1.14182,5.34778,2.63899,-0.543908,-1.53146,-1.33109
-36.4853,0.932236,0.2,6,63,0,51.7218,2.94216,-2.33576,-0.591131,3.90557,4.237,-0.417604,-2.58959,-5.35758,1.69028,1.35283,-2.35886,-0.199838,0.341084,-6.7102,-2.05404,-1.76402,0.571153,-2.9762,-1.92634,-0.0657523,-0.990631,-3.95598,-2.24685,0.557466,1.1841,1.13637
-37.8079,0.261958,0.2,4,31,1,45.2734,3.52367,-1.98108,-0.677533,3.58394,4.55817,0.82391,-2.88762,-5.66591,1.53273,1.8548,-2.22653,0.351432,0.814247,-6.45262,-1.65539,-1.58364,0.281336,-3.19995,-0.928655,0.63615,-1.03014,-3.81244,-1.96619,-0.00269682,1.10981,1.12958
-36.7163,0.528522,0.2,4,26,1,53.6972,2.19452,-2.91032,-1.34966,3.25583,3.72249,0.289584,-2.64935,-6.03131,2.84406,1.01078,-1.40148,0.236526,0.643337,-7.09428,0.781687,-3.1296,0.0283972,-1.53403,0.966254,1.90023,-1.71432,-0.873204,-2.33131,-0.637123,1.00551,1.19273
-30.5919,0.673547,0.2,5,55,1,46.9881,1.94168,4.18732,0.00410722,-0.939345,0.136363,-5.10943,-1.83105,3.73558,-0.124385,0.612602,0.661006,1.38254,1.43277,2.49283,1.6221,3.5463,-0.788221,1.8084,-0.738812,-2.18892,0.659262,0.337264,1.35335,-1.17575,1.66578,-2.27662
-30.5919,0.0126318,0.2,4,21,1,42.9311,1.94168,4.18732,0.00410722,-0.939345,0.136363,-5.10943,-1.83105,3.73558,-0.124385,0.612602,0.661006,1.38254,1.43277,2.49283,1.6221,3.5463,-0.788221,1.8084,-0.738812,-2.18892,0.659262,0.337264,1.35335,-1.17575,1.66578,-2.27662
-30.8968,0.654023,0.2,5,31,0,43.0762,2.49731,0.456758,2.66619,-4.55769,0.550384,-4.08685,-1.28159,2.42576,-0.413431,1.71778,3.04698,-0.0577595,-0.524988,3.02924,3.7044,-1.24575,-1.54617,0.171409,-1.52098,-2.49497,0.296132,0.0623425,1.74821,-1.33856,0.124046,-1.18912
-28.1815,0.927315,0.2,5,31,0,34.7031,2.21772,0.269411,2.4736,-4.16127,-0.136427,-3.00582,-1.08807,1.42155,-0.941404,1.4533,3.07843,0.496986,-0.161814,2.9823,3.39055,-0.858279,-1.08036,0.360707,-2.19963,-2.25866,0.00710574,-0.639656,1.36407,-1.49481,-0.512815,-0.919449
-32.2185,0.501634,0.2,5,43,1,44.2078,2.7187,-1.30063,0.792913,-1.56237,-4.69083,-3.33473,-1.52519,1.72424,1.51789,-1.52737,1.52963,-1.04137,-0.484112,2.41054,1.66866,5.03719,1.45854,-2.64377,-1.786,0.0226674,0.226961,-2.74949,-2.30028,0.529424,1.05092,1.82313
-30.6962,0.641416,0.2,5,43,0,44.3719,2.44014,3.34507,-2.75645,-2.47392,-2.87404,0.555952,1.67422,-3.25946,3.42007,0.898281,1.56534,-1.63476,2.24095,2.26924,-2.13305,1.11309,1.35732,2.5038,1.45193,0.306888,-0.361713,1.88292,1.90172,-2.33653,-0.637919,-1.64021
-30.6962,0.0655796,0.2,3,12,1,43.371,2.44014,3.34507,-2.75645,-2.47392,-2.87404,0.555952,1.67422,-3.25946,3.42007,0.898281,1.56534,-1.63476,2.24095,2.26924,-2.13305,1.11309,1.35732,2.5038,1.45193,0.306888,-0.361713,1.88292,1.90172,-2.33653,-0.637919,-1.64021
-33.8299,0.997684,0.2,5,63,0,42.5649,2.68073,-3.83893,3.16481,2.84057,3.29844,-0.671195,-1.91114,3.72538,-3.92469,-1.02996,-1.78279,1.87919,-2.57473,-2.60488,2.43977,-1.29369,-1.5609,-2.88373,-1.68095,-0.341507,0.429423,-2.16169,-2.16155,2.6757,0.735508,1.87612
-26.7438,0.974281,0.2,5,31,0,42.3016,1.75131,-1.73775,0.200667,0.361002,2.04401,-1.25629,-1.705,1.3873,-1.32527,-2.05607,-1.09405,-0.131639,-1.34215,0.743986,3.07987,-1.23639,-2.76952,-1.61413,-3.3409,-1.97412,-1.71344,-3.2733,-2.00674,1.549,-0.433001,0.751646
-24.4399,0.411342,0.2,4,30,1,41.1831,1.34837,-0.826,-0.376139,-2.6241,2.49407,0.534244,-0.601979,-1.516,-0.371432,-3.41376,1.00802,0.320258,-2.77807,0.150679,2.63245,1.91904,-1.27807,1.02156,-1.00666,-2.33595,0.888685,-1.13641,-0.553815,1.49301,-0.504849,-0.508702
-22.4276,0.22411,0.2,4,18,1,42.7549,1.87176,-0.994315,0.152352,-2.62829,1.30766,0.234298,-0.493382,-1.69877,-0.286523,-1.95401,1.71343,-0.150345,-2.83516,0.43355,1.98719,1.32868,-1.24703,1.10092,-1.21009,-2.2635,1.19088,-1.24752,-0.627671,1.87242,-0.434368,-0.578412
-26.1147,0.435581,0.2,5,31,0,37.4751,2.17125,0.373026,1.63218,-3.36071,0.873388,-0.140699,1.34081,1.08017,-1.09585,0.267966,1.73649,2.39227,-1.44366,1.45494,0.986534,-1.83262,-2.39902,2.17019,-0.213879,-2.46969,-0.311419,-0.248645,0.934453,3.22533,-1.90004,-0.521831
-27.2323,0.56677,0.2,5,31,0,40.5823,2.05206,-0.66609,0.351934,-2.47357,1.4529,-0.645663,1.62548,-0.12817,-0.150239,0.733868,-0.200016,-0.26304,0.0105946,-0.233499,0.800372,-0.147559,-2.69922,4.12846,-0.104422,-5.4053,-2.12362,0.413001,-0.0271796,2.16898,0.0459631,-2.42389
-25.795,0.702016,0.2,5,31,0,38.9448,2.06004,-0.613838,-0.808277,0.776845,2.70351,1.98988,-0.504545,1.012,0.646915,-1.67269,3.63359,3.06669,0.930316,1.76402,-0.126749,1.60636,0.869881,2.62645,-0.922039,2.20449,-1.17694,-1.00043,-1.4604,0.0239323,1.67618,1.56299
-44.1677,0.674675,0.2,6,63,0,49.2804,3.84149,-5.07163,-1.67893,6.44468,-1.19418,5.69227,-2.42895,4.35013,6.31131,-0.850844,-4.16756,-0.386304,-2.68034,2.72798,-0.0859037,-5.11457,-0.203784,-5.02343,-2.11906,1.46287,-6.57886,1.083,-1.34394,3.31248,3.02085,0.438068
-44.7701,0.95221,0.2,6,63,0,56.3384,4.02264,4.22851,2.44122,-6.98606,2.46372,-7.55723,0.660862,-3.80992,-7.13972,0.767675,2.53519,-0.0993588,3.34065,-2.18436,-0.484361,4.66576,1.45643,5.01241,0.664484,0.419806,6.36055,-2.24497,0.481216,-2.79711,-3.23495,-0.266096
-42.0692,0.989306,0.2,6,63,0,51.628,2.99529,-2.32036,3.88926,-3.23116,-0.390389,-5.14895,4.20306,-3.93444,-2.37994,1.54817,3.40606,2.32657,5.16203,-1.43128,0.72913,0.806959,-0.34005,5.42017,-0.735308,-0.3243,5.32125,0.541698,-3.3345,-4.51219,-5.91023,-1.61867
-46.6108,0.726244,0.2,6,63,0,55.9215,4.60879,-0.246473,3.70787,-5.36573,-0.0465233,-2.13556,9.13067,-3.47412,1.84827,1.71786,2.49659,4.39135,3.93675,0.143398,-4.92533,-0.499421,-5.80201,-0.402404,-2.25848,-0.597301,3.5197,-2.1111,-6.71139,-5.15584,-4.25179,3.43237
-39.3901,0.868623,0.2,6,63,0,56.4307,2.40442,-0.396942,-0.363467,1.15726,1.0294,0.67655,-4.2097,2.14111,-2.14451,-3.14003,0.78505,-4.43145,-5.54979,0.395329,-1.57321,1.75532,0.635431,-1.74224,1.21522,3.54338,-0.637549,6.80415,0.899229,-0.484428,4.85192,-4.77954
-40.3404,0.656431,0.2,5,63,1,47.6666,2.47222,-2.32491,-2.63326,1.86429,2.52582,1.07091,0.162813,0.640102,-0.957722,-2.8091,1.70033,0.254233,-4.15899,2.88388,0.788091,-0.676881,-0.163887,-1.15406,2.20476,3.8924,3.71771,4.95381,2.69645,-0.834726,6.66524,-7.0047
-41.3544,0.683893,0.2,5,55,0,50.3603,3.86524,-2.30369,-2.22999,1.98012,3.41907,-0.67855,-0.900133,-0.782211,0.447618,-1.72179,1.88213,-0.344496,-3.79544,2.36813,1.2761,0.836948,-0.857439,-0.442105,1.48274,4.88298,2.84439,4.26759,3.5916,-1.02545,9.16128,-5.76287
-42.2403,0.482693,0.2,5,42,1,52.2586,2.51152,-6.04551,2.20201,1.35243,2.81169,-1.72144,-0.619862,-1.00794,-2.11404,-5.10524,0.891249,2.82352,-1.42604,1.48017,0.611572,-0.486998,1.55388,3.26405,1.88932,0.81837,4.0815,3.74205,4.89864,-3.00328,5.19265,-6.48549
-39.91,0.396167,0.2,5,32,1,53.1845,2.22445,-5.28106,1.48952,2.76081,1.14797,-1.00886,-2.92234,-0.758335,-3.82346,-5.91194,1.59524,1.16618,-1.78297,2.69191,0.0670692,-0.55051,3.63566,2.13234,0.912623,3.43908,1.54438,1.49179,4.16961,-1.22979,2.41872,-5.40152
-38.7603,0.605914,0.2,5,38,1,52.6612,2.14762,-0.801143,2.9509,1.72211,-0.567285,1.978,-0.427039,2.26456,-3.37097,-5.11299,-2.4676,4.60818,2.06333,4.71642,-3.15606,-1.63974,1.07937,0.976913,2.20075,3.57195,-0.339595,1.77564,0.30377,-3.85729,2.05239,-4.23633
-29.1773,0.666771,0.2,5,34,1,47.5613,2.37111,0.565126,-0.26298,0.0566879,-0.867167,-1.41857,3.75426,-0.487399,-3.67174,2.72707,-0.556828,-0.166932,-0.170686,-0.2235,-0.745693,3.6709,-1.35071,0.700053,3.79703,-3.44661,-0.514355,1.47184,-2.33133,1.31847,0.712017,-0.00970589
-29.5265,0.627431,0.2,5,31,0,40.9457,1.66562,0.886382,-1.19776,-0.814108,-0.0832125,-4.37454,3.12721,0.272198,-0.618894,1.05452,-1.45562,0.972055,1.92211,0.32324,-0.440848,4.79646,-2.43274,0.953043,2.94352,-1.90717,-0.866067,-0.392372,-2.60417,2.12851,-0.433111,0.252829
-25.262,0.951883,0.2,5,31,0,37.261,1.79374,0.120321,-1.77208,1.23565,1.67486,-3.72834,1.0052,0.319027,-2.35992,2.35306,-1.93793,0.0359029,0.376921,0.579375,-2.0892,2.23412,-1.91264,-0.668315,-1.3446,-2.1435,-0.784913,1.1436,-2.21022,2.56754,-0.141895,-0.215248
-24.8318,0.294733,0.2,4,24,1,35.8294,2.16254,0.800443,0.0558421,-0.49428,0.377612,-3.92561,3.02487,-1.56435,-1.00496,0.196028,-0.853949,-0.0918785,-1.76965,-0.428644,-0.609942,1.65358,0.543012,-0.390597,-1.79142,-1.93138,-0.674599,0.935885,-0.940209,1.13052,-1.62386,-2.63214
-33.4387,0.565104,0.2,5,31,0,43.667,2.36428,-0.912155,2.09121,1.56969,0.307662,1.87869,-2.70981,1.59503,0.479804,-1.84777,-0.0923581,3.75874,0.333484,-2.06611,0.695748,-1.86622,-3.38251,0.823282,-4.45954,2.19669,-1.5411,1.58035,2.58443,2.48786,6.09071,-0.712318
-28.4446,0.385745,0.2,5,33,1,53.9209,2.07408,-1.63906,-1.61294,3.21243,-0.495487,1.76989,0.507262,-0.409867,-0.0664137,-0.993465,-0.791555,2.59402,-2.64542,0.21228,0.752733,0.229069,1.1116,0.769588,-1.97798,0.99032,-3.13417,1.21904,0.284848,-2.60408,5.47994,-1.30081
-29.8745,0.996822,0.2,5,31,0,41.2899,1.97211,-0.879134,2.55504,0.737836,3.87622,0.696572,-1.92742,0.266775,2.1479,2.3832,0.243115,-1.62159,2.79813,1.56685,0.286597,-0.876093,-1.89846,1.42293,-0.933142,0.849592,3.30754,2.42349,-3.15591,-4.28476,0.361853,0.420294
-32.0411,0.875791,0.2,6,63,0,45.0452,2.19665,1.63511,-0.0134467,1.71394,1.30004,3.32576,2.10147,-0.569091,-1.797,-3.7234,-1.79233,2.45784,-1.79936,3.92207,-1.92497,1.5892,-3.02854,2.06896,-2.15807,-1.79924,-1.76908,-0.670595,4.45056,-2.05131,-0.942171,0.482929
-39.8142,0.935845,0.2,6,63,0,50.8171,3.2396,-2.59673,-0.670183,-0.999851,-2.29673,-4.05437,-2.51432,1.16342,2.12071,4.2237,2.59281,-3.48103,2.54884,-5.8169,3.43924,-2.81254,4.05907,-3.25055,3.28013,2.71634,2.36747,0.966831,-5.27163,3.18052,1.46391,-0.848448
-42.4928,0.998476,0.2,6,63,0,52.902,3.49363,2.24221,2.06422,-0.454645,2.44848,5.17114,1.88712,-1.19165,-2.22731,-5.78851,-1.26133,3.34301,-3.97169,8.30882,-1.48729,3.44889,-5.53362,3.27147,-2.26044,-0.101981,-2.22594,-2.42203,4.67492,-2.43672,-1.14319,2.03198
-35.4086,0.970076,0.2,6,63,0,51.5816,2.4333,-3.47974,-2.54603,-0.782148,-1.24006,0.105006,2.36645,-1.23414,0.264196,-1.19211,1.95752,-2.99561,1.33403,4.88542,-2.74799,-1.61262,6.69275,-2.65613,0.916969,-3.12324,2.78752,-1.40922,-1.72792,0.600516,-2.33344,-1.92874
-35.2028,0.460634,0.2,5,31,0,42.9827,3.06018,-3.0158,-1.28912,-2.31569,-0.963987,0.757295,1.12808,-0.716687,1.57716,-1.63722,1.51129,-3.99863,1.52314,4.21734,-2.51256,-0.866828,6.57177,-2.32354,0.592023,-2.67582,2.26876,0.251067,-2.10441,1.91834,-1.83786,-2.00255
-29.9121,1,0.2,5,31,0,43.7937,2.37239,-2.73987,-1.57025,-3.86375,-0.111253,1.67953,-2.52004,-0.7928,-0.674923,4.35278,-1.15417,-2.71191,-1.84714,-1.53252,-2.95373,-0.697933,0.0132634,0.706544,1.77479,0.465999,2.36033,-0.249632,2.65621,-0.0112384,-0.592772,2.26219
-25.122,0.143161,0.2,5,31,0,42.3659,1.23991,1.78106,1.54895,1.14944,-0.686753,-0.49945,0.0665868,0.536536,0.50009,-2.82041,-0.569716,1.06742,-0.247042,-1.52313,2.0211,-1.1993,-0.781073,0.692489,-0.0635176,1.47843,-2.39567,-1.10642,-0.467494,3.18738,-0.455615,-3.84778
-27.5586,0.782855,0.2,5,31,0,39.9136,1.98337,2.79153,2.1401,-0.233787,-1.62587,0.0932054,-1.60301,0.340711,-0.187172,-1.17773,-1.16355,-0.841743,0.414733,-3.29899,1.20447,-2.1228,-0.492087,1.47161,0.378513,2.04798,-1.55617,-3.01047,-0.515674,3.65522,-1.63138,-3.60756
-25.3368,0.326534,0.2,5,31,0,38.0917,1.91915,2.65425,1.82267,-0.220274,-0.830113,-0.145178,-1.11781,0.347455,-0.0550252,-0.42863,-1.29642,-0.904995,0.202393,-2.71266,0.624611,-1.79579,-0.397518,1.40449,0.665728,1.95434,-1.75532,-2.87944,-0.561209,3.90166,-1.54563,-2.82746
-27.2086,0.199849,0.2,4,23,0,42.4236,1.96676,2.43574,1.39531,-1.80167,-1.24485,0.388615,-1.77097,-0.0904092,-0.607728,-1.55565,-1.64282,-1.62591,1.29615,-2.17469,0.0923317,-0.149893,0.769631,1.35841,-0.926881,0.983745,-1.74071,-2.0857,-0.478724,4.58357,-2.57689,-3.63034
-30.438,0.388618,0.2,5,47,1,43.7567,2.39317,1.49019,1.64023,-1.59058,0.0457201,2.82556,-0.488135,1.70573,0.336382,-2.87182,1.75284,1.27429,0.401343,-2.7133,-2.12074,0.574574,-1.16688,-0.86459,-2.67952,3.00861,-0.532534,-1.42009,2.14007,4.34116,-1.45689,-3.86611
-31.1957,0.695565,0.2,5,52,1,42.7528,1.90777,-1.11405,-1.76502,1.92611,0.992349,-1.89249,0.894613,-0.990441,-0.105239,2.78448,-1.15493,-3.61246,1.08618,2.92944,-0.501657,-0.337196,0.839373,2.55001,4.07346,-2.31977,-0.0166055,0.154501,-1.55501,-5.40472,0.409812,2.25186
-36.6285,0.800118,0.2,6,63,0,48.6737,3.00604,0.916557,0.990893,0.767278,-0.780355,-0.101609,2.14499,-4.21288,-1.08865,-5.75546,-4.06194,5.85003,2.8096,-0.247281,2.65577,-2.68638,0.0290453,-2.81403,-1.87059,-1.61724,2.62148,1.79349,-0.637588,4.19426,-0.420719,0.759003
-29.9809,0.997452,0.2,6,63,0,51.1557,1.84058,-2.73534,-0.814302,-0.211495,-1.34908,0.971663,-1.33305,-4.16457,-1.78525,-1.47962,0.523498,-4.3388,-2.3704,-3.56333,0.969653,-1.82046,-3.2983,1.08936,1.62841,-0.650693,1.28616,-0.02631,0.81259,1.0161,-2.15672,-1.54701
-28.9064,0.316377,0.2,4,28,1,41.8406,1.76827,1.55869,-3.87822,1.7115,-0.486234,0.093314,-0.356403,0.0319627,-3.37784,-1.22176,-1.39028,-3.39606,-1.80804,-1.84209,-2.50709,-0.802479,-2.46326,1.85673,-0.251462,-1.96412,2.42992,0.831462,0.809564,1.30203,1.25236,-3.0739
-38.4335,0.95637,0.2,6,63,0,49.6258,2.60253,-2.20853,5.95021,-2.17616,0.919658,0.562495,0.901145,-0.756381,5.27666,1.9094,2.14258,5.07227,2.22727,2.89184,3.41543,1.49682,3.34235,-2.41077,0.105522,2.39329,-3.89404,-0.784953,-1.45647,-2.29891,-1.67093,4.38972
-27.3134,0.642201,0.2,5,33,0,45.6859,2.20465,-0.387705,1.18838,-1.24241,1.24294,0.657683,1.32513,2.3647,-3.41963,-1.37831,-0.500392,0.980786,0.931677,2.43688,-2.62228,0.841881,2.48678,-0.256456,0.789863,1.25346,0.715308,3.09561,-0.110959,-1.98007,-3.27894,-1.89552
-29.6104,0.462708,0.2,5,31,0,38.2614,2.53866,-1.35546,2.33663,0.788627,-1.00519,0.225062,0.925149,2.08406,-3.13257,0.277087,-1.60812,0.212646,-1.8247,3.25913,-3.94794,1.0489,1.34937,1.22665,1.22711,-1.1217,1.99089,2.99372,0.713164,-1.18789,-3.23163,-0.362985
-27.7392,0.957578,0.2,5,63,0,43.5016,1.75134,-0.160396,-1.73732,-1.00042,1.89555,0.784119,0.802835,-1.35905,-0.837668,-1.36304,-3.57974,2.09915,-2.52998,0.289356,-3.49972,-0.570684,1.91872,-2.3423,-0.724767,1.19021,-0.0189221,3.04105,-3.42989,1.47682,1.44996,0.791646
-31.0865,0.918422,0.2,5,31,0,40.0162,1.94836,0.18781,1.94798,1.14864,-2.2135,-0.924864,-0.888279,1.57772,0.980054,1.5793,4.10817,-2.39836,2.8715,-0.333523,3.98592,0.6403,-2.15281,2.66807,0.813974,-1.3475,-0.0172035,-3.46919,3.93183,-1.66441,-1.64154,-0.876725
-32.0479,0.728007,0.2,6,63,0,44.2056,2.55083,1.59751,-5.47339,-0.944253,5.15686,0.666698,0.813567,-1.15197,-0.801905,-0.61898,-2.97585,-1.61896,0.566346,2.19823,-2.06454,-1.57586,2.47452,-1.12841,-1.99588,0.204639,0.897506,3.24344,-0.497395,1.66343,0.560551,2.64186
-36.3742,0.676311,0.2,5,52,1,44.9848,2.73433,2.6698,-2.60181,-5.87657,2.05484,0.259988,3.53585,2.95753,4.04302,2.81541,-1.0735,0.0207141,-0.506319,0.437427,-1.44303,-3.94957,2.81621,0.190704,3.34554,4.71785,-0.225776,1.7328,-1.61553,-0.121761,-0.0219317,-3.47666
-38.3453,0.989924,0.2,6,63,0,48.2054,3.01157,-2.95765,2.61301,6.19159,-2.54425,-0.395467,-3.61323,-2.79077,-4.75566,-3.28916,0.727979,0.0185132,1.00012,-0.333631,1.69796,4.18944,-2.54836,-0.373952,-3.74849,-5.06773,-0.143396,-2.11524,1.3437,0.193999,-0.395667,4.08757
-36.0946,0.971473,0.2,6,63,0,48.7979,2.57572,-2.84521,-0.534387,3.97552,1.81009,-4.2064,-1.001,4.78434,-1.55544,2.88171,-0.134356,0.585437,0.980183,0.948554,-1.4529,-3.7963,1.66775,2.68948,-0.580756,-4.56485,-0.579315,-1.2512,-1.2273,-5.51379,3.03715,0.0694398
-38.6623,0.999451,0.2,6,63,0,49.766,2.85557,1.08967,2.8856,-3.78887,1.79837,1.84708,4.31999,-1.79041,5.74266,-2.06946,-5.28718,-1.75139,-0.243044,0.0535105,-1.30431,-3.00842,-2.35663,0.171348,-4.00503,-1.33619,-1.04669,0.983975,-1.24471,5.29145,-3.17753,-3.98126
-30.2505,0.812891,0.2,6,63,0,49.783,1.77232,-0.805569,-2.57263,3.74621,-0.179649,-1.59623,-2.48317,1.58113,-3.77247,2.13652,3.41088,0.935545,0.173414,-1.25133,1.64409,1.70183,2.37234,-0.3257,2.40227,-1.23673,0.583294,-1.31685,0.955221,-3.31218,0.758436,2.01069
-37.1215,0.479168,0.2,5,34,1,48.717,2.01855,-1.56098,1.56074,-3.02323,-1.42724,3.55865,0.716541,2.78646,-1.39399,-0.520007,-2.29918,0.399496,6.09213,-2.28352,-3.4636,0.185141,-2.77038,3.11863,1.45054,-0.905271,3.38981,3.30404,3.06872,-2.27976,2.58302,-0.513417
-35.4833,0.557921,0.2,4,25,1,48.4495,2.67431,-1.89202,0.793996,-3.61573,-0.307552,2.17505,2.23522,1.97776,1.49984,1.37233,-2.36534,1.29877,7.04557,-0.157499,-4.07062,-1.07747,-2.67415,1.61099,0.0702857,-1.02143,4.32101,1.12483,1.50816,-0.760157,4.47034,0.880811
-37.5978,0.93236,0.2,6,63,0,50.1869,2.71538,2.26906,0.842445,3.53358,1.94423,1.74267,-0.838542,-1.71693,1.67077,0.167902,-5.10516,2.44784,-3.41944,1.26444,3.76498,-0.696205,-3.56621,-4.3411,-0.139389,-2.88871,4.84761,-0.243294,-5.3248,2.44291,2.22205,-0.689698
