xs,wide_likelihoods,narrow_small_likelihoods,narrow_large_likelihoods,normal_prior,normal_posterior_wide,normal_posterior_narrow_small,normal_posterior_narrow_large,normal_mixture_prior,normal_mixture_posterior_wide,normal_mixture_posterior_narrow_small,normal_mixture_posterior_narrow_large,laplace_prior,laplace_posterior_wide,laplace_posterior_narrow_small,laplace_posterior_narrow_large,cauchy_prior,cauchy_posterior_wide,cauchy_posterior_narrow_small,cauchy_posterior_narrow_large
-1.525,0.0676808326651844,0.00411033381653258,3.11393688502213e-31,0.124711646662357,0.0708895047085995,0.00318918480162054,3.51428790394375e-20,0.103391989911977,0.0632692637514085,0.00325992254087323,5.45743564210635e-30,0.108810528432617,0.0613641092044737,0.00297895090642815,1.16246933748526e-27,0.0957143051858797,0.0571940928599655,0.00309963725918454,9.64840174787651e-30
-1.5,0.0680533052924092,0.00443184841193801,4.1784915369176e-31,0.129517595665892,0.0743743165316195,0.00357115951100899,4.89743655878192e-20,0.107000180022116,0.0661469281979203,0.00363758121525675,7.57872168014214e-30,0.111565080074215,0.063561052764461,0.0032932788970269,1.5993686886273e-27,0.0979415034411664,0.0591235328809154,0.00341986207565381,1.32481432386309e-29
-1.475,0.0684251548642969,0.00477552657709157,5.60347984177949e-31,0.134424707368079,0.0779786361049437,0.00399388857320323,6.81643710657261e-20,0.110684181905783,0.0691214838749225,0.00405461963024148,1.05132089595757e-29,0.114389363522611,0.0658340790926718,0.00363849885353507,2.19909625278094e-27,0.100235350894325,0.0611247149492113,0.00377136971265009,1.81822427123255e-29
-1.45,0.0687963488468685,0.00514264092305395,7.50973594773702e-31,0.13943056644536,0.0817033536468652,0.00446107753245812,9.47552271215159e-20,0.114442184002038,0.0721936479075911,0.00451456210209247,1.45680937391177e-29,0.117285144046899,0.0681857282564449,0.00401739504451567,3.02181904178503e-27,0.10259786823007,0.0632003706528445,0.00415701379909966,2.49420259004261e-29
-1.425,0.069166854606051,0.00553451670278052,1.00581958042092e-30,0.144532478322933,0.0855491567159516,0.00497669161562739,1.31554604654723e-19,0.118272165312616,0.0753639737205912,0.00502117714307411,2.01648296211254e-29,0.120254231604171,0.0706186217298742,0.00443297623009298,4.14974332019661e-27,0.105031102885969,0.0653533125966904,0.00457988481831008,3.41984744771831e-29
-1.4,0.0695366394122473,0.00595253241977588,1.34630689721023e-30,0.149727465635745,0.0895165186643531,0.00554496515119911,1.82417316475286e-19,0.122171892747674,0.0786328417147609,0.00557848621854678,2.78809325704277e-29,0.123298481970803,0.0731354648848222,0.00488849113104022,5.69511609304982e-27,0.10753712371074,0.0675864325279637,0.00504332682934703,4.68674374879671e-29
-1.375,0.069905670444949,0.00639812031072356,1.80092912462768e-30,0.155012265458293,0.093605687271261,0.00617041030716685,2.52629000153133e-19,0.126138919048138,0.0820004500892628,0.00619077186434795,3.85068195385291e-29,0.126419797902373,0.0757390495541867,0.0053874447152798,7.81110533319007e-27,0.110118014679798,0.069902698666296,0.00555095495059856,6.41983278432987e-29
-1.35,0.0702739147973926,0.00687276669061398,2.40756343216607e-30,0.16038332734192,0.0978166736113086,0.00685782499990343,3.49427817627553e-19,0.130170581313682,0.0854668058534395,0.00686258502685436,5.31229893507807e-29,0.129620130322946,0.0784322566693874,0.00593361532218894,1.07065850967843e-26,0.112775867558473,0.0723051521214927,0.00610667356859124,8.78946896193334e-29
-1.325,0.0706413394812566,0.00737801214864681,3.21652862764217e-30,0.165836812196105,0.10214924121414,0.00761229981688271,4.82712872469539e-19,0.134264000163696,0.0890317160737744,0.00759875147948312,7.32046934416067e-29,0.132901479544463,0.0812180589740862,0.00653107264335656,1.4666214009346e-26,0.115512773393982,0.0747969022694148,0.00671469521804597,1.202779878251e-28
-1.3,0.0710079114313995,0.00791545158297999,4.29462917127565e-30,0.171368592047808,0.106602895572592,0.00843922378737009,6.66004888064921e-19,0.138416079556798,0.0926947794023345,0.00840437716130555,1.00763707175785e-28,0.136265896517006,0.0840995238162114,0.00718419657641472,2.00776846474781e-26,0.118330812707729,0.0773811209430263,0.00737956005899366,1.64509975944653e-28
-1.275,0.0713735975106388,0.00848673406223875,5.73049957090578e-30,0.17697425071018,0.111176874057859,0.00934428882723816,9.17747235349588e-19,0.142623507292366,0.0964553779338325,0.00928485227607048,1.38540107273479e-28,0.139715484110704,0.0870798160204015,0.00789769696624923,2.7468680968077e-26,0.121232044249956,0.080061035281488,0.00810615585312131,2.24894396487061e-28
-1.25,0.0717383645145669,0.00909356250159105,7.64166271287824e-30,0.182649085389022,0.115870136300715,0.010333492677046,1.26306553573874e-18,0.146882756215385,0.10031266943899,0.0102458539834359,1.90261362027165e-28,0.143252398430095,0.0901622008430403,0.00867663424526767,3.75569700606642e-26,0.124218492169284,0.0828399190654031,0.00889973831397989,3.07286046567422e-28
-1.225,0.0721021791764074,0.00973769314114401,1.01838457219243e-29,0.188388109252126,0.120681355098212,0.0114131401466339,1.73614429316758e-18,0.151190086143457,0.104265580022198,0.01129334750876,2.60991912043357e-28,0.146878850161766,0.0933500470121104,0.00952644098145009,5.13182521746047e-26,0.127292131440656,0.085721082351073,0.00976595167382942,4.19645037610443e-28
-1.2,0.0724650081719068,0.0104209348144226,1.35632673984695e-29,0.194186054983213,0.125608907905382,0.0125898424749204,2.38343263205245e-18,0.155541546532251,0.108312797251515,0.0124335854935832,3.57604240319628e-28,0.150597105956101,0.0966468298541421,0.0104529443396129,7.00780052114644e-26,0.1304548713868,0.0887078592011369,0.0107108492732887,5.72787255954258e-28
-1.175,0.072826818124263,0.0111451479947648,1.80528345652516e-29,0.200037379338488,0.130650868971211,0.0138705146105512,3.26796259458925e-18,0.159932979892928,0.112452763808883,0.0136731054061281,4.89412834949813e-28,0.15440948984401,0.100056134510599,0.011462389457669,9.56357287349962e-26,0.133708537121046,0.0918035932935546,0.0117409139381741,7.81399738347577e-28
-1.15,0.073187575609089,0.0119122436076052,2.40134769439646e-29,0.205936268719975,0.135805002177591,0.015262370217724,4.47515832490558e-18,0.164360025972138,0.116683671707927,0.0150187248299315,6.69026269903424e-28,0.158318384689527,0.103581659246095,0.0125614637356473,1.30432908281334e-25,0.137054848733602,0.0950116211759145,0.0128630778605446,1.06541344525394e-27
-1.125,0.0735472471594111,0.0127241815968314,3.19222325467183e-29,0.211876645775699,0.141068754639019,0.016772914212108,6.12064039629976e-18,0.16881812670216,0.121003457126018,0.0164775344492904,9.13490966439602e-28,0.162326233679175,0.107227218850889,0.0137573220308353,1.77779937947893e-25,0.140495398039742,0.0983352529180353,0.0140847416476583,1.45185778585211e-27
-1.1,0.0739057992706995,0.0135829692336856,4.24091954300951e-29,0.217852177032551,0.146439251119573,0.0184099326344805,8.36069644937395e-18,0.173302531925555,0.125409795896217,0.0180568885527219,1.24582449093541e-27,0.16643554184904,0.110996748140188,0.0150576127476164,2.42162498392445e-25,0.144031622707598,0.101777749903379,0.0154137921430146,1.97736393458594e-27
-1.075,0.0742631984059315,0.0144906591570485,5.63060906905861e-29,0.22385628156324,0.151913289322056,0.0201814796746883,1.14063102272734e-17,0.177808305895379,0.129900099703427,0.0197643928802841,1.69706838422956e-27,0.170648877650497,0.114894305552816,0.0164705048053743,3.29654943539484e-25,0.147664777585986,0.105342299489664,0.0168586185577082,2.69154108151469e-27
-1.05,0.0746194110006863,0.0154493471343952,7.47100941412253e-29,0.229882140684233,0.157487336102213,0.0220958616660056,1.55419330791066e-17,0.182330334548639,0.134471513027477,0.0216078896475357,2.30903297804029e-27,0.174968874555578,0.118924076851899,0.0180047154622362,4.48477710227641e-25,0.151395903060067,0.109031986262215,0.0184281263779639,3.66152605040105e-27
-1.025,0.0749744034682689,0.0164611695332473,9.90676264192857e-29,0.235922708676873,0.1631575246586,0.0241616178800268,2.11505673664242e-17,0.186863333547134,0.139120910873957,0.0235954395882683,3.1379626720345e-27,0.179398232702976,0.123090378930275,0.0196695389663953,6.09748441894838e-25,0.155225790275546,0.112849759601054,0.0201317484361141,4.97810851341916e-27
-1,0.0753281422048643,0.0175283004935685,1.31284301498232e-28,0.241970724519143,0.168919652745938,0.0263874979650752,2.87472390896628e-17,0.191401857076283,0.143844897331445,0.0257353008700688,4.2594239465535e-27,0.183939720585721,0.127397663723377,0.0214748760003127,8.28493492081931e-25,0.159154943091895,0.116798397285877,0.021979452447903,6.76396966652048e-27
-0.975,0.0756805935947183,0.0186529487922699,1.73869099101169e-28,0.248018724610737,0.174769181956757,0.0287824358868154,3.90236054496305e-17,0.195940307388922,0.148639804991295,0.0280359047513506,5.77481548048153e-27,0.188596176781579,0.131850522232456,0.0234312638762277,1.12500918806576e-24,0.163183536653017,0.120880464873346,0.0239817442296549,9.18475269103862e-27
-0.949999999999999,0.0760317240153461,0.0198373543917954,2.30123290758053e-28,0.254059056469189,0.180701238112676,0.0313555202484343,5.29073214488988e-17,0.200472945077409,0.153501695263361,0.0305058278658289,7.8200273041569e-27,0.193370511727251,0.136453688661023,0.0255499074341146,1.52669261004461e-24,0.167311372501336,0.125098270600264,0.0261496657157587,1.24639230619174e-26
-0.924999999999999,0.0763814998427668,0.0210837846656642,3.04387850447675e-28,0.260083893369996,0.186710612802923,0.0341159608894597,7.16409423426832e-17,0.204993900053717,0.158426359618031,0.0331537610405561,1.05769432680175e-26,0.198265709537497,0.141212044667497,0.0278427105855154,2.07050223363407e-24,0.171537830210194,0.129453815596148,0.0284947868018884,1.6902694726713e-26
-0.899999999999999,0.0767298874567614,0.022394530294843,4.02367243273251e-28,0.266085249898755,0.192791766103561,0.0370730516870343,9.68866492695267e-17,0.209497183213534,0.163409321781587,0.0359884745765976,1.42887003522783e-26,0.2032848298703,0.146130623737114,0.0303223084385546,2.80626299376508e-24,0.175861815571155,0.133948739231575,0.0310291899447672,2.29067191860576e-26
-0.875,0.0770768532461562,0.0237719008299138,5.31552894478872e-28,0.272054998378544,0.198938830506492,0.0402361295112556,1.30865061962463e-16,0.213976698756802,0.168445840908357,0.0390187799472196,1.92799051687847e-26,0.208431009839254,0.151214615676201,0.0330020999309201,3.8011026769844e-24,0.180281705449227,0.138584259486744,0.0337654463582625,3.10217909584443e-26
-0.85,0.0774223636141269,0.0252182199151944,7.01776664784559e-28,0.277984886130997,0.20514561608254,0.0436145293169727,1.76538985140843e-16,0.218426257133529,0.173530915749297,0.0422534878970111,2.59833827157003e-26,0.213707465974363,0.156469371232028,0.0358962808886821,5.145403041677e-24,0.184795289511635,0.143361108300394,0.0367165825621278,4.19815570142011e-26
-0.824999999999999,0.0777663849835249,0.0267358201722483,9.25933772468042e-28,0.283866553524887,0.211405616897911,0.0472175353880929,2.37856305032735e-16,0.222839588580221,0.178659289832568,0.0457013629565992,3.49755212748607e-26,0.219117496232475,0.161900406841493,0.0390198774195357,6.96077767342936e-24,0.189399709146175,0.148279461954973,0.0398960359687308,5.67711843375952e-26
-0.799999999999999,0.0781088838022237,0.0283270377416012,1.22092642227212e-27,0.289691552761483,0.21771201869803,0.0510543287868769,3.20070643052212e-16,0.227210357208902,0.183825457667418,0.0493710744214052,4.70229141436165e-26,0.224664482058611,0.167513409512008,0.0423887795394274,9.41075988060739e-24,0.194091394014507,0.153338866672171,0.0433175981405758,7.67122098345494e-26
-0.774999999999999,0.0784498265484835,0.0299942064829454,1.60889471866347e-27,0.295451367341563,0.224057707867206,0.0551339310996698,4.30164085879848e-16,0.231532175607382,0.189023671978194,0.0532711438790416,6.31438272841273e-26,0.230351890499483,0.173314241838003,0.0460197749215624,1.27151119423168e-23,0.198865996834856,0.158538159735716,0.0469953443243602,1.03575462059835e-25
-0.75,0.0787891797363351,0.0317396518356674,2.118821277955e-27,0.301137432154804,0.23043528166684,0.0594651446118147,5.77403732175127e-16,0.235798619906291,0.194247951970679,0.0574098894082626,8.46890980645356e-26,0.236183276370507,0.179308947156558,0.0499305826465403,1.71689703096313e-23,0.203718327157626,0.163875386627491,0.050943547873823,1.39731122779483e-25
-0.725,0.0791269099209786,0.0335656843431776,2.78862162655434e-27,0.30674115412824,0.236837059748926,0.064056489087818,7.74073423093189e-16,0.240003245265428,0.199492092628119,0.0617953666125742,1.13448466134977e-25,0.242162284477681,0.18550375484578,0.0541398868218591,2.31684445191651e-23,0.208642285085647,0.16934771485962,0.0551765782228274,1.88347839776431e-25
-0.699999999999999,0.0794629837041991,0.0354745928462315,3.66786567552836e-27,0.312253933366761,0.243255096935505,0.0689161353778467,1.03643449432919e-15,0.24413960172914,0.204749675029408,0.0664353066933661,1.51790145572635e-25,0.248292651895705,0.191905085769566,0.0586673699282893,3.12448231354146e-23,0.213630796096504,0.174951345409402,0.0597087811719422,2.53656504447754e-25
-0.674999999999999,0.0797973677397952,0.0374686373522339,4.82131847454566e-27,0.317667184715148,0.249681197248486,0.0740518361179595,1.38598551806421e-15,0.248201250397842,0.210014077676853,0.0713370518104038,2.02843786136083e-25,0.254578210303775,0.198519557872554,0.0635337457397181,4.21102510024045e-23,0.218675748344382,0.180681422914728,0.0645543404167622,3.41299115853111e-25
-0.649999999999999,0.0801300287390216,0.0395500415893703,6.33354387326856e-27,0.322972359667915,0.25610692916793,0.0794708538386392,1.85111183782697e-15,0.252181779860404,0.215278488815814,0.0765074880212848,2.70739992180648e-25,0.261022888380508,0.205353991929096,0.0687607916520221,5.67186852778959e-23,0.223767934048359,0.186531946062275,0.0697271194849904,4.58789381089135e-25
-0.625,0.0804609334760428,0.0417209852563386,8.31488625530771e-27,0.328160968550375,0.262523642090504,0.0851798868437578,2.46924257048211e-15,0.256074822829954,0.220535919723395,0.0819529761355925,3.6092346379746e-25,0.267630714259495,0.212415417450205,0.0743713802454152,7.63471881673977e-23,0.228896996806321,0.192495679894587,0.0752404835721519,6.16119747951499e-25
-0.6,0.080790048793398,0.0439835959804272,1.0909237780368e-26,0.3332246028918,0.268922483953416,0.0911849932695116,3.28966735573422e-15,0.25987407292374,0.225779218938167,0.0876792808634814,4.80561842468737e-25,0.274405818047013,0.21971107875251,0.0803895098935968,1.0270427095643e-22,0.234051386899846,0.198564072068175,0.0811071011817425,8.26559931712307e-25
-0.574999999999999,0.0811173416074742,0.0463399409987093,1.43041175030121e-26,0.338154957909312,0.275294419982731,0.0974915137795635,4.37720963608306e-15,0.26357330152606,0.231001087397745,0.0936914986817651,6.39078796648596e-25,0.281352434403478,0.22724844119335,0.0868403342219357,1.38074197373097e-22,0.239218326864286,0.204727175403148,0.0873387259915175,1.10770531459142e-24
-0.549999999999999,0.0814427789139883,0.0487920185791829,1.87437419322845e-26,0.342943855019384,0.281630252518667,0.104103993398035,5.81701039532204e-15,0.267166374671882,0.236194094445937,0.0999939848827309,8.48848169840937e-25,0.288474905190244,0.235035197576233,0.093750190205977,1.85509056469289e-22,0.244383789776423,0.210973579363063,0.0939459599871361,1.48285065496912e-24
-0.524999999999999,0.0817663277934759,0.0513417492007696,2.45459637926675e-26,0.347583264292348,0.287920641864217,0.111026103025451,7.72074955535455e-15,0.270647269887725,0.241350694666161,0.106590280311259,1.12609664085501e-24,0.295777682183408,0.243079274730993,0.101146624690777,2.49084252526426e-22,0.249532492843736,0.217290353375781,0.100937999626498,1.98278633123921e-24
-0.5,0.0820879554167849,0.053990966513188,3.2124209409561e-26,0.3520653267643,0.294156128097336,0.118260561223645,1.0234726042119e-14,0.274010092925594,0.246463245492863,0.113483038333815,1.49207595398381e-24,0.303265329856317,0.251388840273046,0.10905841910107,3.34238129927196e-22,0.254647908947033,0.223663005133435,0.108322367616038,2.64814209196395e-24
-0.475,0.0824076290505744,0.0567414080998241,4.20158712200256e-26,0.356382376520183,0.300327153781043,0.125809056893327,1.3550337462349e-14,0.277249094325289,0.251524025547938,0.120673952617897,1.97458317681834e-24,0.31094252823251,0.259972309546311,0.11751561210213,4.48223146284679e-22,0.259712298773108,0.230075457170762,0.116104633779819,3.53243851564709e-24
-0.449999999999999,0.0827253160628157,0.0595947060688162,5.49190307910293e-26,0.360526962461648,0.30642408750004,0.13367217350177,1.79176534300022e-14,0.280358685740301,0.256525253644504,0.128163686331925,2.60992965963698e-24,0.318814075810887,0.268838352754375,0.126549519961463,6.00704842224064e-22,0.264706766057207,0.236510045092643,0.124288129460953,4.70605098862673e-24
-0.424999999999999,0.0830409839282955,0.0625523774996601,7.17399254614122e-26,0.364491869673507,0.31243724814703,0.141849315547397,2.36629717273007e-14,0.283333455962657,0.261459108396011,0.135951803402795,3.44548769472045e-24,0.326884892564924,0.277995902284686,0.136192754352301,8.04556507136156e-22,0.269611338218139,0.24294754077947,0.132873660880671,6.26134731994885e-24
-0.399999999999999,0.0833546002341193,0.0656158147746768,9.36542615656036e-26,0.368270140303324,0.318356929876745,0.150338637972092,3.12114948606988e-14,0.286168186582608,0.26631774836448,0.144036702490764,4.54297993339279e-24,0.33516002301782,0.287454160230589,0.146479237331302,1.07691279414098e-21,0.274405074296372,0.249367203719236,0.141859227851671,8.31933099993322e-24
-0.375,0.083666132685214,0.0687862758266919,1.22186361573828e-25,0.371855093869769,0.324173427640886,0.159136979250385,4.11165802263146e-14,0.288857867219899,0.271093332677788,0.152415554358392,5.98272245851571e-24,0.343644639395486,0.297222606116169,0.157444213215051,1.44056575783092e-21,0.279066201585789,0.255746863276682,0.151239755147975,1.1038211106534e-23
-0.35,0.0839755491098288,0.072064874336218,1.59311265485388e-25,0.375240346916938,0.329877063212692,0.168239798896622,5.40974176594581e-14,0.29139771026451,0.275778042042316,0.161084243321519,7.86909059827532e-24,0.352344044859357,0.30731100482897,0.169124257072928,1.92581339973684e-21,0.28357228167821,0.262063034195868,0.161006844614197,1.46244313077584e-23
-0.324999999999999,0.0842828174650312,0.0754525699132903,2.07586357350327e-25,0.37841983193382,0.335458211605827,0.177641120136273,7.10874956887619e-14,0.293783165066252,0.280364100073976,0.170037313475013,1.03375503216865e-23,0.361263676821036,0.317729414765763,0.181557279547846,2.57290580550865e-21,0.287900405819144,0.268291066933588,0.171148556687633,1.93468296200075e-23
-0.299999999999999,0.0845879058422001,0.0789501583008943,2.7032094360427e-25,0.381387815460524,0.340907327788646,0.187333478485224,9.32968599604213e-14,0.296009931514446,0.28484379486776,0.179267920384091,1.3563691404723e-23,0.370409110340859,0.328488196196672,0.194782527711359,3.43527995750554e-21,0.292027418517239,0.274405333537099,0.181649230339405,2.55547740844557e-23
-0.274999999999999,0.0848907824725117,0.0825582616385918,3.51794582599633e-25,0.384138915305705,0.346214973591731,0.197307876970831,1.22291978519588e-13,0.298073972950982,0.289209500723348,0.188767788922781,1.77748165303846e-23,0.379786061612485,0.339598019853075,0.208840581655685,4.58383472410015e-21,0.295930167283013,0.280379448722539,0.192489350450623,3.37013353119356e-23
-0.25,0.085191415732418,0.0862773188265115,4.57537996210615e-25,0.386668116802849,0.351371844703929,0.207553748710297,1.60098051912381e-13,0.299971528362546,0.293453699942203,0.1985271779244,2.32647893637092e-23,0.389400391535702,0.351069875744805,0.223773346522611,6.11257682855318e-21,0.299585775231803,0.286186524605601,0.203645471268598,4.43728247217946e-23
-0.225,0.085489774149117,0.0901075760312982,5.94694264967374e-25,0.38897078803675,0.356368797649983,0.21805892753541,2.09329894891155e-13,0.301699123800467,0.297569004609814,0.208534852284491,3.04130322422746e-23,0.399258109379689,0.362915082212343,0.239624039667932,8.14607261852688e-21,0.302971932120205,0.29179945622333,0.215090203793065,5.83263592781161e-23
-0.199999999999999,0.0857858264060129,0.094049077376887,7.7248294672663e-25,0.391042693975456,0.36119687664122,0.228809627317592,2.73359137326121e-13,0.303253582979684,0.301548178275464,0.218778063124324,3.97088001667866e-23,0.409365376538991,0.37514529521975,0.256437172660256,1.08492768045933e-20,0.306067198253645,0.297191233619569,0.226792273699688,7.65375243465218e-23
-0.174999999999999,0.0860795413481645,0.098101655864098,1.00279605580414e-24,0.392880009447379,0.365847340189695,0.239790430603615,3.56527527187635e-13,0.304632037011574,0.305384157441046,0.229242536582829,5.17821543363758e-23,0.419728510384604,0.38777251789431,0.274258527814807,1.4440487940837e-20,0.308851314671962,0.302335274913255,0.238716654720628,1.00260714043182e-22
-0.149999999999999,0.0863708879877214,0.102264924563978,1.30096286293987e-24,0.394479330907889,0.370311687375733,0.250984287120182,4.64418670259446e-13,0.305831933228901,0.309070072770032,0.239912471756671,6.74434305129182e-23,0.43035398821253,0.400809110318883,0.293135128966234,1.92084142229026e-20,0.311305512160187,0.307205773504728,0.25082478030254,1.31105355328337e-22
-0.125,0.0866598355093461,0.106538268130585,1.68673069287153e-24,0.39583768694475,0.374581683658863,0.262372522645074,6.04203735800338e-13,0.306851043064893,0.312599269927805,0.250770548252301,8.77334635375769e-23,0.441248451292298,0.414267799583184,0.313115206189676,2.55346390324079e-20,0.313412811011732,0.311778051481462,0.263074833916569,1.71131995375664e-22
-0.0999999999999996,0.0869463532756209,0.110920834679456,2.18552189617541e-24,0.396952547477012,0.37864938612286,0.273934858674051,7.85080650492524e-13,0.307687468952411,0.3159653299651,0.26179794375048,1.13987412244426e-22,0.45241870901798,0.428161690100304,0.334248154186403,3.39231754977503e-20,0.315158303152268,0.316028910440954,0.27542211570045,2.22973184913096e-22
-0.0749999999999993,0.0872304108324375,0.11541152807835,2.83004370248839e-24,0.397821831607497,0.382507168046841,0.285649443236405,1.01883128668803e-12,0.308339650213312,0.319162089157327,0.272974361913269,1.47915757051249e-22,0.463871743164277,0.442504274194904,0.356584484059345,4.5039321701763e-20,0.316529408262315,0.31993697042713,0.287819480295466,2.89985264404731e-22
-0.0499999999999989,0.0875119779143701,0.120009000696986,3.66234866777735e-24,0.398443914094764,0.386147742696288,0.297492893128735,1.32052736137202e-12,0.308806367912425,0.322183658214063,0.28427807088642,1.91706950428347e-22,0.475614712250358,0.457309442969726,0.38017576821496,5.9760710131457e-20,0.317516095943931,0.323482987534759,0.300217837948273,3.76438605618903e-22
-0.0249999999999986,0.0877910244500276,0.124711646662357,4.73647010225423e-24,0.398817630416382,0.389564186230257,0.30944034774655,1.70942348946111e-12,0.309086748655005,0.325024440774984,0.295685952566884,2.4815733101147e-22,0.487654956014167,0.472591497457129,0.405074578140999,7.9244334703462e-20,0.318111066767061,0.326650141010535,0.312566708338191,4.87755640268503e-22
0,0.0880675205673865,0.129517595665892,6.12179071436365e-24,0.398942280401433,0.392749959624128,0.321465534597604,2.21008543466929e-12,0.30918026731111,0.327679151110947,0.307173562716664,3.20835317832236e-22,0.5,0.48836516006256,0.431334414825157,1.05014498734481e-19,0.318309886183791,0.329424281380281,0.324814814322668,6.30808196017251e-22
0.0250000000000004,0.0883414365991011,0.134424707368079,7.90734563060893e-24,0.398817630416382,0.39569892951082,0.333540846480234,2.85381350846434e-12,0.309086748655005,0.330142830951859,0.318715201911068,4.14288646336693e-22,0.487654956014166,0.480033730639628,0.436623467704459,1.32295217797259e-19,0.318111066767061,0.331794132240969,0.336910701011915,8.14288351370869e-22
0.0500000000000007,0.0886127430877911,0.13943056644536,1.02073153469716e-23,0.398443914094764,0.398405387847555,0.34563743020527,3.68043581443293e-12,0.308806367912425,0.332410865366303,0.330283997212581,5.34305571297765e-22,0.475614712250357,0.4718260029711,0.44170122576767,1.66558803927574e-19,0.317516095943931,0.333751439827102,0.348803364406154,1.04917032890217e-21
0.0750000000000011,0.0888814107913041,0.144532478322933,1.3168033054047e-23,0.397821831607497,0.400864070319954,0.357725286632508,4.74056427037114e-12,0.308339650213312,0.334478997621709,0.341851994361967,6.88243639613276e-22,0.463871743164276,0.463740497710159,0.446558849629073,2.0956541285182e-19,0.316529408262315,0.335291066220094,0.360442873336549,1.34928501051434e-21
0.100000000000001,0.0891474106879528,0.149727465635745,1.69769179551588e-23,0.396952547477012,0.403070173400433,0.369773381683256,6.09842885350098e-12,0.307687468952411,0.336343342958002,0.353390260176873,8.85442945678529e-22,0.452418709017979,0.455775746632679,0.451187814844538,2.63511872478416e-19,0.315158303152268,0.336411024022244,0.37178096867947,1.7320336497632e-21
0.125,0.0894107139817245,0.155012265458293,2.18738564457461e-23,0.39583768694475,0.405019369983552,0.381749767880302,7.83543326550867e-12,0.306851043064893,0.338000401212309,0.364868994746198,1.13774486645641e-21,0.441248451292298,0.447930292674052,0.455579936792387,3.31138237389847e-19,0.313412811011732,0.337112452355579,0.382771624750717,2.21927348327826e-21
0.15,0.0896712921074628,0.16038332734192,2.81656923539105e-23,0.394479330907889,0.406707823527084,0.393621715857144,1.00546093686183e-11,0.3058319332289,0.339447068237185,0.376257652907053,1.46014230631193e-21,0.430353988212529,0.440202689963228,0.459727394752975,4.15859899633245e-19,0.311305512160186,0.337399536057014,0.393371559371367,2.83841546082529e-21
0.175000000000001,0.0899291167360189,0.165836812196105,3.62446634072409e-23,0.392880009447379,0.408132200634136,0.405355855170513,1.2886189712792e-11,0.304632037011573,0.340680646060159,0.387525074391311,1.87159367406837e-21,0.419728510384603,0.432591503853996,0.463622755087962,5.21931275878673e-19,0.308851314671962,0.337279371815832,0.403540681227942,3.6237835324858e-21
0.200000000000001,0.0901841597793724,0.171368592047808,4.66118431695425e-23,0.391042693975456,0.409289682018568,0.416918323645729,1.64945689636249e-11,0.303253582979684,0.341698851737962,0.398639621931853,2.39604042221008e-21,0.40936537653899,0.425095310953557,0.467258993423239,6.54648482612549e-19,0.306067198253645,0.336761786641037,0.413242465691511,4.61829623105923e-21
0.225000000000001,0.0904363933957193,0.17697425071018,5.99069277750835e-23,0.388970788036749,0.410177971803208,0.428274924384165,2.10869881099294e-11,0.301699123800467,0.342499824864672,0.409569326525742,3.0636773099858e-21,0.399258109379688,0.417712699148424,0.470629515742925,8.20600118004244e-19,0.302971932120205,0.335859115377775,0.422444253057655,5.87554513048712e-21
0.25,0.0906857899945267,0.182649085389022,7.69460597858254e-23,0.386668116802849,0.410795305107969,0.439391289467722,2.69243524604973e-11,0.299971528362546,0.343082133699121,0.420282038964022,3.91253598195278e-21,0.389400391535702,0.410442267627688,0.473728178305842,1.02797736142289e-18,0.299585775231803,0.334585944961551,0.431117466058717,7.46236171025559e-21
0.275,0.0909323222415525,0.188388109252126,9.8769826085075e-23,0.384138915305705,0.411140453892731,0.450233049307699,3.4334688614935e-11,0.298073972950982,0.343444779883222,0.430745586656634,4.99045643178144e-21,0.379786061612484,0.403282626903692,0.476549306300289,1.28695716448071e-18,0.295930167283013,0.332958833680935,0.439237746324006,9.46198489754158e-21
0.300000000000001,0.091175963063829,0.194186054983213,1.2670412627875e-22,0.381387815460524,0.411212731027939,0.46076600650611,4.37298603956537e-11,0.296009931514446,0.343587201729356,0.440927934707345,6.3575379903449e-21,0.370409110340859,0.396232398830159,0.479087711157871,1.610175444548e-18,0.292027418517239,0.330996013914902,0.446785012082065,1.19779669286811e-20
0.325000000000001,0.0914166856546087,0.200037379338488,1.62437311850313e-22,0.378419831933819,0.411011992574016,0.470956313027509,5.56263034490548e-11,0.293783165066252,0.343509276061567,0.450797350128525,8.08918228926884e-21,0.361263676821036,0.3892902166178,0.481338706452451,2.01331102884364e-18,0.287900405819143,0.32871708664492,0.453743441697249,1.51389861858621e-20
0.350000000000001,0.0916544634782718,0.205936268719975,2.08117880868268e-22,0.375240346916938,0.410538638259022,0.480770649419654,7.0670707996885e-11,0.29139771026451,0.343211318602025,0.460322568030099,1.02798659886591e-20,0.352344044859356,0.382454724847456,0.483298122316054,2.5158057873673e-18,0.28357228167821,0.326142715558951,0.460101389527583,1.91047735601183e-20
0.375,0.0918892702751935,0.211876645775699,2.66478124047596e-22,0.371855093869769,0.409793610152318,0.490176404772954,8.96717851717067e-11,0.288857867219899,0.34269408290096,0.469472958571902,1.30478118581131e-20,0.343644639395486,0.375724579480812,0.484962318309645,3.14175212167225e-18,0.279066201585789,0.323294327823138,0.46585124203303,2.40734051707827e-20
