xs,wide_likelihoods,narrow_small_likelihoods,narrow_large_likelihoods,normal_prior,normal_posterior_wide,normal_posterior_narrow_small,normal_posterior_narrow_large,normal_mixture_prior,normal_mixture_posterior_wide,normal_mixture_posterior_narrow_small,normal_mixture_posterior_narrow_large,laplace_prior,laplace_posterior_wide,laplace_posterior_narrow_small,laplace_posterior_narrow_large,cauchy_prior,cauchy_posterior_wide,cauchy_posterior_narrow_small,cauchy_posterior_narrow_large
-10.2,0.000952994448574653,7.50972877249653e-31,6.15731605786496e-92,1.02073055943061e-23,1.60621473281431e-26,4.76903980435585e-53,5.68752190365657e-103,0.00592829880048449,1.00427703381945e-05,3.41505442878791e-32,6.18747496629798e-92,1.85851593420634e-05,2.90153198970873e-08,9.29620887800181e-35,3.92607432197775e-92,0.00303036829954104,5.01287988844837e-06,1.79298474173629e-32,6.04025930101665e-92
-10.175,0.000971316188567365,1.00581861940209e-30,1.02633415895531e-91,1.31680204725386e-23,2.12187107491864e-26,8.2401618503373e-53,1.22300939972416e-102,0.00594341667999473,1.03101654976757e-05,4.58563139952507e-32,1.03399130198256e-91,1.90556448907734e-05,3.04642672604483e-08,1.27661121202848e-34,6.70985624250147e-92,0.00304513520495827,5.15827481830842e-06,2.41314366792566e-32,1.01172873648847e-91
-10.15,0.000989951501383364,1.34630561086996e-30,1.70967942933043e-91,1.69769017344195e-23,2.80121202108591e-26,1.42199368830299e-52,2.62659818317897e-102,0.00595853587096204,1.05842006162051e-05,6.15356095328634e-32,1.72681641217675e-91,1.95380408378541e-05,3.19843217624204e-08,1.7520237993532e-34,1.14603130353341e-91,0.00306000996115062,5.30774174346661e-06,3.24581246350212e-32,1.69358207490264e-91
-10.125,0.00100890493329362,1.80092740391477e-30,2.84622451569259e-91,2.18738355461856e-23,3.69559670770724e-26,2.45084997451819e-52,5.63397111463368e-102,0.00597365618749289,1.08650270141452e-05,8.25238959303481e-32,2.88204860956037e-91,2.00326486964755e-05,3.35789096722049e-08,2.40297866090998e-34,1.95617773371817e-91,0.0030749936174736,5.46139067239601e-06,4.36312196080867e-32,2.83323172143709e-91
-10.1,0.001028181080066,2.4075611318393e-30,4.73535115150199e-91,2.81656654427624e-23,4.87230832349979e-26,4.21883866693619e-52,1.20695957505868e-101,0.00598877744320033,1.11527990948854e-05,1.10600932909759e-31,4.80709037307388e-91,2.05397776126504e-05,3.5251619194996e-08,3.29373301489998e-34,3.336942382602e-91,0.0030900872360333,5.6193344806428e-06,5.86144900662965e-32,4.73687202608577e-91
-10.075,0.00104778458718795,3.21652555438278e-30,7.87342673218007e-91,3.62446287769718e-23,6.41943130463557e-26,7.25314300434597e-52,2.58242647071813e-101,0.0060038994512074,1.14476743982879e-05,1.48137055962492e-31,8.01288895057226e-91,2.10597445584596e-05,3.70062079707373e-08,4.51185815547111e-34,5.68876076906966e-91,0.00310529189187219,5.78168898307277e-06,7.86948592575069e-32,7.91470881411432e-91
-10.05,0.00106772015008372,4.29462506793595e-30,1.30828980469805e-90,4.66117986338635e-23,8.45220359796374e-26,1.24542246262978e-51,5.51849097860137e-101,0.00601902202415052,1.1749813654829e-05,1.98287108641708e-31,1.33481725660963e-90,2.15928745301706e-05,3.8846610912662e-08,6.1766223486152e-34,9.69204003230093e-91,0.00312060867315792,5.9485730078893e-06,1.05589684820851e-31,1.32163639616401e-90
-10.025,0.00108799251432585,5.73049409565167e-30,2.1725645536702e-90,5.99068705365045e-23,1.11212843576977e-25,2.13581818858517e-51,1.17779536530909e-100,0.00603414497418302,1.20593808404421e-05,2.65247379753379e-31,2.2221857221441e-90,2.21395007513708e-05,4.07769484006606e-08,8.45036027476998e-34,1.65021790099066e-90,0.00313603868137552,6.12010847246545e-06,1.41589291240873e-31,2.20558003684698e-90
-10,0.00110860647584074,7.6416554115872e-30,3.60553726066854e-90,7.69459862670642e-23,1.46235071573348e-25,3.6582130839852e-51,2.51059394463567e-100,0.00604926811297858,1.23765432320632e-05,3.54595791065291e-31,3.69713019618905e-90,2.26999648812424e-05,4.2801534845166e-08,1.15538830645052e-33,2.80799257070464e-90,0.00315158303152268,6.2964204610337e-06,1.8974621918374e-31,3.67847207452358e-90
-9.975,0.00112956688110832,1.01838359916831e-29,5.97992658850994e-90,9.87697317146123e-23,1.92158561996805e-25,6.25793212938513e-51,5.34490813094459e-100,0.00606439125173476,1.27014714638848e-05,4.73742013895288e-31,6.14716666662516e-90,2.32746172281114e-05,4.49248876379314e-08,1.57873514221847e-33,4.77506382530588e-90,0.00316724285230854,6.47763730427896e-06,2.54126344155642e-31,6.13120643729687e-90
-9.95,0.00115087862735541,1.35632544393313e-29,9.91174870813e-90,1.26704005218225e-22,2.52336188859598e-25,1.06917754863414e-50,1.13647829212015e-99,0.00607951420117652,1.30343395843185e-05,6.32522646081054e-31,1.0214358189017e-89,2.3863816968401e-05,4.71517365067688e-08,2.15585303153906e-33,8.11504576412842e-90,0.00318301928635575,6.66389066088008e-06,3.40141879084215e-31,1.02131162388183e-89
-9.925,0.00117254666274284,1.80528173165185e-29,1.64184925111399e-89,1.62437156648213e-22,3.31139462977573e-25,1.82442470422565e-50,2.41345483748374e-99,0.00609463677155977,1.33753251136722e-05,8.43987681441878e-31,1.69618426460906e-89,2.44679323711289e-05,4.94870332920652e-08,2.94210109284127e-33,1.3782605697266e-89,0.0031989134904061,6.85531560104758e-06,4.54992680695546e-31,1.70021755676122e-89
-9.9,0.00119457598654603,2.40134540000857e-29,2.71797114313458e-89,2.08117682020285e-22,4.34264113818411e-25,3.10927539405081e-50,5.11887282519715e-99,0.00610975877267499,1.37246091025423e-05,1.12543907123759e-30,2.81488611151952e-89,2.50873410280877e-05,5.19359621636485e-08,4.01258825621891e-33,2.33937721709469e-89,0.00321492663552965,7.05205069210572e-06,6.08250712182133e-31,2.82868527772274e-89
-9.875,0.00121697164932882,3.19222020463522e-29,4.4966073882774e-89,2.66477869438827e-22,5.69126156056188e-25,5.29236230549931e-50,1.08434288816149e-98,0.00612488001385077,1.40823761909247e-05,1.49980128109094e-30,4.66846898777947e-89,2.57224300898511e-05,5.45039502973761e-08,5.46915422342945e-33,3.96823831723264e-89,0.00323105990733745,7.2542380861681e-06,8.12633609079469e-31,4.7032569068268e-89
-9.85,0.00123973875311063,4.24091549098719e-29,7.43453249306707e-89,3.40990186628007e-22,7.4537487607886e-25,8.99698666953834e-50,2.2941196393135e-98,0.0061400003039575,1.44488146680479e-05,1.9974287832056e-30,7.73773727440752e-89,2.63735965077569e-05,5.71966790316557e-08,7.44979476383582e-33,6.72703678577222e-89,0.00324731450619797,7.46202360995812e-06,1.08502788218743e-30,7.81531952000051e-89
-9.825,0.0012628824515264,5.63060368924573e-29,1.22843144270781e-88,4.36064949349436e-22,9.75556790265203e-25,1.52757210232887e-49,4.84755362507284e-98,0.00615511945141096,1.48241165329281e-05,2.65848821249515e-30,1.28167918959823e-88,2.70412472820135e-05,6.00200955249617e-08,1.01413789854162e-32,1.13966818518517e-88,0.00326369164745731,7.67555685682556e-06,1.44784145771106e-30,1.2978627439465e-88
-9.8,0.00128640794997953,7.47100227588347e-29,2.0285081182068e-88,5.57300002272069e-22,1.27597440661245e-24,2.59038007949206e-49,1.02302515641966e-97,0.00617023726417607,1.52084775556517e-05,3.53609582790234e-30,2.12163434696686e-88,2.77257997160885e-05,6.29804249363265e-08,1.37967972726165e-32,1.92957477423541e-88,0.00328019256166314,7.89499128101292e-06,1.93079042179988e-30,2.15399559788645e-88
-9.775,0.0013103205057874,9.90675317642872e-29,3.34758136916371e-88,7.11795889777111e-22,1.66779616954641e-24,4.38714912368143e-49,2.15628983859666e-97,0.00618535354977049,1.56020973393844e-05,4.70044704457269e-30,3.50984222055861e-88,2.84276816775375e-05,6.60841831517154e-08,1.87580685689974e-32,3.26492618467989e-88,0.00329681849479266,8.12048429422598e-06,2.57325786149148e-30,3.57268644174399e-88
-9.75,0.00133462542831932,1.3128417606154e-28,5.52095363720144e-88,9.08553431197667e-22,2.17849005654775e-24,7.42093168849213e-49,4.53926033737785e-97,0.00620046811526843,1.60051793831102e-05,6.24424815651492e-30,5.80270512718319e-88,2.91473318654344e-05,6.93381900801724e-08,2.54874578853311e-32,5.52094838501742e-88,0.00331357070848448,8.3521973645642e-06,3.42740600187121e-30,5.92214537916962e-88
-9.725,0.00135932807912692,1.73868932976473e-28,9.09966960508525e-88,1.15897491407888e-21,2.84367390863968e-24,1.25369415983979e-48,9.54377469460816e-97,0.00621558076730433,1.64179311451022e-05,8.28985617730895e-30,9.58736499328644e-88,2.98852000845734e-05,7.27495835446557e-08,3.46093536949608e-32,9.33001996204365e-88,0.00333045048027455,8.59029611786862e-06,4.5622795948237e-30,9.81063970319493e-88
-9.7,0.00138443387206653,2.30123070884815e-28,1.49887602825667e-87,1.47749549270426e-21,3.70950196811381e-24,2.11534838672633e-48,2.0040677389121e-96,0.00623069131207665,1.68405641071248e-05,1.09986577767662e-29,1.58304723135646e-87,3.06417475266111e-05,7.63258337935232e-08,4.69665893265826e-32,1.57572354654112e-87,0.00334745910383627,8.83495044154554e-06,6.06921284526709e-30,1.62423818257104e-87
-9.675,0.00140994827341359,3.04387559617734e-28,2.46737051001118e-87,1.88237809132428e-21,4.83574086120335e-24,3.5647521231992e-48,4.20302281596628e-96,0.00624579955535167,1.72732938393712e-05,1.45833813989677e-29,2.61224757879403e-87,3.14174470583263e-05,8.00747586597514e-08,6.36961412317443e-32,2.65953703703262e-87,0.00336459788922478,9.08633459092625e-06,8.06894944498099e-30,2.68742442332097e-87
-9.65,0.00143587680196889,4.02366858828078e-28,4.05911720482785e-87,2.39671348985512e-21,6.29973142922922e-24,5.99976031415639e-48,8.80376071792286e-96,0.00626090530246728,1.77163400661352e-05,1.93242492496545e-29,4.30785076386435e-87,3.22127835171778e-05,8.40045393961159e-08,8.63308047103857e-32,4.48601402020513e-87,0.00338186816312562,9.34462729822458e-06,1.07210125271692e-29,4.44382539672244e-87
-9.625,0.00146222502915629,5.31552386602179e-28,6.67355707738235e-87,3.04967772063353e-21,8.20148795682205e-24,1.00854573589012e-47,1.84175494497436e-95,0.00627600835833681,1.81699267322182e-05,2.55901527698798e-29,7.09958258920017e-87,3.30282540143424e-05,8.81237372157528e-08,1.16935673391963e-31,7.56212368469578e-87,0.00339927126910773,9.61001188415483e-06,1.42360276739498e-29,7.34364923150524e-87
-9.6,0.001488998579112,7.01775994266131e-28,1.09650781902279e-86,3.87811193174696e-21,1.06702567434983e-23,1.69322404044577e-47,3.84815530343522e-95,0.00629110852745293,1.86342820700742e-05,3.38663956864295e-29,1.1693131487441e-86,3.38643682454269e-05,9.24413105687888e-08,1.58291217228811e-31,1.27395911961826e-86,0.00341680856788096,9.88267637227568e-06,1.88919193622387e-29,1.21283327091406e-86
-9.575,0.00151620312876502,9.25932887776817e-28,1.80050632991258e-86,4.92850609925384e-21,1.38729457685945e-23,2.83916339001635e-47,8.03027594405556e-95,0.00630620561389145,1.91096386676901e-05,4.47910176331982e-29,1.92466302231164e-86,3.47216488090436e-05,9.69666331869997e-08,2.14138710196579e-31,2.14484431306346e-86,0.00343448143755818,1.01628136061254e-05,2.50551848338933e-29,2.00181780550799e-86
-9.55,0.00154384440790868,1.22092525572766e-27,2.95465064770498e-86,6.2594881692601e-21,1.80249516757009e-23,4.75470392391801e-47,1.67365322739674e-94,0.00632129942131531,1.95962335372036e-05,5.92023208731169e-29,3.16595270858496e-86,3.56006315334514e-05,1.01709512929839e-07,2.89509028638477e-31,3.6088150173717e-86,0.00345229127392197,1.0450621369217e-05,3.32088193435474e-29,3.30203970027392e-86
-9.525,0.0015719281992631,1.60889318143145e-27,4.84558470274383e-86,7.94494533605851e-21,2.34040561236017e-23,7.95268357090335e-47,3.48383534839716e-94,0.00633638975297844,2.00943081842584e-05,7.82010144567097e-29,5.20451177830761e-86,3.65018658114665e-05,1.06680211466567e-07,3.91162855513442e-31,6.06823002365438e-86,0.0034702394906962,1.07463025079628e-05,4.3988949058967e-29,5.44345151650975e-86
-9.5,0.00160046033852828,2.11881925350935e-27,7.94172431440168e-86,1.00779353943e-20,3.03682491637868e-23,1.32849847034429e-46,7.24280671082846e-94,0.00635147641172972,2.06041086780953e-05,1.03231418037079e-28,8.55030131690965e-86,3.74259149438503e-05,1.11889464830683e-07,5.28179656066575e-31,1.01973661710689e-85,0.00348832751982236,1.10500650575992e-05,5.8232856273348e-29,8.96810703779854e-86
-9.475,0.00162944671442781,2.78861896214231e-27,1.30080437971857e-85,1.27755848986305e-20,3.93785733966072e-23,2.2164888279781e-46,1.50388040666588e-93,0.00636655920001698,2.112588572238e-05,1.36187501001587e-28,1.40381117536394e-85,3.83733564913909e-05,1.17348504884401e-07,7.12745193045471e-31,1.71254723872264e-85,0.00350655681174094,1.13621223711866e-05,7.70418997345861e-29,1.47659567448099e-85
-9.45,0.00165889326874287,3.66786217103519e-27,2.12930434279246e-85,1.61852190216294e-20,5.10283827385653e-23,3.69340698707651e-46,3.11872325684551e-93,0.00638163791989093,2.1659894726766e-05,1.79551261233154e-28,2.3033600106162e-85,3.93447826358973e-05,1.23069081732483e-07,9.61203825267642e-31,2.874257486792e-85,0.00352492883567776,1.16826932517566e-05,1.01863897411018e-28,2.42972328203131e-85
-9.425,0.00168880599633637,4.82131386797619e-27,3.4833094273174e-85,2.04920277378532e-20,6.60807907672391e-23,6.14675521213407e-46,6.4594792657056e-93,0.00639671237300924,2.22063958791917e-05,2.36573187290041e-28,3.77694622476793e-85,4.03408005503325e-05,1.29063487126404e-07,1.29546370517337e-30,4.82100241052894e-85,0.00354344507993561,1.20120020876861e-05,1.346009231804e-28,3.99564120369472e-85
-9.4,0.00171919094516714,6.3335378218307e-27,5.69475358182123e-85,2.59286470110043e-20,8.55165673380771e-23,1.02169625567267e-45,1.33621182277436e-92,0.00641178236064051,2.27656542189106e-05,3.11507447067125e-28,6.18935840497136e-85,4.13620327783162e-05,1.35344578901562e-07,1.74487200701966e-30,8.08123231736654e-85,0.00356210705219103,1.23502789913758e-05,1.77750267556912e-28,6.56675215771476e-85
-9.375,0.00175005421629385,8.31487831077957e-27,9.30435738775508e-85,3.27871253878144e-20,1.10595355657279e-22,1.69611313449949e-45,2.76064296940513e-92,0.00642684768366837,2.33379397102525e-05,4.0991819690974e-28,1.01362266744968e-84,4.24091176232346e-05,1.41925806492004e-07,2.34871578555208e-30,1.35377472390046e-84,0.00358091627979656,1.26977599413138e-05,2.34588648232993e-28,1.078572326054e-84
-9.35,0.00178140196386853,1.09092273570448e-26,1.51924003636681e-84,4.14338599469603e-20,1.42933859488942e-22,2.81219197577215e-45,5.6964240170091e-92,0.00644190814259553,2.39235273171153e-05,5.39078254547146e-28,1.65894828459181e-84,4.34827095472015e-05,1.48821237569052e-07,3.15955503050202e-30,2.26643765179186e-84,0.00359987431008839,1.30546869276079e-05,3.09412787271969e-28,1.770445067522e-84
-9.325,0.00181324039511958,1.43041038360225e-26,2.47910531189466e-84,5.23282260057157e-20,1.84605634795899e-22,4.65684994366541e-45,1.17395515185842e-91,0.00645696353754791,2.45226970781828e-05,7.08487644525631e-28,2.71340882403013e-84,4.45834795801176e-05,1.56045585852104e-07,4.24766196020969e-30,3.79201212699684e-84,0.00361898271069975,1.34213081010702e-05,4.07853402709739e-28,2.90435838966593e-84
-9.3,0.00184557577032396,1.8743724023418e-26,4.04289182328192e-84,6.60457986073931e-20,2.38268366131298e-22,7.70187835876603e-45,2.41633884229642e-91,0.00647201366827872,2.51357341828681e-05,9.30547613951256e-28,4.43530479397039e-84,4.57121157390866e-05,1.6361424014195e-07,5.70692987850392e-30,6.34051047922244e-84,0.00363824306987988,1.37978779259428e-05,5.37284756925504e-28,4.76159609722529e-84
-9.275,0.00187841440276842,2.45459403400195e-26,6.58897457851686e-84,8.33072782803907e-20,3.07326083754115e-22,1.27220822295587e-44,4.96731036478522e-91,0.00648705833417262,2.576292904798e-05,1.22143615308378e-27,7.24531978187395e-84,4.68693234584484e-05,1.71543294629025e-07,7.66273296874449e-30,1.05951545897544e-83,0.00365765699681893,1.41846573363527e-05,7.07358502585574e-28,7.8017050985468e-84
-9.25,0.00191176265869964,3.21241787162144e-26,1.07317885944605e-83,1.05014498299704e-19,3.9613576848625e-22,2.09882811567721e-44,1.01986312441271e-90,0.00650209733424989,2.64045773951071e-05,1.60224451178236e-27,1.18281683857088e-83,4.80558260306973e-05,1.79849580531208e-07,1.0282374383876e-29,1.76937112959774e-83,0.00367722612197881,1.45819138965871e-05,9.3069910756397e-28,1.27750076040383e-83
-9.225,0.00194562695726303,4.20158310756073e-26,1.74684733565607e-83,1.32295217249535e-19,5.10270305429136e-22,3.45822049447703e-44,2.09131577758181e-90,0.0065171304671706,2.70609803287194e-05,2.10045154086844e-27,1.92975995607202e-83,4.92723650585655e-05,1.88550699118066e-07,1.37889659645409e-29,2.9529707261096e-83,0.00369695209743008,1.49899219652846e-05,1.22380918740586e-27,2.09058339689757e-83
-9.2,0.00198001377042997,5.49189783181786e-26,2.84162235479689e-83,1.66558803237993e-19,6.56852919896665e-22,5.69096112600638e-44,4.28306308008681e-90,0.00653215753123883,2.77324444149808e-05,2.75183501155463e-27,3.14640724602261e-83,5.05197009185467e-05,1.97665056180802e-07,1.84798547170558e-29,4.9252458366104e-83,0.00371683659719513,1.54089628636363e-05,1.60824735390566e-27,3.41907439936621e-83
-9.175,0.00201492962291343,7.17398569168949e-26,4.61962087833483e-83,2.09565411984181e-19,8.4498222865432e-22,9.35353314892334e-44,8.76085433079504e-90,0.00654717832440686,2.84192817612715e-05,3.60294779042654e-27,5.12687145381598e-83,5.17986132361577e-05,2.07211898009636e-07,2.4751069607646e-29,8.20966147564994e-83,0.00373688131759764,1.58393250476977e-05,2.11215963519245e-27,5.5883598309472e-83
-9.15,0.00205038109207168,9.36541720828502e-26,7.50541785757001e-83,2.63511871387432e-19,1.08627207893792e-21,1.53540479415217e-43,1.78976322317152e-89,0.00656219264427947,2.91218100964128e-05,4.71432368172123e-27,8.34864078263145e-83,5.31099013732295e-05,2.17211348942915e-07,3.31297345714432e-29,1.36757499730619e-82,0.00375708797761859,1.62813042849111e-05,2.77226933657818e-27,9.12840631747257e-83
-9.125,0.00208637480779986,1.2218624482984e-25,1.21863033003205e-82,3.31138236018879e-19,1.39553669233781e-21,2.51725508486443e-43,3.65175667831403e-89,0.00657720028811816,2.98403528515926e-05,6.16462520689417e-27,1.35864180384165e-82,5.44543849275332e-05,2.27684450554909e-07,4.43170156853022e-29,2.27669902181925e-82,0.00377745831925878,1.67352038349425e-05,3.63646093370425e-27,1.4901856801352e-82
-9.1,0.00212291745240939,1.59311113270097e-25,1.97741423196263e-82,4.15859897911516e-19,1.7916596126738e-21,4.12181687742063e-43,7.44158105413946e-89,0.00659220105284545,3.05752392419851e-05,8.05600653068688e-27,2.20963236739121e-82,5.58329042450574e-05,2.38653202552044e-07,5.92449891156722e-29,3.78781409377742e-82,0.00379799410790825,1.72013346349407e-05,4.76713319837323e-27,2.43119987109755e-82
-9.075,0.0021600157604949,2.07586159010192e-25,3.20665246679713e-82,5.21931273717788e-19,2.29869499166073e-21,6.74073558236937e-43,1.51455738407782e-88,0.00660719473504921,3.1326804349059e-05,1.05210429389296e-26,3.59137639908352e-82,5.72463209452499e-05,2.50140605450187e-07,7.91518931501043e-29,6.29796519588962e-82,0.00381869713272249,1.76800154893255e-05,6.24554778985964e-27,3.96401994618891e-82
-9.05,0.00219767651878846,2.70320685323843e-25,5.19678438998362e-82,6.54648479902184e-19,2.94726235205512e-21,1.10098910575211e-42,3.07867170868684e-88,0.00662218113098696,3.20953892035707e-05,1.37316785442575e-26,5.83347951752981e-82,5.8695518459559e-05,2.62170705108622e-07,1.05681642738341e-28,1.04650286798874e-81,0.00383956920700571,1.81715732642194e-05,8.17746525200733e-27,6.45930691416184e-82
-9.025,0.00223590656600109,3.51794246474535e-25,8.41678181345312e-82,8.20600114606821e-19,3.77631179225417e-21,1.796039499764e-42,6.25026111047324e-88,0.00663716003659021,3.28813408692337e-05,1.7910772385486e-26,9.46935246256774e-82,6.01814025836067e-05,2.74768639199484e-07,1.41015343633221e-28,1.73783746394881e-81,0.0038606121686014,1.86763430866365e-05,1.07004449035582e-26,1.0518915497273e-81
-9,0.00227471279265122,4.5753755905208e-25,1.36234156029556e-81,1.02797735716689e-18,4.83535644605199e-21,2.92621261154915e-42,1.26733104219843e-87,0.00665213124746887,3.36850125270597e-05,2.33469876231484e-26,1.53616808503737e-81,6.17049020433398e-05,2.87960685694632e-07,1.88044982824311e-28,2.88407436210262e-81,0.00388182788029013,1.91946685485456e-05,1.39932938262239e-26,1.71194970857019e-81
-8.975,0.00231410214087992,5.94693696761727e-25,2.20371033294945e-81,1.28695715915249e-18,6.18729389212002e-21,4.76160103140382e-42,2.56648728184095e-87,0.00666709455891561,3.45067635603648e-05,3.04139790860908e-26,2.49047992807063e-81,6.3266969075515e-05,3.01774313455395e-07,2.50602671933869e-28,4.78335174879868e-81,0.00390321823019493,1.97269019159305e-05,1.82882898598535e-26,2.78449256991162e-81
-8.95,0.00235408160425279,7.72482208651288e-25,3.56247295779623e-81,1.6101754378816e-18,7.91196937195688e-21,7.73850845396417e-42,5.19093143103987e-87,0.00668204976591026,3.53469596404315e-05,3.95951036762696e-26,4.03508980952525e-81,6.4868580022877e-05,3.16238235014049e-07,3.337630147806e-28,7.92842183176348e-81,0.00392478513219433,2.02734043429698e-05,2.38869829212597e-26,4.52622546703394e-81
-8.925,0.00239465822754833,1.00279509767418e-24,5.75542250501021e-81,2.01331102050816e-18,1.01106726805433e-20,1.25608390584465e-41,1.04859697312286e-86,0.00669699666312425,3.62059728128224e-05,5.15152222197108e-26,6.53354995960629e-81,6.65107359444046e-05,3.31382461639618e-07,4.44241664844977e-28,1.31331754166847e-80,0.00394653052634321,2.08345460914637e-05,3.11806092045283e-26,7.35294637880124e-81
-8.9,0.00243583910653243,1.30096161992394e-24,9.29247520376492e-81,2.51580577695144e-18,1.29118093776514e-20,2.03627848509092e-41,2.11557798592894e-86,0.00671193504492506,3.70841815843343e-05,6.69816007547988e-26,1.05723389686961e-80,6.81944632410058e-05,3.47238360784364e-07,5.90920330973236e-28,2.17410896743736e-80,0.00396845637930172,2.14107067556397e-05,4.06764481053971e-26,1.19377297696184e-80
-8.875,0.00247763138771905,1.68672908127048e-24,1.49938850518041e-80,3.14175210866487e-18,1.64780479359256e-20,3.29695353155746e-41,4.26291438609351e-86,0.00672686470538069,3.79819710105865e-05,8.70364799968466e-26,1.70969559681063e-80,6.99208142970505e-05,3.63838716011255e-07,7.8553789881945e-28,3.59684261939021e-80,0.0039905646847723,2.20022754924682e-05,5.30318301666522e-26,1.93694484288792e-80
-8.85,0.00252004226811675,2.18551980800009e-24,2.41782859305272e-80,3.92098595256414e-18,2.1015320581405e-20,5.33145332481495e-41,8.57909177839593e-86,0.00674178543826414,3.88997327842346e-05,1.13024596828846e-25,2.76307299988279e-80,7.16908681381466e-05,3.81217789506891e-07,1.04359963608514e-27,5.94689307232335e-80,0.00401285746394517,2.26096512576298e-05,6.90979890722946e-26,3.14085556163899e-80
-8.825,0.00256307899496089,2.83004099849928e-24,3.89641680078005e-80,4.89043198799477e-18,2.67841505979767e-20,8.61064191140863e-41,1.72438068282477e-85,0.00675669703705788,3.98378653237989e-05,1.46679853008239e-25,4.46263920540284e-80,7.35057311055647e-05,3.99411387288546e-07,1.38557251931201e-27,9.82624051112251e-80,0.00403533676595223,2.32332430472705e-05,8.99765711614654e-26,5.0899546557828e-80
-8.8,0.00260674886543135,3.66234516855538e-24,6.27529102091726e-80,6.09575812956242e-18,3.4113897351363e-20,1.38893709787149e-40,3.46164171821057e-85,0.00677159929495845,4.07967738631002e-05,1.9023648689598e-25,7.2030602187723e-80,7.53665375477383e-05,4.18456927218503e-07,1.83845569968862e-27,1.62260651716369e-79,0.00405800466832981,2.38734701456931e-05,1.17092409563119e-25,8.24356630583551e-80
-8.775,0.00265105922635562,4.73646557675396e-24,1.01002215755303e-79,7.59340904939825e-18,4.34206579276389e-20,2.23762218352318e-40,6.94045935333201e-85,0.00678649200488095,4.17768705412915e-05,2.46571581073221e-25,1.16189843365127e-79,7.72744505292683e-05,4.38393509943457e-07,2.43784249690381e-27,2.6777350790898e-79,0.00408086327749029,2.45307623791325e-05,1.52287184543672e-25,1.33429441394453e-79
-8.75,0.00269601747389703,6.12178486524712e-24,1.62463758904728e-79,9.45310388190285e-18,5.52297481138019e-20,3.60037777276999e-40,1.38979724358049e-84,0.00680137495946359,4.27785744934751e-05,3.19387617196664e-25,1.87303174696583e-79,7.92306625578756e-05,4.59261992881532e-07,3.23062599697472e-27,4.41621863490531e-79,0.00410391472920278,2.52055603757655e-05,1.97939887623647e-25,2.15835832880563e-79
-8.725,0.00274163105322796,7.90733807546892e-24,2.61162404890772e-79,1.17609020056305e-17,7.02039141763729e-20,5.78584129383516e-40,2.77953283488247e-84,0.00681624795107233,4.38023119418961e-05,4.13446176807899e-25,3.01750474992171e-79,8.12363963297586e-05,4.81105067384538e-07,4.27854682712671e-27,7.27883860691664e-79,0.00412716118908327,2.58983158321146e-05,2.57121661461893e-25,3.48923975349039e-79
-8.7,0.0027879074581878,1.02073055943061e-23,4.19559333604372e-79,1.46229635750066e-17,8.91787112714719e-20,9.28628682333472e-40,5.55199803109826e-84,0.00683111077180542,4.48485162876984e-05,5.34866918816632e-25,4.85821396333815e-79,8.32929054938168e-05,5.03967339208156e-07,5.66284222217037e-27,1.19895305818134e-78,0.00415060485309415,2.66094917860036e-05,3.33794698196344e-25,5.63733051744401e-79
-8.675,0.00283485423092564,1.31680204725386e-23,6.73604036118057e-79,1.81701591386457e-17,1.13206837623071e-19,1.48858898871677e-39,1.1076025067967e-83,0.00684596321349804,4.59176282032336e-05,6.91509812435496e-25,7.8168389626645e-79,8.54014754352225e-05,5.27895412428279e-07,7.49033427147979e-27,1.97365316602267e-78,0.00417424794805355,2.73395628962316e-05,4.330675699174e-25,9.10231047338805e-79
-8.65,0.00288247896152731,1.69769017344195e-23,1.08079802011235e-78,2.25637162552067e-17,1.43613652214329e-19,2.3832227868998e-39,2.20686460096606e-83,0.00686080506772695,4.70100957249099e-05,8.93463484721494e-25,1.25693130746945e-78,8.75634240788294e-05,5.52937976947244e-07,9.90139766609581e-27,3.24689360193799e-78,0.00419809273215458,2.80890157291345e-05,5.6152279351656e-25,1.46880888109078e-78
-8.625,0.0029307892876267,2.18738355461856e-23,1.73305747599567e-78,2.80021317355065e-17,1.82066647841715e-19,3.81076015064453e-39,4.39161822606779e-83,0.00687563612581513,4.81263743465672e-05,1.153668727244e-24,2.01984374632987e-78,8.97801027129165e-05,5.79145899739527e-07,1.3080380365917e-26,5.33818775938488e-78,0.00422214149549484,2.88583490522058e-05,7.27636797588027e-25,2.36872406108121e-78
-8.6,0.00297979289400125,2.81656654427624e-23,2.77721791269996e-78,3.47296274856621e-17,2.30662325855177e-19,6.08577258484254e-39,8.72831881391766e-83,0.00689045617883644,4.92669271133683e-05,1.48871404028496e-24,3.24376852895971e-78,9.20528968337896e-05,6.06572319992635e-07,1.72692234444629e-26,8.77098157654956e-78,0.0042463965606162,2.96480741349583e-05,9.42318013707574e-25,3.81767741745012e-78
-8.575,0.00302949751215128,3.62446287769718e-23,4.44770029870429e-78,4.30464876857978e-17,2.92034754362627e-19,9.70681953993744e-39,1.73258182878257e-82,0.00690526501762035,5.04322247161887e-05,1.91985000788534e-24,5.20604346271607e-78,9.43832270117598e-05,6.35272748305054e-07,2.27852506558251e-26,1.44022756373944e-77,0.00427086028305533,3.04587150572068e-05,1.21959587757167e-24,6.14921391525821e-78
