xs,wide_likelihoods,normal_mixture_prior,normal_mixture_posterior,laplace_prior,laplace_posterior,cauchy_prior,cauchy_posterior
24.1,0.0226101784526416,0.000546559168948235,0.00791149260714658,1.70794149689193e-11,2.63605911671272e-08,0.000547102810511663,0.0127296396063877
24.125,0.0225994333211568,0.000543274352546898,0.0078602073815194,1.66577227108321e-11,2.56975277001132e-08,0.000545971450051258,0.0126972787811131
24.15,0.0225886776095394,0.000540005902819428,0.00780920037497516,1.62464420716939e-11,2.50511252621821e-08,0.000544843593295004,0.0126650184881612
24.175,0.0225779113377599,0.00053675376203316,0.00775847048820478,1.58453159877172e-11,2.44209656438721e-08,0.0005437192257986,0.0126328583236032
24.2,0.022567134525801,0.000533517872498069,0.00770801662328208,1.54540937420416e-11,2.3806641122201e-08,0.000542598333192061,0.0126007978855629
24.225,0.0225563471936579,0.000530298176567953,0.00765783768368529,1.50725308080282e-11,2.32077541979981e-08,0.000541480901179259,0.0125688367742042
24.25,0.0225455493613383,0.000527094616641603,0.00760793257431823,1.47003886964224e-11,2.26239173398081e-08,0.00054036691553747,0.0125369745917184
24.275,0.022534741048862,0.000523907135163965,0.00755830020153131,1.433743480629e-11,2.20547527342031e-08,0.000539256362116919,0.0125052109423118
24.3,0.0225239222762611,0.000520735674627305,0.00750893947314246,1.39834422796346e-11,2.14998920423429e-08,0.000538149226840337,0.0124735454321934
24.325,0.0225130930635799,0.000517580177572342,0.00745984929845777,1.36381898596037e-11,2.09589761626267e-08,0.000537045495702509,0.0124419776695629
24.35,0.0225022534308749,0.000514440586589402,0.00741102858829191,1.33014617521958e-11,2.04316549992849e-08,0.000535945154769841,0.0124105072645983
24.375,0.0224914033982144,0.000511316844319535,0.00736247625498853,1.29730474913823e-11,1.99175872367613e-08,0.00053484819017991,0.0123791338294441
24.4,0.022480542985679,0.000508208893455645,0.00731419121244027,1.26527418075595e-11,1.94164401197419e-08,0.00053375458814104,0.0123478569781988
24.425,0.022469672213361,0.000505116676743604,0.00726617237610875,1.2340344499248e-11,1.89278892386891e-08,0.000532664334931861,0.0123166763269038
24.45,0.0224587911013647,0.000502040136983349,0.00721841866304423,1.20356603079609e-11,1.84516183207428e-08,0.000531577416900882,0.0122855914935309
24.475,0.0224478996698062,0.000498979217029988,0.00717092899190529,1.17384987961603e-11,1.79873190258555e-08,0.000530493820466069,0.0122546020979712
24.5,0.0224369979388132,0.000495933859794883,0.00712370228297806,1.14486742282278e-11,1.75346907480292e-08,0.000529413532114413,0.0122237077620228
24.525,0.0224260859285252,0.00049290400824673,0.00707673745819549,1.11660054543738e-11,1.70934404215274e-08,0.000528336538401517,0.0121929081093798
24.55,0.0224151636590934,0.000489889605412633,0.00703003344115633,1.08903157974132e-11,1.66632823319385e-08,0.000527262825951177,0.0121622027656207
24.575,0.0224042311506804,0.000486890594379165,0.00698358915714393,1.06214329423359e-11,1.62439379319664e-08,0.000526192381454965,0.0121315913581967
24.6,0.0223932884234604,0.000483906918293424,0.00693740353314493,1.03591888286044e-11,1.58351356618347e-08,0.00052512519167182,0.0121010735164211
24.625,0.022382335497619,0.000480938520364078,0.00689147549786763,1.01034195451111e-11,1.54366107741839e-08,0.000524061243427639,0.0120706488714571
24.65,0.0223713723933532,0.000477985343862405,0.00684580398176034,9.85396522772761e-12,1.50481051633541e-08,0.000523000523614869,0.0120403170563075
24.675,0.0223603991308713,0.000475047332123321,0.00680038791702947,9.61066995938528e-12,1.46693671989404e-08,0.000521943019192109,0.0120100777058033
24.7,0.0223494157303928,0.000472124428546404,0.00675522623765736,9.37338167262137e-12,1.43001515635144e-08,0.000520888717183705,0.0119799304565926
24.725,0.0223384222121485,0.000469216576596903,0.00671031787942011,9.14195205453235e-12,1.39402190944098e-08,0.000519837604679358,0.0119498749471298
24.75,0.0223274185963803,0.000466323719806748,0.00666566177990507,8.91623645407319e-12,1.35893366294679e-08,0.000518789668833722,0.011919910817665
24.775,0.022316404903341,0.000463445801775541,0.00662125687852821,8.69609379164592e-12,1.32472768566452e-08,0.000517744896866022,0.0118900377102326
24.8,0.0223053811532947,0.000460582766171551,0.00657710211655137,8.48138647092033e-12,1.29138181673866e-08,0.000516703276059656,0.0118602552686415
24.825,0.0222943473665162,0.000457734556732689,0.00653319643709921,8.27198029283158e-12,1.25887445136697e-08,0.000515664793761817,0.0118305631384636
24.85,0.0222833035632913,0.000454901117267481,0.00648953878517609,8.06774437170168e-12,1.22718452686284e-08,0.000514629437383104,0.0118009609670239
24.875,0.0222722497639166,0.000452082391656035,0.00644612810768272,7.86855105343145e-12,1.19629150906662e-08,0.000513597194397141,0.0117714484033897
24.9,0.0222611859886994,0.000449278323850991,0.00640296335343258,7.67427583571266e-12,1.1661753790972e-08,0.000512568052340205,0.0117420250983605
24.925,0.0222501122579579,0.000446488857878473,0.00636004347316837,7.48479729021008e-12,1.1368166204354e-08,0.000511541998810844,0.0117126907044572
24.95,0.0222390285920205,0.000443713937839026,0.00631736741957798,7.29999698666468e-12,1.10819620633071e-08,0.000510519021469506,0.0116834448759125
24.975,0.0222279350112268,0.000440953507908548,0.00627493414731055,7.11975941887103e-12,1.08029558752343e-08,0.000509499108038172,0.0116542872686601
25,0.0222168315359263,0.000438207512339213,0.00623274261299222,6.94397193248201e-12,1.05309668027429e-08,0.000508482246299985,0.0116252175403249
25.025,0.0222057181864793,0.000435475895460385,0.00619079177524171,6.77252465459623e-12,1.02658185469381e-08,0.000507468424098885,0.0115962353502132
25.05,0.0221945949832565,0.000432758601679526,0.00614908059468582,6.60531042508397e-12,1.00073392336397e-08,0.000506457629339248,0.0115673403593022
