xs,normal_prior,normal_mixture_prior,laplace_prior,cauchy_prior,horseshoe_prior
-86,0,8.68240687141552e-19,2.23688965309056e-38,4.30322950092998e-05,3.81065709960026e-05
-85.975,0,8.87107207743225e-19,2.29351678425841e-38,4.30573213133179e-05,4.32347607200911e-05
-85.95,0,9.06378025362062e-19,2.35157743807669e-38,4.30823694545324e-05,4.76017870219043e-05
-85.925,0,9.26061679126898e-19,2.41110790434414e-38,4.31074394583556e-05,5.01240356198122e-05
-85.9,0,9.46166885811835e-19,2.47214539154e-38,4.31325313502367e-05,5.09975859513116e-05
-85.875,0,9.66702543473976e-19,2.53472805008076e-38,4.3157645155662e-05,5.05620512893968e-05
-85.85,0,9.87677735164228e-19,2.59889499616522e-38,4.31827809001547e-05,4.79111370165074e-05
-85.825,0,1.00910173271284e-18,2.66468633622345e-38,4.32079386092754e-05,4.17556596238459e-05
-85.8,0,1.03098400059126e-18,2.73214319198476e-38,4.32331183086217e-05,3.28939060113401e-05
-85.775,0,1.05333419985151e-18,2.80130772617983e-38,4.32583200238288e-05,2.48904984977608e-05
-85.75,0,1.07616219214494e-18,2.8722231688941e-38,4.3283543780569e-05,2.16696325122109e-05
-85.725,0,1.09947804382164e-18,2.94493384458773e-38,4.33087896045521e-05,2.44518967207716e-05
-85.7,0,1.12329203011236e-18,3.01948519979991e-38,4.33340575215255e-05,3.0764874849191e-05
-85.675,0,1.14761463939441e-18,3.0959238315546e-38,4.33593475572741e-05,3.6117029067823e-05
-85.65,0,1.17245657754317e-18,3.17429751648483e-38,4.33846597376203e-05,3.72676873397835e-05
-85.625,0,1.19782877237115e-18,3.25465524069505e-38,4.34099940884244e-05,3.47442043740573e-05
-85.6,0,1.22374237815586e-18,3.33704723037873e-38,4.34353506355843e-05,3.20071616849861e-05
-85.575,0,1.25020878025873e-18,3.42152498321145e-38,4.34607294050358e-05,3.17200346713254e-05
-85.55,0,1.27723959983681e-18,3.50814130053881e-38,4.34861304227526e-05,3.32916761067418e-05
-85.525,0,1.30484669864846e-18,3.59695032037865e-38,4.35115537147463e-05,3.44092260819368e-05
-85.5,0,1.33304218395585e-18,3.68800755125944e-38,4.35369993070666e-05,3.42170685665186e-05
-85.475,0,1.36183841352547e-18,3.7813699069146e-38,4.35624672258012e-05,3.44482508323387e-05
-85.45,0,1.39124800072871e-18,3.87709574185555e-38,4.3587957497076e-05,3.78315745897736e-05
-85.425,0,1.42128381974481e-18,3.9752448878454e-38,4.36134701470552e-05,4.52858381826353e-05
-85.4,0,1.45195901086772e-18,4.07587869129529e-38,4.36390052019411e-05,5.4092689732251e-05
-85.375,0,1.48328698591929e-18,4.17906005160841e-38,4.36645626879746e-05,5.93999964582762e-05
-85.35,0,1.51528143377053e-18,4.28485346049372e-38,4.36901426314348e-05,5.84120547723076e-05
-85.325,0,1.54795632597363e-18,4.3933250422756e-38,4.37157450586395e-05,5.25612933674452e-05
-85.3,0,1.5813259225062e-18,4.50454259522382e-38,4.37413699959449e-05,4.51222827721081e-05
-85.275,0,1.61540477763036e-18,4.6185756339293e-38,4.37670174697459e-05,3.79513605528576e-05
-85.25,0,1.65020774586902e-18,4.73549543275344e-38,4.37926875064761e-05,3.1271669350011e-05
-85.225,0,1.68574998810142e-18,4.8553750703765e-38,4.38183801326078e-05,2.51325750107402e-05
-85.2,0,1.72204697778005e-18,4.97828947547435e-38,4.38440953746523e-05,1.96753021289337e-05
-85.175,0,1.75911450727218e-18,5.1043154735515e-38,4.38698332591596e-05,1.47178932041895e-05
-85.15,0,1.79696869432739e-18,5.23353183495912e-38,4.38955938127187e-05,1.00831249316737e-05
-85.125,0,1.83562598867426e-18,5.36601932412958e-38,4.39213770619579e-05,6.12685757361779e-06
-85.1,0,1.8751031787485e-18,5.50186075005636e-38,4.39471830335442e-05,3.56299033304288e-06
-85.075,0,1.91541739855522e-18,5.64114101805262e-38,4.3973011754184e-05,2.92710769121432e-06
-85.05,0,1.95658613466785e-18,5.78394718281995e-38,4.39988632506231e-05,4.3145370213001e-06
-85.025,0,1.99862723336627e-18,5.93036850285992e-38,4.40247375496462e-05,7.29374568230074e-06
-85,0,2.04155890791739e-18,6.08049649626413e-38,4.40506346780779e-05,1.08122026186102e-05
-84.975,0,2.0853997460001e-18,6.23442499791546e-38,4.40765546627817e-05,1.34272295528595e-05
-84.95,0,2.13016871727831e-18,6.39225021813814e-38,4.41024975306612e-05,1.40582378313506e-05
-84.925,0,2.17588518112459e-18,6.55407080283265e-38,4.4128463308659e-05,1.27534738368536e-05
-84.9,0,2.22256889449682e-18,6.71998789513195e-38,4.41544520237579e-05,1.0729373507596e-05
-84.875,0,2.27024001997208e-18,6.89010519861995e-38,4.418046370298e-05,9.48114244136912e-06
-84.85,0,2.31891913393959e-18,7.06452904214905e-38,4.42064983733876e-05,9.66578524841608e-06
-84.825,0,2.36862723495643e-18,7.24336844629932e-38,4.42325560620825e-05,1.08498344363326e-05
-84.8,0,2.41938575226938e-18,7.42673519152028e-38,4.42586367962067e-05,1.23156460520951e-05
-84.775,0,2.47121655450555e-18,7.61474388799656e-38,4.42847406029422e-05,1.38646079095492e-05
-84.75,0,2.52414195853559e-18,7.8075120472839e-38,4.43108675095109e-05,1.57187345257314e-05
-84.725,0,2.57818473851233e-18,8.00516015575687e-38,4.4337017543175e-05,1.78430254421817e-05
-84.7,0,2.63336813508923e-18,8.20781174991714e-38,4.43631907312369e-05,1.9553316249367e-05
-84.675,0,2.68971586482081e-18,8.41559349360816e-38,4.43893871010394e-05,1.9939445907375e-05
-84.65,0,2.74725212974958e-18,8.62863525718338e-38,4.44156066799654e-05,1.89184631706407e-05
-84.625,0,2.80600162718288e-18,8.84707019868036e-38,4.44418494954386e-05,1.77678823290724e-05
-84.6,0,2.86598955966319e-18,9.07103484704809e-38,4.4468115574923e-05,1.81343336728816e-05
-84.575,0,2.92724164513553e-18,9.30066918748232e-38,4.44944049459231e-05,2.04369287153115e-05
-84.55,0,2.98978412731632e-18,9.53611674892134e-38,4.45207176359843e-05,2.35755082337326e-05
-84.525,0,3.05364378626702e-18,9.77752469375522e-38,4.45470536726924e-05,2.61420881780239e-05
-84.5,0,3.11884794917688e-18,1.00250439098083e-37,4.45734130836745e-05,2.75716566071371e-05
-84.475,0,3.1854245013586e-18,1.02788291046478e-37,4.45997958965981e-05,2.81986973434859e-05
-84.45,0,3.2534018974615e-18,1.05390389022819e-37,4.46262021391719e-05,2.85759063704081e-05
-84.425,0,3.3228091729059e-18,1.08058359423049e-37,4.46526318391455e-05,2.88424962069141e-05
-84.4,0,3.39367595554296e-18,1.10793869815514e-37,4.46790850243096e-05,2.85549407468742e-05
-84.375,0,3.46603247754541e-18,1.13598629983262e-37,4.47055617224963e-05,2.69148308039031e-05
-84.35,0,3.53990958753164e-18,1.16474392992699e-37,4.47320619615785e-05,2.32670898871558e-05
-84.325,0,3.61533876292978e-18,1.19422956289318e-37,4.47585857694708e-05,1.78514653213775e-05
-84.3,0,3.69235212258558e-18,1.22446162821167e-37,4.47851331741291e-05,1.22629154093773e-05
-84.275,0,3.77098243961762e-18,1.25545902190737e-37,4.48117042035505e-05,8.83787936773792e-06
-84.25,0,3.85126315452706e-18,1.28724111836045e-37,4.48382988857741e-05,9.29400188871463e-06
-84.225,0,3.93322838856482e-18,1.31982778241575e-37,4.48649172488802e-05,1.37381582366226e-05
-84.2,0,4.01691295736168e-18,1.35323938179908e-37,4.48915593209909e-05,2.05663603549527e-05
-84.175,0,4.10235238482738e-18,1.38749679984774e-37,4.49182251302701e-05,2.71929206297597e-05
-84.15,0,4.18958291732236e-18,1.42262144856313e-37,4.49449147049236e-05,3.13335822481795e-05
-84.125,0,4.2786415381085e-18,1.45863528199415e-37,4.49716280731989e-05,3.22068616043103e-05
-84.1,0,4.36956598208378e-18,1.49556080995903e-37,4.49983652633857e-05,3.105113655265e-05
-84.075,0,4.46239475080665e-18,1.53342111211474e-37,4.50251263038157e-05,3.07971709178206e-05
-84.05,0,4.55716712781544e-18,1.57223985238264e-37,4.50519112228625e-05,3.43689579174817e-05
-84.025,0,4.65392319424817e-18,1.612041293739e-37,4.50787200489422e-05,4.24669900761826e-05
-84,0,4.75270384476991e-18,1.65285031338037e-37,4.51055528105131e-05,5.26480568263791e-05
-83.975,0,4.85355080381158e-18,1.69469241827244e-37,4.51324095360757e-05,6.08433154015538e-05
-83.95,0,4.95650664212783e-18,1.73759376109283e-37,4.51592902541732e-05,6.42235805383202e-05
-83.925,0,5.06161479367978e-18,1.7815811565774e-37,4.5186194993391e-05,6.27692243737316e-05
-83.9,0,5.16891957284812e-18,1.82668209828019e-37,4.52131237823574e-05,5.8425672237014e-05
-83.875,0,5.27846619198407e-18,1.87292477575798e-37,4.52400766497432e-05,5.33525729549716e-05
-83.85,0,5.39030077930326e-18,1.9203380921895e-37,4.52670536242618e-05,4.91399253263481e-05
-83.825,0,5.50447039713122e-18,1.96895168244091e-37,4.52940547346696e-05,4.6980127877208e-05
-83.8,0,5.62102306050492e-18,2.01879593158869e-37,4.5321080009766e-05,4.75991630877823e-05
-83.775,0,5.74000775613851e-18,2.06990199391106e-37,4.5348129478393e-05,5.05952766386662e-05
-83.75,0,5.86147446176078e-18,2.12230181236069e-37,4.53752031694359e-05,5.40886936551758e-05
-83.725,0,5.98547416582933e-18,2.17602813852983e-37,4.54023011118231e-05,5.55688769768154e-05
-83.7,0,6.11205888763113e-18,2.23111455312124e-37,4.54294233345261e-05,5.36990065869903e-05
-83.675,0,6.24128169777607e-18,2.28759548693732e-37,4.54565698665598e-05,4.96715354191371e-05
-83.65,0,6.3731967390893e-18,2.34550624240026e-37,4.54837407369824e-05,4.65629761780684e-05
-83.625,0,6.50785924791304e-18,2.40488301561744e-37,4.55109359748955e-05,4.66916095723738e-05
-83.6,0,6.64532557582351e-18,2.46576291900496e-37,4.55381556094442e-05,4.93235057379968e-05
-83.575,0,6.78565321177115e-18,2.52818400448422e-37,4.55653996698172e-05,5.14084892460566e-05
-83.55,0,6.92890080465385e-18,2.59218528726568e-37,4.5592668185247e-05,5.08591850128356e-05
-83.525,0,7.07512818632893e-18,2.65780677023444e-37,4.56199611850095e-05,4.85337022104428e-05
-83.5,0,7.22439639507474e-18,2.72508946895358e-37,4.56472786984248e-05,4.6524678602338e-05
-83.475,0,7.37676769950832e-18,2.79407543730001e-37,4.56746207548567e-05,4.52767490899844e-05
-83.45,0,7.53230562297013e-18,2.86480779374958e-37,4.57019873837129e-05,4.34164366501856e-05
-83.425,0,7.69107496838251e-18,2.93733074832769e-37,4.57293786144455e-05,4.01473741453985e-05
-83.4,0,7.85314184359213e-18,3.01168963024169e-37,4.57567944765503e-05,3.68597847722316e-05
-83.375,0,8.01857368720619e-18,3.08793091621345e-37,4.57842349995676e-05,3.6076896468424e-05
-83.35,0,8.18743929493028e-18,3.16610225952852e-37,4.58117002130819e-05,3.90422593556858e-05
-83.325,0,8.3598088464182e-18,3.24625251982113e-37,4.58391901467222e-05,4.45375626153273e-05
-83.3,0,8.53575393264489e-18,3.32843179361315e-37,4.58667048301617e-05,4.99230946470444e-05
-83.275,0,8.71534758380959e-18,3.41269144562578e-37,4.58942442931183e-05,5.27893453613754e-05
-83.25,0,8.89866429778189e-18,3.4990841408845e-37,4.59218085653546e-05,5.17823501162731e-05
-83.225,0,9.08578006909923e-18,3.58766387763613e-37,4.59493976766777e-05,4.74339861892466e-05
-83.2,0,9.27677241852836e-18,3.6784860210996e-37,4.59770116569396e-05,4.31341329531844e-05
-83.175,0,9.47172042319939e-18,3.77160733807118e-37,4.60046505360372e-05,4.38421193982293e-05
-83.15,0,9.67070474732367e-18,3.86708603240524e-37,4.60323143439121e-05,5.19113261202464e-05
-83.125,0,9.87380767350959e-18,3.96498178139394e-37,4.60600031105513e-05,6.40022635000253e-05
-83.1,0,1.00811131346818e-17,4.06535577306711e-37,4.60877168659865e-05,7.29703914891155e-05
-83.075,0,1.02927067466211e-17,4.16827074443695e-37,4.61154556402948e-05,7.32430255399843e-05
-83.05,0,1.05086758411357e-17,4.27379102071085e-37,4.61432194635986e-05,6.46272168940943e-05
-83.025,0,1.07291094998702e-17,4.38198255549633e-37,4.61710083660655e-05,5.17071900470579e-05
-83,0,1.09540985887733e-17,4.49291297202469e-37,4.61988223779087e-05,4.03740246281525e-05
-82.975,0,1.11837357932305e-17,4.60665160541729e-37,4.62266615293867e-05,3.45671620879388e-05
-82.95,0,1.14181156538748e-17,4.72326954602244e-37,4.62545258508037e-05,3.48203937094312e-05
-82.925,0,1.1657334603093e-17,4.84283968384939e-37,4.62824153725097e-05,3.86120168760862e-05
-82.9,0,1.19014910022342e-17,4.96543675412649e-37,4.63103301249003e-05,4.24553512338316e-05
-82.875,0,1.21506851795391e-17,5.09113738401366e-37,4.63382701384168e-05,4.46118429238969e-05
-82.85,0,1.24050194688e-17,5.22002014049642e-37,4.63662354435468e-05,4.58764084738487e-05
-82.825,0,1.26645982487692e-17,5.35216557949298e-37,4.63942260708236e-05,4.81110000533922e-05
-82.8,0,1.29295279833264e-17,5.48765629620458e-37,4.64222420508267e-05,5.162453702924e-05
-82.775,0,1.31999172624203e-17,5.62657697673959e-37,4.64502834141818e-05,5.39229782109717e-05
-82.75,0,1.34758768438017e-17,5.76901445104576e-37,4.64783501915607e-05,5.15208337240395e-05
-82.725,0,1.37575196955598e-17,5.91505774718119e-37,4.65064424136818e-05,4.32892744869534e-05
-82.7,0,1.4044961039477e-17,6.06479814695999e-37,4.65345601113097e-05,3.18836386641989e-05
-82.675,0,1.43383183952211e-17,6.21832924300665e-37,4.65627033152556e-05,2.21089717253879e-05
-82.65,0,1.46377116253872e-17,6.37574699725389e-37,4.65908720563773e-05,1.8218256824979e-05
-82.625,0,1.49432629814061e-17,6.53714980092267e-37,4.66190663655791e-05,2.20193789006717e-05
-82.6,0,1.52550971503365e-17,6.70263853601931e-37,4.66472862738125e-05,3.19709759899667e-05
-82.575,0,1.55733413025581e-17,6.87231663839026e-37,4.66755318120753e-05,4.33524600971667e-05
-82.55,0,1.58981251403801e-17,7.04629016237319e-37,4.67038030114127e-05,5.03638913368771e-05
-82.525,0,1.62295809475842e-17,7.22466784708371e-37,4.67320999029166e-05,4.9885142482269e-05
-82.5,0,1.65678436399219e-17,7.40756118438164e-37,4.67604225177261e-05,4.39467696234661e-05
-82.475,0,1.69130508165771e-17,7.59508448855638e-37,4.67887708870275e-05,3.79041501030885e-05
-82.45,0,1.72653428126207e-17,7.78735496777734e-37,4.68171450420544e-05,3.56485358309651e-05
-82.425,0,1.76248627524718e-17,7.98449279735318e-37,4.68455450140878e-05,3.69017993248403e-05
-82.4,0,1.79917566043806e-17,8.18662119484454e-37,4.6873970834456e-05,3.92234977906713e-05
-82.375,0,1.8366173235961e-17,8.39386649707992e-37,4.6902422534535e-05,4.15719408384258e-05
-82.35,0,1.87482644707854e-17,8.60635823911951e-37,4.69309001457482e-05,4.48370769303624e-05
-82.325,0,1.91381851460632e-17,8.82422923521916e-37,4.6959403699567e-05,4.92915317423295e-05
-82.3,0,1.95360931714279e-17,9.04761566184397e-37,4.69879332275103e-05,5.28195369180599e-05
-82.275,0,1.99421495888455e-17,9.27665714278218e-37,4.7016488761145e-05,5.22870385342648e-05
-82.25,0,2.03565186336732e-17,9.51149683641557e-37,4.70450703320862e-05,4.64698481774358e-05
-82.225,0,2.07793677968843e-17,9.75228152519721e-37,4.70736779719965e-05,3.74623343260585e-05
-82.2,0,2.12108678884855e-17,9.99916170739565e-37,4.71023117125873e-05,2.92878934497276e-05
-82.175,0,2.16511931021457e-17,1.02522916911617e-36,4.71309715856176e-05,2.51733805462224e-05
-82.15,0,2.21005210810592e-17,1.0511829690975e-36,4.71596576228953e-05,2.59307290059742e-05
-82.125,0,2.25590329850703e-17,1.07779379265343e-36,4.71883698562763e-05,3.04089960769079e-05
-82.1,0,2.30269135590779e-17,1.10507827241494e-36,4.72171083176651e-05,3.6981343395459e-05
-82.075,0,2.35043512027457e-17,1.13305346207004e-36,4.72458730390149e-05,4.45434139699052e-05
-82.05,0,2.39915380415466e-17,1.16173684702297e-36,4.72746640523274e-05,5.23539378605295e-05
-82.025,0,2.44886699991583e-17,1.19114635532302e-36,4.73034813896531e-05,5.91206651848733e-05
-82,0,2.49959468712429e-17,1.22130036887026e-36,4.73323250830915e-05,6.26600102295956e-05
-81.975,0,2.55135724006316e-17,1.25221773490475e-36,4.7361195164791e-05,6.13485489573601e-05
-81.95,0,2.60417543539433e-17,1.28391777778668e-36,4.73900916669488e-05,5.62365450391088e-05
-81.925,0,2.65807045996636e-17,1.31642031107482e-36,4.74190146218114e-05,5.07209092204166e-05
-81.9,0,2.71306391877077e-17,1.34974564991047e-36,4.74479640616746e-05,4.73170843211923e-05
-81.875,0,2.7691778430505e-17,1.38391462371528e-36,4.74769400188833e-05,4.53621009316625e-05
-81.85,0,2.8264346985617e-17,1.41894858921016e-36,4.75059425258319e-05,4.24367706802296e-05
-81.825,0,2.88485739399362e-17,1.45486944376398e-36,4.75349716149642e-05,3.74352370237192e-05
-81.8,0,2.94446928954834e-17,1.49169963908018e-36,4.75640273187738e-05,3.17927036483764e-05
-81.775,0,3.00529420568316e-17,1.52946219522973e-36,4.75931096698036e-05,2.81332812133175e-05
-81.75,0,3.06735643201997e-17,1.56818071503953e-36,4.76222187006466e-05,2.80565477155054e-05
-81.725,0,3.13068073642314e-17,1.60787939884485e-36,4.76513544439454e-05,3.15717155412804e-05
-81.7,0,3.19529237425016e-17,1.64858305961534e-36,4.76805169323926e-05,3.76600214794669e-05
-81.675,0,3.2612170977779e-17,1.69031713846405e-36,4.7709706198731e-05,4.46159384259024e-05
-81.65,0,3.32848116580773e-17,1.73310772054876e-36,4.77389222757532e-05,5.01053007795108e-05
-81.625,0,3.39711135345271e-17,1.77698155137628e-36,4.77681651963022e-05,5.17932484124332e-05
-81.6,0,3.46713496211034e-17,1.82196605351906e-36,4.77974349932714e-05,4.83889962240976e-05
-81.575,0,3.53857982962488e-17,1.8680893437553e-36,4.78267316996044e-05,4.05047524763576e-05
-81.55,0,3.61147434064156e-17,1.91538025064288e-36,4.78560553482954e-05,3.104118455263e-05
-81.525,0,3.68584743715709e-17,1.963868332538e-36,4.78854059723892e-05,2.43172394034941e-05
-81.5,0,3.76172862927049e-17,2.01358389607032e-36,4.79147836049811e-05,2.36043415153783e-05
-81.475,0,3.83914800613665e-17,2.0645580150854e-36,4.79441882792174e-05,2.88936692108841e-05
-81.45,0,3.91813624712748e-17,2.11682255006694e-36,4.79736200282951e-05,3.72893813455421e-05
-81.425,0,3.99872463320438e-17,2.17041016805073e-36,4.80030788854622e-05,4.57327104091969e-05
-81.4,0,4.08094505850549e-17,2.22535436304236e-36,4.80325648840178e-05,5.30280141970656e-05
-81.375,0,4.16483004215186e-17,2.28168947695235e-36,4.80620780573121e-05,5.92556473393847e-05
-81.35,0,4.25041274027675e-17,2.33945072106074e-36,4.80916184387466e-05,6.42689443854183e-05
-81.325,0,4.33772695828248e-17,2.39867419802533e-36,4.81211860617739e-05,6.76106139821794e-05
-81.3,0,4.42680716332818e-17,2.45939692444719e-36,4.81507809598984e-05,6.93040195202479e-05
-81.275,0,4.51768849705328e-17,2.52165685400696e-36,4.81804031666757e-05,6.97816104016708e-05
-81.25,0,4.61040678854167e-17,2.58549290118741e-36,4.82100527157131e-05,6.91021817797664e-05
-81.225,0,4.70499856752926e-17,2.65094496559604e-36,4.82397296406698e-05,6.68653210787757e-05
-81.2,0,4.80150107786135e-17,2.71805395690371e-36,4.82694339752565e-05,6.29609562746503e-05
-81.175,0,4.89995229120384e-17,2.78686182041465e-36,4.82991657532361e-05,5.77698516112877e-05
-81.15,0,5.00039092101144e-17,2.85741156328335e-36,4.83289250084232e-05,5.14589025653504e-05
-81.125,0,5.10285643676043e-17,2.92974728139578e-36,4.83587117746848e-05,4.38992907540871e-05
-81.1,0,5.20738907844839e-17,3.00391418693045e-36,4.83885260859399e-05,3.5653502131093e-05
-81.075,0,5.31402987136685e-17,3.07995863661761e-36,4.84183679761598e-05,2.82892176696022e-05
-81.05,0,5.42282064115238e-17,3.15792816071386e-36,4.84482374793682e-05,2.3293127113847e-05
-81.025,0,5.53380402912011e-17,3.23787149270979e-36,4.84781346296413e-05,2.11322118587078e-05
-81,0,5.64702350788576e-17,3.31983859979037e-36,4.8508059461108e-05,2.16114056096729e-05
-80.975,0,5.76252339728076e-17,3.40388071406573e-36,4.85380120079496e-05,2.47865114164469e-05
-80.95,0,5.88034888056715e-17,3.49005036459305e-36,4.85679923044004e-05,3.09812439416182e-05
-80.925,0,6.00054602095611e-17,3.57840141020907e-36,4.85980003847475e-05,3.93717209967198e-05
-80.9,0,6.12316177843666e-17,3.66898907319327e-36,4.8628036283331e-05,4.66897104761889e-05
-80.875,0,6.24824402692063e-17,3.76186997378399e-36,4.86581000345439e-05,4.86816471646526e-05
-80.85,0,6.37584157170855e-17,3.85710216556759e-36,4.86881916728327e-05,4.4040121399621e-05
-80.825,0,6.50600416728309e-17,3.95474517176393e-36,4.87183112326967e-05,3.63050844508313e-05
-80.8,0,6.63878253543631e-17,4.05486002243056e-36,4.87484587486892e-05,3.07457863124395e-05
-80.775,0,6.77422838373623e-17,4.15750929260804e-36,4.87786342554162e-05,2.95082468059195e-05
-80.75,0,6.91239442433928e-17,4.26275714143187e-36,4.8808837787538e-05,3.03446111035969e-05
-80.725,0,7.05333439315444e-17,4.37066935223362e-36,4.8839069379768e-05,2.9769701503603e-05
-80.7,0,7.19710306936723e-17,4.4813133736578e-36,4.88693290668736e-05,2.69964911475973e-05
-80.675,0,7.34375629532771e-17,4.59475836181971e-36,4.88996168836762e-05,2.47425023917345e-05
-80.65,0,7.49335099681014e-17,4.71107522352976e-36,4.89299328650508e-05,2.63158041184898e-05
-80.625,0,7.64594520365362e-17,4.8303366606131e-36,4.89602770459267e-05,3.18252746911359e-05
-80.6,0,7.80159807078481e-17,4.95261721535011e-36,4.89906494612875e-05,3.81220055208831e-05
-80.575,0,7.96036989963633e-17,5.07799331706802e-36,4.90210501461707e-05,4.195680869315e-05
-80.55,0,8.12232215996418e-17,5.20654332991187e-36,4.90514791356684e-05,4.25081094279558e-05
-80.525,0,8.28751751207107e-17,5.3383476018242e-36,4.90819364649271e-05,4.10883771246596e-05
-80.5,0,8.45601982944664e-17,5.47348851476571e-36,4.9112422169148e-05,3.92414055385485e-05
-80.475,0,8.62789422182796e-17,5.61205053620611e-36,4.91429362835868e-05,3.77434637183523e-05
-80.45,0,8.80320705869072e-17,5.75412027191931e-36,4.9173478843554e-05,3.69259080229857e-05
-80.425,0,8.9820259931787e-17,5.89978652011504e-36,4.92040498844149e-05,3.70562376530295e-05
-80.4,0,9.1644199864781e-17,6.0491403269401e-36,4.92346494415901e-05,3.84083151796453e-05
-80.375,0,9.35045933264634e-17,6.2022750433858e-36,4.92652775505549e-05,4.14491997837237e-05
-80.35,0,9.5402156839026e-17,6.35928638363481e-36,4.92959342468399e-05,4.66457807326688e-05
-80.325,0,9.73376207638982e-17,6.52027248488583e-36,4.93266195660312e-05,5.32438608177222e-05
-80.3,0,9.93117295641511e-17,6.68533396869287e-36,4.93573335437699e-05,5.82576700798036e-05
-80.275,0,1.01325242071778e-16,6.85457400385633e-36,4.93880762157528e-05,5.77585905371698e-05
-80.25,0,1.03378931759956e-16,7.02809837090761e-36,4.94188476177324e-05,5.00311303349584e-05
-80.225,0,1.05473587020358e-16,7.20601552822471e-36,4.94496477855168e-05,3.74775570980817e-05
-80.2,0,1.07610011445606e-16,7.38843667982257e-36,4.94804767549698e-05,2.53997977061461e-05
-80.175,0,1.09789024116992e-16,7.57547584485943e-36,4.95113345620112e-05,1.90818009988383e-05
-80.15,0,1.12011459897512e-16,7.76724992890188e-36,4.95422212426168e-05,2.13738312614477e-05
-80.125,0,1.14278169730363e-16,7.96387879699544e-36,4.95731368328185e-05,3.13165085755804e-05
-80.1,0,1.16590020942949e-16,8.16548534858336e-36,4.96040813687045e-05,4.3876797616566e-05
-80.075,0,1.18947897556543e-16,8.37219559432314e-36,4.96350548864193e-05,5.20499438580311e-05
-80.05,0,1.21352700601686e-16,8.58413873484757e-36,4.96660574221637e-05,5.14940939466594e-05
-80.025,0,1.23805348439404e-16,8.80144724151858e-36,4.96970890121952e-05,4.39439530422492e-05
-80,0,1.26306777088422e-16,9.02425693922708e-36,4.97281496928278e-05,3.52366240678079e-05
-79.975,0,1.28857940558376e-16,9.25270709128708e-36,4.97592395004324e-05,2.96706129349438e-05
-79.95,0,1.31459811189236e-16,9.48694048648016e-36,4.97903584714366e-05,2.69334556162024e-05
-79.925,0,1.34113379996989e-16,9.72710352830355e-36,4.98215066423252e-05,2.4406190002459e-05
-79.9,0,1.36819657025712e-16,9.97334632647606e-36,4.98526840496398e-05,2.11941875418006e-05
-79.875,0,1.39579671706161e-16,1.02258227907627e-35,4.98838907299793e-05,1.90875143685924e-05
-79.85,0,1.42394473220974e-16,1.04846907271724e-35,4.99151267199999e-05,2.01780030149839e-05
-79.825,0,1.45265130876625e-16,1.0750111936592e-35,4.99463920564152e-05,2.46968735318644e-05
-79.8,0,1.48192734482255e-16,1.1022252315918e-35,4.99776867759962e-05,3.14645055515051e-05
-79.775,0,1.51178394735467e-16,1.13012819617461e-35,5.00090109155716e-05,3.9421378509091e-05
-79.75,0,1.54223243615275e-16,1.15873752766883e-35,5.00403645120278e-05,4.75605325643042e-05
-79.725,0,1.57328434782258e-16,1.18807110783795e-35,5.0071747602309e-05,5.38473383193604e-05
-79.7,0,1.60495143986126e-16,1.21814727112445e-35,5.01031602234174e-05,5.60970908583298e-05
-79.675,0,1.63724569480784e-16,1.24898481610948e-35,5.01346024124131e-05,5.45393127623363e-05
-79.65,0,1.67017932447018e-16,1.28060301726246e-35,5.01660742064146e-05,5.19642754837846e-05
-79.625,0,1.70376477423017e-16,1.31302163698841e-35,5.01975756425983e-05,5.05091414655523e-05
-79.6,0,1.73801472742761e-16,1.34626093797996e-35,5.02291067581994e-05,4.97009340060919e-05
-79.575,0,1.77294210982505e-16,1.38034169588225e-35,5.02606675905111e-05,4.83624468990703e-05
-79.55,0,1.80856009415489e-16,1.41528521227841e-35,5.02922581768857e-05,4.6745041297817e-05
-79.525,0,1.84488210474965e-16,1.45111332800366e-35,5.03238785547339e-05,4.5649482976816e-05
-79.5,0,1.88192182225775e-16,1.48784843679669e-35,5.03555287615251e-05,4.47530922662029e-05
-79.475,0,1.91969318844565e-16,1.52551349929629e-35,5.0387208834788e-05,4.31298569643043e-05
-79.45,0,1.95821041108835e-16,1.56413205739261e-35,5.04189188121099e-05,4.07196138220551e-05
-79.425,0,1.99748796894957e-16,1.60372824894163e-35,5.04506587311377e-05,3.81271173021411e-05
-79.4,0,2.03754061685331e-16,1.64432682285201e-35,5.04824286295772e-05,3.53726596914464e-05
-79.375,0,2.07838339084852e-16,1.68595315455407e-35,5.05142285451937e-05,3.16048464988981e-05
-79.35,0,2.12003161346838e-16,1.72863326186015e-35,5.05460585158119e-05,2.6344029134959e-05
-79.325,0,2.162500899086e-16,1.77239382122666e-35,5.05779185793164e-05,2.08050833574976e-05
-79.3,0,2.20580715936833e-16,1.81726218442778e-35,5.06098087736511e-05,1.76005791823498e-05
-79.275,0,2.2499666088298e-16,1.86326639565104e-35,5.06417291368199e-05,1.88220842109717e-05
-79.25,0,2.29499577048784e-16,1.91043520902608e-35,5.06736797068867e-05,2.4305364414152e-05
-79.225,0,2.34091148162166e-16,1.9587981065967e-35,5.07056605219754e-05,3.17515293299097e-05
-79.2,0,2.38773089963658e-16,2.0083853167482e-35,5.073767162027e-05,3.84266650688169e-05
-79.175,0,2.43547150803558e-16,2.05922783310118e-35,5.07697130400148e-05,4.27499368566645e-05
