xs,normal_prior,normal_mixture_prior,laplace_prior,cauchy_prior,horseshoe_prior
-10.625,1.2218624482984e-25,0.00567167317422032,1.21504156296647e-05,0.0027948734690304,0.00228159351797549
-10.6,1.59311113270106e-25,0.00568674081143465,1.24580048657517e-05,0.00280795594728115,0.00229134791532327
-10.575,2.07586159010216e-25,0.00570181284161037,1.27733807604222e-05,0.00282113022225829,0.00229615159976568
-10.55,2.70320685323852e-25,0.00571688908774103,1.30967404338766e-05,0.00283439715218976,0.00228030780249708
-10.525,3.51794246474562e-25,0.00573196937227249,1.34282859964374e-05,0.00284775760532577,0.00225072887080292
-10.5,4.57537559052081e-25,0.00574705351710582,1.37682246748736e-05,0.00286121246007902,0.00223016309578632
-10.475,5.94693696761761e-25,0.00576214134360044,1.41167689419255e-05,0.00287476260516742,0.00223280314640348
-10.45,7.72482208651376e-25,0.00577723267257704,1.44741366491059e-05,0.002888408939759,0.00225647664338285
-10.425,1.00279509767422e-24,0.00579232732432073,1.4840551162865e-05,0.00290215237361923,0.00229428020736515
-10.4,1.30096161992403e-24,0.00580742511858416,1.52162415042019e-05,0.00291599382726082,0.00234098817855676
-10.375,1.68672908127048e-24,0.00582252587459053,1.56014424918095e-05,0.00292993423209587,0.00238811380011044
-10.35,2.1855198080002e-24,0.00583762941103687,1.59963948888447e-05,0.00294397453059068,0.0024240191130174
-10.325,2.8300409984996e-24,0.00585273554609711,1.64013455534123e-05,0.00295811567642297,0.00244190773039564
-10.3,3.66234516855551e-24,0.0058678440974253,1.68165475928595e-05,0.0029723586346418,0.00244264571181867
-10.275,4.7364655767543e-24,0.00588295488215887,1.72422605219777e-05,0.00298670438183019,0.00243136208196227
-10.25,6.12178486524712e-24,0.00589806771692181,1.7678750425205e-05,0.00300115390627027,0.00241691180544834
-10.225,7.90733807546937e-24,0.00591318241782802,1.81262901229405e-05,0.00301570820811143,0.00241173694845649
-10.2,1.02073055943073e-23,0.0059282988004845,1.85851593420636e-05,0.00303036829954105,0.00242420870907466
-10.175,1.31680204725391e-23,0.00594341667999473,1.90556448907735e-05,0.00304513520495827,0.0024499136768853
-10.15,1.69769017344207e-23,0.00595853587096204,1.95380408378542e-05,0.00306000996115063,0.00247443970894592
-10.125,2.18738355461856e-23,0.00597365618749289,2.00326486964755e-05,0.0030749936174736,0.00248390448419039
-10.1,2.81656654427638e-23,0.00598877744320034,2.05397776126505e-05,0.00309008723603331,0.00247010410231142
-10.075,3.62446287769756e-23,0.0060038994512074,2.10597445584598e-05,0.00310529189187219,0.00243160263553556
-10.05,4.66117986338652e-23,0.00601902202415052,2.15928745301707e-05,0.00312060867315792,0.00237987484612583
-10.025,5.99068705365087e-23,0.00603414497418303,2.2139500751371e-05,0.00313603868137552,0.00234319735241129
-10,7.69459862670642e-23,0.00604926811297858,2.26999648812424e-05,0.00315158303152268,0.00235355977207059
-9.97499999999999,9.8769731714618e-23,0.00606439125173477,2.32746172281115e-05,0.00316724285230854,0.00242402439085208
-9.94999999999999,1.26704005218239e-22,0.00607951420117653,2.38638169684012e-05,0.00318301928635576,0.00254050556738062
-9.925,1.62437156648218e-22,0.00609463677155978,2.4467932371129e-05,0.0031989134904061,0.0026729761516898
-9.89999999999999,2.081176820203e-22,0.00610975877267499,2.50873410280879e-05,0.00321492663552966,0.0027884849723389
-9.875,2.66477869438827e-22,0.00612488001385077,2.57224300898511e-05,0.00323105990733745,0.00285938563617929
-9.84999999999999,3.40990186628024e-22,0.0061400003039575,2.63735965077571e-05,0.00324731450619798,0.0028755830787812
-9.82499999999999,4.36064949349482e-22,0.00615511945141097,2.70412472820137e-05,0.00326369164745731,0.00285382724065076
-9.8,5.57300002272089e-22,0.00617023726417607,2.77257997160886e-05,0.00328019256166314,0.00282682568432779
-9.77499999999999,7.11795889777157e-22,0.0061853535497705,2.84276816775377e-05,0.00329681849479267,0.00282033258719225
-9.75,9.08553431197667e-22,0.00620046811526843,2.91473318654344e-05,0.00331357070848448,0.00284108127337929
-9.72499999999999,1.15897491407894e-21,0.00621558076730433,2.98852000845736e-05,0.00333045048027456,0.0028780614912975
-9.69999999999999,1.47749549270442e-21,0.00623069131207665,3.06417475266114e-05,0.00334745910383628,0.00290716476440164
-9.675,1.88237809132435e-21,0.00624579955535167,3.14174470583264e-05,0.00336459788922478,0.00290305623224736
-9.64999999999999,2.39671348985529e-21,0.00626090530246728,3.2212783517178e-05,0.00338186816312562,0.00285583199106319
-9.625,3.04967772063353e-21,0.00627600835833681,3.30282540143424e-05,0.00339927126910773,0.00278132399148989
-9.59999999999999,3.87811193174715e-21,0.00629110852745293,3.38643682454271e-05,0.00341680856788097,0.00271523877525735
-9.57499999999999,4.92850609925436e-21,0.00630620561389146,3.4721648809044e-05,0.00343448143755819,0.00269066432239414
-9.55,6.25948816926032e-21,0.00632129942131531,3.56006315334515e-05,0.00345229127392198,0.00271411054055225
-9.52499999999999,7.94494533605907e-21,0.00633638975297845,3.65018658114668e-05,0.00347023949069621,0.00276185033197722
-9.5,1.00779353943e-20,0.00635147641172972,3.74259149438503e-05,0.00348832751982236,0.00280027969308501
-9.47499999999999,1.27755848986311e-20,0.00636655920001698,3.83733564913911e-05,0.00350655681174094,0.00280929763594393
-9.44999999999999,1.6185219021631e-20,0.00638163791989094,3.93447826358978e-05,0.00352492883567777,0.0027892811799472
-9.425,2.04920277378539e-20,0.00639671237300924,4.03408005503326e-05,0.00354344507993561,0.00275375062361792
-9.39999999999999,2.59286470110059e-20,0.00641178236064051,4.13620327783165e-05,0.00356210705219104,0.00272004003379764
-9.375,3.27871253878144e-20,0.00642684768366837,4.24091176232346e-05,0.00358091627979656,0.00270285718048364
-9.34999999999999,4.14338599469624e-20,0.00644190814259554,4.34827095472017e-05,0.00359987431008839,0.00270933227986494
-9.32499999999999,5.23282260057209e-20,0.00645696353754792,4.45834795801181e-05,0.00361898271069976,0.00273726272074148
-9.3,6.6045798607395e-20,0.00647201366827872,4.57121157390868e-05,0.00363824306987988,0.00277879047640431
-9.27499999999999,8.3307278280396e-20,0.00648705833417263,4.68693234584487e-05,0.00365765699681894,0.00282469268012889
-9.25,1.05014498299704e-19,0.00650209733424989,4.80558260306973e-05,0.00367722612197881,0.00286409900522121
-9.22499999999999,1.32295217249542e-19,0.00651713046717061,4.92723650585657e-05,0.00369695209743008,0.00288554740312323
-9.19999999999999,1.66558803238009e-19,0.00653215753123884,5.05197009185473e-05,0.00371683659719514,0.00288731292149252
-9.175,2.09565411984187e-19,0.00654717832440686,5.17986132361579e-05,0.00373688131759764,0.00288818109700718
-9.14999999999999,2.63511871387449e-19,0.00656219264427948,5.31099013732298e-05,0.00375708797761859,0.00292040684767623
-9.125,3.31138236018879e-19,0.00657720028811816,5.44543849275332e-05,0.00377745831925878,0.00300520262012641
-9.09999999999999,4.15859897911534e-19,0.00659220105284546,5.58329042450577e-05,0.00379799410790826,0.00313353256237437
-9.07499999999999,5.2193127371784e-19,0.00660719473504922,5.72463209452505e-05,0.00381869713272249,0.00326911718341472
-9.05,6.54648479902207e-19,0.00662218113098696,5.86955184595592e-05,0.00383956920700571,0.00336874014872975
-9.02499999999999,8.20600114606873e-19,0.00663716003659021,6.01814025836071e-05,0.00386061216860141,0.00340691171838145
-9,1.02797735716689e-18,0.00665213124746887,6.17049020433398e-05,0.00388182788029013,0.00339214553996056
-8.97499999999999,1.28695715915256e-18,0.00666709455891561,6.32669690755153e-05,0.00390321823019494,0.0033597811067935
-8.94999999999999,1.61017543788176e-18,0.00668204976591026,6.48685800228777e-05,0.00392478513219434,0.00334191200076334
-8.925,2.01331102050823e-18,0.00669699666312425,6.65107359444048e-05,0.00394653052634321,0.00334397848511325
-8.89999999999999,2.5158057769516e-18,0.00671193504492507,6.81944632410063e-05,0.00396845637930172,0.00335204676804045
-8.875,3.14175210866487e-18,0.00672686470538069,6.99208142970505e-05,0.0039905646847723,0.00335430522385669
-8.84999999999999,3.92098595256431e-18,0.00674178543826414,7.1690868138147e-05,0.00401285746394517,0.00334757101888649
-8.82499999999999,4.89043198799522e-18,0.00675669703705789,7.35057311055655e-05,0.00403533676595224,0.00333034554024054
-8.8,6.09575812956259e-18,0.00677159929495846,7.53665375477385e-05,0.00405800466832982,0.00330157657898848
-8.77499999999999,7.59340904939868e-18,0.00678649200488095,7.72744505292688e-05,0.00408086327749029,0.00326637464169365
-8.75,9.45310388190285e-18,0.00680137495946359,7.92306625578756e-05,0.00410391472920278,0.00323667838752178
-8.72499999999999,1.1760902005631e-17,0.00681624795107233,8.12363963297591e-05,0.00412716118908328,0.00322357620501637
-8.69999999999999,1.46229635750079e-17,0.00683111077180542,8.32929054938177e-05,0.00415060485309417,0.00322749887999887
-8.675,1.81701591386462e-17,0.00684596321349804,8.54014754352228e-05,0.00417424794805355,0.0032357126765061
-8.64999999999999,2.25637162552081e-17,0.00686080506772695,8.756342407883e-05,0.00419809273215459,0.00323296344002762
-8.625,2.80021317355065e-17,0.00687563612581513,8.97801027129165e-05,0.00422214149549484,0.00321593043275205
-8.59999999999999,3.47296274856636e-17,0.00689045617883645,9.20528968337901e-05,0.00424639656061621,0.00319566729760028
-8.57499999999999,4.30464876858017e-17,0.00690526501762036,9.43832270117608e-05,0.00427086028305534,0.00318853851658767
-8.55,5.33216873582356e-17,0.00692006243275661,9.67725497790473e-05,0.00429553505190501,0.00320610096589437
-8.52499999999999,6.60083098347662e-17,0.00693484821459998,9.92223585401607e-05,0.00432042329038663,0.00324634005746999
-8.5,8.16623563166955e-17,0.00694962215327497,0.000101734184505322,0.004345527456434,0.00329417927306099
-8.47499999999999,1.00965678341428e-16,0.00696438403868067,0.000104309597647529,0.0043708500432889,0.0033330948630544
-8.44999999999999,1.24753917967087e-16,0.0069791336604954,0.000106950207683832,0.00439639358010831,0.0033606335235849
-8.425,1.54050526181088e-16,0.00699387080818161,0.00010965766508146,0.00442216063258399,0.00338924823143331
-8.39999999999999,1.9010815379081e-16,0.00700859527099066,0.000112433662089425,0.0044481538035745,0.00343146899285674
-8.375,2.34458978470431e-16,0.00702330683796763,0.000115279933796221,0.00447437573374975,0.0034876490379435
