likelihood_peaks,unif_posterior_means,unif_posterior_sds,normal_mixture_means,normal_mixture_sds
0,4.36559712986353e-16,20,6.86084048667311e-18,4.37713888557964
0.400801603206413,0.400801603206413,20,0.0191982961275341,4.37732897671799
0.801603206412826,0.801603206412827,20,0.0383999273376013,4.37789924132949
1.20240480961924,1.20240480961924,20,0.0576082294272232,4.37884965301239
1.60320641282565,1.60320641282565,20,0.0768265396223531,4.3801801677932
2.00400801603206,2.00400801603207,20,0.0960581972922264,4.38189072417083
2.40480961923848,2.40480961923848,20,0.115306544663573,4.38398124317799
2.80561122244489,2.80561122244489,20,0.134574927534643,4.38645162845965
3.2064128256513,3.2064128256513,20,0.153866695988995,4.38930176636824
3.60721442885772,3.60721442885772,20,0.173185205109003,4.39253152607507
4.00801603206413,4.00801603206413,20,0.192533815689018,4.39614075969753
4.40881763527054,4.40881763527054,20,0.21191589494814,4.40012930244137
4.80961923847695,4.80961923847696,20,0.23133481724254,4.40449697275752
5.21042084168337,5.21042084168337,20,0.25079396477727,4.40924357251259
5.61122244488978,5.61122244488978,20,0.270296728317494,4.41436888717242
6.01202404809619,6.01202404809619,20,0.289846507899084,4.41987268599759
6.41282565130261,6.41282565130261,20,0.3094467135385,4.42575472225015
6.81362725450902,6.81362725450902,20,0.329100765941879,4.43201473341048
7.21442885771543,7.21442885771543,20,0.348812097213267,4.4386524414033
7.61523046092184,7.61523046092184,20,0.368584151561884,4.44566755283167
8.01603206412826,8.01603206412826,20,0.388420386008359,4.45305975921795
8.41683366733467,8.41683366733467,20,0.408324271089823,4.46082873725038
8.81763527054108,8.81763527054108,20,0.42829929156376,4.46897414903419
9.21843687374749,9.21843687374749,20,0.448348947110516,4.47749564234598
9.61923847695391,9.61923847695391,20,0.468476753034341,4.48639285088994
10.0200400801603,10.0200400801603,20,0.488686240962856,4.49566539455479
10.4208416833667,10.4208416833667,20,0.508980959544798,4.5053128796699
10.8216432865731,10.8216432865731,20,0.529364475145921,4.51533489925939
11.2224448897796,11.2224448897796,20,0.549840372542905,4.52573103329275
