xs,normal_cdf,cauchy_cdf,containment_like,contraction_like,compromise_like,normal_prior,normal_post_containment,normal_post_contraction,normal_post_compromise,cauchy_prior,cauchy_post_containment,cauchy_post_contraction,cauchy_post_compromise
-8.9,4.29351446997188e-06,0.0052289981563131,0.00741379000684307,8.85611862135104e-191,0,9.99589835346143e-06,1.07159732669552e-06,5.89953852614707e-195,0,0.000587422188689952,6.03919781889194e-05,2.31824880174964e-192,0
-8.875,4.55048609852892e-06,0.00524372506758572,0.00749494865121819,1.70052734141102e-189,0,1.05668497567227e-05,1.14520623535424e-06,1.19751768798899e-193,0,0.000590735371329542,6.13974402839187e-05,4.47654409442671e-191,0
-8.85,4.82211416065534e-06,0.00525853515910535,0.00757680631549057,3.23281511665253e-188,0,1.1168667846038e-05,1.22364959437637e-06,2.40621831930243e-192,0,0.000594076661211157,6.24190715522107e-05,8.55834187913982e-190,0
-8.825,5.10918973079733e-06,0.00527342913752871,0.00765936651897123,6.08464398535515e-187,0,1.1802917175721e-05,1.30722914288031e-06,4.78605094955251e-191,0,0.000597446377135678,6.34571278945102e-05,1.61994539806758e-188,0
-8.8,5.41254390770387e-06,0.00528840771753899,0.00774263276638678,1.13382631456267e-185,0,1.24712356450268e-05,1.39626437111517e-06,9.42342553109053e-190,0,0.000600844842436341,6.45118693470552e-05,3.03581387581669e-187,0
-8.775,5.7330496867209e-06,0.00530347162196022,0.00782660854736819,2.09177489746651e-184,0,1.31753376106998e-05,1.49109349342854e-06,1.83666303280744e-188,0,0.000604272385056271,6.55835601537479e-05,5.63266556968046e-186,0
-8.75,6.0716239113306e-06,0.00531862158187341,0.00791129733593584,3.82067781677954e-183,0,1.39170171146074e-05,1.59207447005386e-06,3.54355651475645e-187,0,0.000607729337627566,6.66724688397288e-05,1.03470581735797e-184,0
-8.725,6.42922930685574e-06,0.00533385833673485,0.00799670258998091,6.90912328063169e-182,0,1.46981512298666e-05,1.69958607989392e-06,6.76765854741263e-186,0,0.00061121603755198,6.77788682864177e-05,1.88184545689298e-183,0
-8.7,6.80687659933406e-06,0.00534918263449636,0.00808282775074319,1.23697955680577e-180,0,1.55207035289251e-05,1.81402904655787e-06,1.27945999372238e-184,0,0.000614732827083216,6.89030358080524e-05,3.38856015227535e-182,0
-8.675,7.20562672265604e-06,0.00536459523172759,0.00816967624228539,2.19259872739611e-179,0,1.63867276771249e-05,1.93582721999266e-06,2.39444121626439e-183,0,0.000618280053410888,7.00452532297636e-05,6.04102545040298e-181,0
-8.65,7.62659311714737e-06,0.00538009689374055,0.00825725147096389,3.84780317233836e-178,0,1.72983711553245e-05,2.06542881613516e-06,4.43578864531479e-182,0,0.000621858068746185,7.12058069672195e-05,1.06627786575904e-179,0
-8.625,8.07094412286807e-06,0.00539568839471619,0.00834555682489603,6.68534146052032e-177,0,1.82578791152186e-05,2.20330771709857e-06,8.134422145573e-181,0,0.000625467230409264,7.23849881078767e-05,1.86334995442003e-178,0
-8.6,8.53990547099181e-06,0.00541137051783326,0.00843459567342395,1.14998293354943e-175,0,1.92675983710436e-05,2.34996483449676e-06,1.47663026529079e-179,0,0.000629107900918439,7.35830924938757e-05,3.22390923723429e-177,0
-8.575,9.0347628767213e-06,0.00542714405539939,0.00852437136657515,1.95846696969714e-174,0,2.0329981531411e-05,2.5059295386015e-06,2.65342013817723e-178,0,0.000632780448081171,7.48004208066194e-05,5.52249809830923e-176,0
-8.55,9.55686473729097e-06,0.00544300980898449,0.00861488723451957,3.30216038331375e-173,0,2.14475912750637e-05,2.67176115612196e-06,4.71986386987076e-177,0,0.000636485245086942,7.60372786530741e-05,9.36597027331223e-175,0
-8.525,1.01076249387023e-05,0.00545896858955644,0.00870614658702351,5.51235437335057e-172,0,2.26231047743922e-05,2.84805053949129e-06,8.31078642240772e-176,0,0.000640222670602018,7.72939766538335e-05,1.57265858445665e-173,0
-8.5,1.06885257749344e-05,0.00547502121761926,0.00879815271290017,9.11030991494664e-171,0,2.38593182706025e-05,3.03542171064369e-06,1.44858494375159e-174,0,0.000643993108866182,7.85708305329878e-05,2.61445182137623e-172,0
-8.475,1.1301120983471e-05,0.00549116852335365,0.00889090887945721,1.49068618964482e-169,0,2.51591518044618e-05,3.23453358236499e-06,2.49939564606562e-173,0,0.000647796949791454,7.98681612098411e-05,4.30319868608774e-171,0
-8.45,1.1947038901081e-05,0.00550741134676008,0.0089844183319409,2.41488447836533e-168,0,2.65256541065972e-05,3.44608176040214e-06,4.26889278671938e-172,0,0.000651634589062856,8.11862948925195e-05,7.01240128737832e-170,0
-8.425,1.26279857438937e-05,0.00552375053780436,0.00907868429297738,3.87314313861013e-167,0,2.79620076513557e-05,3.67080042962111e-06,7.21746494131903e-171,0,0.000655506428241284,8.25255631735176e-05,1.13137551150999e-168,0
-8.4,1.33457490159064e-05,0.00554018695656586,0.00917370996201081,6.15017947873644e-166,0,2.947153387827e-05,3.90946432760842e-06,1.20793430420823e-169,0,0.000659412874868509,8.3886303127228e-05,1.80722191407405e-167,0
-8.375,1.41022010501668e-05,0.00555672147338839,0.00926949851473848,9.6687223144782e-165,0,3.10576985852081e-05,4.16289080921967e-06,2.00120299274488e-168,0,0.000663354342574384,8.5268857409502e-05,2.85812313894192e-166,0
-8.35,1.48993026869725e-05,0.00557335496903371,0.00936605310254312,1.50489930042361e-163,0,3.27241174973104e-05,4.43194200568804e-06,3.28192134926985e-167,0,0.000667331251186298,8.66735743592916e-05,4.47522809608345e-165,0
-8.325,1.57391070935341e-05,0.00559008833483794,0.00946337685192214,2.31901121164376e-162,0,3.44745620158442e-05,4.71752708201682e-06,5.32787946537927e-166,0,0.000671344026840927,8.81008081024204e-05,6.9376797647127e-164,0
-8.3,1.66237637296523e-05,0.00560692247287063,0.00956147286391422,3.53797949458652e-161,0,3.63129651511263e-05,5.02060459649375e-06,8.56189327020796e-165,0,0.000675393102098348,8.95509186575391e-05,1.0648249147747e-162,0
-8.275,1.7555522464062e-05,0.00562385829609686,0.00966034421352303,5.34398007080926e-160,0,3.82434276436787e-05,5.34218496627902e-06,1.36199158750841e-163,0,0.000679478916058566,9.10242720443155e-05,1.61810644266666e-161,0
-8.25,1.8536737846202e-05,0.00564089672854219,0.00975999394913828,7.99155703667312e-159,0,4.02702242777971e-05,5.68333304313527e-06,2.14470832291676e-162,0,0.000683601914480517,9.25212403939151e-05,2.43445048455178e-160,0
-8.225,1.95698735382723e-05,0.00565803870546065,0.00986042509195415,1.18319147574438e-157,0,4.23978103917175e-05,6.04517080348552e-06,3.34311445862299e-161,0,0.0006877625499036,9.40422020618285e-05,3.62626741876288e-159,0
-8.2,2.06575069125468e-05,0.0056752851735058,0.00996164063538499,1.73434589228714e-156,0,4.46308285885665e-05,6.42888015710337e-06,5.1585001939356e-160,0,0.000691961281771808,9.55875417431026e-05,5.34790621388459e-158,0
-8.175,2.18023338190133e-05,0.00569263709090492,0.0100636435444787,2.51694343317302e-155,0,4.6974115652283e-05,6.83570587886084e-06,7.87924950742501e-159,0,0.000696198576560516,9.71576505900361e-05,7.80859427579857e-157,0
-8.15,2.30071735285171e-05,0.00571009542763644,0.0101664367553275,3.61633162579585e-154,0,4.94327096726848e-05,7.26695866807892e-06,1.19133925439679e-157,0,0.000700474907905995,9.87529263323988e-05,1.1288262605889e-155,0
-8.125,2.42749738566888e-05,0.00572766116561054,0.0102700231744763,5.14422669628548e-153,0,5.2011857383842e-05,7.72401834014925e-06,1.78309814133237e-156,0,0.000704790756737716,0.000100373773400239,1.61564734210568e-154,0
-8.1,2.56088164740415e-05,0.00574533529885325,0.0103744056783288,7.24484341722818e-152,0,5.47170217199003e-05,8.20833715521737e-06,2.64182617819025e-155,0,0.000709146611413519,0.000102020603049344,2.28945075985449e-153,0
-8.075,2.70119224077233e-05,0.00576311883369381,0.0104795871125513,1.01017115513106e-150,0,5.75538895924639e-05,8.72144328884101e-06,3.87456033405797e-154,0,0.000713542967857704,0.000103693833489413,3.21204311129934e-152,0
-8.05,2.84876577405182e-05,0.00578101278895563,0.0105855702914742,1.39449826516318e-149,0,6.05283798936224e-05,9.26494444966186e-06,5.62509437763164e-153,0,0.000717980329702132,0.000105393890015026,4.46166333385654e-151,0
-8.025,3.00395395127837e-05,0.00579901819615073,0.0106923579974917,1.90589095285839e-148,0,6.36466517286609e-05,9.8405316492522e-06,8.08400168680763e-152,0,0.000722459208430408,0.000107121205139462,6.13589121591389e-150,0
-8,3.16712418331199e-05,0.00581713609967794,0.0107999529804587,2.57890398855914e-147,0,6.69151128824427e-05,1.04499831294223e-05,1.15003795619003e-150,0,0.000726980123525215,0.000108876218731444,8.35456770109334e-149,0
-7.975,3.33866022036601e-05,0.00583536755702467,0.0109083579570868,3.45485125794166e-146,0,7.03404285234051e-05,1.1095168452399e-05,1.61952310976567e-149,0,0.000731543602618882,0.000110659378154895,1.12625269455961e-147,0
-7.95,3.51896280659707e-05,0.00585371363897265,0.0110175756103372,4.58226909969217e-145,0,7.39295301490369e-05,1.17780527594076e-05,2.25762248379574e-148,0,0.000736150181647275,0.000112471138411769,1.50318794976336e-146,0
-7.925,3.7084503573648e-05,0.00587217542980741,0.0111276085888127,6.01712288536091e-144,0,7.76896247766442e-05,1.25007012033157e-05,3.11533454090212e-147,0,0.000740800405007084,0.000114311962288034,1.98635269538661e-145,0
-7.9,3.90755965977876e-05,0.00589075402753182,0.0112384595061473,7.82265590009083e-143,0,8.16282043831213e-05,1.32652835611157e-05,4.25546728087245e-146,0,0.000745494825716596,0.000116182320502904,2.59875377064611e-144,0
-7.875,4.11674659715994e-05,0.0059094505440837,0.0113501309403941,1.00687748207736e-141,0,8.57530555973617e-05,1.4074079032147e-05,5.75412136530126e-145,0,0.000750234005580045,0.000118082691861382,3.36619790704947e-143,0
-7.85,4.33648689805278e-05,0.00592826610555755,0.0114626254334126,1.28308694088354e-140,0,9.00722696488444e-05,1.49294812280777e-05,7.70193725865566e-144,0,0.000755018515355631,0.00012001356341022,4.31697922526307e-142,0
-7.825,4.5672769104324e-05,0.00594720185243053,0.0115759454902525,1.61879776616777e-139,0,9.45942525758161e-05,1.58340033607816e-05,1.02049323920285e-142,0,0.00075984893492729,0.000121975430597365,5.48133224794101e-141,0
-7.8,4.80963440176028e-05,0.00596625893979279,0.0116900935785381,2.0220233350163e-138,0,9.93277356963865e-05,1.67902836343668e-05,1.3384725962178e-141,0,0.000764725853480331,0.000123968797434996,6.89061853463836e-140,0
-7.775,5.06409938554966e-05,0.00598543853758226,0.0118050721278495,2.50055715263819e-137,0,0.000104281786345711,1.78010908477222e-05,1.7377929564499e-140,0,0.000769649869681024,0.000125994176666239,8.576226795988e-139,0
-7.75,5.33123497510963e-05,0.00600474183082393,0.0119208835291041,3.06157189456776e-136,0,0.000109465818882306,1.88693302140612e-05,2.23344765288704e-139,0,0.000774621591860243,0.000128052089935654,1.05681831873273e-137,0
-7.725,5.6116282651446e-05,0.00602417001987383,0.0120375301339355,3.71115586539556e-135,0,0.000114889605966393,1.99980494040504e-05,2.84146767678472e-138,0,0.000779641638201279,0.0001301430679636,1.28934901259068e-136,0
-7.7,5.90589124189226e-05,0.00604372432066773,0.0121550142540721,4.45380278250349e-134,0,0.000120563290112997,2.11904448192148e-05,3.5784821794511e-137,0,0.000784710636931917,0.000132267650724572,1.55742375207221e-135,0
-7.675,6.21466172249074e-05,0.00606340596497468,0.0122733381607142,5.29187802012148e-133,0,0.00012649739552237,2.24498681024149e-05,4.46112296536992e-136,0,0.000789829226520901,0.000134426387629618,1.86255581914803e-134,0
-7.65,6.53860432427072e-05,0.00608321620065556,0.0123925040839104,6.22509126401582e-132,0,0.000132702840190115,2.37798328922858e-05,5.50527130479946e-135,0,0.000794998055878896,0.000136619837712947,2.20535272904134e-133,0
-7.625,6.87841146467492e-05,0.00610315629192667,0.0125125142119324,7.2500111742061e-131,0,0.000139190948299181,2.51840218286237e-05,6.72515742616041e-134,0,0.000800217784564056,0.00013884856982283,2.58531310143925e-132,0
-7.6,7.23480439251201e-05,0.00612322751962854,0.0126333706906504,8.35966134363235e-130,0,0.00014597346289573,2.66662938157906e-05,8.13233724549163e-133,0,0.000805489082992347,0.000141113162816923,3.00064497780873e-131,0
-7.575,7.60853425125665e-05,0.00614343118150008,0.0127550756229061,9.54323784040486e-129,0,0.000153062558850594,2.82306915512931e-05,9.73458636373336e-132,0,0.000810812632652711,0.000143414205762115,3.44812122643492e-130,0
-7.55,8.00038317511211e-05,0.0061637685924581,0.012877631067886,1.07859863475013e-127,0,0.000160470856107871,2.98814493267671e-05,1.15347668650182e-130,0,0.000816189126327239,0.000145752298139029,3.92298766639689e-129,0
-7.525,8.41116541855437e-05,0.00618424108488247,0.0130010390404942,1.20692710308241e-126,0,0.000168211433221912,3.16230011086712e-05,1.3529736440192e-129,0,0.000821619268316452,0.000148128050051299,4.41893819680899e-128,0
-7.5,8.84172852008039e-05,0.00620485000890696,0.013125301510724,1.33708577671778e-125,0,0.000176297841183723,3.34599889060542e-05,1.57093801281593e-128,0,0.000827103774669855,0.000150542082439765,4.92816844655588e-127,0
-7.475,9.29295450088501e-05,0.00622559673271589,0.0132504204030301,1.46654216210206e-124,0,0.000184744117537507,3.53972714328216e-05,1.80558508007996e-127,0,0.000832643373421885,0.000152995027301691,5.44151530668413e-126,0
-7.45,9.76576109919215e-05,0.00624648264284675,0.0133763975956997,1.5925273239015e-123,0,0.000193564800787795,3.74399330719707e-05,2.05431039075742e-126,0,0.000838238804833406,0.000155487527915168,5.94868436873761e-125,0
-7.425,0.000102611030409675,0.00626750914449897,0.0135032349202236,1.7121282258452e-122,0,0.000202774945097307,3.95932931493104e-05,2.3136803859935e-125,0,0.000843890821638899,0.000158020239068839,6.43856111460342e-124,0
-7.4,0.000107799733477389,0.00628867766184888,0.0136309341606674,1.8223959296452e-121,0,0.000212390135275376,4.18629155242075e-05,2.57946633172296e-124,0,0.000849600189299504,0.000160593827297074,6.89959516446922e-123,0
-7.375,0.000113234046822507,0.00630998963837112,0.0137594970530427,1.92046431436275e-120,0,0.000222426502056405,4.42546185049277e-05,2.84672528651777e-123,0,0.00085536768626207,0.000163208971120768,7.32024055897146e-122,0
-7.35,0.000118924707326761,0.00633144653716656,0.0138889252846781,2.00367279552724e-119,0,0.000232900737667519,4.6774485096151e-05,3.1099288352712e-122,0,0.000861194104224373,0.000165866361293902,7.68942953642325e-121,0
-7.325,0.00012488287636108,0.006353049841297,0.0140192204935903,2.06968578529672e-118,0,0.000243830111684167,4.94288735862415e-05,3.3631368520915e-121,0,0.000867080248406679,0.000168566701056033,7.99705314543374e-120,0
-7.3,0.000131120154420485,0.00637480105412666,0.0141503842678563,2.11660144043396e-117,0,0.000255232487172093,5.2224428481845e-05,3.60020992906793e-120,0,0.000873026937829818,0.000171310706390869,8.23441979178171e-119,0
-7.275,0.000137648596166079,0.00639670169967073,0.0142824181449846,2.14304264340949e-116,0,0.000267126337113654,5.51680917973636e-05,3.81505064316939e-119,0,0.000879035005599955,0.000174099106291109,8.39466278387356e-118,0
-7.25,0.000144480725881236,0.00641875332295116,0.014415323611288,2.14822414600824e-115,0,0.000279530761116082,5.82671147068255e-05,4.00186087385735e-118,0,0.000885105299200233,0.000176932643029718,8.47307023861943e-117,0
-7.225,0.000151629553348985,0.00644095749035982,0.014549102101257,2.13199130771054e-114,0,0.000292465502398858,6.15290695656204e-05,4.15540025007651e-117,0,0.000891238680789494,0.000179812072437813,8.46731523584202e-116,0
-7.2,0.000159108590157534,0.00646331579002913,0.0146837549969325,2.09482776218968e-113,0,0.000305950965056887,6.49618623095073e-05,4.27122975845862e-116,0,0.000897436027508252,0.000182738164189354,8.37757053437296e-115,0
-7.175,0.000166931866440786,0.0064858298322106,0.0148192836272811,2.03783148158439e-112,0,0.000320008231595755,6.85737452382338e-05,4.34592475221415e-115,0,0.000903698231792149,0.000185711702092826,8.20649995819849e-114,0
-7.15,0.000175113948060588,0.00650850124966112,0.0149556892675699,1.96266089152053e-111,0,0.00033465908073483,7.23733301910082e-05,4.37724311066616e-114,0,0.000910026201693076,0.00018873348439011,7.95912705188087e-113,0
-7.125,0.000183669954237364,0.00653133169803752,0.0150929731387428,1.87145472690002e-110,0,0.000349926005473471,7.63696021209642e-05,4.36423703038776e-113,0,0.00091642086120819,0.000191804324062753,7.64259004198034e-112,0
-7.1,0.000192615575635633,0.00655432285629936,0.0152311364067982,1.76673103170388e-109,0,0.000365832231415155,8.05719330756351e-05,4.30730067082602e-112,0,0.000922883150617046,0.000194925049145841,7.26579978193676e-111,0
-7.075,0.000201967092910797,0.00657747642712033,0.0153701801821669,1.65127195255336e-108,0,0.000382401735343707,8.49900965903092e-05,4.20815031248671e-111,0,0.000929414026827077,0.000198096503049694,6.83902354407232e-110,0
-7.05,0.000211741395723418,0.00660079413730832,0.0155101055190925,1.52800166175266e-107,0,0.000399659264045378,8.96342825009931e-05,4.06973842135356e-110,0,0.000936014463727646,0.00020131954488961,6.37342175091276e-109,0
-7.025,0.000221956002227054,0.0066242777382345,0.015650913415012,1.39986483465347e-106,0,0.00041763035336987,9.45151121835161e-05,3.89610762333245e-109,0,0.000942685452552929,0.000204595049823892,5.88056670964655e-108,0
-7,0.000232629079035525,0.00664792900627157,0.015792604809939,1.2697126211301e-105,0,0.00043634134752288,9.96436542251274e-05,3.69219466517686e-108,0,0.00094942800225388,0.000207923909400387,5.3719720579876e-107,0
-6.975,0.000243779461675311,0.00667174974324143,0.0159351805858476,1.14020206796055e-104,0,0.00045581941858212,0.000105031440534716,3.46359762008394e-107,0,0.000956243139879526,0.0002113070319118,4.85865910246958e-106,0
-6.95,0.000255426675528545,0.00669574177687248,0.0160786415660584,1.01371358660648e-103,0,0.000476092586228136,0.00011069048289754,3.21632162945546e-106,0,0.000963131910967873,0.000214745342760019,4.35078188440795e-105,0
-6.925,0.00026759095727187,0.00671990696126688,0.0162229885146263,8.92289465018735e-103,0,0.000497189737680684,0.000116633289980106,2.95651922086744e-105,0,0.000970095379946697,0.000218239784829733,3.85732714594694e-104,0
-6.9,0.000280293276816178,0.00674424717737783,0.0163682221357306,7.7759474822386e-102,0,0.000519140647830707,0.000122872884790554,2.69024070086773e-104,0,0.000977134630544502,0.000221791318871606,3.38589897568912e-103,0
-6.875,0.000293555359751971,0.00676876433349742,0.0165143430730659,6.70900209141757e-101,0,0.000541975999557326,0.000129422822599581,2.4232084103653e-103,0,0.000984250766211955,0.000225400923895287,2.94259139557865e-102,0
-6.85,0.000307399710304857,0.006793460365755,0.0166613519092368,5.73085725259834e-100,0,0.000565727404218605,0.000136297209326644,2.16062597618188e-102,0,0.000991444910554082,0.000229069597572551,2.53194606723429e-101,0
-6.825,0.000321849634805349,0.00681833723862659,0.0168092491651535,4.84661263094099e-99,0,0.00059042742230409,0.000143510720395794,1.90703039569911e-101,0,0.000998718207773562,0.000232798356650868,2.15698710776884e-100,0
-6.8,0.000336929265676882,0.00684339694545547,0.0169580352994307,4.05801907235329e-98,0,0.000616109584236511,0.000151078620065138,1.66619119074435e-100,0,0.00100607182312543,0.000236588237377716,1.8193210386131e-99,0
-6.775,0.000352663585945589,0.0068686415089843,0.0171077107077879,3.36392971408214e-97,0,0.000642808411309206,0.000159016781233514,1.441057298901e-99,0,0.00101350694338354,0.000240440295935948,1.5192873203008e-98,0
-6.75,0.000369078454275067,0.00689407298189905,0.0172582757224538,2.76081176805089e-96,0,0.000670559436745189,0.000167341705727523,1.23374913607575e-98,0,0.00102102477731911,0.00024435560889056,1.25614377557063e-97,0
-6.725,0.000386200630528989,0.00691969344738501,0.017409730611572,2.24328130511665e-95,0,0.000699399226862952,0.000176070545071627,1.04559060030827e-97,0,0.00102862655619176,0.000248335273647185,1.02827136377167e-96,0
-6.7,0.000404057801864022,0.00694550501969535,0.0175620755786101,1.80462816781937e-94,0,0.000729365402333374,0.000185221121743513,8.77173849279836e-97,0,0.00103631353425336,0.000252380408922683,8.33384029877681e-96,0
-6.675,0.000422678609355147,0.00697150984473226,0.0177153107617718,1.43730448838804e-93,0,0.000760496659511323,0.000194811950916408,7.28448541224123e-96,0,0.00104408698926508,0.000256492155228182,6.68731433574184e-95,0
-6.65,0.000442092675155023,0.00699771010064137,0.017869436233412,1.13335740605765e-92,0,0.00079283279182473,0.000204862262689513,5.98826866353515e-95,0,0.00105194822302811,0.000260671675364959,5.3128496171557e-94,0
-6.625,0.000462330630188604,0.00702410799841949,0.0180244519994548,8.84793752084228e-92,0,0.000826414711203129,0.000215392024807101,4.8729602885508e-94,0,0.00105989856192832,0.000264920154933544,4.17900241426622e-93,0
-6.6,0.000483424142383777,0.0070507057825362,0.0181803579988151,6.83871118321124e-91,0,0.000861284469526841,0.000226421965866269,3.92530732115457e-93,0,0.0010679393574955,0.000269238802856455,3.25452136410194e-92,0
-6.575,0.000505405945438269,0.00707750573156958,0.0183371541028232,5.23315421872655e-90,0,0.00089748528007712,0.00023797359901265,3.1299950671442e-92,0,0.00107607198697731,0.000273628851914988,2.50940714952724e-91,0
-6.55,0.000528309868122621,0.0071045101588565,0.0184948401146537,3.9646956951467e-89,0,0.000935061538966826,0.000250069246122762,2.47060228393224e-91,0,0.0010842978539288,0.000278091559300492,1.91568778195158e-90,0
-6.525,0.000552170864118459,0.00713172141315785,0.0186534157687567,2.97381015587256e-88,0,0.000974058846530243,0.00026273206247094,1.93041738765793e-90,0,0.00109261838881751,0.000282628207180576,1.44793150420602e-89,0
-6.5,0.000577025042390767,0.00715914187933904,0.018812880730294,2.2083793448639e-87,0,0.00101452402864988,0.000275986061878067,1.49309967006355e-89,0,0.00110103504964509,0.00028724010328072,1.08353038021805e-88,0
-6.475,0.000602909698092312,0.00718677397906637,0.0189732345945787,1.62364533060404e-86,0,0.00105650515799725,0.000289856142338584,1.14318251940393e-88,0,0.00110954932258557,0.000291928581481757,8.02793878844575e-88,0
-6.45,0.000629863343997751,0.00721462017151942,0.0191344768865184,1.18185912986372e-85,0,0.00110005157516357,0.000304368112121396,8.66426141314364e-88,0,0.00111816272264101,0.000296695002433749,5.88893819010658e-87,0
-6.425,0.000657925742464382,0.00724268295412019,0.0192966070600629,8.51720923332345e-85,0,0.00114521390965584,0.000319548716339514,6.50034962286638e-87,0,0.00112687679431508,0.00030154075418674,4.27700761731305e-86,0
-6.4,0.00068713793791585,0.00727096486327922,0.0194596244976563,6.07695433918534e-84,0,0.00119204410073242,0.000335425663982374,4.82759780746246e-86,0,0.00113569311230498,0.000306467252838949,3.07548233589748e-85,0
-6.375,0.000717542289844451,0.00729946847515929,0.0196235285096925,4.29271133627306e-83,0,0.00124059541805165,0.000352027655403867,3.54907063977116e-85,0,0.00114461328221237,0.000311475943202938,2.18955943453869e-84,0
-6.35,0.000749182506327042,0.00732819640645713,0.0197883183339767,3.00216427458211e-82,0,0.00129092248210611,0.000369384410258196,2.58277992613273e-84,0,0.001153638941274,0.000316568299490336,1.54337205272268e-83,0
-6.325,0.00078210367804882,0.00735715131520359,0.0199539931351897,2.07871176986899e-81,0,0.00134308128441418,0.000387526695874656,1.86058432499442e-83,0,0.00116277175911245,0.000321745826015708,1.0770975108876e-82,0
-6.3,0.000816352312828564,0.00738633590158296,0.0201205520043581,1.42498782160069e-80,0,0.00139712920743973,0.000406486356061484,1.32678486863198e-82,0,0.00117201343850777,0.000327010057920183,7.44234872884843e-82,0
-6.275,0.000851976370638153,0.00741575290877172,0.0202879939583289,9.67130513167346e-80,0,0.00145312504420978,0.000426296340327835,9.36571329105508e-82,0,0.00118136571619073,0.000332362561915487,5.09138244470669e-81,0
-6.25,0.000889025299108432,0.00744540512379748,0.020456317939249,6.49854414709443e-79,0,0.00151112901759938,0.000446990733511862,6.54440856333463e-81,0,0.00119083036365815,0.000337804937049027,3.4485159993134e-80,0
-6.225,0.000927550069512713,0.00747529537841855,0.0206255228140499,4.3231879498191e-78,0,0.00157120279925156,0.000468604785801786,4.52677747705463e-80,0,0.00120040918801131,0.000343338815490717,2.31259562451611e-79,0
-6.2,0.000967603213218358,0.00750542655002478,0.0207956073739371,2.84740481569576e-77,0,0.00163340952809996,0.000491174943135665,3.09953885705126e-79,0,0.00121010403281792,0.00034896586334226,1.5354588976222e-78,0
-6.175,0.00100923885859613,0.00753580156256027,0.0209665703338855,1.85674117655095e-76,0,0.00169781382846039,0.000514738877964405,2.10084601238416e-78,0,0.00121991677899862,0.000354687781469611,1.0093640797098e-77,0
-6.15,0.00105251276837607,0.00756642338746849,0.0211384103321396,1.19870019926929e-75,0,0.00176448182765688,0.000539335520361318,1.40955021725797e-77,0,0.00122984934573864,0.000360506306359389,6.56944625295715e-77,0
-6.125,0.00109748237743786,0.0075972950446606,0.0213111259297196,7.66172996668774e-75,0,0.00183348117314711,0.00056500508946028,9.36172935570003e-77,0,0.00123990369142559,0.000366423211000028,4.23331968775119e-76,0
-6.1,0.0011442068310227,0.00762841960350751,0.0214847156099327,4.84841917963153e-74,0,0.00190488104911091,0.000591789125203277,6.15489724939451e-76,0,0.00125008181461413,0.000372440305788486,2.70087739382942e-75,0
-6.075,0.00119274702335271,0.00765980018385639,0.0216591777778906,3.0375996553696e-73,0,0.00197875219246499,0.000619730520376743,4.00566595525518e-75,0,0.00126038575501845,0.000378559439463362,1.70608353950258e-74,0
-6.05,0.0012431656366433,0.00769143995707235,0.0218345107600328,1.88416080123615e-72,0,0.00205516690826628,0.000648873552914837,2.58058309617088e-74,0,0.00127081759453347,0.000384782500065301,1.06700745866294e-73,0
-6.025,0.00129552718049239,0.00772334214710606,0.0220107128036554,1.15707750109472e-71,0,0.00213419908446509,0.000679263918446306,1.64569808449275e-73,0,0.00128137945828575,0.000391111415925611,6.60703303781624e-73,0
-6,0.00134989803163009,0.00775551003158799,0.0221877820764469,7.03499817038041e-71,0,0.002215924205969,0.000710948763060256,1.03889504714251e-72,0,0.00129207351571499,0.000397548156684034,4.05058253064982e-72,0
-5.975,0.00140634647401088,0.00778794694295007,0.0223657166660294,4.23469936545658e-70,0,0.00230041936797741,0.000743976716264652,6.49205790257006e-72,0,0.0013029019816873,0.000404094734336654,2.45867202824024e-71,0
-5.95,0.00146494273922955,0.00782065626957561,0.0225445145795068,2.52370294224164e-69,0,0.00238776328854578,0.000778397924109898,4.01589445405622e-71,0,0.00131386711764121,0.000410753204314979,1.4775968260957e-70,0
-5.925,0.00152575904724126,0.0078536414569783,0.0227241737430187,1.48905568637817e-68,0,0.00247803632033836,0.000814264082448366,2.45907283531973e-70,0,0.0013249712327675,0.000417525666597244,8.79191863963086e-70,0
-5.9,0.00158886964736487,0.00788690600901112,0.0229046920013019,8.69842653719759e-68,0,0.00257132046152698,0.000851628470299185,1.49056078466339e-69,0,0.00133621668522411,0.000424414266853057,5.17945259255308e-69,0
-5.875,0.00165435085954751,0.00792045348910608,0.0230860671172577,5.03068953151277e-67,0,0.00266769936579316,0.000890545983286034,8.94369924769703e-69,0,0.00134760588338721,0.000431421197622511,3.0210414636299e-68,0
-5.85,0.00172228111586763,0.00795428752154572,0.0232682967715266,2.88052326108765e-66,0,0.00276725835139025,0.000931073167114155,5.31219341092991e-68,0,0.00135914128713972,0.000438548699530978,1.74462569270157e-67,0
-5.825,0.00179274100225235,0.00798841179276724,0.0234513785620698,1.6329478404287e-65,0,0.00287008440922124,0.000973268251051102,3.1233436282479e-67,0,0.00137082540919856,0.000445799062540801,9.97517975301954e-67,0
-5.8,0.00186581330038404,0.00802283005270041,0.0236353100037573,9.1649540947983e-65,0,0.00297626620988793,0.00101719118137421,1.81783664178358e-66,0,0.00138266081648199,0.000453174627241183,5.6469276228695e-66,0
-5.775,0.00194158302976972,0.0080575461161401,0.0238200885279643,5.09266759904838e-64,0,0.00308589410966619,0.0010629036547461,1.04731936886402e-65,0,0.00139465013151837,0.000460677786177605,3.16502303032577e-65,0
