xs,containment_like,contraction_like,compromise_like,normal_prior,normal_post_containment,normal_post_contraction,normal_post_compromise,unif_prior,unif_post_containment,unif_post_contraction,unif_post_compromise
-8.1,0.0103744056783288,7.24484341722818e-152,0,5.47170217199003e-05,8.20833715521737e-06,2.64182617819025e-155,0,0,0,0,0
-8.075,0.0104795871125513,1.01017115513106e-150,0,5.75538895924639e-05,8.72144328884101e-06,3.87456033405797e-154,0,0,0,0,0
-8.05,0.0105855702914742,1.39449826516318e-149,0,6.05283798936224e-05,9.26494444966186e-06,5.62509437763164e-153,0,0,0,0,0
-8.025,0.0106923579974917,1.90589095285839e-148,0,6.36466517286609e-05,9.8405316492522e-06,8.08400168680763e-152,0,0,0,0,0
-8,0.0107999529804587,2.57890398855914e-147,0,6.69151128824427e-05,1.04499831294223e-05,1.15003795619003e-150,0,0,0,0,0
-7.975,0.0109083579570868,3.45485125794166e-146,0,7.03404285234051e-05,1.1095168452399e-05,1.61952310976567e-149,0,0,0,0,0
-7.95,0.0110175756103372,4.58226909969217e-145,0,7.39295301490369e-05,1.17780527594076e-05,2.25762248379574e-148,0,0,0,0,0
-7.925,0.0111276085888127,6.01712288536091e-144,0,7.76896247766442e-05,1.25007012033157e-05,3.11533454090212e-147,0,0,0,0,0
-7.9,0.0112384595061473,7.82265590009083e-143,0,8.16282043831213e-05,1.32652835611157e-05,4.25546728087245e-146,0,0,0,0,0
-7.875,0.0113501309403941,1.00687748207736e-141,0,8.57530555973617e-05,1.4074079032147e-05,5.75412136530126e-145,0,0,0,0,0
-7.85,0.0114626254334126,1.28308694088354e-140,0,9.00722696488444e-05,1.49294812280777e-05,7.70193725865566e-144,0,0,0,0,0
-7.825,0.0115759454902525,1.61879776616777e-139,0,9.45942525758161e-05,1.58340033607816e-05,1.02049323920285e-142,0,0,0,0,0
-7.8,0.0116900935785381,2.0220233350163e-138,0,9.93277356963865e-05,1.67902836343668e-05,1.3384725962178e-141,0,0,0,0,0
-7.775,0.0118050721278495,2.50055715263819e-137,0,0.000104281786345711,1.78010908477222e-05,1.7377929564499e-140,0,0,0,0,0
-7.75,0.0119208835291041,3.06157189456776e-136,0,0.000109465818882306,1.88693302140612e-05,2.23344765288704e-139,0,0,0,0,0
-7.725,0.0120375301339355,3.71115586539556e-135,0,0.000114889605966393,1.99980494040504e-05,2.84146767678472e-138,0,0,0,0,0
-7.7,0.0121550142540721,4.45380278250349e-134,0,0.000120563290112997,2.11904448192148e-05,3.5784821794511e-137,0,0,0,0,0
-7.675,0.0122733381607142,5.29187802012148e-133,0,0.00012649739552237,2.24498681024149e-05,4.46112296536992e-136,0,0,0,0,0
-7.65,0.0123925040839104,6.22509126401582e-132,0,0.000132702840190115,2.37798328922858e-05,5.50527130479946e-135,0,0,0,0,0
-7.625,0.0125125142119324,7.2500111742061e-131,0,0.000139190948299181,2.51840218286237e-05,6.72515742616041e-134,0,0,0,0,0
-7.6,0.0126333706906504,8.35966134363235e-130,0,0.00014597346289573,2.66662938157906e-05,8.13233724549163e-133,0,0,0,0,0
-7.575,0.0127550756229061,9.54323784040486e-129,0,0.000153062558850594,2.82306915512931e-05,9.73458636373336e-132,0,0,0,0,0
-7.55,0.012877631067886,1.07859863475013e-127,0,0.000160470856107871,2.98814493267671e-05,1.15347668650182e-130,0,0,0,0,0
-7.525,0.0130010390404942,1.20692710308241e-126,0,0.000168211433221912,3.16230011086712e-05,1.3529736440192e-129,0,0,0,0,0
-7.5,0.013125301510724,1.33708577671778e-125,0,0.000176297841183723,3.34599889060542e-05,1.57093801281593e-128,0,0,0,0,0
-7.475,0.0132504204030301,1.46654216210206e-124,0,0.000184744117537507,3.53972714328216e-05,1.80558508007996e-127,0,0,0,0,0
-7.45,0.0133763975956997,1.5925273239015e-123,0,0.000193564800787795,3.74399330719707e-05,2.05431039075742e-126,0,0,0,0,0
-7.425,0.0135032349202236,1.7121282258452e-122,0,0.000202774945097307,3.95932931493104e-05,2.3136803859935e-125,0,0,0,0,0
-7.4,0.0136309341606674,1.8223959296452e-121,0,0.000212390135275376,4.18629155242075e-05,2.57946633172296e-124,0,0,0,0,0
-7.375,0.0137594970530427,1.92046431436275e-120,0,0.000222426502056405,4.42546185049277e-05,2.84672528651777e-123,0,0,0,0,0
-7.35,0.0138889252846781,2.00367279552724e-119,0,0.000232900737667519,4.6774485096151e-05,3.1099288352712e-122,0,0,0,0,0
-7.325,0.0140192204935903,2.06968578529672e-118,0,0.000243830111684167,4.94288735862415e-05,3.3631368520915e-121,0,0,0,0,0
-7.3,0.0141503842678563,2.11660144043396e-117,0,0.000255232487172093,5.2224428481845e-05,3.60020992906793e-120,0,0,0,0,0
-7.275,0.0142824181449846,2.14304264340949e-116,0,0.000267126337113654,5.51680917973636e-05,3.81505064316939e-119,0,0,0,0,0
-7.25,0.014415323611288,2.14822414600824e-115,0,0.000279530761116082,5.82671147068255e-05,4.00186087385735e-118,0,0,0,0,0
-7.225,0.014549102101257,2.13199130771054e-114,0,0.000292465502398858,6.15290695656204e-05,4.15540025007651e-117,0,0,0,0,0
-7.2,0.0146837549969325,2.09482776218968e-113,0,0.000305950965056887,6.49618623095073e-05,4.27122975845862e-116,0,0,0,0,0
-7.175,0.0148192836272811,2.03783148158439e-112,0,0.000320008231595755,6.85737452382338e-05,4.34592475221415e-115,0,0,0,0,0
-7.15,0.0149556892675699,1.96266089152053e-111,0,0.00033465908073483,7.23733301910082e-05,4.37724311066616e-114,0,0,0,0,0
-7.125,0.0150929731387428,1.87145472690002e-110,0,0.000349926005473471,7.63696021209642e-05,4.36423703038776e-113,0,0,0,0,0
-7.1,0.0152311364067982,1.76673103170388e-109,0,0.000365832231415155,8.05719330756351e-05,4.30730067082602e-112,0,0,0,0,0
-7.075,0.0153701801821669,1.65127195255336e-108,0,0.000382401735343707,8.49900965903092e-05,4.20815031248671e-111,0,0,0,0,0
-7.05,0.0155101055190925,1.52800166175266e-107,0,0.000399659264045378,8.96342825009931e-05,4.06973842135356e-110,0,0,0,0,0
-7.025,0.015650913415012,1.39986483465347e-106,0,0.00041763035336987,9.45151121835161e-05,3.89610762333245e-109,0,0,0,0,0
-7,0.015792604809939,1.2697126211301e-105,0,0.00043634134752288,9.96436542251274e-05,3.69219466517686e-108,0,0,0,0,0
-6.975,0.0159351805858476,1.14020206796055e-104,0,0.00045581941858212,0.000105031440534716,3.46359762008394e-107,0,0,0,0,0
-6.95,0.0160786415660584,1.01371358660648e-103,0,0.000476092586228136,0.00011069048289754,3.21632162945546e-106,0,0,0,0,0
-6.925,0.0162229885146263,8.92289465018735e-103,0,0.000497189737680684,0.000116633289980106,2.95651922086744e-105,0,0,0,0,0
-6.9,0.0163682221357306,7.7759474822386e-102,0,0.000519140647830707,0.000122872884790554,2.69024070086773e-104,0,0,0,0,0
-6.875,0.0165143430730659,6.70900209141757e-101,0,0.000541975999557326,0.000129422822599581,2.4232084103653e-103,0,0,0,0,0
-6.85,0.0166613519092368,5.73085725259834e-100,0,0.000565727404218605,0.000136297209326644,2.16062597618188e-102,0,0,0,0,0
-6.825,0.0168092491651535,4.84661263094099e-99,0,0.00059042742230409,0.000143510720395794,1.90703039569911e-101,0,0,0,0,0
-6.8,0.0169580352994307,4.05801907235329e-98,0,0.000616109584236511,0.000151078620065138,1.66619119074435e-100,0,0,0,0,0
-6.775,0.0171077107077879,3.36392971408214e-97,0,0.000642808411309206,0.000159016781233514,1.441057298901e-99,0,0,0,0,0
-6.75,0.0172582757224538,2.76081176805089e-96,0,0.000670559436745189,0.000167341705727523,1.23374913607575e-98,0,0,0,0,0
-6.725,0.017409730611572,2.24328130511665e-95,0,0.000699399226862952,0.000176070545071627,1.04559060030827e-97,0,0,0,0,0
-6.7,0.0175620755786101,1.80462816781937e-94,0,0.000729365402333374,0.000185221121743513,8.77173849279836e-97,0,0,0,0,0
-6.675,0.0177153107617718,1.43730448838804e-93,0,0.000760496659511323,0.000194811950916408,7.28448541224123e-96,0,0,0,0,0
-6.65,0.017869436233412,1.13335740605765e-92,0,0.00079283279182473,0.000204862262689513,5.98826866353515e-95,0,0,0,0,0
-6.625,0.0180244519994548,8.84793752084228e-92,0,0.000826414711203129,0.000215392024807101,4.8729602885508e-94,0,0,0,0,0
-6.6,0.0181803579988151,6.83871118321124e-91,0,0.000861284469526841,0.000226421965866269,3.92530732115457e-93,0,0,0,0,0
-6.575,0.0183371541028232,5.23315421872655e-90,0,0.00089748528007712,0.00023797359901265,3.1299950671442e-92,0,0,0,0,0
-6.55,0.0184948401146537,3.9646956951467e-89,0,0.000935061538966826,0.000250069246122762,2.47060228393224e-91,0,0,0,0,0
-6.525,0.0186534157687567,2.97381015587256e-88,0,0.000974058846530243,0.00026273206247094,1.93041738765793e-90,0,0,0,0,0
-6.5,0.018812880730294,2.2083793448639e-87,0,0.00101452402864988,0.000275986061878067,1.49309967006355e-89,0,0,0,0,0
-6.475,0.0189732345945787,1.62364533060404e-86,0,0.00105650515799725,0.000289856142338584,1.14318251940393e-88,0,0,0,0,0
-6.45,0.0191344768865184,1.18185912986372e-85,0,0.00110005157516357,0.000304368112121396,8.66426141314364e-88,0,0,0,0,0
-6.425,0.0192966070600629,8.51720923332345e-85,0,0.00114521390965584,0.000319548716339514,6.50034962286638e-87,0,0,0,0,0
-6.4,0.0194596244976563,6.07695433918534e-84,0,0.00119204410073242,0.000335425663982374,4.82759780746246e-86,0,0,0,0,0
-6.375,0.0196235285096925,4.29271133627306e-83,0,0.00124059541805165,0.000352027655403867,3.54907063977116e-85,0,0,0,0,0
-6.35,0.0197883183339767,3.00216427458211e-82,0,0.00129092248210611,0.000369384410258196,2.58277992613273e-84,0,0,0,0,0
-6.325,0.0199539931351897,2.07871176986899e-81,0,0.00134308128441418,0.000387526695874656,1.86058432499442e-83,0,0,0,0,0
-6.3,0.0201205520043581,1.42498782160069e-80,0,0.00139712920743973,0.000406486356061484,1.32678486863198e-82,0,0,0,0,0
-6.275,0.0202879939583289,9.67130513167346e-80,0,0.00145312504420978,0.000426296340327835,9.36571329105508e-82,0,0,0,0,0
-6.25,0.020456317939249,6.49854414709443e-79,0,0.00151112901759938,0.000446990733511862,6.54440856333463e-81,0,0,0,0,0
-6.225,0.0206255228140499,4.3231879498191e-78,0,0.00157120279925156,0.000468604785801786,4.52677747705463e-80,0,0,0,0,0
-6.2,0.0207956073739371,2.84740481569576e-77,0,0.00163340952809996,0.000491174943135665,3.09953885705126e-79,0,0,0,0,0
-6.175,0.0209665703338855,1.85674117655095e-76,0,0.00169781382846039,0.000514738877964405,2.10084601238416e-78,0,0,0,0,0
-6.15,0.0211384103321396,1.19870019926929e-75,0,0.00176448182765688,0.000539335520361318,1.40955021725797e-77,0,0,0,0,0
-6.125,0.0213111259297196,7.66172996668774e-75,0,0.00183348117314711,0.00056500508946028,9.36172935570003e-77,0,0,0,0,0
-6.1,0.0214847156099327,4.84841917963153e-74,0,0.00190488104911091,0.000591789125203277,6.15489724939451e-76,0,0,0,0,0
-6.075,0.0216591777778906,3.0375996553696e-73,0,0.00197875219246499,0.000619730520376743,4.00566595525518e-75,0,0,0,0,0
-6.05,0.0218345107600328,1.88416080123615e-72,0,0.00205516690826628,0.000648873552914837,2.58058309617088e-74,0,0,0,0,0
-6.025,0.0220107128036554,1.15707750109472e-71,0,0.00213419908446509,0.000679263918446306,1.64569808449275e-73,0,0,0,0,0
-6,0.0221877820764469,7.03499817038041e-71,0,0.002215924205969,0.000710948763060256,1.03889504714251e-72,0,0,0,0,0
-5.975,0.0223657166660294,4.23469936545658e-70,0,0.00230041936797741,0.000743976716264652,6.49205790257006e-72,0,0,0,0,0
-5.95,0.0225445145795068,2.52370294224164e-69,0,0.00238776328854578,0.000778397924109898,4.01589445405622e-71,0,0,0,0,0
-5.925,0.0227241737430187,1.48905568637817e-68,0,0.00247803632033836,0.000814264082448366,2.45907283531973e-70,0,0,0,0,0
-5.9,0.0229046920013019,8.69842653719759e-68,0,0.00257132046152698,0.000851628470299185,1.49056078466339e-69,0,0,0,0,0
-5.875,0.0230860671172577,5.03068953151277e-67,0,0.00266769936579316,0.000890545983286034,8.94369924769703e-69,0,0,0,0,0
-5.85,0.0232682967715266,2.88052326108765e-66,0,0.00276725835139025,0.000931073167114155,5.31219341092991e-68,0,0,0,0,0
-5.825,0.0234513785620698,1.6329478404287e-65,0,0.00287008440922124,0.000973268251051102,3.1233436282479e-67,0,0,0,0,0
-5.8,0.0236353100037573,9.1649540947983e-65,0,0.00297626620988793,0.00101719118137421,1.81783664178358e-66,0,0,0,0,0
